File: abc_unknown_cases/bobpcihm.aig
Command: ~/coding_env/abc/abc -c "&r abc_unknown_cases/bobpcihm.aig; &put; fold; pdr -v -r -y -t"
PDR Parameters: -r -y -t
Parameter Set: 21 of 32
Started at: Sat 14 Jun 2025 08:55:21 PM CST
----------------------------------------
ABC command line: "&r abc_unknown_cases/bobpcihm.aig; &put; fold; pdr -v -r -y -t".

Warning: The network has no constraints.
VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
  1 : 0 194                                                               2   194 110      0.19 sec
  2 : 0 207 401                                                           5   415 106      1.19 sec
 31 : ... 367 225 108 119 110 56 63 64 40 39 38 24 110 50 95 92 2190      5  1371   0     78.05 sec
 32 : ... 225 108 119 110 56 61 64 40 39 36 21 106 47 88 93 279 2051     21  1371   0     80.23 sec
 33 : ... 135 125 73 84 90 62 64 67 54 136 67 120 108 272 351 2049       92  1374   1     84.14 sec
 34 : ... 122 109 52 63 67 39 49 43 28 116 53 100 77 74 95 156 2212       8  1374   0     86.36 sec
 35 : ... 110 53 68 75 55 81 70 49 136 70 116 91 87 74 125 378 1945      94  1374   1     88.83 sec
 36 : ... 58 72 71 43 73 51 43 133 75 113 93 86 75 106 273 584 1999      95  1376   1     94.18 sec
 37 : ... 57 69 69 41 69 46 31 119 54 98 88 77 63 88 48 73 246 2099      25  1376   0     97.08 sec
 38 : ... 69 69 41 69 46 31 119 54 98 85 65 65 81 51 48 217 320 2169     26  1376   0    100.42 sec
 39 : ... 69 41 69 45 30 119 54 91 73 50 29 42 19 20 14 22 168 2361       5  1376   0    103.50 sec
 40 : ... 41 69 45 30 119 54 93 82 71 59 86 79 83 65 36 40 145 2385      48  1376   0    105.97 sec
 41 : ... 69 45 30 119 54 91 76 53 37 53 32 37 23 20 18 42 362 2159      10  1376   0    107.72 sec
 42 : ... 63 41 132 63 98 89 72 61 99 89 112 91 78 46 56 259 610 2225   164  1376   2    114.91 sec
 43 : ... 37 116 51 99 80 65 54 73 77 99 83 101 75 64 55 166 358 2349    49  1376   0    119.25 sec
 44 : ... 116 51 99 79 64 50 63 64 75 68 87 75 56 36 32 34 118 2583      57  1376   0    121.54 sec
 45 : ... 60 115 94 79 58 67 69 73 48 58 43 36 26 30 22 75 446 2250     106  1376   2    124.56 sec
 46 : ... 104 88 81 70 74 78 96 85 113 91 70 55 53 49 81 295 624 2442    47  1376   0    130.31 sec
 47 : ... 116 112 96 105 89 71 54 46 39 29 29 26 28 29 37 128 2690      159  1376   1    134.15 sec
 48 : ... 87 87 90 84 86 71 59 54 53 65 52 49 46 51 54 39 88 441 2400   155  1381   2    137.64 sec
 49 : ... 86 73 82 73 56 52 50 58 39 29 30 33 37 29 40 203 277 2539      42  1381   0    141.04 sec
 50 : ... 86 73 81 70 55 51 49 55 38 27 28 33 38 29 23 20 27 91 2726     27  1381   0    143.44 sec
 51 : ... 73 81 70 55 51 49 55 36 26 25 29 31 24 19 15 11 23 173 2652     5  1381   0    145.73 sec
 52 : ... 81 70 55 51 49 55 36 26 25 29 31 24 19 15 11 10 35 245 2517     0  1381   0    147.26 sec
 53 : ... 145 159 169 164 140 96 43 39 29 24 18 16 20 43 258 606 2516   158  1381   0    157.08 sec
 54 : ... 61 70 70 106 121 97 84 82 38 27 20 15 11 10 7 8 38 331 2566     9  1381   0    159.42 sec
 55 : ... 312 332 314 277 259 206 175 101 74 67 59 68 223 294 2857      326  1381   1    183.23 sec
 56 : ... 215 165 270 208 156 124 100 103 64 49 50 44 30 27 154 3019    111  1381   1    186.37 sec
 57 : ... 161 268 205 155 125 97 103 61 46 42 33 17 11 36 233 2956        8  1381   0    188.42 sec
 58 : ... 161 268 205 155 125 97 103 61 46 42 33 17 9 7 7 109 3039        0  1381   0    190.42 sec
 59 : ... 268 205 155 125 97 104 62 48 46 36 23 14 11 13 114 491 2618    19  1381   0    193.17 sec
 60 : ... 172 144 123 142 101 90 86 91 91 81 58 52 113 313 605 2920     210  1382   1    207.85 sec
 61 : ... 171 136 112 124 81 72 73 63 85 69 54 55 44 42 51 143 3219     141  1383   1    211.85 sec
 62 : ... 141 114 125 80 72 74 62 83 64 51 57 45 46 41 58 198 3168      183  1383   1    219.12 sec
 63 : ... 143 112 111 74 77 58 56 78 67 47 50 37 38 35 37 74 192 3138     9  1383   0    221.45 sec
 64 : ... 112 111 74 76 58 57 78 67 47 50 37 38 34 36 34 58 395 2934      5  1383   0    224.14 sec
 65 : ... 111 74 76 58 57 78 67 47 52 39 41 39 41 41 54 260 478 2897     20  1383   0    227.88 sec
 66 : ... 100 91 84 89 111 99 84 94 76 75 65 68 62 49 66 196 536 2888   234  1383   2    248.46 sec
 67 : ... 68 71 38 35 56 44 30 40 28 31 29 35 30 17 14 21 16 41 3387      0  1383   0    251.60 sec
 68 : ... 77 67 85 67 52 56 42 41 39 42 37 23 20 28 21 45 294 3163      156  1383   1    257.51 sec
 69 : ... 37 34 55 43 30 39 27 30 28 34 29 17 14 21 17 16 49 165 3233     7  1383   0    260.52 sec
 70 : ... 34 55 43 33 43 33 38 34 43 37 23 20 29 24 22 20 30 207 3231   124  1384   1    263.60 sec
 71 : ... 55 43 30 39 27 30 28 34 29 17 14 21 16 19 18 20 85 500 2926    15  1384   0    268.20 sec
 72 : ... 30 39 27 30 28 34 29 17 14 21 16 16 12 13 54 241 470 3084       8  1384   0    271.93 sec
 73 : ... 39 27 30 28 34 29 17 14 21 16 16 11 12 10 28 139 315 3078       6  1384   0    274.93 sec
 74 : ... 39 27 30 28 34 29 17 14 21 16 16 11 12 9 11 10 81 326 3120     11  1384   0    278.57 sec
 75 : ... 30 39 27 30 28 34 29 17 14 21 16 16 11 12 9 10 8 8 7 6 3411     0  1384   0    280.85 sec
 76 : ... 39 27 30 28 34 29 17 14 21 16 16 11 12 9 10 8 8 7 6 40 3371     0  1384   0    283.80 sec
 77 : ... 30 39 33 21 17 25 18 19 16 19 20 19 18 19 21 19 47 403 3038   122  1384   0    287.67 sec
 78 : ... 32 20 16 21 17 18 10 15 15 20 16 14 14 13 32 259 545 2938     216  1384   1    293.35 sec
 79 : ... 37 48 48 53 49 47 52 52 49 38 29 24 27 27 57 209 530 2853     136  1384   1    300.04 sec
 80 : ... 30 25 14 12 17 15 30 10 13 9 12 8 6 7 7 7 7 7 22 160 3291       4  1384   0    302.83 sec
 81 : ... 30 25 14 12 17 15 30 10 13 9 12 8 6 7 7 7 7 7 8 21 170 3278    12  1384   0    305.09 sec
 82 : ... 33 45 60 47 45 73 57 69 72 50 39 28 21 14 13 13 42 342 3412   411  1384   1    342.70 sec
 83 : ... 17 16 18 19 14 13 10 35 24 24 25 15 8 9 10 29 232 444 3292     11  1384   0    347.33 sec
 84 : ... 17 16 18 19 14 13 10 35 24 24 25 15 8 8 8 7 7 51 245 3477       7  1384   0    352.00 sec
 85 : ... 17 16 18 19 14 13 10 35 24 24 25 15 8 8 8 6 6 7 77 303 3355     0  1384   0    354.59 sec
 86 : ... 23 21 18 45 37 40 46 38 29 28 36 33 24 25 95 324 606 3463     641  1385   1    426.25 sec
 87 : ... 10 14 16 11 9 7 35 22 22 23 15 7 7 6 6 5 7 8 6 19 128 3828      5  1385   0    430.79 sec
 88 : ... 10 14 16 11 9 7 35 22 22 23 15 7 7 6 6 5 7 8 5 5 6 69 3872      0  1385   0    439.08 sec
 89 : ... 14 16 11 9 7 35 22 22 23 15 7 7 6 6 5 7 8 5 6 7 72 397 3502     7  1385   0    442.10 sec
 90 : ... 38 24 27 29 18 10 9 11 11 9 11 15 10 8 11 33 226 377 3603     112  1385   0    448.46 sec
 91 : ... 26 28 35 35 48 44 46 45 44 44 37 23 22 19 26 31 81 418 3717   415  1385   1    465.81 sec
 92 : ... 14 7 34 25 23 24 14 8 12 11 7 7 6 6 5 5 8 6 6 5 81 273 3760     0  1385   0    469.74 sec
 93 : ... 28 25 15 9 13 12 9 9 9 8 9 10 17 17 18 23 93 279 609 3673     103  1385   0    475.38 sec
 94 : ... 26 26 15 9 13 14 9 8 7 10 8 7 10 10 8 9 11 13 95 469 3777     203  1386   1    486.85 sec
 95 : ... 24 23 25 14 8 10 13 6 7 6 5 5 6 5 8 9 5 5 5 6 28 241 3992       0  1386   0    491.21 sec
 96 : ... 23 25 14 8 10 13 6 7 6 5 5 6 5 9 10 7 5 7 9 33 250 507 3734   190  1386   1    497.65 sec
 97 : ... 23 24 25 14 8 10 13 6 7 6 5 5 6 5 7 9 6 5 6 5 6 7 7 22 4236     0  1386   0    503.01 sec
 98 : ... 25 14 8 10 13 6 7 6 5 5 6 5 7 9 6 5 6 5 6 7 7 23 222 4059       4  1386   0    507.72 sec
 99 : ... 14 8 10 13 6 7 6 5 5 6 5 7 9 6 5 6 5 6 8 9 10 71 480 3777      14  1386   0    511.87 sec
100 : ... 14 8 10 13 6 7 6 5 5 6 5 7 9 6 5 6 5 6 7 7 7 7 102 334 3823     0  1386   0    515.63 sec
101 : ... 15 21 21 24 31 19 20 23 30 36 35 31 23 30 128 357 766 3587    137  1386   0    527.22 sec
102 : ... 14 21 11 9 12 10 6 7 5 7 8 6 6 6 5 6 7 7 7 7 7 7 6 39 4303      0  1386   0    532.11 sec
103 : ... 12 12 12 7 9 11 10 9 8 6 6 9 10 11 16 22 28 24 74 315 4127    258  1386   1    538.61 sec
104 : ... 12 9 12 9 8 10 7 7 8 6 5 6 5 6 8 7 7 7 7 7 7 8 24 235 4204      7  1386   0    544.02 sec
105 : ... 9 12 9 8 10 7 7 8 6 5 6 5 6 8 7 7 7 7 7 7 8 8 76 484 3878       9  1386   0    548.01 sec
106 : ... 9 8 10 7 7 8 6 8 7 6 7 8 8 7 8 8 10 10 8 9 35 244 602 3782    252  1388   1    555.69 sec
107 : ... 8 10 7 7 8 6 5 5 5 5 8 7 7 7 9 10 14 11 13 9 9 106 466 3899    24  1388   0    560.08 sec
108 : ... 8 11 11 12 14 12 10 12 11 12 9 11 11 13 10 92 327 589 3894    486  1389   1    578.60 sec
109 : ... 19 21 25 12 8 6 5 5 5 5 8 7 7 7 7 8 7 8 8 8 7 7 7 6 12 4473     0  1389   0    583.80 sec
110 : ... 25 12 10 7 5 5 5 5 8 7 7 7 7 8 7 8 8 8 7 7 7 6 12 114 4359      0  1389   0    587.39 sec
111 : ... 65 47 39 42 27 22 23 22 19 16 13 11 10 9 9 15 123 760 3798    338  1389   1    618.50 sec
112 : ... 5 6 6 10 9 10 8 11 13 7 9 10 9 9 8 8 11 20 37 271 445 4170    277  1389   1    632.83 sec
113 : ... 14 13 11 13 10 11 10 10 10 11 11 12 15 23 15 14 27 325 4354   255  1389   1    639.72 sec
114 : ... 12 11 11 9 7 6 6 6 6 7 7 6 6 6 6 9 17 11 12 13 177 595 4024    24  1389   0    644.78 sec
115 : ... 13 19 19 22 23 16 14 11 16 13 23 11 11 11 110 411 892 3805    314  1389   1    658.39 sec
116 : ... 11 11 9 7 6 6 6 6 7 7 6 6 6 6 7 16 8 8 8 10 33 200 547 4176    10  1389   0    663.49 sec
117 : ... 16 14 14 12 16 13 18 15 13 11 21 10 11 9 10 9 9 61 343 4430    57  1389   0    668.80 sec
118 : ... 11 9 7 6 6 6 6 6 6 6 6 6 5 6 16 9 8 8 8 8 6 7 34 178 4606       4  1389   0    673.11 sec
119 : ... 11 9 7 6 6 6 6 6 6 6 6 6 5 6 16 9 8 8 8 8 6 7 6 7 163 4599      0  1389   0    677.48 sec
120 : ... 7 6 6 6 6 6 6 6 6 6 5 6 16 9 8 8 8 8 6 7 8 10 165 586 4052      9  1389   0    681.66 sec
121 : ... 45 44 51 57 66 57 36 67 63 40 49 47 34 52 178 519 1127 3919   387  1394   1    719.70 sec
122 : ... 10 10 9 10 21 14 11 11 12 11 11 11 11 10 10 9 26 179 4806     261  1394   1    729.84 sec
123 : ... 13 7 7 6 7 6 7 6 6 5 5 15 9 8 8 8 7 7 7 6 8 7 7 7 8 53 4922     0  1394   0    734.68 sec
124 : ... 7 6 7 6 7 6 6 5 5 15 9 8 8 8 7 7 7 6 8 7 7 7 9 55 462 4529      5  1394   0    739.07 sec
125 : ... 6 7 6 7 6 6 5 5 15 9 8 8 8 7 7 7 6 8 7 7 7 8 7 88 299 4589      0  1394   0    744.06 sec
126 : ... 7 6 6 5 5 15 9 8 8 8 7 7 7 6 8 7 7 7 10 12 94 309 738 4114     12  1394   0    748.80 sec
127 : ... 13 13 14 16 12 16 14 12 12 10 10 9 11 10 65 18 80 242 4706     64  1394   0    754.34 sec
128 : ... 15 17 13 12 13 12 11 14 13 10 10 14 10 64 11 10 30 232 4706   278  1395   1    761.64 sec
129 : ... 5 6 6 5 5 5 5 9 8 6 9 7 6 8 8 7 7 10 7 61 7 8 9 60 141 4736     0  1395   0    765.60 sec
130 : ... 6 5 5 5 5 9 8 6 9 7 6 8 8 7 7 10 7 61 7 8 9 60 143 518 4279     5  1395   0    769.64 sec
131 : ... 5 5 9 8 6 9 7 6 8 8 7 7 10 7 61 7 8 10 61 144 379 757 4136     14  1395   0    775.71 sec
132 : ... 35 29 28 29 28 25 32 25 79 20 25 17 63 41 54 268 937 3918     344  1397   1    791.36 sec
133 : ... 9 9 10 12 17 19 24 16 74 20 18 22 71 49 36 117 400 582 4435   205  1397   0    801.40 sec
134 : ... 6 5 6 5 5 5 5 9 8 6 8 7 7 7 8 7 61 7 8 7 7 7 7 7 6 6 6 5118     0  1397   0    811.06 sec
135 : ... 6 5 5 5 5 9 8 6 8 7 7 7 8 7 61 7 8 7 7 7 7 7 6 6 6 192 4925     0  1397   0    815.23 sec
136 : ... 6 8 7 7 7 8 7 63 10 12 11 15 23 29 28 21 19 22 209 779 4224    45  1397   0    820.13 sec
137 : ... 5 9 8 6 8 7 7 7 8 7 62 7 8 7 8 7 7 7 7 8 7 113 376 736 4339    11  1397   0    825.92 sec
138 : ... 5 9 8 6 8 7 7 7 8 7 62 7 8 7 8 7 7 7 6 6 6 9 12 75 379 4728    18  1397   0    831.21 sec
139 : ... 10 9 65 10 14 15 14 12 14 14 13 11 11 9 10 41 233 592 4771     39  1397   0    838.54 sec
140 : ... 8 6 8 7 7 8 7 8 62 7 7 6 8 7 7 7 6 6 7 8 8 10 9 45 180 5138    12  1397   0    844.69 sec
141 : ... 8 6 8 7 7 8 7 8 62 7 7 6 8 7 7 7 6 6 7 8 8 9 7 8 7 174 5129     0  1397   0    849.03 sec
142 : ... 7 8 62 7 7 6 8 7 8 8 8 8 10 12 12 17 19 17 15 183 726 4440     23  1397   0    854.14 sec
143 : ... 7 8 7 8 62 7 7 6 8 7 7 7 6 6 7 8 8 9 7 9 8 115 434 976 4360    11  1397   0    860.27 sec
144 : ... 7 8 7 8 62 7 7 6 8 7 7 7 6 6 7 8 8 9 7 8 7 7 6 36 231 5055      0  1397   0    871.19 sec
145 : ... 7 8 62 7 7 6 8 7 7 7 6 6 7 8 8 9 7 8 7 7 7 37 235 501 4767      7  1397   0    876.08 sec
146 : ... 7 8 62 7 7 6 8 7 7 7 6 6 7 8 8 9 7 8 7 7 6 7 6 41 196 5126      6  1397   0    886.35 sec
147 : ... 8 62 7 7 6 8 7 7 7 6 6 7 8 8 9 7 8 7 7 6 7 7 7 25 229 5087      7  1397   0    891.29 sec
148 : ... 10 12 10 7 8 11 11 14 11 13 14 16 11 10 7 6 7 40 313 5003      87  1397   0    895.96 sec
149 : ... 6 5 5 6 6 5 5 5 5 6 6 8 6 5 6 6 6 5 6 5 6 6 7 177 702 4468      7  1397   0    901.35 sec
150 : ... 5 5 5 5 6 6 8 6 5 6 8 10 10 10 11 15 12 11 115 403 785 4473    29  1397   0    908.23 sec
151 : ... 60 57 60 53 61 53 58 54 60 57 61 56 61 59 83 275 621 4779     188  1397   0    930.65 sec
152 : ... 5 7 6 6 5 5 5 5 6 8 6 5 6 6 6 5 6 5 7 5 7 6 6 69 47 98 5275     5  1397   0    938.71 sec
153 : ... 6 6 5 5 5 5 6 8 6 5 6 6 6 5 6 5 7 5 7 6 6 69 41 59 283 5081     7  1397   0    944.17 sec
154 : ... 10 7 8 9 10 10 11 14 21 23 20 20 18 79 49 49 171 688 4774     660  1397   1    974.97 sec
155 : ... 26 28 19 20 13 9 7 11 8 16 7 8 7 7 85 48 32 71 337 966 5017   499  1399   1   1039.71 sec
156 : ... 6 6 5 7 6 5 8 5 7 6 9 6 6 7 7 6 5 6 7 77 39 28 175 489 4953    16  1399   0   1046.23 sec
157 : ... 5 7 6 5 8 5 7 6 9 6 6 7 7 6 5 6 7 76 37 26 111 126 852 4830     5  1399   0   1052.06 sec
158 : ... 6 5 8 5 7 6 9 6 6 7 7 6 5 6 7 76 37 26 110 104 419 611 4934    59  1399   0   1058.42 sec
159 : ... 6 5 8 5 7 6 9 6 6 7 7 6 5 6 7 76 37 26 98 15 20 66 289 5076     0  1399   0   1062.90 sec
160 : ... 8 5 7 6 9 6 6 7 7 6 5 6 7 76 37 26 98 15 21 69 293 642 4712     9  1399   0   1068.16 sec
161 : ... 7 6 9 6 6 7 7 6 5 6 7 76 37 26 98 16 19 21 18 174 678 4590     16  1399   0   1072.92 sec
162 : ... 9 6 6 7 7 6 5 6 7 76 37 26 98 16 18 19 15 154 490 862 4238      9  1399   0   1078.42 sec
163 : ... 6 6 7 7 6 5 6 7 76 37 26 98 16 18 18 13 48 100 53 302 4991      4  1399   0   1083.63 sec
164 : ... 7 7 6 5 6 7 76 37 26 98 16 18 18 13 48 100 44 198 342 4737      4  1399   0   1089.59 sec
165 : ... 6 5 6 7 76 37 26 98 16 18 18 13 48 100 46 201 345 706 4377     11  1399   0   1095.27 sec
166 : ... 5 6 7 76 37 26 98 16 18 18 13 47 101 44 161 66 49 130 4894      0  1399   0   1099.46 sec
167 : ... 7 76 37 26 98 16 18 18 13 47 101 44 161 66 49 130 320 4574      0  1399   0   1104.33 sec
168 : ... 48 38 104 17 18 20 13 47 101 44 161 69 51 134 334 717 4127    500  1399   1   1125.29 sec
169 : ... 37 37 100 16 18 20 13 47 101 44 161 66 46 37 15 15 53 4942      0  1399   0   1130.45 sec
170 : ... 45 110 23 24 23 15 52 105 47 165 70 52 39 16 16 54 418 4549   426  1399   1   1144.65 sec
171 : ... 57 75 69 103 159 121 251 146 114 105 68 64 73 257 455 4661    346  1399   1   1175.02 sec
172 : ... 28 26 24 19 54 107 47 162 66 47 38 15 16 9 12 90 480 4646     384  1399   0   1189.49 sec
173 : ... 42 16 18 20 13 47 101 44 161 66 46 37 15 15 6 9 5 4 64 5106     0  1399   0   1194.12 sec
174 : ... 75 73 92 143 81 201 103 91 80 56 55 39 32 25 18 73 450 4684   419  1399   1   1206.64 sec
175 : ... 18 20 13 47 101 44 161 66 46 37 15 15 6 9 5 4 4 67 53 5053      0  1399   0   1212.35 sec
176 : ... 42 87 138 83 191 97 73 65 28 27 17 22 14 7 9 73 57 445 4661   489  1399   1   1229.94 sec
177 : ... 47 101 44 161 65 46 37 15 16 5 9 5 4 4 68 31 214 341 4766       8  1399   0   1236.34 sec
178 : ... 14 47 101 44 161 65 46 37 15 16 5 9 5 4 4 67 4 4 4 4 5126       0  1399   0   1241.10 sec
179 : ... 47 101 44 161 65 46 37 15 16 5 9 5 4 4 67 4 4 4 4 166 4960      0  1399   0   1245.90 sec
180 : ... 44 161 65 46 37 15 16 5 9 5 4 4 67 6 7 9 11 176 716 4289       16  1399   0   1251.41 sec
181 : ... 44 161 65 46 37 15 16 5 9 5 4 4 67 5 4 5 5 85 235 379 4654      8  1399   0   1257.73 sec
182 : ... 44 161 65 46 37 15 16 5 9 5 4 4 67 5 4 4 4 4 4 30 211 4892      0  1399   0   1262.95 sec
183 : ... 161 65 46 37 15 16 5 9 5 4 4 67 5 4 4 4 4 5 31 214 363 4740     8  1399   0   1269.25 sec
184 : ... 161 65 46 37 15 16 5 9 5 4 4 67 5 4 4 4 4 4 4 5 28 295 4833     7  1399   0   1277.15 sec
185 : ... 65 46 37 15 16 5 9 5 4 4 67 5 4 4 4 4 4 4 5 5 68 467 4625       7  1399   0   1282.48 sec
186 : ... 65 46 37 15 16 5 9 5 4 4 67 5 4 4 4 4 4 4 4 4 4 82 232 4818     0  1399   0   1287.23 sec
187 : ... 37 15 16 5 9 5 4 4 67 5 4 4 4 4 4 4 4 5 5 84 237 492 4686      12  1399   0   1293.31 sec
188 : ... 37 15 16 5 9 5 4 4 67 5 4 4 4 4 4 4 4 4 4 4 4 30 234 4870       0  1399   0   1298.61 sec
189 : ... 7 6 5 71 10 10 7 9 13 15 13 16 17 15 15 14 38 240 654 4593    465  1400   1   1331.30 sec
190 : ... 15 16 5 10 5 4 4 66 6 4 4 4 4 4 4 4 4 5 4 4 5 5 78 416 4869     7  1400   0   1337.22 sec
191 : ... 16 5 10 5 4 4 66 6 4 4 4 4 4 4 4 4 5 4 4 4 4 4 4 108 5218       0  1400   0   1341.76 sec
192 : ... 5 10 5 4 4 66 6 4 4 4 4 4 4 4 4 5 4 4 4 4 4 4 108 262 4956      0  1400   0   1347.95 sec
193 : ... 5 4 4 66 6 4 4 4 4 4 4 4 4 5 4 4 4 4 5 7 114 272 548 4860      52  1400   0   1354.84 sec
194 : ... 4 5 5 9 12 14 18 21 26 32 50 42 36 40 40 24 15 35 254 5134     48  1400   0   1361.76 sec
195 : ... 10 5 4 4 66 6 4 5 4 4 4 4 4 5 5 4 4 4 4 4 4 4 6 5 5 76 5303     0  1400   0   1371.77 sec
196 : ... 40 52 51 54 55 54 58 48 37 35 29 27 24 21 18 15 85 421 4931   424  1400   0   1385.08 sec
197 : ... 4 5 66 6 4 5 5 4 4 4 4 5 5 4 4 4 4 4 4 4 6 5 5 4 4 30 5360      0  1400   0   1390.56 sec
198 : ... 66 6 4 5 5 4 4 4 4 5 5 4 4 4 4 4 4 4 6 5 5 4 4 30 329 5031      0  1400   0   1395.47 sec
199 : ... 26 17 20 9 9 8 8 6 7 8 9 11 12 11 13 17 14 39 338 474 4869    388  1400   0   1416.66 sec
200 : ... 5 6 4 4 69 19 6 5 4 4 5 8 6 8 6 8 7 8 9 8 8 59 216 412 4865    34  1400   0   1422.98 sec
201 : ... 5 6 4 4 69 19 6 5 4 4 4 4 4 5 4 5 4 4 4 4 5 4 6 32 254 5148     4  1400   0   1448.14 sec
202 : ... 5 6 4 4 69 19 6 5 4 4 4 4 4 5 4 5 4 4 4 4 5 4 5 4 4 4 5400      0  1400   0   1453.34 sec
203 : ... 6 4 4 69 19 6 5 4 4 4 4 4 5 4 5 4 4 4 4 5 4 5 4 4 4 79 5321     0  1400   0   1458.59 sec
204 : ... 4 69 19 6 5 4 4 4 4 4 5 4 5 4 4 4 4 5 4 5 4 5 5 82 434 4915     7  1400   0   1464.04 sec
205 : ... 69 19 6 5 4 4 4 4 4 5 4 5 4 4 4 4 5 4 5 4 4 4 5 32 361 5043     7  1400   0   1469.07 sec
206 : ... 19 6 5 4 4 4 4 4 5 4 5 4 4 4 4 5 4 5 4 4 4 4 4 109 308 4987     0  1400   0   1479.48 sec
207 : ... 5 4 4 4 4 4 5 4 5 4 4 4 4 5 4 5 4 4 4 5 6 112 316 410 4872     10  1400   0   1485.18 sec
208 : ... 6 5 4 4 4 4 4 5 4 5 4 4 4 4 5 4 5 4 4 4 4 4 5 4 4 79 5328       0  1400   0   1489.88 sec
209 : ... 5 4 4 4 4 4 5 4 5 4 4 4 4 5 4 5 4 4 4 4 4 5 5 5 81 420 4938     6  1400   0   1495.69 sec
210 : ... 5 4 4 4 4 4 5 4 5 4 4 4 4 5 4 5 4 4 4 4 4 5 4 4 4 4 58 5347     0  1400   0   1500.66 sec
211 : ... 4 4 4 4 5 4 5 4 4 4 4 5 4 5 4 4 4 4 4 5 4 4 4 6 60 507 4865    11  1400   0   1505.68 sec
212 : ... 4 5 4 5 4 4 4 4 5 4 5 4 4 4 4 6 8 7 8 9 11 40 264 412 4924     25  1400   0   1512.38 sec
213 : ... 4 4 5 4 5 4 4 4 4 5 4 5 4 4 4 4 5 5 5 4 4 4 6 4 83 277 5052     0  1400   0   1517.81 sec
214 : ... 14 14 17 19 14 15 15 16 17 17 15 13 11 14 8 86 281 470 4800    71  1400   0   1525.20 sec
215 : ... 13 13 13 17 23 28 25 26 30 28 33 31 24 28 17 120 532 4844     423  1400   0   1545.48 sec
