File: abc_unknown_cases/bobpcihm.aig
Command: ~/coding_env/abc/abc -c "&r abc_unknown_cases/bobpcihm.aig; &put; fold; pdr -v -r -y -f -i -t -k"
PDR Parameters: -r -y -f -i -t -k
Parameter Set: 15 of 32
Started at: Sat 14 Jun 2025 08:37:12 PM CST
----------------------------------------
ABC command line: "&r abc_unknown_cases/bobpcihm.aig; &put; fold; pdr -v -r -y -f -i -t -k".

Warning: The network has no constraints.
VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
  1 : 0 194                                                               2   194 104      0.10 sec
  2 : 0 170 418                                                           7   418 101      0.98 sec
 97 : ... 44 33 36 39 36 26 26 28 26 26 31 240 161 137 276 719 3628     163  1380   0    484.62 sec
 98 : ... 31 27 24 22 15 15 19 20 10 9 6 9 8 8 8 8 6 9 8 103 405 4359     8  1380   0    487.86 sec
 99 : ... 15 15 19 20 11 13 13 19 18 15 16 16 12 15 10 15 68 268 4561    37  1380   0    490.10 sec
100 : ... 24 22 15 15 19 20 10 9 6 9 8 8 8 9 6 8 6 8 23 54 326 4439       0  1380   0    490.88 sec
101 : ... 41 42 30 31 27 29 26 22 12 12 9 11 8 10 26 57 331 626 4069    123  1380   0    505.07 sec
102 : ... 16 15 20 20 10 9 6 10 9 10 9 11 7 8 6 8 6 8 9 316 681 3955     29  1380   0    508.14 sec
103 : ... 20 12 12 12 17 14 9 8 11 6 7 7 9 9 11 13 223 328 475 4142      39  1380   0    510.93 sec
104 : ... 15 20 20 10 9 6 10 8 8 9 11 6 7 6 8 6 8 8 7 8 83 578 4346       8  1380   0    512.27 sec
105 : ... 15 20 20 10 9 6 10 8 8 9 11 6 7 6 8 6 8 8 6 7 9 8 121 4800      0  1380   0    513.74 sec
106 : ... 20 20 10 9 6 10 8 8 9 11 6 7 6 8 6 8 8 6 7 9 9 122 464 4360     5  1380   0    515.37 sec
107 : ... 20 10 9 6 10 8 8 9 11 6 7 6 8 6 8 8 6 7 9 8 26 94 535 4328     10  1380   0    516.44 sec
108 : ... 10 9 6 10 8 8 9 11 6 7 6 8 6 8 8 6 7 9 8 25 55 330 465 4273     9  1380   0    518.77 sec
109 : ... 10 9 6 10 8 8 9 11 6 7 6 8 6 8 8 6 7 9 8 8 8 8 44 730 4186      9  1380   0    519.83 sec
110 : ... 23 18 19 10 8 6 9 7 9 8 6 7 11 11 12 13 13 16 359 840 3810    203  1380   1    522.69 sec
111 : ... 18 19 10 8 6 9 7 9 8 6 7 11 11 12 13 16 19 222 301 456 4227    13  1380   0    525.11 sec
112 : ... 23 18 19 10 8 6 9 7 9 8 6 7 11 11 12 13 9 9 6 7 55 179 4734     7  1380   0    526.76 sec
113 : ... 18 19 10 8 6 9 7 9 8 6 7 11 11 12 13 9 9 6 6 27 54 459 4393     0  1380   0    528.02 sec
114 : ... 12 14 17 15 18 22 23 25 26 21 23 16 26 43 70 498 917 3849      67  1380   0    533.13 sec
115 : ... 11 12 15 15 16 21 21 20 21 22 17 14 11 13 11 11 48 443 4654   434  1380   1    548.10 sec
116 : ... 21 24 23 27 26 23 24 25 18 15 16 19 19 19 54 140 443 4537      80  1380   0    550.36 sec
117 : ... 17 17 18 9 9 9 6 6 10 9 7 6 8 8 6 7 10 7 5 6 6 29 370 4691      0  1380   0    552.59 sec
118 : ... 17 18 9 9 9 6 6 10 9 7 6 8 8 6 7 10 7 5 6 6 30 374 741 3991     9  1380   0    554.53 sec
119 : ... 36 26 25 20 22 23 20 25 24 20 18 30 25 49 342 561 1124 3765   696  1380   1    605.00 sec
120 : ... 10 7 14 9 10 14 11 26 7 9 6 6 17 14 12 6 6 9 9 6 8 6 8 5373     0  1380   0    609.94 sec
121 : ... 7 14 9 10 14 11 26 7 9 6 6 17 14 12 6 6 9 9 6 8 6 8 52 5321     0  1380   0    611.58 sec
122 : ... 9 10 14 11 26 7 9 6 6 17 14 12 6 6 9 9 6 8 6 8 53 579 4782      7  1380   0    613.11 sec
123 : ... 10 14 11 26 7 9 6 6 17 14 12 6 6 9 9 6 8 6 8 5 300 523 4549     0  1380   0    614.39 sec
124 : ... 20 21 34 28 24 17 19 25 22 19 28 27 27 17 320 557 1081 4005   387  1382   2    638.62 sec
125 : ... 26 20 21 34 29 25 7 7 11 8 10 11 10 8 7 31 76 254 560 4799     34  1382   0    640.63 sec
126 : ... 13 11 10 22 14 13 14 7 10 7 8 8 8 6 6 7 10 10 48 453 5113      10  1382   0    642.11 sec
127 : ... 12 13 11 10 22 14 13 14 7 10 7 8 8 8 6 6 7 8 8 9 7 36 5524      0  1382   0    643.23 sec
128 : ... 33 29 26 28 22 22 16 16 10 10 6 6 8 10 10 12 13 42 299 5262    94  1382   0    646.59 sec
129 : ... 10 9 22 13 12 13 6 8 6 6 34 8 7 5 7 8 10 7 6 8 120 449 5020    15  1382   0    647.75 sec
130 : ... 10 9 22 13 12 13 6 8 6 6 34 8 7 5 7 7 9 7 5 6 5 26 461 5070     0  1382   0    648.78 sec
131 : ... 22 13 12 13 6 8 6 6 34 8 7 5 7 7 9 8 7 7 7 28 466 1139 4014    17  1382   0    650.00 sec
132 : ... 12 13 6 8 6 6 34 8 7 5 7 7 9 7 5 6 7 28 376 516 1022 4132      52  1382   0    653.19 sec
133 : ... 9 22 13 12 13 6 8 6 6 34 8 7 5 7 7 9 7 5 6 6 5 7 5 6 5 5636     0  1382   0    655.22 sec
134 : ... 13 12 13 6 8 6 6 34 8 7 5 7 7 9 7 5 6 6 5 7 5 6 5 59 5577       0  1382   0    657.67 sec
135 : ... 6 6 34 8 7 6 9 12 16 13 13 18 14 13 13 11 10 8 62 434 5212    242  1382   1    662.85 sec
136 : ... 34 8 7 6 9 12 16 13 13 18 14 13 14 12 11 8 63 259 938 4486      9  1382   0    664.26 sec
137 : ... 6 34 8 7 6 9 12 16 13 13 18 14 13 7 5 6 5 8 30 410 815 4441    10  1382   0    665.76 sec
138 : ... 34 45 57 47 56 54 46 38 34 37 44 37 45 58 402 446 696 4577     89  1382   0    673.32 sec
139 : ... 18 18 18 16 19 14 20 16 17 15 16 20 24 21 18 14 13 66 5651      0  1382   0    675.26 sec
140 : ... 18 18 16 19 14 20 16 17 15 16 20 24 21 18 14 14 68 319 5379    12  1382   0    676.67 sec
141 : ... 18 16 19 14 20 16 17 15 16 20 24 21 18 14 13 12 18 193 5500     0  1382   0    677.87 sec
142 : ... 62 46 33 20 18 15 16 20 25 22 20 16 14 14 22 197 699 4853     293  1383   1    687.71 sec
143 : ... 46 33 20 18 15 16 20 24 21 18 14 13 13 18 46 106 480 5073       0  1383   0    689.53 sec
144 : ... 36 24 23 23 27 34 40 37 35 22 18 18 22 50 110 489 916 4409    310  1383   1    695.30 sec
145 : ... 36 24 23 23 27 34 40 37 35 22 13 13 17 22 20 9 63 301 5357      6  1383   0    697.89 sec
146 : ... 36 24 23 23 27 34 40 37 35 22 13 13 17 22 20 9 8 6 346 5321     0  1383   0    700.20 sec
147 : ... 31 34 40 46 40 37 25 15 16 18 24 21 11 11 12 350 794 4678     309  1383   1    737.95 sec
148 : ... 34 40 46 40 37 25 15 16 18 24 21 11 15 17 354 645 1071 4062    13  1383   0    740.15 sec
149 : ... 34 40 46 40 37 25 15 16 18 24 21 11 11 8 5 30 89 354 5318       0  1383   0    741.53 sec
150 : ... 43 49 45 41 29 19 18 20 26 23 12 13 9 9 33 92 362 757 5029     59  1383   0    745.71 sec
151 : ... 18 24 23 20 13 16 14 19 20 17 9 13 11 8 7 5 5 60 428 5397       9  1383   0    747.38 sec
152 : ... 24 23 20 13 16 14 19 20 17 9 13 11 8 7 7 7 9 124 740 5006      12  1383   0    748.83 sec
153 : ... 33 37 29 32 27 29 18 23 21 17 17 15 13 22 15 341 822 4755     221  1383   0    759.85 sec
154 : ... 39 30 35 34 32 32 38 37 35 25 27 25 29 30 315 423 705 4816    260  1383   1    768.36 sec
155 : ... 22 14 22 23 19 16 22 19 22 21 16 18 18 18 20 15 40 227 5677     0  1383   0    770.10 sec
156 : ... 22 23 19 16 22 19 22 21 16 18 18 18 20 17 42 229 838 4864       8  1383   0    771.04 sec
157 : ... 30 25 22 26 19 22 22 18 22 24 18 21 17 39 106 425 798 4989    371  1383   1    780.82 sec
158 : ... 30 25 22 26 19 22 22 18 22 24 18 21 17 13 18 9 12 62 5885       0  1383   0    782.51 sec
159 : ... 209 224 168 166 152 137 96 71 49 46 60 52 49 89 764 5225      569  1383   0   1046.49 sec
160 : ... 30 32 31 34 31 30 29 26 26 29 25 25 18 9 11 9 430 825 4978    395  1383   1   1092.79 sec
161 : ... 31 34 31 30 29 26 26 29 25 25 18 9 15 13 432 547 958 4492      12  1383   0   1094.57 sec
162 : ... 31 34 31 30 29 26 26 29 25 25 18 9 13 10 8 32 134 877 5203      9  1383   0   1096.07 sec
163 : ... 34 31 30 29 26 26 29 25 25 18 9 13 10 8 32 95 432 994 4909     16  1383   0   1098.72 sec
164 : ... 32 30 31 30 30 33 26 19 21 15 19 24 19 17 11 7 131 464 5635   276  1383   1   1103.80 sec
165 : ... 31 30 30 33 26 19 21 15 19 24 19 17 11 7 131 180 601 5301       0  1383   0   1105.77 sec
166 : ... 30 30 33 26 19 21 15 19 24 19 17 11 9 134 185 602 1233 4288    11  1383   0   1107.47 sec
167 : ... 61 66 65 64 70 68 75 81 76 66 53 43 45 32 340 451 1211 4613    98  1383   0   1120.09 sec
168 : ... 21 18 19 15 14 13 17 27 35 22 16 21 21 21 47 166 782 5355       8  1383   0   1122.97 sec
169 : ... 18 19 15 14 13 17 27 35 22 16 21 21 21 48 108 405 893 5078      9  1383   0   1125.13 sec
170 : ... 19 15 14 13 17 27 35 22 16 21 21 21 16 15 16 144 759 5391       5  1383   0   1126.68 sec
171 : ... 15 14 13 17 27 35 22 16 21 21 21 16 15 15 16 315 468 5468       0  1383   0   1128.03 sec
172 : ... 23 20 25 31 41 33 34 36 48 50 43 46 44 53 357 514 1287 4569   386  1383   1   1146.70 sec
173 : ... 23 20 25 31 41 33 34 36 48 50 43 46 44 27 26 35 58 178 6123     0  1383   0   1148.23 sec
174 : ... 44 50 59 51 45 46 56 61 60 67 57 40 46 52 70 188 888 5304    1038  1383   0   1978.41 sec
175 : ... 17 18 35 21 21 27 15 14 14 22 24 19 17 53 124 531 1448 4958   450  1383   1   1999.74 sec
176 : ... 35 21 21 27 15 14 14 22 24 19 17 53 124 531 562 1471 4749      11  1383   0   2002.49 sec
177 : ... 246 245 233 250 251 251 254 290 360 773 661 982 2105 4453     340  1383   0   2152.40 sec
178 : ... 41 48 46 31 28 30 32 30 24 22 22 32 26 30 25 369 855 7404      90  1383   0   2176.46 sec
179 : ... 24 26 18 15 13 17 16 13 17 15 24 18 20 19 330 406 2027 6060    16  1383   0   2180.37 sec
180 : ... 26 18 15 13 17 16 13 17 15 24 18 19 15 16 48 110 384 8039       0  1383   0   2182.51 sec
181 : ... 18 15 13 17 16 13 17 15 24 18 19 15 16 49 111 388 2085 6164     9  1383   0   2185.19 sec
182 : ... 15 13 17 16 13 17 15 24 18 19 15 16 14 11 11 68 1986 6535      11  1383   0   2189.08 sec
183 : ... 15 13 17 16 13 17 15 24 18 19 15 16 14 11 10 9 139 773 7649     5  1383   0   2191.12 sec
184 : ... 13 17 16 13 17 15 24 18 19 15 16 14 11 10 8 8 324 488 7714      0  1383   0   2192.70 sec
185 : ... 46 37 48 42 50 45 51 46 48 48 46 45 46 34 351 524 2983 5058   113  1383   0   2202.97 sec
186 : ... 14 21 14 25 10 19 17 26 24 25 18 20 14 25 52 125 534 7894       0  1383   0   2205.89 sec
187 : ... 21 14 25 10 19 17 26 24 25 18 21 14 26 54 127 541 2676 5655    20  1383   0   2209.34 sec
188 : ... 14 25 10 19 17 26 24 25 18 20 14 26 13 19 16 110 1911 6564     16  1383   0   2212.64 sec
189 : ... 14 25 10 19 17 26 24 25 18 20 14 21 11 19 14 17 12 7 8461       0  1383   0   2214.61 sec
190 : ... 25 10 19 17 26 24 25 18 20 14 21 11 19 14 17 12 7 266 8182      0  1383   0   2216.35 sec
191 : ... 19 17 26 24 25 18 20 14 21 11 20 15 17 16 10 271 2766 5498     13  1383   0   2218.84 sec
192 : ... 19 17 26 24 25 18 20 14 21 11 20 14 17 12 9 38 411 421 7547     0  1383   0   2221.35 sec
193 : ... 26 24 25 18 20 14 21 11 20 14 17 12 10 40 415 436 2107 5660    11  1383   0   2223.71 sec
194 : ... 17 26 24 25 18 20 14 21 11 20 14 17 12 9 6 7 9 99 1755 6549    10  1383   0   2227.02 sec
195 : ... 17 26 24 25 18 20 14 21 11 20 14 17 12 9 5 6 8 6 6 233 8092     0  1383   0   2229.59 sec
196 : ... 24 25 18 20 14 22 11 20 15 18 12 9 6 7 12 9 9 236 2355 5838    25  1383   0   2231.84 sec
197 : ... 24 25 18 20 14 21 11 20 14 17 11 8 5 6 11 7 6 6 39 100 8187     0  1383   0   2234.25 sec
198 : ... 18 20 14 21 11 20 14 17 11 8 5 6 11 7 6 6 39 100 725 7460       0  1383   0   2236.05 sec
199 : ... 31 22 32 27 31 23 24 20 20 22 18 17 19 70 146 811 2679 5271   760  1383   1   2325.39 sec
200 : ... 13 15 15 20 9 10 11 10 6 7 7 15 9 8 6 5 8 5 5 141 583 7826      7  1383   0   2328.84 sec
201 : ... 15 15 20 9 10 11 10 6 7 7 15 10 8 6 5 8 6 7 6 140 2210 6276    17  1383   0   2333.51 sec
202 : ... 15 15 20 9 10 11 10 6 7 7 15 10 8 6 5 8 4 4 4 5 29 575 7909     0  1383   0   2335.94 sec
203 : ... 20 9 10 11 10 6 7 7 15 10 8 6 5 8 4 4 4 5 29 575 516 7390       0  1383   0   2337.59 sec
----------------------------------------
STATUS: TIMEOUT (exceeded 3600 seconds)
Finished at: Sat 14 Jun 2025 09:37:12 PM CST
========================================
