File: abc_unknown_cases/bobpcihm.aig
Command: ~/coding_env/abc/abc -c "&r abc_unknown_cases/bobpcihm.aig; &put; fold; pdr -v -y -i -t -k"
PDR Parameters: -y -i -t -k
Parameter Set: 30 of 32
Started at: Sat 14 Jun 2025 09:11:47 PM CST
----------------------------------------
ABC command line: "&r abc_unknown_cases/bobpcihm.aig; &put; fold; pdr -v -y -i -t -k".

Warning: The network has no constraints.
VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
  1 : 0 194                                                               2   194 104      0.10 sec
  2 : 0 196 408                                                           5   421 103      1.00 sec
 41 : ... 162 164 175 194 191 160 104 107 141 124 135 347 608 2321      145  1370   1     92.61 sec
 42 : ... 171 171 170 181 144 113 119 99 91 109 87 85 89 200 401 2528   147  1370   1     95.95 sec
 43 : ... 171 170 181 139 100 106 97 77 82 59 62 41 33 45 165 2827       30  1370   0     97.55 sec
 44 : ... 192 165 154 118 86 107 94 86 80 57 65 42 37 30 31 209 2818    169  1370   1    101.35 sec
 45 : ... 155 120 91 120 110 110 106 72 72 46 47 39 36 101 369 2670      37  1370   0    102.65 sec
 46 : ... 124 96 126 114 118 107 76 62 59 55 39 31 62 252 516 2631      212  1371   1    105.17 sec
 47 : ... 115 104 114 127 121 100 93 111 119 132 104 88 246 588 2649    151  1371   1    111.52 sec
 48 : ... 108 119 130 129 108 104 131 130 138 108 97 73 110 363 2794     49  1371   0    112.89 sec
 49 : ... 110 100 99 108 117 90 78 88 73 70 55 47 48 43 87 224 3050     146  1374   1    115.26 sec
 50 : ... 100 99 108 117 90 78 88 73 70 55 39 40 34 30 79 384 2850        9  1374   0    116.18 sec
 51 : ... 194 192 165 182 206 208 177 147 99 53 39 35 66 256 572 3036   188  1374   1    126.32 sec
 52 : ... 192 165 182 206 208 177 147 99 53 39 35 66 256 109 373 2964     7  1374   0    127.10 sec
 53 : ... 165 182 206 208 177 147 99 53 39 35 66 256 91 269 547 2794     18  1374   0    128.57 sec
 54 : ... 260 278 228 213 179 147 123 84 99 286 95 106 296 542 2877     323  1374   1    137.58 sec
 55 : ... 260 278 228 213 179 147 123 84 99 57 55 31 18 10 59 3394        0  1374   0    138.63 sec
 56 : ... 243 230 207 201 204 188 208 149 116 55 45 27 74 473 3232      218  1374   1    149.89 sec
 57 : ... 230 207 201 204 188 208 149 116 55 45 28 75 257 540 3045        7  1374   0    154.46 sec
 58 : ... 242 228 231 232 201 223 167 140 77 70 38 35 35 91 347 3314    136  1374   1    157.22 sec
 59 : ... 228 231 232 201 223 168 143 81 75 42 38 23 20 73 341 3271      23  1374   0    158.38 sec
 60 : ... 230 232 235 204 227 76 69 38 31 23 28 39 37 65 241 435 3240   140  1374   1    160.88 sec
 61 : ... 263 257 234 270 139 110 63 55 50 56 75 69 69 51 52 163 3588   131  1374   0    168.11 sec
 62 : ... 94 80 63 52 50 37 21 28 22 20 22 37 24 21 18 21 49 336 3560     0  1374   0    170.42 sec
 63 : ... 208 179 130 75 46 38 31 31 45 32 29 26 29 56 360 822 3348     171  1374   1    185.31 sec
 64 : ... 180 130 77 49 42 33 32 45 34 30 29 31 57 58 191 516 3588      323  1377   1    195.85 sec
 65 : ... 181 131 78 51 45 37 38 54 33 29 26 25 21 20 22 119 591 3668   126  1377   0    199.20 sec
 66 : ... 85 70 85 74 62 66 74 62 46 46 44 41 30 28 49 307 719 3630     200  1377   2    209.79 sec
 67 : ... 77 90 78 70 74 87 71 60 55 56 51 42 33 54 311 207 844 3332    125  1377   1    212.21 sec
 68 : ... 90 78 70 74 87 71 60 55 56 51 42 33 54 311 160 409 718 3194     8  1377   0    214.15 sec
 69 : ... 70 74 87 71 60 55 56 51 42 34 56 315 155 151 181 580 3423      20  1377   0    215.70 sec
 70 : ... 83 88 98 77 70 63 63 61 55 17 29 23 22 20 59 255 520 3796     137  1377   0    220.32 sec
 71 : ... 37 32 34 22 22 15 23 12 9 8 18 18 15 13 9 10 105 491 3839       7  1377   0    222.83 sec
 72 : ... 38 27 24 18 28 16 13 12 24 26 24 20 11 10 50 273 503 3873     425  1381   2    234.85 sec
 73 : ... 37 32 34 21 22 15 22 11 9 8 13 21 16 13 13 8 13 7 8 39 4401     0  1381   0    236.13 sec
 74 : ... 36 39 30 29 19 14 14 21 28 24 22 19 13 17 16 19 50 232 4229   171  1381   0    240.30 sec
 75 : ... 42 17 17 20 12 13 12 16 9 10 15 7 6 5 5 6 6 6 74 437 3964       6  1381   0    243.45 sec
 76 : ... 47 41 34 28 15 18 31 37 43 39 32 33 31 25 66 322 710 3776     315  1381   1    261.84 sec
 77 : ... 41 34 28 15 18 31 37 43 39 32 33 31 25 66 322 177 402 3833      3  1381   0    262.53 sec
 78 : ... 34 28 15 18 31 37 43 39 32 33 31 25 66 322 177 391 785 3361     7  1381   0    264.16 sec
 79 : ... 20 20 35 41 49 45 35 37 34 27 67 323 164 177 327 696 3374     160  1381   1    267.65 sec
 80 : ... 23 49 53 63 57 56 54 58 36 81 347 144 130 88 121 471 3611     146  1381   0    303.72 sec
 81 : ... 20 14 20 9 18 20 29 26 26 23 22 16 20 16 11 12 120 531 4067   177  1381   0    310.39 sec
 82 : ... 21 16 21 18 25 22 19 27 21 22 17 21 15 17 71 294 715 3908     128  1381   0    316.22 sec
 83 : ... 17 13 14 7 14 9 13 8 9 11 9 10 11 11 6 10 7 8 82 407 4300       7  1381   0    318.58 sec
 84 : ... 16 25 20 23 20 19 19 12 14 13 15 12 14 10 9 45 258 516 4256   112  1381   0    328.31 sec
 85 : ... 12 14 8 14 10 13 7 9 11 9 10 11 12 6 10 6 6 7 8 6 186 4631      0  1381   0    330.50 sec
 86 : ... 15 13 14 13 13 15 25 31 32 33 24 25 23 22 22 200 749 4019      61  1381   0    332.43 sec
 87 : ... 10 13 7 9 11 9 9 14 14 11 19 18 17 18 17 15 70 268 540 4214    31  1381   0    334.47 sec
 88 : ... 8 14 10 13 7 9 11 9 9 13 12 7 10 7 7 9 8 7 8 9 31 225 4629      5  1381   0    336.17 sec
 89 : ... 10 13 7 9 11 9 9 13 12 7 10 7 7 9 8 8 9 11 11 50 202 4668      15  1381   0    338.16 sec
 90 : ... 10 13 7 9 11 9 9 13 12 7 10 7 7 9 8 7 8 8 7 7 42 277 4541       0  1381   0    339.26 sec
 91 : ... 9 9 13 13 10 19 19 19 20 18 27 29 31 29 28 58 297 670 4240    136  1382   1    342.24 sec
 92 : ... 13 7 9 11 9 9 13 10 8 10 8 6 7 6 6 7 9 9 12 9 9 8 184 4678      0  1382   0    345.45 sec
 93 : ... 14 13 11 14 12 8 10 10 17 14 17 19 25 17 18 17 194 779 3996   172  1382   1    347.48 sec
 94 : ... 13 11 14 12 8 10 10 17 14 17 19 25 17 13 9 67 265 562 4225     10  1382   0    350.02 sec
 95 : ... 13 11 14 12 8 10 10 17 14 17 19 25 17 11 8 9 6 40 278 4550      0  1382   0    351.51 sec
 96 : ... 27 22 22 21 25 23 24 26 32 32 22 20 24 17 53 292 614 4380     294  1390   1    379.94 sec
 97 : ... 19 18 14 7 7 5 6 6 9 9 13 14 17 14 14 11 7 10 75 452 4748      19  1390   0    384.02 sec
 98 : ... 23 19 18 14 7 7 5 6 6 9 9 13 10 11 10 12 7 7 9 8 8 128 5055     0  1390   0    385.17 sec
 99 : ... 18 14 7 7 5 6 6 9 9 13 10 11 10 12 7 7 9 9 9 131 689 4395       7  1390   0    386.09 sec
100 : ... 14 7 7 5 6 6 9 9 13 10 11 10 12 7 7 9 9 9 69 271 579 4489       8  1390   0    387.98 sec
101 : ... 5 6 6 9 9 13 10 11 10 12 15 14 16 14 17 23 23 128 496 4648     32  1390   0    390.45 sec
102 : ... 7 5 6 6 9 9 13 10 11 10 12 10 8 9 10 8 9 10 54 296 869 4333    13  1390   0    392.33 sec
103 : ... 7 5 6 6 9 9 13 10 11 10 12 10 8 9 10 8 8 9 14 10 10 47 5138     0  1390   0    394.85 sec
104 : ... 6 6 9 9 13 10 11 10 12 10 8 9 10 8 8 9 14 11 12 48 225 4960     9  1390   0    397.21 sec
105 : ... 14 12 13 17 23 28 31 30 22 16 14 12 15 11 12 11 73 581 4569   213  1391   1    400.22 sec
106 : ... 21 24 33 44 46 38 33 22 21 19 26 26 19 26 21 170 742 4397     163  1391   1    402.84 sec
107 : ... 24 33 44 46 38 33 23 23 23 30 31 27 32 25 69 268 545 4579      30  1391   0    405.30 sec
108 : ... 12 23 19 21 24 33 44 46 38 8 8 7 7 8 9 9 8 6 7 6 6 82 5116      0  1391   0    407.52 sec
109 : ... 25 35 45 47 39 12 11 8 10 11 11 12 10 9 8 8 9 84 482 4696      42  1391   0    408.86 sec
110 : ... 12 23 8 9 7 9 7 7 7 7 8 7 7 8 9 7 7 6 8 7 8 45 293 913 4311     7  1391   0    410.77 sec
111 : ... 12 23 8 9 7 9 7 7 7 7 8 7 7 8 9 7 7 6 8 7 6 6 6 72 437 4736     7  1391   0    412.24 sec
112 : ... 23 8 9 7 9 7 7 7 7 8 7 7 8 9 7 7 6 8 7 6 5 5 6 6 134 5075       0  1391   0    415.45 sec
113 : ... 14 14 10 10 14 16 24 28 25 19 16 14 17 17 11 141 509 4798      67  1391   0    420.26 sec
114 : ... 7 5 6 5 7 5 5 6 6 5 6 7 6 7 6 7 7 6 5 5 8 8 66 310 692 4609     9  1391   0    422.07 sec
115 : ... 7 5 5 6 6 5 6 7 6 7 7 8 10 8 8 11 12 16 20 46 198 572 4700     27  1391   0    424.09 sec
116 : ... 16 17 20 15 18 17 20 20 19 17 20 20 24 22 20 15 79 529 4934   442  1391   1    436.15 sec
117 : ... 53 68 70 68 57 53 51 48 44 55 64 73 45 34 27 27 92 536 4944   172  1391   0    446.45 sec
118 : ... 6 7 8 5 6 6 7 8 8 9 7 7 7 8 7 7 5 6 7 8 7 7 6 7 7 7 45 5496     0  1391   0    447.79 sec
119 : ... 8 5 6 6 7 8 8 9 7 7 7 8 7 7 5 6 7 8 7 7 6 7 7 7 47 271 5278     6  1391   0    449.23 sec
120 : ... 5 6 6 7 8 8 9 7 7 7 8 7 7 5 6 7 8 7 7 6 7 7 7 5 75 382 5081     0  1391   0    450.89 sec
121 : ... 7 8 8 9 7 7 7 8 7 7 5 6 7 8 7 7 6 8 9 10 8 80 387 1020 4403    18  1391   0    452.84 sec
122 : ... 7 8 8 9 7 7 7 8 7 7 5 6 7 8 7 7 6 7 7 7 5 6 34 191 570 4871     7  1391   0    454.68 sec
123 : ... 10 14 12 13 12 16 15 15 10 13 13 14 16 16 13 10 51 282 5284    54  1391   0    457.02 sec
124 : ... 8 8 9 7 7 7 7 5 6 5 6 6 6 8 6 6 6 6 5 5 7 7 7 6 85 544 4948     7  1391   0    458.47 sec
125 : ... 8 9 7 7 7 7 5 6 5 6 6 6 8 6 6 6 6 5 5 7 7 6 5 5 5 101 5441      0  1391   0    460.87 sec
126 : ... 13 14 17 15 13 13 15 14 15 15 13 13 12 13 13 112 644 4843     177  1391   0    465.14 sec
127 : ... 6 7 6 6 5 5 5 5 7 8 6 6 5 6 5 5 7 7 6 5 8 8 51 324 706 4719    12  1391   0    468.83 sec
128 : ... 25 24 24 14 16 15 14 18 18 17 17 21 17 26 53 224 761 4687      77  1391   0    474.23 sec
129 : ... 7 6 6 5 5 5 5 7 7 7 6 5 6 5 5 5 7 5 5 7 5 6 6 7 78 517 4964     7  1391   0    475.81 sec
130 : ... 7 6 6 5 5 5 5 7 7 7 6 5 6 5 5 5 7 5 5 7 5 6 5 6 5 5 7 5513      0  1391   0    477.31 sec
131 : ... 6 6 5 5 5 5 7 7 7 6 5 6 5 5 5 7 5 5 7 5 6 5 6 5 5 7 34 5479     0  1391   0    478.25 sec
132 : ... 5 5 5 5 7 7 7 6 5 6 5 5 5 7 5 5 7 5 6 5 6 5 5 8 35 358 5146     5  1391   0    479.88 sec
133 : ... 5 5 5 7 7 7 6 5 6 5 5 5 7 5 5 7 5 6 5 6 5 5 7 5 49 316 5149     0  1391   0    482.66 sec
134 : ... 9 11 12 14 13 15 19 17 15 10 12 10 9 9 10 54 322 692 4724      60  1391   0    486.11 sec
135 : ... 21 30 36 42 39 34 30 24 26 37 39 30 27 21 22 19 85 592 4898   241  1391   0    494.20 sec
136 : ... 7 6 7 5 5 6 5 6 5 7 5 6 7 5 6 5 5 5 5 7 5 7 5 6 76 386 5094     0  1391   0    496.56 sec
137 : ... 6 7 9 11 9 11 6 8 8 7 8 6 6 5 7 9 8 11 9 8 79 391 923 4463    217  1391   1    499.37 sec
138 : ... 6 7 9 11 9 11 6 8 8 7 8 6 6 5 7 9 8 11 5 6 6 64 28 122 5375     4  1391   0    501.38 sec
139 : ... 16 13 11 12 11 12 8 8 9 8 11 8 11 9 13 13 71 32 81 560 4922   179  1391   0    506.03 sec
140 : ... 6 6 5 6 5 7 5 7 6 5 5 5 5 5 5 8 6 7 5 7 5 5 5 5 49 346 5157     0  1391   0    508.31 sec
141 : ... 11 9 7 10 15 18 19 15 16 19 23 24 27 25 22 64 356 1167 4343   295  1391   0    512.48 sec
142 : ... 5 6 5 7 5 7 6 5 5 5 5 5 5 8 6 6 5 7 5 5 5 5 5 5 75 351 5134     0  1391   0    514.47 sec
143 : ... 9 5 5 6 6 8 8 13 12 13 8 11 9 8 9 10 10 12 83 360 947 4491    185  1391   0    517.63 sec
144 : ... 6 5 7 5 6 7 5 5 5 5 5 5 8 5 6 6 7 5 5 5 5 5 5 5 5 5 50 5526     0  1391   0    520.38 sec
145 : ... 7 5 6 7 5 5 5 5 5 5 8 5 6 6 7 5 5 5 5 5 5 5 5 5 50 422 5104     0  1391   0    521.25 sec
146 : ... 7 5 5 5 5 5 5 8 5 6 6 7 5 5 5 5 5 5 5 7 8 53 429 1283 4290     17  1391   0    523.65 sec
147 : ... 7 5 5 5 5 5 5 8 5 6 6 7 5 5 5 5 5 5 5 6 5 8 68 59 474 5049     10  1391   0    525.56 sec
148 : ... 9 16 14 19 17 12 10 11 11 11 10 12 10 10 68 30 128 492 5002   471  1391   1    536.18 sec
149 : ... 14 19 17 12 10 11 11 11 10 12 10 10 69 32 133 385 804 4691     13  1391   0    538.39 sec
150 : ... 16 14 19 17 12 10 11 11 11 10 12 10 10 5 6 5 5 49 311 5267      0  1391   0    539.80 sec
151 : ... 18 19 16 18 17 17 15 20 21 19 14 16 15 17 56 320 972 4591     390  1392   1    564.89 sec
152 : ... 12 13 14 19 20 19 17 23 24 24 21 18 9 10 9 11 128 712 4971    310  1392   0    570.11 sec
153 : ... 5 5 6 5 7 5 7 5 5 5 8 7 5 6 6 5 6 8 5 5 6 6 5 6 78 215 5493     9  1392   0    574.52 sec
154 : ... 6 5 7 5 7 5 5 5 8 7 5 6 6 5 6 8 5 5 6 6 6 7 76 75 534 5112     12  1392   0    576.22 sec
155 : ... 30 31 33 31 29 32 33 34 31 30 28 19 16 75 48 201 640 5061     873  1393   1    634.33 sec
156 : ... 31 33 31 29 32 33 34 31 30 28 19 19 87 47 187 504 809 4797     24  1393   0    637.97 sec
157 : ... 30 31 33 31 29 32 33 34 31 30 28 19 7 7 7 8 7 74 126 5655       0  1393   0    639.86 sec
158 : ... 31 33 31 29 32 33 34 31 30 28 19 7 7 7 8 8 75 128 674 5040      6  1393   0    642.57 sec
159 : ... 33 31 29 32 33 34 31 30 28 19 7 7 7 8 7 74 38 40 279 5462       4  1393   0    646.56 sec
160 : ... 34 35 35 34 31 30 30 20 10 9 8 10 8 75 36 36 175 960 4703     231  1393   1    649.80 sec
161 : ... 76 71 74 67 71 63 56 67 71 69 59 127 79 52 129 541 729 4897   282  1393   0    687.19 sec
162 : ... 7 8 7 6 6 5 6 7 5 6 5 7 6 6 6 5 5 5 7 7 5 6 5 10 5 6 5 5895     0  1393   0    691.75 sec
163 : ... 7 6 6 5 6 7 5 6 5 7 6 6 6 5 5 5 7 7 5 6 5 10 5 6 5 120 5775     0  1393   0    693.94 sec
164 : ... 16 16 18 17 14 14 10 11 7 8 8 9 11 10 15 9 8 9 126 732 5097   313  1394   1    696.78 sec
165 : ... 16 16 18 17 14 14 10 11 7 8 8 9 7 5 10 5 6 5 6 88 310 5581      8  1394   0    699.33 sec
166 : ... 16 18 17 14 14 10 11 7 8 8 9 7 5 10 5 6 5 6 73 125 393 5335     3  1394   0    700.35 sec
167 : ... 17 14 14 10 11 7 8 8 9 7 5 10 5 6 5 7 74 131 396 716 4874      13  1394   0    702.70 sec
168 : ... 17 13 12 8 8 9 12 9 8 12 10 9 10 12 76 40 64 186 619 5120     580  1394   1    717.15 sec
169 : ... 13 12 8 8 9 12 9 8 12 10 9 10 12 76 40 65 110 340 953 4688      7  1394   0    719.14 sec
170 : ... 15 17 20 19 15 19 13 12 12 14 79 40 45 43 23 107 535 5176     283  1394   0    723.17 sec
171 : ... 6 6 6 7 5 5 5 5 8 5 5 7 8 5 5 6 5 10 5 5 5 5 7 6 5 94 5856      0  1394   0    725.36 sec
172 : ... 6 7 5 5 5 5 8 5 5 7 8 5 5 6 5 10 5 5 5 5 7 6 5 94 325 5531      0  1394   0    727.95 sec
173 : ... 5 8 5 5 7 9 7 8 10 8 16 11 9 11 14 14 12 8 96 328 668 5076     33  1394   0    730.47 sec
174 : ... 7 8 9 9 9 12 11 9 8 10 10 13 6 5 7 7 9 8 6 7 7 40 510 5420    344  1394   1    734.28 sec
175 : ... 20 18 13 13 14 22 18 15 14 11 16 10 7 8 8 41 256 1227 4528    292  1394   0    738.05 sec
176 : ... 13 12 16 10 13 10 7 8 9 11 10 13 14 15 10 76 340 988 4902     306  1394   1    743.95 sec
177 : ... 14 18 13 12 16 10 13 10 7 8 9 11 6 5 5 7 7 5 5 6 171 5778       0  1394   0    745.62 sec
178 : ... 22 29 27 27 25 20 20 17 19 14 15 19 19 12 11 174 837 5053     287  1394   0    750.65 sec
179 : ... 5 7 8 5 5 6 5 10 6 5 5 5 8 6 5 5 7 7 5 5 6 74 126 444 5349      5  1394   0    753.07 sec
180 : ... 5 5 6 5 10 6 5 5 5 8 6 5 5 7 7 7 8 10 79 138 436 1119 4634     15  1394   0    755.70 sec
181 : ... 10 5 6 5 11 9 7 8 6 9 7 6 5 7 8 8 7 8 74 36 62 207 654 5326  1071  1395   1    806.24 sec
182 : ... 5 6 5 11 9 7 8 6 9 7 6 5 7 8 8 7 8 74 31 21 94 417 937 5135    13  1395   0    809.21 sec
183 : ... 11 9 7 8 6 9 7 6 5 7 8 8 7 8 74 31 19 27 110 288 1091 4842      7  1395   0    811.48 sec
184 : ... 17 14 17 10 7 7 7 8 8 8 10 77 33 20 27 112 207 586 787 5149   280  1396   1    821.85 sec
185 : ... 17 14 17 10 7 7 7 8 8 8 10 77 33 20 25 11 11 13 25 350 5650     5  1396   0    823.91 sec
186 : ... 17 10 7 7 7 8 8 8 10 77 33 20 25 11 10 11 14 227 821 4961       6  1396   0    825.13 sec
187 : ... 22 25 20 20 22 21 92 45 34 41 20 23 22 23 200 522 687 4984    131  1396   0    833.64 sec
188 : ... 6 5 6 6 10 5 7 6 6 5 6 9 6 7 5 74 28 18 19 7 11 13 121 5861     0  1396   0    836.55 sec
189 : ... 13 13 12 9 9 14 14 17 17 88 37 25 26 10 16 18 129 777 5169    349  1397   1    839.96 sec
190 : ... 20 21 17 15 10 14 15 18 18 90 38 26 27 6 9 10 9 45 339 5646   414  1397   1    845.22 sec
191 : ... 21 17 15 10 14 15 18 18 90 38 26 27 6 9 10 9 45 69 288 5613     0  1397   0    846.42 sec
192 : ... 15 10 14 15 18 18 90 38 26 27 6 9 10 9 45 69 288 438 5274       7  1397   0    847.57 sec
193 : ... 10 14 15 18 18 90 38 26 27 6 9 10 9 45 70 172 243 828 4748     16  1397   0    849.08 sec
194 : ... 15 18 18 90 38 26 27 6 9 10 9 45 64 167 232 592 1274 4078       9  1397   0    851.27 sec
195 : ... 18 18 90 38 26 27 6 9 10 9 45 56 158 132 213 504 671 4400       7  1397   0    853.26 sec
196 : ... 18 90 38 26 27 6 9 10 9 45 56 158 131 162 310 221 156 4880     13  1397   0    854.77 sec
197 : ... 90 38 26 27 6 9 10 9 45 56 158 131 162 308 219 132 248 4701    11  1397   0    856.56 sec
198 : ... 26 27 6 9 10 9 45 56 158 131 162 301 210 120 113 243 4561       0  1397   0    857.62 sec
199 : ... 8 10 13 13 53 58 160 131 162 301 211 122 116 250 697 3914     385  1398   1    862.69 sec
200 : ... 50 24 27 19 15 16 25 19 19 48 108 35 89 90 209 372 579 4978    92  1398   0    870.30 sec
201 : ... 29 18 20 6 7 8 6 9 11 6 7 37 102 27 79 79 66 37 26 19 5614      0  1398   0    872.42 sec
202 : ... 18 20 6 7 8 6 9 11 6 7 37 102 27 79 79 66 37 26 19 7 5607       0  1398   0    873.90 sec
203 : ... 20 6 7 8 6 9 11 6 7 37 102 27 79 79 66 37 26 19 7 171 5436      0  1398   0    875.14 sec
204 : ... 12 14 15 11 14 45 110 39 88 86 73 44 30 22 10 176 890 4597    424  1398   1    881.32 sec
205 : ... 14 15 11 14 45 110 39 88 86 73 44 30 24 12 178 583 736 4356     9  1398   0    883.41 sec
206 : ... 12 14 15 11 14 45 110 39 88 86 73 44 30 20 7 7 8 5 39 5569      0  1398   0    884.99 sec
207 : ... 15 11 14 45 110 39 88 86 73 44 30 22 8 10 11 8 43 410 5188     17  1398   0    886.48 sec
208 : ... 15 11 14 45 110 39 88 86 73 44 25 21 7 8 8 5 4 74 342 5194      0  1398   0    888.13 sec
209 : ... 46 155 78 91 88 76 44 26 22 11 15 18 18 13 83 351 974 4573    757  1398   1    907.12 sec
210 : ... 17 46 155 78 91 88 76 44 26 22 11 15 18 5 4 4 4 4 62 5649       0  1398   0    909.10 sec
211 : ... 46 155 78 91 88 76 44 26 22 11 15 18 5 4 4 4 4 62 320 5329      0  1398   0    910.85 sec
212 : ... 79 92 92 79 47 30 23 12 18 19 5 4 4 4 6 64 325 1008 4628       31  1398   0    913.27 sec
213 : ... 36 145 66 77 78 69 38 26 20 7 8 8 5 4 4 4 4 4 5 41 327 5375     4  1398   0    915.77 sec
214 : ... 36 145 66 77 78 69 38 26 20 7 8 8 5 4 4 4 4 4 4 5 4 75 5637     0  1398   0    917.39 sec
215 : ... 66 77 78 69 38 26 20 7 8 8 5 4 4 4 4 4 4 5 4 75 315 5322        0  1398   0    918.60 sec
216 : ... 77 78 69 38 26 20 7 8 8 5 4 4 4 4 4 4 6 5 77 320 702 4962      10  1398   0    921.88 sec
217 : ... 39 27 21 8 10 8 6 6 7 7 7 11 12 14 11 11 62 285 1081 4506     410  1398   0    928.99 sec
218 : ... 66 77 78 69 38 26 20 7 8 8 5 4 4 4 4 4 4 5 4 5 4 4 6 5 5835     0  1398   0    933.34 sec
219 : ... 77 78 69 38 26 20 7 8 8 5 4 4 4 4 4 4 5 4 5 4 4 6 5 4 5831      0  1398   0    935.73 sec
220 : ... 78 69 38 26 20 7 8 8 5 4 4 4 4 4 4 5 4 5 4 4 6 5 4 4 5827       0  1398   0    937.09 sec
221 : ... 69 38 26 20 7 8 8 5 4 4 4 4 4 4 5 4 5 4 4 6 5 4 4 153 5674      0  1398   0    938.68 sec
222 : ... 23 18 19 21 26 22 17 19 8 11 9 9 7 7 12 11 9 6 155 919 4792   533  1398   1    950.41 sec
