File: abc_unknown_cases/bobpcihm.aig
Command: ~/coding_env/abc/abc -c "&r abc_unknown_cases/bobpcihm.aig; &put; fold; pdr -v -r -y -f -i -n -t"
PDR Parameters: -r -y -f -i -n -t
Parameter Set: 13 of 32
Started at: Sat 14 Jun 2025 08:33:21 PM CST
----------------------------------------
ABC command line: "&r abc_unknown_cases/bobpcihm.aig; &put; fold; pdr -v -r -y -f -i -n -t".

Warning: The network has no constraints.
VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
  1 : 0 195                                                               2   195 110      0.16 sec
  2 : 0 191 400                                                           4   400 105      0.99 sec
 38 : ... 145 105 175 115 204 226 181 125 110 101 101 141 259 2393       27  1369   0    110.18 sec
 39 : ... 163 120 191 130 228 248 223 171 156 129 103 87 141 317 2525    83  1369   0    114.96 sec
 40 : ... 129 96 164 108 163 204 187 129 111 78 81 57 45 36 38 2780       0  1369   0    117.38 sec
 41 : ... 96 164 108 163 204 187 129 111 78 81 57 45 36 38 99 2681        0  1369   0    117.95 sec
 42 : ... 164 108 163 204 187 129 111 78 81 57 45 36 38 101 444 2282      6  1369   0    118.66 sec
 43 : ... 226 228 185 186 160 169 126 105 104 113 150 417 582 2315       95  1369   0    126.49 sec
 44 : ... 93 141 172 180 138 117 78 91 74 85 69 67 49 42 42 49 2888       0  1369   0    128.70 sec
 45 : ... 172 188 148 135 99 116 111 120 104 100 70 55 56 66 230 2778    77  1369   0    132.10 sec
 46 : ... 310 281 288 276 277 242 238 223 244 224 161 270 506 2812      138  1369   0    150.90 sec
 47 : ... 179 167 167 147 132 155 136 117 141 101 76 84 108 355 2924      0  1369   0    153.40 sec
 48 : ... 193 179 170 202 170 153 179 136 116 115 137 391 555 2801      128  1371   2    160.42 sec
 49 : ... 183 175 212 186 171 203 159 135 134 150 124 258 487 2750       57  1371   0    163.29 sec
 50 : ... 220 273 251 277 360 307 286 295 265 222 177 301 813 3083      222  1374   1    192.47 sec
 51 : ... 157 206 189 215 267 233 170 145 113 89 85 69 344 570 3039       5  1374   0    195.86 sec
 52 : ... 207 190 219 269 237 172 147 113 89 86 71 157 293 464 3483      87  1374   1    199.76 sec
 53 : ... 190 219 269 237 172 147 113 89 86 71 157 111 78 394 3348        0  1374   0    200.74 sec
 54 : ... 221 272 240 177 157 122 99 100 82 172 141 108 430 553 3108     66  1374   0    203.88 sec
 55 : ... 212 263 226 165 124 100 76 90 71 55 50 38 25 110 488 3466       7  1374   0    206.52 sec
 56 : ... 281 241 190 142 119 94 123 93 69 61 44 28 47 287 645 3322     137  1374   1    210.49 sec
 57 : ... 281 241 190 142 119 76 96 75 59 50 40 25 14 10 72 199 3796      9  1374   0    211.69 sec
 58 : ... 281 241 190 142 119 76 96 75 59 50 40 25 13 8 10 9 189 3819     0  1374   0    212.61 sec
 59 : ... 159 140 102 126 111 99 92 84 68 58 58 57 42 222 517 3486       93  1374   0    218.86 sec
 60 : ... 137 111 95 97 88 81 81 64 45 32 26 23 22 23 265 715 3277       15  1374   0    221.27 sec
 61 : ... 111 95 97 88 81 81 64 45 32 25 23 21 20 125 315 509 3568        9  1374   0    223.23 sec
 62 : ... 111 95 97 88 81 85 73 61 48 41 35 31 27 29 47 235 656 3405     52  1374   0    225.75 sec
 63 : ... 100 104 94 88 89 70 56 41 37 33 32 28 29 27 26 93 439 3698     79  1374   0    228.34 sec
 64 : ... 96 88 81 83 64 49 34 28 26 25 21 22 20 18 24 310 599 3359      11  1374   0    229.98 sec
 65 : ... 96 88 81 83 64 49 34 28 26 25 21 22 20 18 20 16 15 189 3972     0  1374   0    231.15 sec
 66 : ... 109 115 94 76 62 52 54 55 50 52 49 37 30 24 24 201 638 3404   120  1374   0    235.92 sec
 67 : ... 102 83 73 68 62 64 55 62 61 62 64 62 62 156 586 826 3263      232  1375   1    254.76 sec
 68 : ... 76 72 55 61 55 60 48 54 52 58 59 49 53 42 48 186 638 3772      54  1375   0    259.27 sec
 69 : ... 60 42 47 40 43 35 36 31 30 35 34 40 32 36 60 260 589 3975      13  1375   0    262.13 sec
 70 : ... 47 54 45 50 39 42 35 38 43 44 48 42 45 38 34 135 520 3949      89  1375   0    266.81 sec
 71 : ... 111 108 103 111 120 115 115 99 112 114 107 114 412 904 3614   198  1375   0    285.41 sec
 72 : ... 27 30 26 27 23 24 24 30 32 24 21 18 24 17 22 133 323 4231       0  1375   0    288.29 sec
 73 : ... 30 26 27 23 24 24 30 32 24 21 18 24 17 23 134 327 624 3859      9  1375   0    290.20 sec
 74 : ... 112 120 114 105 122 129 153 150 172 182 128 329 738 3867      434  1375   0    334.61 sec
 75 : ... 47 47 42 44 53 48 35 42 38 59 50 72 76 96 68 121 309 4460       0  1375   0    336.88 sec
 76 : ... 66 59 60 64 59 46 49 45 64 55 80 84 102 78 128 319 720 4013   135  1375   0    343.83 sec
 77 : ... 46 45 54 48 35 42 38 58 49 71 76 93 68 68 66 383 651 3851       9  1375   0    346.63 sec
 78 : ... 45 54 48 35 42 38 58 49 71 76 93 68 68 65 44 143 450 4192       0  1375   0    347.59 sec
 79 : ... 69 63 50 56 53 72 61 82 89 106 84 82 79 62 159 469 817 3720    87  1375   0    351.73 sec
 80 : ... 53 49 34 41 37 56 48 69 75 93 67 66 62 45 30 24 18 366 4366     0  1375   0    353.78 sec
 81 : ... 36 43 40 58 50 72 78 95 69 69 65 49 33 29 25 375 754 3677     112  1375   0    356.10 sec
 82 : ... 52 45 67 58 79 86 107 74 73 67 55 35 28 23 52 260 432 4310    262  1376   1    365.90 sec
 83 : ... 45 67 58 79 86 107 74 73 67 50 33 25 18 14 10 11 286 4488       0  1376   0    367.78 sec
 84 : ... 131 154 114 127 83 83 76 63 44 40 32 28 18 23 324 1180 3847   313  1376   1    454.37 sec
 85 : ... 114 126 112 117 113 103 96 88 68 68 70 70 219 707 1070 4063   871  1376   1    582.76 sec
 86 : ... 41 52 32 43 52 49 43 45 50 29 23 22 26 21 23 27 66 475 4703     9  1376   0    587.85 sec
 87 : ... 32 43 52 49 43 45 50 29 23 22 26 21 22 26 22 115 341 4739       0  1376   0    589.48 sec
 88 : ... 43 52 49 43 45 50 29 23 22 26 21 22 28 24 118 345 508 4453     11  1376   0    591.18 sec
 89 : ... 89 92 81 75 58 61 44 48 47 45 38 38 47 38 36 33 73 476 4736   223  1376   1    611.64 sec
 90 : ... 82 77 60 66 51 53 53 52 44 44 53 42 41 40 81 325 662 4206      36  1376   0    613.58 sec
 91 : ... 62 59 69 57 57 52 48 50 39 41 38 42 28 40 31 315 1119 3933    330  1377   1    630.07 sec
 92 : ... 57 55 37 34 37 33 29 27 28 23 23 18 26 21 183 386 550 4237      9  1377   0    633.84 sec
 93 : ... 55 37 34 37 33 29 27 28 23 23 18 26 20 18 23 136 442 4511       5  1377   0    634.98 sec
 94 : ... 82 62 49 45 36 30 31 40 25 26 21 28 24 22 26 22 57 349 4717   271  1378   1    644.44 sec
 95 : ... 43 40 34 25 30 31 25 23 17 23 22 19 22 21 30 133 659 4258     149  1378   1    651.11 sec
 96 : ... 58 62 44 52 53 42 41 35 37 38 34 34 27 34 137 353 723 4164    484  1378   1    671.51 sec
 97 : ... 62 44 52 53 42 41 35 37 38 34 34 27 34 137 94 344 844 3879      8  1378   0    673.47 sec
 98 : ... 67 70 62 72 47 51 53 46 45 38 47 151 93 338 809 1230 3505     477  1381   3    714.25 sec
 99 : ... 28 30 30 27 37 26 32 29 22 27 21 30 16 15 16 24 15 109 5127     0  1381   0    718.55 sec
100 : ... 30 27 37 26 32 29 22 27 21 30 16 15 16 24 15 109 419 4708       0  1381   0    719.51 sec
101 : ... 30 43 32 38 33 23 27 22 30 18 17 19 27 16 119 466 737 4417    404  1381   1    756.75 sec
102 : ... 43 32 38 33 23 27 22 30 18 17 19 30 18 18 83 359 822 4265      12  1381   0    759.33 sec
103 : ... 43 32 38 33 23 27 22 30 18 17 19 18 16 17 16 12 13 130 5185     0  1381   0    762.18 sec
104 : ... 38 33 23 27 22 30 18 17 19 18 16 17 17 15 17 140 544 4741      12  1381   0    765.20 sec
105 : ... 38 33 23 27 22 30 18 17 19 18 16 17 16 12 12 11 11 192 5117     0  1381   0    766.37 sec
106 : ... 23 27 22 30 18 17 19 18 16 17 16 12 12 11 11 192 515 4602       0  1381   0    767.73 sec
107 : ... 75 73 86 69 68 67 69 61 37 35 33 31 30 35 215 563 982 4107    443  1381   1    799.73 sec
108 : ... 83 99 79 86 82 85 83 47 42 37 32 31 28 24 83 315 692 4551      88  1381   0    804.10 sec
109 : ... 56 43 44 45 47 40 39 46 38 36 37 30 26 19 15 111 403 4981     151  1381   0    811.52 sec
110 : ... 45 32 34 33 35 33 32 50 32 31 31 22 20 15 12 14 19 28 5444      0  1381   0    817.50 sec
111 : ... 32 34 33 35 33 33 56 38 38 37 31 27 24 19 23 25 36 499 5002    34  1381   0    819.41 sec
112 : ... 33 35 33 31 50 32 31 31 23 21 17 15 16 21 12 351 934 4220      18  1381   0    820.67 sec
113 : ... 39 38 42 60 48 45 50 35 34 30 24 26 20 21 296 627 887 4082    113  1381   0    826.91 sec
114 : ... 34 34 34 51 34 30 31 26 23 16 16 19 14 14 10 11 35 155 5372     8  1381   0    831.35 sec
115 : ... 34 34 51 34 30 31 26 23 16 16 19 14 14 10 10 13 10 103 5394     0  1381   0    832.70 sec
116 : ... 52 35 30 31 27 24 17 17 19 16 16 12 12 15 13 106 419 5009     184  1382   1    836.46 sec
117 : ... 51 33 30 31 26 23 16 16 19 14 14 10 10 14 10 9 29 440 5081      9  1382   0    838.71 sec
118 : ... 33 30 31 26 23 16 16 19 14 14 10 10 14 10 9 8 293 510 4692      0  1382   0    850.89 sec
119 : ... 34 28 26 17 18 22 16 16 12 12 20 16 14 15 299 529 571 4446    289  1383   1    863.45 sec
120 : ... 31 25 23 15 17 19 14 14 10 11 16 13 11 9 17 9 99 527 4994      18  1383   0    865.51 sec
121 : ... 30 31 25 23 15 17 19 14 14 10 11 16 12 9 8 7 7 7 7 104 5436     0  1383   0    867.03 sec
122 : ... 25 23 15 17 19 14 14 10 11 16 12 9 8 7 7 7 8 105 442 5025       5  1383   0    867.96 sec
123 : ... 15 17 19 14 14 11 12 18 16 11 13 9 9 10 13 17 54 381 5147      35  1383   0    870.39 sec
124 : ... 23 15 17 19 14 14 10 11 16 12 9 8 7 7 7 7 7 8 238 562 4785      4  1383   0    871.72 sec
125 : ... 15 17 19 14 14 10 11 16 12 9 8 7 7 7 7 7 9 216 415 671 4509     9  1383   0    873.63 sec
126 : ... 17 19 14 14 10 11 16 12 9 8 7 7 7 8 8 12 18 11 255 982 4352    17  1383   0    875.89 sec
127 : ... 16 16 12 13 18 17 11 12 7 9 8 12 9 9 12 13 97 431 572 4764     67  1383   0    878.73 sec
128 : ... 16 18 13 14 11 11 15 11 10 9 6 7 8 8 7 6 9 8 7 8 7 7 5545       0  1383   0    880.40 sec
129 : ... 18 13 14 11 11 15 11 10 9 6 7 8 8 7 6 9 8 7 8 7 7 215 5330      0  1383   0    881.80 sec
130 : ... 13 14 11 11 15 11 10 9 6 7 8 8 7 6 9 8 7 8 7 7 215 435 4895     0  1383   0    882.91 sec
131 : ... 15 15 11 12 15 14 13 14 15 12 13 11 10 11 221 444 719 4463     61  1383   0    885.57 sec
132 : ... 11 8 10 13 9 7 6 5 7 7 6 5 7 8 6 6 8 6 5 14 7 175 669 4756     10  1383   0    887.15 sec
133 : ... 11 8 10 13 9 7 6 5 7 7 6 5 7 8 6 6 8 6 5 5 5 8 85 416 5054      0  1383   0    889.11 sec
134 : ... 24 22 16 18 18 18 12 14 19 11 14 10 10 13 94 430 709 4655      59  1383   0    894.09 sec
135 : ... 12 12 9 9 8 7 10 8 9 6 8 9 9 9 9 8 7 6 7 9 8 62 33 188 5365     5  1383   0    896.76 sec
136 : ... 15 20 17 15 13 12 10 10 10 13 12 14 19 15 64 36 87 367 5209   175  1383   0    900.31 sec
137 : ... 15 13 10 10 13 13 9 10 12 10 13 9 13 14 12 33 130 673 4948    125  1383   0    909.62 sec
138 : ... 7 8 7 9 6 9 8 8 7 9 10 7 7 7 7 8 7 9 10 6 7 14 218 428 5038     0  1383   0    911.59 sec
139 : ... 15 17 16 14 15 16 17 20 24 24 23 14 11 19 223 442 525 4825    326  1383   1    927.80 sec
140 : ... 17 16 14 15 16 17 20 24 24 23 14 11 19 223 442 241 445 4621     6  1383   0    929.14 sec
141 : ... 14 15 16 17 20 24 24 23 14 11 19 224 448 233 343 432 4618      21  1383   0    932.50 sec
142 : ... 16 14 15 16 17 20 24 24 23 14 11 19 9 7 11 28 32 355 5381       4  1383   0    934.19 sec
143 : ... 14 15 16 17 20 24 24 23 14 11 19 9 7 11 29 7 174 606 4997       9  1383   0    935.90 sec
144 : ... 16 14 15 16 17 20 24 24 23 14 11 19 9 7 11 6 5 5 6 75 5665      0  1383   0    938.58 sec
145 : ... 14 15 16 17 20 24 24 23 14 11 19 9 7 11 6 5 5 6 75 500 5250     9  1383   0    940.34 sec
146 : ... 16 17 20 24 24 23 14 11 19 9 7 11 6 5 5 6 60 324 693 4702       4  1383   0    942.03 sec
147 : ... 31 35 31 20 17 24 17 10 15 12 13 15 10 70 342 689 1006 4149   277  1385   1    952.70 sec
148 : ... 29 26 31 35 31 20 17 24 10 8 8 5 7 6 5 6 9 30 31 165 5568       3  1385   0    954.54 sec
149 : ... 26 31 35 31 20 17 24 10 8 8 5 7 6 5 6 10 31 6 75 385 5317      16  1385   0    955.67 sec
150 : ... 29 26 31 35 31 20 17 24 10 8 8 5 7 6 5 6 9 8 5 5 7 75 5683      0  1385   0    957.69 sec
151 : ... 26 31 35 31 20 17 24 10 8 8 5 7 6 5 6 9 8 5 5 7 75 511 5248     5  1385   0    959.00 sec
152 : ... 35 31 20 17 24 10 8 8 5 7 6 5 6 9 8 5 5 7 61 345 969 4457       5  1385   0    961.33 sec
153 : ... 31 20 17 24 10 8 8 5 7 6 5 7 10 9 5 5 7 61 239 565 670 4629    17  1385   0    964.04 sec
154 : ... 20 17 24 10 8 9 5 7 6 5 8 9 7 5 6 7 63 33 153 383 860 4893     51  1385   0    967.98 sec
155 : ... 17 24 10 8 8 5 7 6 5 7 9 7 5 5 7 61 26 52 65 376 1091 4979     11  1385   0    971.42 sec
156 : ... 24 10 8 8 5 7 6 5 7 9 7 5 5 7 63 28 32 66 202 463 1008 4745    19  1385   0    973.35 sec
157 : ... 13 12 13 11 5 8 10 9 8 9 8 62 27 32 66 220 405 649 793 5138   745  1386   1   1051.88 sec
158 : ... 12 13 11 5 8 10 9 8 9 8 62 25 22 30 12 18 18 134 462 5254       0  1386   0   1053.46 sec
159 : ... 18 11 11 10 10 9 11 9 65 27 23 31 13 21 21 140 479 621 5073   589  1386   1   1121.31 sec
160 : ... 11 10 10 9 11 9 65 27 23 31 13 21 21 142 484 353 903 4463      15  1386   0   1124.85 sec
161 : ... 11 10 11 10 11 9 65 28 23 31 13 21 21 28 81 69 238 949 4787    32  1386   0   1127.33 sec
162 : ... 6 6 5 6 6 7 9 5 6 8 6 6 62 25 20 25 8 17 18 29 57 493 5458      0  1386   0   1129.40 sec
163 : ... 5 6 6 7 9 5 6 8 6 6 62 25 20 25 8 17 18 29 59 496 658 5097     10  1386   0   1132.13 sec
164 : ... 12 9 14 20 19 14 65 30 21 26 9 19 19 30 56 178 360 683 5048   415  1386   1   1148.11 sec
165 : ... 9 14 20 19 14 65 30 21 26 9 19 18 26 51 58 39 119 280 5579      0  1386   0   1149.70 sec
166 : ... 20 19 14 65 30 21 26 9 19 19 27 52 58 40 121 341 830 5080      25  1386   0   1151.86 sec
167 : ... 19 14 65 30 21 26 9 19 19 26 51 45 30 78 111 165 581 5261       9  1386   0   1154.35 sec
168 : ... 14 65 30 21 26 9 19 19 26 51 45 30 55 110 79 194 554 5173       0  1386   0   1155.63 sec
169 : ... 74 58 63 43 53 54 71 94 85 68 84 144 120 243 635 769 4963     176  1386   0   1173.45 sec
170 : ... 22 30 12 15 19 24 55 46 30 54 113 82 152 238 473 1073 4622     18  1386   0   1177.54 sec
171 : ... 22 30 12 15 19 24 55 46 30 52 110 78 122 89 69 93 77 5778       0  1386   0   1179.65 sec
172 : ... 12 15 19 24 55 46 30 52 121 86 138 106 85 116 110 312 5600     30  1386   0   1182.23 sec
173 : ... 19 24 55 46 30 49 119 98 147 123 121 153 152 257 689 5293      86  1386   0   1188.60 sec
174 : ... 15 19 24 55 46 30 48 111 83 107 81 59 53 50 42 56 354 5599      0  1386   0   1190.16 sec
175 : ... 29 36 69 59 45 61 121 92 115 87 67 56 53 45 59 356 821 4832   162  1386   0   1195.60 sec
176 : ... 28 57 44 13 20 47 45 40 45 47 51 47 40 61 315 538 661 5205    303  1388   1   1209.12 sec
177 : ... 25 48 35 7 14 42 39 33 40 42 45 42 33 31 40 51 194 361 5967    18  1388   0   1216.22 sec
178 : ... 35 7 14 48 51 51 63 59 66 64 48 50 50 60 155 232 857 5380      45  1388   0   1220.37 sec
179 : ... 7 14 47 49 44 57 50 60 46 37 33 31 39 131 198 676 1394 4497    12  1388   0   1223.09 sec
180 : ... 14 47 49 44 57 50 60 46 37 33 31 38 85 103 98 372 510 5406      0  1388   0   1225.15 sec
181 : ... 51 46 59 51 63 54 49 50 56 60 119 157 166 461 637 779 5259     84  1388   0   1230.82 sec
182 : ... 46 48 41 47 43 43 37 27 33 30 37 63 84 69 86 87 94 134 6260     0  1388   0   1233.13 sec
183 : ... 41 47 43 43 37 27 33 30 37 63 84 69 86 87 94 134 171 6089       0  1388   0   1235.82 sec
184 : ... 57 52 55 46 36 44 41 53 75 93 77 96 96 102 144 180 679 5458   252  1388   0   1242.86 sec
185 : ... 40 30 39 39 43 73 95 84 104 108 126 186 147 345 1288 4955     392  1388   1   1266.43 sec
186 : ... 41 30 24 25 22 25 46 53 36 64 65 79 90 86 160 664 808 5277     28  1388   0   1273.73 sec
187 : ... 30 24 25 22 25 46 53 37 65 64 73 85 83 70 180 405 693 5284     18  1388   0   1275.64 sec
188 : ... 31 26 27 47 54 38 68 73 91 114 112 95 94 163 242 830 5478      82  1388   0   1279.68 sec
189 : ... 29 23 24 27 57 60 62 70 77 78 87 79 73 113 59 165 452 5796    343  1388   1   1288.90 sec
190 : ... 29 23 24 27 54 58 58 68 73 74 81 73 69 65 53 71 60 57 6230      0  1388   0   1290.49 sec
191 : ... 268 335 355 362 378 347 350 290 230 203 175 188 404 6139      258  1388   0   1332.24 sec
192 : ... 205 267 278 293 288 305 284 237 209 193 215 337 1147 5414     114  1388   0   1341.07 sec
193 : ... 190 187 219 271 256 253 206 152 119 123 136 614 1042 5039     229  1388   0   1351.77 sec
194 : ... 182 213 260 246 244 198 143 113 115 130 464 639 780 5130       15  1388   0   1355.91 sec
195 : ... 215 262 250 253 216 175 141 136 152 167 136 221 613 5706       92  1388   0   1361.75 sec
196 : ... 396 377 365 320 303 313 338 393 418 437 417 348 403 6400      167  1388   0   1406.48 sec
197 : ... 273 274 243 229 214 217 271 261 272 211 213 188 146 6482        0  1388   0   1410.07 sec
198 : ... 274 243 229 214 217 271 261 272 211 213 188 146 154 6328        0  1388   0   1412.51 sec
199 : ... 297 293 297 310 392 421 448 425 428 441 405 452 884 6139      174  1388   0   1434.00 sec
200 : ... 197 194 186 194 202 217 250 253 290 264 259 568 1151 5339       5  1388   0   1437.00 sec
201 : ... 194 186 194 202 217 250 253 290 265 258 460 738 1126 5071      16  1388   0   1440.45 sec
202 : ... 186 194 200 212 246 245 283 261 244 233 207 238 522 5858        0  1388   0   1442.26 sec
203 : ... 514 548 576 620 661 739 783 827 795 697 743 1007 1236 5825    234  1388   0   1594.75 sec
204 : ... 256 273 287 274 252 336 374 364 369 313 349 401 783 6299       22  1388   0   1600.05 sec
205 : ... 273 287 274 252 336 372 356 360 300 332 277 308 429 6430        0  1388   0   1602.15 sec
206 : ... 445 455 461 527 574 606 631 606 722 678 654 750 1081 5925     262  1388   0   1674.57 sec
207 : ... 342 341 410 448 466 530 484 574 540 562 665 1026 1432 5523    181  1388   0   1699.90 sec
208 : ... 290 340 334 356 401 361 378 351 367 297 280 225 408 6626        0  1388   0   1704.52 sec
209 : ... 340 334 356 401 361 378 351 367 297 280 226 409 1060 5596       5  1388   0   1705.70 sec
210 : ... 467 512 575 549 659 633 582 482 459 398 475 768 839 5988      387  1388   1   1778.56 sec
211 : ... 349 379 420 447 491 492 460 402 348 287 279 179 153 6935        0  1388   0   1783.19 sec
212 : ... 379 420 447 491 492 460 402 348 287 279 179 153 593 6342        0  1388   0   1785.81 sec
213 : ... 448 478 528 533 504 457 411 365 377 307 285 735 1556 5198     167  1388   0   1818.54 sec
214 : ... 582 679 672 622 593 583 542 539 464 483 747 1030 1177 6052    392  1388   0   1888.38 sec
215 : ... 472 429 410 377 368 364 351 362 333 256 293 430 686 6603        0  1388   0   1893.69 sec
216 : ... 445 423 396 381 382 367 378 343 268 310 456 714 1004 6050     339  1389   1   1910.62 sec
217 : ... 398 371 360 336 331 322 304 234 259 223 222 190 252 6827        0  1389   0   1916.47 sec
218 : ... 526 532 482 481 437 401 282 320 315 328 269 323 1119 5927     131  1389   0   1939.80 sec
219 : ... 413 362 379 335 340 256 275 231 231 200 182 544 1146 5498       4  1389   0   1944.08 sec
220 : ... 366 382 338 347 273 300 247 252 210 201 434 683 766 5710       65  1389   0   1950.80 sec
221 : ... 439 428 468 396 450 412 426 399 382 333 341 334 636 6846      239  1389   0   1976.99 sec
222 : ... 273 206 253 358 325 296 309 324 258 219 182 336 551 6563        0  1389   0   1981.66 sec
223 : ... 206 253 358 325 296 309 324 258 223 186 339 555 971 5836       15  1389   0   1984.04 sec
224 : ... 270 375 341 316 332 357 287 253 207 212 196 456 1026 5894      56  1389   0   1992.11 sec
225 : ... 368 329 295 310 293 247 210 197 180 173 177 145 409 6601        0  1389   0   1995.13 sec
226 : ... 1212 1476 1729 1828 1811 1789 1807 1758 1491 1370 1522 6816   797  1389   0   2387.85 sec
227 : ... 461 461 637 655 632 669 600 643 608 546 984 1255 1374 6310      9  1389   0   2399.37 sec
228 : ... 461 637 655 632 669 600 643 608 515 601 653 691 1123 6473       4  1389   0   2402.04 sec
229 : ... 1069 1094 944 877 809 850 783 661 778 830 779 824 1014 6557   360  1389   0   2527.51 sec
230 : ... 838 773 851 740 812 840 716 798 948 963 986 1112 1632 6195    326  1389   0   2610.46 sec
231 : ... 572 593 514 524 618 615 674 729 720 520 379 311 559 7535        0  1389   0   2619.55 sec
232 : ... 593 514 524 618 615 674 729 720 520 379 311 559 827 6708        0  1389   0   2621.20 sec
233 : ... 624 653 791 811 910 983 1020 847 746 676 950 1195 1223 6494   231  1389   0   2702.73 sec
234 : ... 470 625 545 604 647 680 454 324 323 313 375 359 474 7660        0  1389   0   2711.80 sec
235 : ... 625 545 604 647 680 454 324 323 313 375 359 476 1073 6627       7  1389   0   2714.74 sec
236 : ... 592 653 696 726 495 362 351 344 406 380 479 938 1729 5419     571  1389   2   2819.36 sec
237 : ... 661 711 740 508 374 363 360 425 403 508 995 1228 1197 4919    130  1389   0   2830.08 sec
238 : ... 651 678 487 315 281 266 312 339 258 189 462 731 803 6323       48  1389   0   2839.20 sec
239 : ... 709 525 368 341 338 419 490 406 349 315 317 294 819 7016      157  1389   0   2868.55 sec
240 : ... 492 315 301 268 311 310 330 234 228 250 223 634 1419 5902     407  1391   1   2885.66 sec
241 : ... 8 7 6 8 5 6 8 7 8 5 6 8 7 5 4 8 7 6 8 7 6 188 474 673 6484     14  1391   0   2895.81 sec
