File: abc_unknown_cases/bobpcihm.aig
Command: ~/coding_env/abc/abc -c "&r abc_unknown_cases/bobpcihm.aig; &put; fold; pdr -v -r -i -n -c -t -k"
PDR Parameters: -r -i -n -c -t -k
Parameter Set: 7 of 32
Started at: Sat 14 Jun 2025 08:27:43 PM CST
----------------------------------------
ABC command line: "&r abc_unknown_cases/bobpcihm.aig; &put; fold; pdr -v -r -i -n -c -t -k".

Warning: The network has no constraints.
VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
  1 : 0 194                                                               2   194 101      0.04 sec
  2 : 0 195 401                                                           6   415 102      0.32 sec
107 : ... 7 5 6 5 7 8 11 11 16 7 7 7 8 7 8 6 7 14 10 9 8 157 432 4796     4  1390   0    365.19 sec
108 : ... 5 7 8 11 11 16 7 7 7 8 7 8 6 7 14 11 10 13 164 321 709 4441    12  1390   0    370.76 sec
109 : ... 20 24 16 18 22 22 19 14 13 15 20 13 14 13 13 11 79 388 4937   122  1390   0    374.87 sec
110 : ... 5 7 8 11 11 16 7 7 7 8 7 8 6 7 14 10 9 8 7 6 6 126 299 4945     0  1390   0    377.08 sec
111 : ... 11 11 16 7 7 7 8 7 8 6 7 14 10 9 8 8 8 10 130 308 773 4397     14  1390   0    378.99 sec
112 : ... 9 9 10 10 8 11 9 11 22 21 21 21 23 17 16 14 12 291 727 4452   128  1390   0    382.10 sec
113 : ... 11 16 7 7 7 8 7 8 6 7 14 10 9 8 7 6 6 6 7 104 213 468 4810      5  1390   0    384.95 sec
114 : ... 11 16 7 7 7 8 7 8 6 7 14 10 9 8 7 6 6 6 7 6 7 68 285 5071       4  1390   0    386.31 sec
115 : ... 7 9 9 10 7 9 16 12 11 12 12 9 11 7 9 11 12 13 109 443 4868     31  1390   0    387.94 sec
116 : ... 28 28 36 24 19 17 17 11 12 13 15 14 16 12 100 333 746 4538    135  1390   0    397.49 sec
117 : ... 9 9 9 11 18 15 16 14 11 8 9 8 8 8 10 10 15 130 362 927 4198   203  1390   1    403.95 sec
118 : ... 21 26 32 27 35 26 25 14 10 12 16 15 11 10 11 115 374 5024      46  1390   0    407.07 sec
119 : ... 10 9 11 6 6 7 8 6 8 6 6 6 9 9 11 7 5 7 7 7 6 7 6 6 7 5425       0  1390   0    408.57 sec
120 : ... 9 11 6 6 7 8 6 8 6 6 6 9 9 11 7 5 7 7 7 6 7 6 6 7 162 5263      0  1390   0    409.87 sec
121 : ... 6 6 7 8 6 8 6 6 6 9 9 11 7 5 7 7 7 6 7 6 6 7 163 571 4729       4  1390   0    411.26 sec
122 : ... 12 16 18 18 19 17 16 11 15 14 15 17 11 13 174 468 940 4416    246  1390   0    428.32 sec
123 : ... 7 9 9 10 11 16 15 16 18 19 15 18 17 20 17 134 311 783 4701    178  1390   0    437.86 sec
124 : ... 5 7 7 6 6 8 5 5 5 5 5 5 5 7 6 7 7 7 7 6 9 7 7 7 24 132 5644     6  1390   0    440.96 sec
125 : ... 7 7 6 6 8 5 5 5 5 5 5 5 7 6 7 7 7 7 6 9 6 7 6 7 9 172 5578      0  1390   0    441.93 sec
126 : ... 6 6 8 5 5 5 5 5 5 5 7 6 7 7 7 7 6 9 6 7 6 7 9 173 458 5157      4  1390   0    443.31 sec
127 : ... 8 5 5 5 5 5 5 5 7 6 7 7 7 7 6 9 6 7 6 7 11 176 338 686 4810     5  1390   0    445.39 sec
128 : ... 8 5 5 5 5 5 5 5 7 6 7 7 7 7 6 9 6 7 6 7 12 11 7 73 373 5350     7  1390   0    446.63 sec
129 : ... 5 5 5 5 5 5 7 6 7 7 7 7 6 9 6 7 6 7 12 10 8 11 191 759 4871    10  1390   0    448.19 sec
130 : ... 21 25 26 25 27 22 22 13 13 11 13 18 16 10 8 97 358 847 5155   445  1390   1    525.40 sec
131 : ... 36 33 33 27 31 21 21 16 20 29 28 20 15 17 143 413 923 4862    255  1390   0    548.41 sec
132 : ... 5 5 5 5 5 5 5 6 7 7 7 6 8 7 7 6 7 11 9 6 6 7 7 8 7 127 5987     0  1390   0    551.24 sec
133 : ... 5 5 5 6 7 7 8 7 8 8 11 7 9 11 9 9 9 8 9 12 13 130 361 5695     30  1390   0    552.71 sec
134 : ... 5 5 5 6 7 7 8 6 8 6 7 5 6 10 10 7 6 7 7 8 7 7 105 384 5625      0  1390   0    555.77 sec
135 : ... 12 9 10 10 12 17 17 18 19 19 19 15 16 19 114 396 1193 4822    275  1390   1    565.57 sec
136 : ... 8 8 10 9 6 6 5 7 5 6 6 5 8 6 5 5 6 5 6 7 7 8 6 146 362 5659     0  1390   0    567.14 sec
137 : ... 12 8 8 7 9 7 8 7 5 8 7 5 6 8 6 6 7 8 12 10 151 368 848 5073   284  1390   1    574.13 sec
138 : ... 12 8 8 7 9 7 8 7 5 8 7 5 6 8 6 6 7 8 12 6 6 7 102 251 5870      4  1390   0    575.73 sec
139 : ... 8 8 7 9 7 8 7 5 8 7 5 6 8 6 6 7 8 12 6 6 7 102 97 175 5817      0  1390   0    577.64 sec
140 : ... 11 10 11 10 11 9 11 10 15 17 11 10 11 105 102 193 792 5158    151  1390   0    581.75 sec
141 : ... 7 5 6 7 7 9 7 5 5 7 7 9 8 8 9 8 8 12 13 11 13 351 641 5259    244  1390   1    587.85 sec
142 : ... 8 11 9 7 7 8 8 10 10 9 11 9 9 13 14 15 18 361 662 975 4762    251  1394   1    596.61 sec
143 : ... 9 10 11 8 11 9 7 7 8 8 10 10 9 11 9 9 7 5 5 5 7 5 6 5 6218      0  1394   0    598.50 sec
144 : ... 10 11 8 11 9 7 7 8 8 10 10 9 11 9 9 7 5 5 5 7 5 6 5 93 6125     0  1394   0    599.57 sec
145 : ... 9 8 9 10 13 14 11 12 10 11 11 10 10 9 12 9 10 8 95 565 5604   173  1394   0    603.16 sec
146 : ... 5 6 7 6 5 6 6 6 6 7 7 6 6 5 9 5 5 5 5 7 7 5 6 243 706 5320      4  1394   0    605.59 sec
147 : ... 7 6 5 6 6 6 6 7 7 6 6 5 9 5 5 5 5 7 8 7 9 247 558 935 4754     13  1394   0    607.61 sec
148 : ... 7 6 5 6 6 6 6 7 7 6 6 5 9 5 5 5 5 7 8 5 7 7 8 183 643 5442      8  1394   0    609.19 sec
149 : ... 121 100 117 91 103 82 91 74 77 55 50 41 30 115 359 841 5159   433  1394   1    674.52 sec
150 : ... 100 117 91 103 82 91 74 77 55 50 41 30 115 129 119 131 5813     3  1394   0    676.13 sec
151 : ... 118 92 104 83 92 75 79 58 54 47 34 116 130 119 85 234 5708    232  1396   1    682.72 sec
152 : ... 92 104 83 92 75 79 58 54 47 34 116 25 125 107 60 282 5625       0  1396   0    684.19 sec
153 : ... 104 83 92 75 79 58 54 47 34 116 25 125 108 61 284 718 4935      4  1396   0    685.73 sec
154 : ... 120 103 105 82 76 65 47 134 46 146 134 89 259 583 916 4848    416  1400   2    770.93 sec
155 : ... 110 120 103 105 82 76 65 10 9 8 10 9 10 10 12 92 397 6047       0  1400   0    772.56 sec
156 : ... 120 103 105 82 76 65 10 9 8 10 9 10 11 13 93 399 845 5416       6  1400   0    775.03 sec
157 : ... 105 82 76 66 12 10 10 11 12 13 16 16 12 240 473 905 5172       20  1400   0    777.70 sec
158 : ... 120 103 105 82 76 66 10 9 8 9 8 9 9 12 9 112 95 68 299 5996     4  1400   0    781.09 sec
159 : ... 105 82 76 66 10 9 8 9 8 9 9 13 11 114 103 73 212 738 5433      16  1400   0    783.04 sec
160 : ... 103 105 82 76 66 10 9 8 9 8 9 9 13 9 7 7 7 9 199 577 5766      10  1400   0    784.91 sec
161 : ... 105 82 76 66 10 9 8 9 8 9 9 13 9 7 7 5 7 107 232 590 5799       6  1400   0    786.83 sec
162 : ... 105 82 76 66 10 9 8 9 8 9 9 13 9 7 7 5 7 6 7 103 255 6188       4  1400   0    788.66 sec
163 : ... 82 76 66 10 9 8 9 8 9 9 13 9 7 7 5 7 6 7 104 132 498 5852       7  1400   0    790.10 sec
164 : ... 76 66 10 9 8 9 8 9 9 13 10 8 8 6 8 7 8 108 67 379 674 5370     20  1400   0    792.12 sec
165 : ... 66 10 9 8 9 8 9 9 13 10 7 6 5 6 6 9 8 12 362 467 764 5217      15  1400   0    795.23 sec
166 : ... 14 11 12 9 9 10 14 11 8 6 6 6 6 9 5 8 115 102 156 608 5685    300  1400   1    806.31 sec
167 : ... 11 12 9 9 10 14 11 8 6 6 6 6 9 5 8 115 102 157 228 767 5267     3  1400   0    807.93 sec
168 : ... 9 9 10 14 11 8 6 6 6 6 10 5 8 117 106 161 190 570 990 4961     23  1400   0    810.78 sec
169 : ... 14 11 12 9 9 10 14 11 8 6 6 6 6 5 7 6 7 7 8 6 7 6 151 6413      0  1400   0    812.97 sec
170 : ... 11 12 9 9 10 14 11 8 6 6 6 6 5 7 6 7 7 8 6 7 6 151 495 5918     0  1400   0    814.45 sec
171 : ... 14 21 16 13 10 9 9 8 6 7 6 7 9 10 9 9 9 157 505 1047 5125     269  1400   1    821.64 sec
172 : ... 21 16 13 10 9 9 8 6 7 6 7 9 10 9 9 9 157 505 350 778 5044       5  1400   0    823.92 sec
173 : ... 11 10 13 14 11 11 12 13 11 12 13 159 510 329 607 1484 4481    300  1400   1    834.51 sec
174 : ... 10 13 14 11 11 12 13 11 12 13 159 510 313 421 532 667 4855      5  1400   0    837.05 sec
175 : ... 25 25 25 22 22 21 21 22 23 163 515 311 237 158 160 485 4951   215  1400   0    846.33 sec
176 : ... 19 22 23 18 19 17 13 12 15 12 15 10 7 9 8 7 6 8 71 485 6153    48  1400   0    851.57 sec
177 : ... 6 5 6 5 5 5 6 5 7 6 6 6 6 6 9 5 5 6 5 5 5 5 5 273 457 5953      0  1400   0    853.34 sec
178 : ... 10 9 12 12 13 17 10 11 15 13 9 10 16 14 285 475 1032 5277     422  1400   1    870.23 sec
179 : ... 9 12 12 13 17 10 11 15 13 9 10 16 14 285 475 289 587 5356       2  1400   0    871.82 sec
180 : ... 12 13 17 10 11 15 13 9 10 16 14 285 475 291 587 1036 4705       7  1400   0    874.36 sec
181 : ... 13 17 10 11 15 13 9 10 16 14 285 475 254 438 522 766 4698       8  1400   0    877.02 sec
182 : ... 17 10 11 15 13 9 10 16 14 285 475 245 238 165 157 445 5087      5  1400   0    879.23 sec
183 : ... 10 11 15 13 9 10 16 14 285 475 245 241 165 125 298 772 4780    11  1400   0    881.44 sec
184 : ... 11 15 13 9 10 16 14 285 475 245 233 152 86 51 20 262 5282       2  1400   0    883.57 sec
185 : ... 15 13 9 10 16 14 285 475 245 233 152 86 53 25 241 752 4793     10  1400   0    885.75 sec
186 : ... 15 13 9 10 16 14 285 475 245 233 152 86 51 9 10 70 302 5179     0  1400   0    887.62 sec
187 : ... 34 40 39 35 299 492 264 253 164 94 55 11 12 75 331 724 5085   440  1402   1    952.45 sec
188 : ... 34 40 39 35 299 492 264 236 160 90 35 8 6 24 7 17 233 5625      0  1402   0    958.26 sec
189 : ... 35 301 497 275 249 175 110 53 20 24 43 27 41 263 789 5180      35  1402   0    963.17 sec
190 : ... 38 44 44 40 10 10 10 9 8 9 9 7 6 6 117 97 54 223 587 6181     322  1403   1    971.42 sec
191 : ... 44 44 40 10 10 10 9 8 9 8 6 5 5 115 90 58 124 194 697 6243      7  1403   0    974.39 sec
192 : ... 44 44 40 10 10 10 9 8 9 8 6 5 5 115 90 57 33 26 16 245 6644     0  1403   0    981.79 sec
193 : ... 40 10 10 10 9 8 9 8 6 5 5 115 90 57 33 26 17 246 600 6066       3  1403   0    983.99 sec
194 : ... 10 10 10 9 8 9 8 6 5 5 115 90 57 33 28 20 186 443 907 5659    266  1403   0   1028.16 sec
195 : ... 17 13 18 12 14 13 7 8 117 92 57 33 26 13 26 30 177 454 6286    58  1403   0   1032.62 sec
196 : ... 6 7 6 10 7 8 6 5 5 115 90 57 33 26 13 25 28 74 53 142 6620      0  1403   0   1034.10 sec
197 : ... 6 10 7 8 6 5 5 115 90 57 33 26 13 25 28 74 54 142 348 6302      3  1403   0   1036.61 sec
198 : ... 143 142 248 205 153 127 88 62 65 57 95 69 153 263 669 6008    341  1403   0   1266.06 sec
199 : ... 7 6 5 4 4 113 89 56 32 44 13 25 28 74 54 15 12 100 376 6310     5  1403   0   1269.95 sec
200 : ... 5 4 4 113 89 56 32 44 13 25 28 74 54 15 11 37 146 430 6153      0  1403   0   1271.39 sec
201 : ... 4 113 89 56 32 44 13 25 28 75 55 17 14 42 153 438 894 5520     17  1403   0   1274.12 sec
202 : ... 4 113 89 56 32 44 13 25 28 75 54 14 11 37 18 66 32 129 6497     0  1403   0   1275.66 sec
203 : ... 104 72 46 52 24 40 43 81 55 17 12 38 18 68 34 132 276 6299    649  1403   1   1355.13 sec
204 : ... 72 46 52 24 40 43 81 55 17 12 38 18 68 34 132 122 434 6004      0  1403   0   1356.35 sec
205 : ... 52 24 40 43 81 55 17 12 38 18 68 34 132 122 434 1011 5246       6  1403   0   1359.57 sec
206 : ... 24 40 43 81 56 20 14 42 22 74 38 138 125 433 925 1267 4569     22  1403   0   1364.05 sec
207 : ... 24 40 43 81 56 16 13 38 19 69 35 72 46 25 138 206 445 5932     12  1403   0   1366.34 sec
208 : ... 52 24 40 43 81 56 16 13 38 19 69 35 72 45 23 15 8 4 4 6566      0  1403   0   1370.06 sec
209 : ... 24 40 43 81 56 16 13 38 19 69 35 72 45 23 15 8 4 4 4 6562       0  1403   0   1371.31 sec
210 : ... 40 43 81 56 16 13 38 19 69 35 72 45 23 15 8 4 4 4 285 6277      0  1403   0   1372.90 sec
211 : ... 43 81 56 16 13 38 19 69 35 72 46 25 15 8 4 6 7 291 771 5556    21  1403   0   1374.24 sec
212 : ... 56 16 13 38 19 69 35 72 45 23 15 8 4 4 5 127 286 494 5879       6  1403   0   1377.11 sec
213 : ... 56 16 13 38 19 69 35 72 45 23 15 8 4 4 5 4 4 251 308 6011       0  1403   0   1378.59 sec
214 : ... 16 13 38 19 69 35 72 45 23 15 8 4 4 7 8 7 258 322 542 5721     15  1403   0   1380.63 sec
215 : ... 16 13 38 19 69 35 72 45 23 15 8 4 4 7 5 4 5 6 69 323 6211       4  1403   0   1382.40 sec
216 : ... 13 38 19 69 35 72 45 23 15 8 4 4 7 5 4 6 7 8 105 405 6103       9  1403   0   1384.38 sec
217 : ... 13 38 19 69 35 72 45 23 15 8 4 4 7 5 4 6 5 5 4 4 125 6449       0  1403   0   1386.01 sec
218 : ... 38 19 69 35 72 45 23 15 8 4 4 7 5 4 6 5 5 4 4 125 345 6104      0  1403   0   1387.30 sec
219 : ... 74 36 72 47 23 15 9 5 6 8 7 8 8 10 9 10 9 132 352 760 5670    536  1403   1   1448.27 sec
220 : ... 24 74 36 72 47 23 15 9 5 6 8 7 8 6 8 6 5 5 5 5 5 149 6423       0  1403   0   1449.96 sec
221 : ... 74 36 72 47 23 15 9 5 6 8 7 8 6 8 6 5 5 5 5 5 149 369 6054      0  1403   0   1451.04 sec
222 : ... 72 47 23 15 9 5 6 8 7 8 6 8 6 5 5 6 8 11 155 379 970 5337      17  1403   0   1453.39 sec
223 : ... 36 72 47 23 15 9 5 6 8 7 8 6 8 6 5 5 5 6 6 6 8 180 517 5909    10  1403   0   1455.30 sec
224 : ... 47 23 15 9 5 6 8 7 8 6 8 6 5 5 5 6 5 7 6 129 289 439 5943       6  1403   0   1459.12 sec
