File: abc_unknown_cases/bobpcihm.aig
Command: ~/coding_env/abc/abc -c "&r abc_unknown_cases/bobpcihm.aig; &put; fold; pdr -v -r -y -f -n -c -t"
PDR Parameters: -r -y -f -n -c -t
Parameter Set: 16 of 32
Started at: Sat 14 Jun 2025 08:38:58 PM CST
----------------------------------------
ABC command line: "&r abc_unknown_cases/bobpcihm.aig; &put; fold; pdr -v -r -y -f -n -c -t".

Warning: The network has no constraints.
VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
  1 : 0 195                                                               2   195 110      0.19 sec
  2 : 0 191 400                                                           4   400 105      1.19 sec
141 : ... 67 58 53 56 58 48 44 33 36 31 32 28 34 26 249 329 930 3805    140  1384   0    911.91 sec
142 : ... 49 41 25 32 36 23 18 10 27 12 12 19 17 13 13 13 10 101 4986     0  1384   0    917.11 sec
143 : ... 25 32 36 23 18 10 27 12 12 19 17 13 13 13 10 102 259 4765       4  1384   0    921.61 sec
144 : ... 32 36 23 18 10 27 12 12 19 17 13 14 15 14 15 174 407 4583      11  1384   0    925.73 sec
145 : ... 25 32 36 23 18 10 27 12 12 19 17 13 12 12 10 7 5 6 107 4971     0  1384   0    930.01 sec
146 : ... 36 23 18 10 27 12 12 19 17 13 12 12 10 7 6 8 109 673 4334       6  1384   0    934.16 sec
147 : ... 36 23 18 10 27 12 12 19 17 13 12 12 10 6 5 6 5 392 560 4165     4  1384   0    938.31 sec
148 : ... 18 10 27 12 12 19 17 13 12 12 10 6 6 9 8 304 493 790 3858       9  1384   0    944.44 sec
149 : ... 36 23 18 10 27 12 12 19 17 13 12 12 10 6 5 6 5 5 6 5 5 5088     0  1384   0    949.60 sec
150 : ... 18 10 27 12 12 19 17 13 12 12 10 6 5 6 5 5 6 5 5 101 4987       0  1384   0    954.05 sec
151 : ... 10 27 12 12 19 17 13 12 12 10 6 5 6 5 5 6 5 5 102 387 4638      4  1384   0    958.09 sec
152 : ... 27 12 12 19 17 13 12 12 10 6 5 6 6 6 7 6 9 13 226 1103 3860    15  1384   0    962.78 sec
153 : ... 27 12 12 19 17 13 12 12 10 6 5 5 5 5 5 5 5 5 6 263 402 4430     0  1384   0    966.91 sec
154 : ... 12 19 17 13 12 12 10 6 5 5 5 5 5 5 5 7 7 265 406 633 4116      15  1384   0    972.80 sec
155 : ... 83 83 66 52 27 16 11 9 8 6 7 7 8 8 8 8 10 31 274 733 4235     181  1384   0    999.59 sec
156 : ... 43 41 33 19 23 33 23 7 5 5 5 6 6 6 5 5 6 7 5 7 161 348 4640     3  1384   0   1004.54 sec
157 : ... 44 31 31 35 27 23 18 19 16 12 12 14 16 12 114 208 600 4332    219  1385   1   1013.62 sec
158 : ... 26 33 25 14 10 6 6 13 11 6 5 6 6 6 7 6 106 45 70 241 4721       4  1385   0   1018.37 sec
159 : ... 33 25 14 10 6 6 13 11 6 5 6 6 6 7 6 106 40 55 135 624 4237      9  1385   0   1022.58 sec
160 : ... 25 14 10 6 7 16 15 9 6 7 7 7 8 7 106 45 29 93 602 573 4064    448  1387   1   1047.79 sec
161 : ... 14 10 6 6 13 11 7 6 8 6 5 7 7 6 109 38 26 25 131 585 4383      12  1387   0   1054.54 sec
162 : ... 10 6 6 13 12 7 7 8 6 7 12 12 9 112 42 26 28 38 305 804 4213    32  1387   0   1069.26 sec
163 : ... 10 6 6 13 10 7 6 8 6 5 7 8 6 108 37 23 22 8 13 33 73 4952       0  1387   0   1074.93 sec
164 : ... 6 6 13 10 7 6 8 6 5 7 8 6 108 37 23 22 8 13 33 73 439 4562      7  1387   0   1079.02 sec
165 : ... 13 10 7 6 8 6 5 7 8 6 108 37 23 22 8 11 23 49 343 506 4151      0  1387   0   1083.48 sec
166 : ... 8 10 9 7 9 10 7 111 41 29 27 12 14 27 54 355 520 876 3645      65  1387   0   1090.37 sec
167 : ... 13 10 7 6 8 6 5 7 8 6 108 37 23 22 8 12 8 6 8 7 71 349 4659     0  1387   0   1095.04 sec
168 : ... 7 6 8 6 5 7 8 6 108 37 23 22 8 12 8 6 8 8 73 353 496 4375       6  1387   0   1099.82 sec
169 : ... 7 6 8 6 5 7 8 6 108 37 23 22 8 12 8 6 8 7 34 93 50 141 4766     0  1387   0   1104.55 sec
170 : ... 8 6 5 7 8 6 108 37 23 22 8 12 9 7 9 7 34 93 52 144 350 4440    17  1387   0   1109.11 sec
171 : ... 5 7 8 6 108 37 23 22 8 12 9 6 8 7 34 94 53 89 149 463 4285      7  1387   0   1114.03 sec
172 : ... 7 8 6 108 37 23 22 8 12 9 6 8 7 34 93 51 86 48 86 547 4194      5  1387   0   1118.53 sec
173 : ... 6 108 37 23 22 8 12 9 6 8 7 34 93 51 86 49 79 423 423 4176      6  1387   0   1124.85 sec
174 : ... 37 23 22 8 12 9 6 8 7 34 93 51 87 49 42 215 186 391 4092        6  1387   0   1131.80 sec
175 : ... 37 23 22 8 12 9 6 8 7 34 93 51 86 47 41 26 29 68 303 4364       4  1387   0   1136.74 sec
176 : ... 29 31 29 25 30 34 52 102 55 94 51 48 25 30 16 116 327 4335    213  1387   0   1146.33 sec
177 : ... 10 14 11 8 12 16 41 116 58 85 48 46 26 30 13 17 35 284 4412     0  1387   0   1151.02 sec
178 : ... 11 8 12 16 41 116 58 85 48 46 26 30 14 18 36 288 451 4176       8  1387   0   1156.41 sec
179 : ... 11 8 12 16 41 116 58 85 48 46 26 30 13 17 11 9 258 513 3974     3  1387   0   1160.98 sec
180 : ... 12 16 41 116 58 85 48 46 26 30 13 17 12 13 205 322 670 3786    11  1387   0   1166.40 sec
181 : ... 12 16 41 116 58 85 48 46 26 30 13 17 11 10 6 6 63 219 4474      9  1387   0   1171.70 sec
182 : ... 8 12 16 41 116 58 85 48 46 26 30 13 17 11 9 6 5 5 4 4 4719      0  1387   0   1176.34 sec
183 : ... 12 16 41 116 58 85 48 46 26 30 13 17 11 9 6 5 5 4 4 29 4690     0  1387   0   1180.95 sec
184 : ... 41 116 58 85 48 46 26 30 13 17 11 9 6 5 5 4 4 29 434 4256       0  1387   0   1186.10 sec
185 : ... 110 72 61 49 52 39 45 36 33 26 23 18 21 12 37 465 753 3949    494  1388   1   1231.85 sec
186 : ... 117 63 96 61 47 27 30 15 19 11 8 5 6 5 4 4 6 4 4 205 4768       0  1388   0   1239.14 sec
187 : ... 63 96 61 47 27 30 15 19 11 8 5 6 5 4 4 6 4 4 205 225 4548       0  1388   0   1244.75 sec
188 : ... 96 61 47 27 30 15 19 11 8 5 6 5 4 4 7 6 5 208 228 404 4357      7  1388   0   1251.04 sec
189 : ... 96 61 47 27 30 15 19 11 8 5 6 5 4 4 6 4 4 4 5 88 528 4386       7  1388   0   1255.95 sec
190 : ... 61 47 27 30 15 19 11 8 5 6 5 4 4 6 4 4 5 6 30 285 328 4552      7  1388   0   1263.39 sec
191 : ... 96 61 47 27 30 15 19 11 8 5 6 5 4 4 6 4 4 4 4 4 4 4 4 4970      0  1388   0   1268.82 sec
192 : ... 61 47 27 30 15 19 11 8 5 6 5 4 4 6 4 4 4 4 4 4 4 4 314 4656     0  1388   0   1273.58 sec
193 : ... 27 30 15 19 11 8 5 6 5 4 4 6 4 4 4 4 4 5 7 7 317 612 4077       6  1388   0   1278.29 sec
194 : ... 30 15 19 11 8 5 6 5 4 4 6 4 4 4 4 4 4 6 6 211 307 607 4127     15  1388   0   1285.10 sec
195 : ... 30 15 19 11 8 5 6 5 4 4 6 4 4 4 4 4 4 4 4 5 4 29 210 4745       0  1388   0   1290.09 sec
196 : ... 15 19 11 8 5 6 5 4 4 6 4 4 4 4 4 4 4 4 5 5 31 212 619 4660      7  1388   0   1296.94 sec
197 : ... 30 15 19 11 8 5 6 5 4 4 6 4 4 4 4 4 4 4 4 5 4 4 4 4 62 4911     0  1388   0   1302.10 sec
198 : ... 19 11 8 5 6 5 4 4 6 4 4 4 4 4 4 4 4 5 4 4 4 5 64 339 4595       3  1388   0   1306.77 sec
199 : ... 11 8 5 6 5 4 4 6 4 4 4 4 4 4 4 4 7 4 4 4 8 7 116 597 4294      12  1388   0   1311.98 sec
200 : ... 11 8 5 6 5 4 4 6 4 4 4 5 5 5 5 4 7 5 5 4 7 6 6 288 481 4235    19  1388   0   1318.19 sec
201 : ... 5 6 5 4 4 6 4 4 4 5 4 4 4 4 7 4 5 4 7 7 7 234 250 422 4414     11  1388   0   1324.64 sec
202 : ... 8 5 6 5 4 4 6 4 4 4 5 4 4 4 4 7 4 5 4 6 6 4 4 4 26 212 4756     0  1388   0   1329.85 sec
203 : ... 5 4 4 6 4 4 4 5 4 4 5 6 9 6 8 7 10 12 8 6 6 27 217 695 4555    20  1388   0   1337.26 sec
204 : ... 5 4 4 6 4 4 4 5 4 4 4 4 7 5 5 4 6 7 4 4 4 7 8 117 374 4534      7  1388   0   1342.42 sec
205 : ... 5 4 4 6 4 4 4 5 4 4 4 4 7 5 5 4 6 7 4 4 4 5 7 5 62 448 4506     5  1388   0   1347.17 sec
206 : ... 4 6 4 4 4 5 4 4 4 4 7 5 5 4 6 7 4 4 4 5 6 4 4 206 223 4562      0  1388   0   1352.10 sec
207 : ... 4 4 4 5 4 4 4 4 7 5 5 4 6 7 4 4 4 5 7 6 5 209 226 332 4443      8  1388   0   1358.36 sec
208 : ... 6 4 4 4 5 4 4 4 4 7 5 5 4 6 7 4 4 4 5 6 4 4 4 4 4 197 4789      0  1388   0   1363.47 sec
209 : ... 27 23 28 26 18 14 9 11 10 9 7 6 9 8 4 4 5 6 7 201 749 4101    267  1388   0   1377.11 sec
210 : ... 8 6 7 12 7 8 14 11 5 7 4 4 4 4 5 4 4 5 5 5 31 290 329 4568      6  1388   0   1385.02 sec
211 : ... 8 6 7 12 7 8 14 11 5 7 4 4 4 4 5 4 4 5 4 4 4 5 5 206 4788       0  1388   0   1390.68 sec
212 : ... 6 7 12 7 8 14 11 5 7 4 4 4 4 5 4 4 5 4 4 4 5 5 206 388 4400     0  1388   0   1395.97 sec
213 : ... 16 21 18 15 16 10 12 13 13 16 10 8 9 13 15 217 405 833 3871   215  1388   0   1409.87 sec
214 : ... 12 7 8 14 11 5 7 4 4 4 4 5 4 6 5 4 5 4 5 4 4 7 31 286 4721      0  1388   0   1415.78 sec
215 : ... 7 8 14 11 5 7 4 4 4 6 6 5 8 5 5 6 6 5 4 4 8 33 289 331 4600    34  1388   0   1424.38 sec
216 : ... 7 8 14 11 5 7 4 4 4 4 4 4 6 5 5 5 4 5 4 4 7 6 5 5 63 4964       0  1388   0   1429.87 sec
217 : ... 8 14 11 5 7 4 4 4 4 4 4 7 6 5 5 5 5 4 4 7 6 5 6 65 261 4733    17  1388   0   1435.64 sec
218 : ... 14 11 5 7 4 4 4 4 4 4 7 6 5 5 4 4 4 4 7 6 5 5 4 6 348 4676      0  1388   0   1440.62 sec
219 : ... 11 5 7 4 4 4 4 4 4 7 6 5 5 4 4 4 4 7 6 5 5 7 9 351 563 4145     7  1388   0   1445.33 sec
220 : ... 7 4 4 4 4 4 4 7 6 5 5 4 4 4 4 7 6 5 6 8 11 235 254 417 4444    13  1388   0   1451.71 sec
221 : ... 5 7 4 4 4 4 4 4 7 6 5 5 4 4 4 4 7 6 5 5 5 7 4 4 4 88 4940       0  1388   0   1462.66 sec
