File: abc_unknown_cases/bobpcihm.aig
Command: ~/coding_env/abc/abc -c "&r abc_unknown_cases/bobpcihm.aig; &put; fold; pdr -v -r -y -f -t"
PDR Parameters: -r -y -f -t
Parameter Set: 18 of 32
Started at: Sat 14 Jun 2025 08:39:56 PM CST
----------------------------------------
ABC command line: "&r abc_unknown_cases/bobpcihm.aig; &put; fold; pdr -v -r -y -f -t".

Warning: The network has no constraints.
VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
  1 : 0 195                                                               2   195 110      0.19 sec
  2 : 0 191 400                                                           4   400 105      1.18 sec
 68 : ... 236 64 46 35 20 18 24 24 26 21 14 9 12 13 11 7 7 7 6 4586       0  1370   0    330.54 sec
 69 : ... 64 46 35 20 18 24 24 26 21 14 9 12 13 9 7 7 7 6 131 4455        0  1370   0    333.41 sec
 70 : ... 72 72 85 87 86 72 77 80 96 93 103 95 88 79 61 196 561 4179    264  1370   0    371.01 sec
 71 : ... 42 53 41 36 47 49 38 37 40 60 36 27 38 26 23 141 613 4087     294  1370   1    384.85 sec
 72 : ... 43 33 25 28 32 21 22 21 40 24 15 33 26 23 101 386 543 4134    203  1370   1    393.10 sec
 73 : ... 143 125 117 82 68 63 81 62 51 65 62 61 63 121 253 698 4147    375  1370   1    429.55 sec
 74 : ... 123 101 74 63 55 59 65 42 34 51 39 44 33 33 35 203 629 4326    60  1370   0    437.89 sec
 75 : ... 88 74 53 39 45 52 30 26 39 29 29 21 23 27 25 161 397 4518       0  1370   0    442.44 sec
 76 : ... 330 297 289 237 225 261 260 227 212 166 300 522 715 4566      248  1370   1    523.58 sec
 77 : ... 119 108 117 108 52 53 45 35 23 24 31 28 25 14 16 420 5359       0  1370   0    530.60 sec
 78 : ... 106 111 106 52 53 45 36 24 25 31 29 26 19 24 428 944 4505     156  1370   1    536.77 sec
 79 : ... 111 106 52 53 45 36 23 23 31 29 26 16 22 21 171 907 4742        8  1370   0    541.60 sec
 80 : ... 106 53 54 46 37 23 23 31 29 26 16 20 21 129 459 1013 4513     141  1372   1    549.23 sec
 81 : ... 63 62 58 58 52 45 65 59 54 44 54 52 60 128 609 1199 4205      141  1374   2    562.18 sec
 82 : ... 108 49 63 51 42 33 29 39 38 26 17 21 16 25 21 19 25 25 5838     0  1374   0    568.07 sec
 83 : ... 49 63 51 42 33 29 39 38 26 17 21 15 22 20 18 25 25 303 5524     0  1374   0    572.88 sec
 84 : ... 51 42 33 29 39 38 26 17 21 15 22 20 19 29 28 306 1168 4438     19  1374   0    577.41 sec
 85 : ... 50 42 37 46 41 27 18 25 19 26 27 21 32 33 156 684 1128 4212   236  1374   1    592.91 sec
 86 : ... 30 28 19 17 19 20 17 15 13 15 18 11 9 11 10 10 14 188 5472      0  1374   0    597.91 sec
 87 : ... 31 30 31 31 30 32 33 29 32 27 30 26 31 29 35 213 951 4786     277  1376   1    631.65 sec
 88 : ... 16 14 12 10 12 12 26 17 18 11 21 16 14 10 24 115 407 5025       0  1376   0    636.50 sec
 89 : ... 42 37 34 34 30 48 47 44 29 44 39 37 35 50 141 443 670 4673    101  1376   0    646.92 sec
 90 : ... 14 14 11 28 13 28 16 17 10 19 14 11 9 22 17 23 90 479 5095      7  1376   0    651.99 sec
 91 : ... 14 10 28 13 28 16 17 10 19 14 11 9 22 16 22 17 10 248 5313      0  1376   0    657.35 sec
 92 : ... 10 29 13 28 18 17 11 20 14 12 9 22 16 22 18 13 250 711 4674   128  1376   1    662.29 sec
 93 : ... 28 13 28 16 17 10 18 15 11 9 22 16 22 17 11 68 170 325 5004     0  1376   0    666.68 sec
 94 : ... 30 16 17 11 22 17 16 14 26 19 22 17 11 70 172 330 525 4719    173  1376   1    673.48 sec
 95 : ... 59 52 41 52 45 40 39 50 45 61 52 37 44 43 30 145 586 5506    1487  1380   1    787.32 sec
 96 : ... 29 19 17 12 19 15 12 15 25 18 9 9 21 18 10 9 14 11 276 5902     0  1380   0    794.22 sec
 97 : ... 17 12 19 15 12 15 25 18 9 9 21 17 10 9 16 14 279 858 5081      17  1380   0    800.32 sec
 98 : ... 12 19 15 12 15 25 18 9 9 21 17 10 9 16 12 117 414 781 5424     39  1380   0    808.01 sec
 99 : ... 19 15 12 15 25 18 9 9 21 17 10 9 15 11 10 70 208 315 5772       0  1380   0    814.08 sec
100 : ... 15 12 15 25 18 9 9 21 17 10 9 15 11 10 71 212 328 731 5307     13  1380   0    820.87 sec
101 : ... 12 15 25 18 9 9 21 17 10 9 15 11 10 14 10 16 221 626 5574       9  1380   0    827.26 sec
102 : ... 12 15 25 18 9 9 21 17 10 9 15 11 10 14 10 15 23 14 159 6149     0  1380   0    832.80 sec
103 : ... 25 18 9 9 21 17 10 9 15 11 10 14 10 15 23 14 159 531 5618       0  1380   0    838.36 sec
104 : ... 9 9 21 17 11 11 17 15 14 20 14 18 25 20 169 541 1010 4946      26  1380   0    845.40 sec
105 : ... 22 31 24 15 14 20 17 17 23 20 25 31 27 80 118 284 799 5307    142  1380   0    857.91 sec
106 : ... 9 10 20 16 9 9 15 11 10 15 12 16 24 18 16 8 9 171 471 5730     28  1380   0    864.38 sec
107 : ... 19 9 9 20 16 9 9 15 11 10 15 11 14 23 16 16 7 6 7 6 47 6284     0  1380   0    870.76 sec
108 : ... 9 20 16 9 9 15 11 10 15 11 14 23 16 16 7 6 7 8 50 198 6135     12  1380   0    876.29 sec
109 : ... 25 18 9 9 15 11 10 16 11 15 26 17 17 7 6 9 9 9 48 636 5679    252  1380   1    887.07 sec
110 : ... 9 14 11 14 17 13 16 28 16 18 13 14 13 10 13 12 242 880 5289    32  1380   0    894.33 sec
111 : ... 9 9 14 11 12 16 13 14 25 15 15 9 7 8 8 9 7 50 280 464 5548      0  1380   0    901.12 sec
112 : ... 27 29 28 19 29 20 23 17 12 13 13 12 12 57 285 483 1024 4941   184  1381   1    910.25 sec
113 : ... 8 7 13 11 13 16 14 23 32 19 16 11 8 9 8 8 8 6 6 8 8 7 6338      0  1381   0    916.84 sec
114 : ... 13 11 13 16 14 23 32 19 16 11 8 9 8 8 8 6 6 8 8 7 192 6146      0  1381   0    922.90 sec
115 : ... 13 16 14 23 32 19 16 11 8 9 8 8 8 6 6 8 10 10 197 691 5522     16  1381   0    929.89 sec
116 : ... 29 44 30 26 24 16 18 11 11 13 11 10 11 11 9 8 95 379 5926      50  1381   0    936.28 sec
117 : ... 10 14 9 16 15 10 9 9 7 8 7 6 8 6 6 8 9 7 10 57 249 766 5351     9  1381   0    941.82 sec
118 : ... 15 16 19 15 16 14 13 12 11 13 13 11 8 9 58 209 366 871 5282   377  1381   1    970.00 sec
119 : ... 65 69 64 65 63 71 69 61 65 65 63 66 73 73 163 532 1248 5034   184  1381   0    995.81 sec
120 : ... 15 8 16 18 11 7 12 7 8 7 7 10 8 6 8 7 7 10 7 7 7 6 6 7 6537     0  1381   0   1002.05 sec
121 : ... 8 16 18 11 7 12 7 8 7 7 10 8 6 8 7 7 10 7 7 7 6 6 7 46 6491     0  1381   0   1009.16 sec
122 : ... 36 37 27 23 23 15 13 11 13 14 9 13 11 11 10 10 49 542 5983    213  1381   1   1018.98 sec
123 : ... 11 10 10 9 7 9 11 6 17 11 12 10 6 8 7 6 7 7 6 105 566 5916      4  1381   0   1025.68 sec
124 : ... 9 7 9 11 6 17 14 13 11 9 15 13 11 13 16 14 76 431 983 5149     30  1381   0   1032.49 sec
125 : ... 10 9 7 9 11 6 17 11 12 10 5 8 5 5 7 9 5 61 221 365 666 5547     9  1381   0   1040.04 sec
126 : ... 10 9 7 9 11 6 17 11 12 10 5 8 5 5 7 9 5 8 7 98 244 583 5758    16  1381   0   1047.75 sec
127 : ... 10 9 7 9 11 6 17 11 12 10 5 8 5 5 7 9 5 6 6 8 6 47 488 6045     7  1381   0   1054.10 sec
128 : ... 9 7 9 11 6 17 11 12 10 5 8 5 5 7 9 5 6 6 7 5 5 50 407 6137      4  1381   0   1060.32 sec
129 : ... 7 9 11 6 17 11 12 10 5 8 5 5 7 9 5 6 6 7 5 5 6 233 699 5641     5  1381   0   1066.76 sec
130 : ... 11 6 17 11 12 10 5 8 5 5 7 9 5 6 6 7 5 5 5 60 221 432 5835      0  1381   0   1073.38 sec
131 : ... 19 13 14 10 14 13 17 13 19 17 15 11 9 7 65 224 439 746 5507   146  1381   0   1095.19 sec
132 : ... 29 38 28 22 18 20 18 16 13 16 10 9 11 8 14 67 84 772 5735     234  1381   1   1106.52 sec
133 : ... 25 17 16 14 15 10 8 6 5 7 7 7 10 9 15 71 44 331 1077 5228     554  1381   1   1137.95 sec
134 : ... 3 6 19 12 9 15 14 8 6 5 7 6 5 6 6 4 12 9 8 99 369 700 5687     11  1381   0   1145.40 sec
135 : ... 6 19 12 9 15 14 8 6 5 7 6 5 6 6 4 12 8 7 8 61 263 469 5876      4  1381   0   1152.46 sec
136 : ... 12 9 15 14 8 6 5 7 6 5 6 6 4 12 8 7 8 63 220 299 556 5714      11  1381   0   1159.24 sec
137 : ... 9 15 14 8 6 5 7 6 5 6 6 4 15 11 12 18 17 16 21 52 515 6096     28  1381   0   1165.96 sec
138 : ... 21 15 13 13 14 12 8 7 7 6 14 9 7 10 11 8 10 11 80 403 6553    444  1381   1   1218.88 sec
139 : ... 12 14 11 6 5 5 5 5 7 6 4 10 11 7 8 11 6 6 6 9 200 680 6136      9  1381   0   1226.16 sec
140 : ... 14 11 6 5 5 5 5 7 6 4 10 11 7 8 11 6 6 6 8 6 177 566 6237       0  1381   0   1232.66 sec
141 : ... 11 6 5 5 5 5 7 6 4 10 11 7 8 11 8 6 7 11 9 181 570 661 5879    20  1381   0   1240.38 sec
142 : ... 6 11 12 16 20 17 12 15 21 13 10 6 12 8 69 157 299 690 5983    736  1381   1   1282.50 sec
143 : ... 8 6 8 5 5 5 4 6 4 10 9 6 9 12 8 8 6 10 5 6 5 6 6 238 6778       0  1381   0   1291.12 sec
144 : ... 14 21 23 20 19 19 18 18 18 20 14 11 12 17 18 250 793 6062     174  1381   0   1300.93 sec
145 : ... 7 9 9 11 10 7 10 15 13 15 18 18 14 12 10 9 8 6 79 273 6811    639  1381   1   1328.57 sec
146 : ... 5 7 5 5 5 5 12 10 6 9 10 7 8 9 8 5 5 6 8 8 5 5 66 404 6615      0  1381   0   1337.01 sec
147 : ... 5 5 5 5 12 10 6 9 10 7 8 9 8 5 5 6 8 8 5 5 66 404 468 6147      0  1381   0   1344.28 sec
148 : ... 5 5 12 10 6 9 10 7 8 9 8 5 5 6 8 8 5 6 68 409 479 695 5816     11  1381   0   1352.61 sec
149 : ... 233 200 127 82 53 45 31 20 19 14 11 16 70 40 136 985 6575     864  1381   1   1499.11 sec
150 : ... 92 103 94 73 46 37 32 26 23 16 11 14 11 11 11 213 751 6646      8  1381   0   1509.28 sec
151 : ... 101 97 73 46 37 32 26 23 16 11 14 11 11 10 7 112 293 7185       7  1381   0   1517.35 sec
152 : ... 100 97 73 46 37 32 26 23 16 11 14 11 11 10 6 6 69 332 7134      0  1381   0   1526.07 sec
153 : ... 97 73 46 37 32 26 23 16 11 14 11 11 10 6 6 69 332 589 6545      0  1381   0   1533.31 sec
154 : ... 61 47 45 38 36 32 30 32 24 19 16 12 13 76 339 620 1470 5486   417  1381   1   1566.61 sec
155 : ... 40 36 30 24 18 15 25 21 24 18 16 14 12 17 121 613 1388 5727   214  1381   0   1582.24 sec
156 : ... 74 45 36 30 25 19 15 11 18 15 14 9 8 7 8 12 7 6 71 456 7161     0  1381   0   1591.13 sec
157 : ... 36 30 25 19 15 11 18 15 14 9 8 7 8 12 7 6 71 456 654 6583       9  1381   0   1599.35 sec
158 : ... 20 16 12 19 17 16 13 11 10 10 18 15 12 80 440 487 745 6238    378  1381   1   1619.09 sec
159 : ... 46 47 57 52 58 53 43 42 50 38 27 22 23 107 66 273 1324 6186   706  1382   2   1665.67 sec
160 : ... 20 14 19 14 18 9 9 18 16 14 19 11 13 9 10 138 578 919 6409     11  1382   0   1676.74 sec
161 : ... 20 14 19 14 18 9 9 18 16 14 19 11 13 7 9 5 69 407 653 6740      4  1382   0   1685.62 sec
162 : ... 14 19 14 18 9 9 18 16 14 19 11 13 7 9 5 70 347 538 699 6417     9  1382   0   1694.84 sec
163 : ... 14 19 14 18 9 9 18 16 14 19 11 13 7 9 5 5 6 100 63 381 7312     5  1382   0   1704.62 sec
164 : ... 14 18 9 9 18 16 14 19 11 13 7 9 5 5 6 104 63 353 1186 6224      9  1382   0   1713.07 sec
165 : ... 9 9 19 20 20 28 15 16 14 13 9 10 9 103 60 65 318 1038 6619    857  1382   1   1842.17 sec
166 : ... 15 23 17 26 21 22 19 26 21 19 18 17 18 20 161 776 982 6416     39  1382   0   1856.63 sec
167 : ... 9 9 15 21 16 19 13 12 8 10 8 6 6 8 8 9 8 170 551 747 6634       0  1382   0   1866.74 sec
168 : ... 29 23 21 16 20 19 15 19 19 19 19 18 180 566 769 1279 5729     362  1382   1   1897.31 sec
169 : ... 27 15 13 9 18 16 14 14 16 14 16 12 110 63 40 159 1050 6840     16  1382   0   1909.47 sec
170 : ... 15 13 9 18 16 14 14 16 14 16 14 110 66 46 102 560 808 6987     29  1382   0   1921.00 sec
171 : ... 53 27 15 13 9 18 16 14 14 16 14 16 12 13 12 12 9 9 8 7 8144     0  1382   0   1931.37 sec
172 : ... 15 13 9 18 16 14 14 16 14 16 12 13 12 12 9 9 8 7 136 8008       0  1382   0   1941.37 sec
173 : ... 13 9 18 16 14 14 16 14 16 12 13 12 12 9 9 8 7 136 756 7332     10  1382   0   1950.79 sec
174 : ... 18 16 14 14 16 14 16 12 13 12 12 9 9 8 11 117 573 1850 5699    17  1382   0   1960.17 sec
175 : ... 14 14 16 14 16 12 13 12 12 9 9 10 13 119 285 1033 825 6301     18  1382   0   1971.20 sec
176 : ... 14 16 14 16 12 13 12 12 9 9 10 11 115 134 452 519 1009 6398    45  1382   0   1981.61 sec
177 : ... 17 17 15 18 13 15 14 13 9 9 10 11 115 52 33 35 266 610 7431  1424  1384   1   2119.47 sec
178 : ... 16 14 13 12 16 12 12 9 9 10 11 115 52 33 30 27 19 329 7681      0  1384   0   2132.74 sec
179 : ... 13 12 16 12 13 11 9 12 12 116 52 33 32 30 22 336 1012 6718     32  1384   0   2143.20 sec
180 : ... 13 12 16 12 11 10 9 10 9 113 52 33 30 27 20 36 129 850 7042     5  1384   0   2154.27 sec
181 : ... 16 12 11 10 9 10 9 113 52 33 30 27 18 27 112 736 699 6449       3  1384   0   2164.31 sec
182 : ... 15 11 10 9 11 11 128 59 37 34 30 22 31 117 741 782 889 6145   510  1384   1   2228.74 sec
183 : ... 15 15 13 17 13 123 59 42 37 35 27 30 42 59 73 291 970 6923    261  1385   1   2245.75 sec
184 : ... 12 11 11 10 118 53 36 30 27 19 24 36 52 72 42 212 1309 6678     8  1385   0   2257.84 sec
185 : ... 11 11 10 118 53 36 30 27 19 24 35 50 47 21 108 577 691 6883    14  1385   0   2268.71 sec
186 : ... 12 119 54 38 31 30 21 26 37 52 44 17 102 554 559 791 6572     373  1385   1   2289.38 sec
187 : ... 119 53 36 31 29 19 23 36 50 41 15 30 87 162 350 1237 6825      38  1385   0   2302.53 sec
188 : ... 53 36 31 29 19 23 36 50 34 12 17 35 79 145 581 1698 5929        9  1385   0   2313.20 sec
189 : ... 46 43 39 29 34 44 56 38 17 21 42 89 154 351 1122 1196 5905     59  1385   0   2326.18 sec
190 : ... 35 31 23 28 41 53 36 19 21 41 83 146 228 470 393 709 6663      40  1385   0   2338.65 sec
191 : ... 29 21 28 36 51 33 11 19 37 90 155 180 245 207 215 409 7493     50  1385   0   2352.14 sec
192 : ... 21 28 36 51 33 11 18 30 71 127 165 219 148 130 184 393 7259     0  1385   0   2363.35 sec
193 : ... 36 51 33 11 18 30 71 127 165 219 148 129 171 391 810 6479      17  1385   0   2373.47 sec
194 : ... 51 33 11 18 30 71 128 174 234 177 159 224 226 257 923 6744     46  1385   0   2385.90 sec
195 : ... 33 11 18 30 70 123 167 226 156 120 158 133 111 149 317 7194     0  1385   0   2396.25 sec
196 : ... 18 30 70 123 167 226 156 120 158 133 111 149 317 597 6597       0  1385   0   2406.97 sec
197 : ... 33 71 129 174 237 184 150 182 182 175 230 410 720 1373 5939   532  1385   1   2488.54 sec
198 : ... 65 82 146 213 200 171 179 180 151 118 116 115 154 379 7277     30  1385   0   2505.80 sec
199 : ... 82 147 216 204 177 187 176 154 109 102 96 104 193 858 6671    419  1385   1   2526.68 sec
200 : ... 18 17 14 13 10 10 11 10 8 8 6 5 8 5 7 7 5 84 538 625 7164       0  1385   0   2538.66 sec
201 : ... 18 16 14 13 16 15 10 9 8 7 10 7 8 8 5 85 539 628 1024 6454    305  1386   1   2559.42 sec
202 : ... 17 20 17 17 18 16 16 13 15 10 12 7 8 7 6 6 7 7 334 968 7138    15  1386   0   2572.46 sec
203 : ... 20 17 17 18 16 16 13 15 10 12 7 8 7 6 6 6 5 82 305 641 7388     0  1386   0   2583.39 sec
204 : ... 23 22 19 22 17 17 12 14 13 9 12 13 8 85 309 649 1375 6291     371  1389   2   2606.87 sec
205 : ... 19 16 16 14 17 12 11 9 10 9 6 6 9 7 83 174 131 315 703 7034     0  1389   0   2619.54 sec
206 : ... 16 14 17 12 11 9 10 9 6 6 9 7 83 174 132 319 710 1296 6087     13  1389   0   2631.39 sec
207 : ... 16 14 17 12 11 9 10 9 6 6 9 7 83 174 131 46 29 17 12 7961       0  1389   0   2643.57 sec
208 : ... 14 17 12 11 9 10 9 6 6 9 7 83 174 131 46 29 17 12 134 7827      0  1389   0   2654.17 sec
209 : ... 17 12 11 9 10 9 6 6 9 7 83 174 131 46 29 17 12 134 835 6992     0  1389   0   2664.76 sec
210 : ... 11 11 10 8 6 9 7 83 174 134 50 33 27 23 141 844 1530 5756      35  1389   0   2676.38 sec
211 : ... 11 10 9 9 6 6 9 7 83 174 133 47 28 21 15 17 13 250 432 7276     0  1389   0   2688.29 sec
212 : ... 9 9 6 6 9 7 83 175 134 49 30 24 17 20 16 253 438 600 6888      25  1389   0   2699.46 sec
213 : ... 9 9 6 6 9 7 83 175 133 47 27 21 16 17 13 12 10 12 256 7677      0  1389   0   2711.56 sec
214 : ... 6 6 9 7 83 175 133 47 27 21 16 17 13 12 10 13 257 672 7030      5  1389   0   2722.15 sec
215 : ... 6 9 7 83 175 133 50 29 25 23 22 22 18 16 23 16 64 655 7269     31  1389   0   2733.51 sec
216 : ... 9 7 83 175 133 49 29 21 17 19 14 11 9 13 10 8 128 546 7272      0  1389   0   2743.77 sec
217 : ... 208 167 93 72 70 66 62 53 47 42 40 32 19 137 558 723 6860     275  1389   0   2777.89 sec
218 : ... 72 173 133 43 30 25 21 21 18 21 20 16 13 11 10 244 670 7107     0  1389   0   2790.80 sec
219 : ... 133 43 30 25 21 21 18 21 20 16 13 11 11 246 675 1315 6157      10  1389   0   2802.86 sec
220 : ... 72 173 133 43 30 25 21 21 18 21 20 16 13 11 10 7 4 4 4 8009     0  1389   0   2814.24 sec
221 : ... 133 43 30 25 21 21 18 21 20 16 13 11 10 7 4 4 4 128 7881        0  1389   0   2825.36 sec
222 : ... 43 30 25 21 21 18 21 20 16 13 11 10 7 4 4 4 128 838 7042        0  1389   0   2835.88 sec
223 : ... 30 25 21 21 18 21 20 16 13 11 12 8 6 9 13 139 847 1511 5794    17  1389   0   2847.29 sec
224 : ... 30 25 21 21 18 21 20 16 13 11 10 7 4 5 7 7 4 242 425 7351       0  1389   0   2859.04 sec
225 : ... 23 23 21 23 22 18 14 13 12 9 7 7 10 10 6 243 429 707 6974      46  1389   0   2871.22 sec
226 : ... 30 24 22 21 18 21 19 15 13 11 10 7 4 5 7 8 4 5 4 4 254 7760     0  1389   0   2883.66 sec
227 : ... 34 32 32 31 22 24 17 14 14 16 19 12 15 13 16 265 801 7009     304  1389   0   2900.92 sec
228 : ... 22 18 22 19 16 15 11 10 7 5 4 7 9 4 5 5 8 7 182 1077 6815      16  1389   0   2912.41 sec
229 : ... 18 22 19 16 15 11 10 7 5 4 8 10 5 5 6 9 8 134 555 751 6874     23  1389   0   2924.19 sec
230 : ... 18 22 19 16 15 11 10 7 5 4 8 10 4 5 4 5 6 5 5 242 678 7117      0  1389   0   2935.15 sec
