File: abc_unknown_cases/bobpcihm.aig
Command: ~/coding_env/abc/abc -c "&r abc_unknown_cases/bobpcihm.aig; &put; fold; pdr -v -y -i -n -t"
PDR Parameters: -y -i -n -t
Parameter Set: 28 of 32
Started at: Sat 14 Jun 2025 09:04:44 PM CST
----------------------------------------
ABC command line: "&r abc_unknown_cases/bobpcihm.aig; &put; fold; pdr -v -y -i -n -t".

Warning: The network has no constraints.
VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
  1 : 0 194                                                               2   194 110      0.16 sec
  2 : 0 212 403                                                           5   414 107      0.99 sec
 35 : ... 83 85 71 67 52 69 63 48 116 76 121 136 70 66 283 389 1946      63  1376   0     74.11 sec
 36 : ... 83 85 71 66 49 65 58 38 99 54 76 102 66 65 48 30 103 2218       7  1376   0     75.19 sec
 37 : ... 85 71 66 49 65 58 38 99 54 76 102 67 69 50 24 61 281 2040      11  1376   0     76.22 sec
 38 : ... 74 82 76 63 117 72 91 130 192 227 171 93 107 314 379 2181     204  1376   1     83.52 sec
 39 : ... 66 49 62 52 38 99 47 71 95 119 135 103 60 30 18 10 21 2473      0  1376   0     85.65 sec
 40 : ... 49 62 52 38 99 47 71 95 119 136 105 62 33 24 17 31 135 2377    21  1376   0     86.26 sec
 41 : ... 61 48 107 57 87 122 155 181 160 119 67 51 32 29 55 379 2168   139  1377   1     90.24 sec
 42 : ... 41 103 45 85 121 136 136 132 64 55 52 44 28 45 283 500 2220   165  1378   1     94.40 sec
 43 : ... 41 103 45 85 121 136 136 132 64 55 52 44 28 15 19 9 9 2580      0  1378   0     96.46 sec
 44 : ... 103 45 85 121 136 136 132 64 55 52 44 28 15 19 9 9 49 2531      0  1378   0    101.93 sec
 45 : ... 121 136 136 134 72 80 100 119 122 106 84 41 27 61 414 2209     70  1378   0    105.21 sec
 46 : ... 127 141 143 140 67 54 52 46 28 23 28 16 16 18 185 279 2380    101  1379   1    111.36 sec
 47 : ... 189 196 191 111 85 71 65 47 47 51 47 54 57 61 81 341 2323      95  1379   0    113.82 sec
 48 : ... 115 127 64 54 43 40 33 36 46 38 31 29 31 50 255 410 2274      125  1379   1    117.75 sec
 49 : ... 108 115 127 64 54 43 32 26 26 28 17 14 8 7 9 9 22 140 2553      9  1379   0    119.58 sec
 50 : ... 108 115 127 64 54 43 32 26 26 28 17 14 8 7 9 8 9 22 96 2578     5  1379   0    120.14 sec
 51 : ... 115 127 64 54 43 32 26 26 28 17 14 8 7 9 8 8 8 8 52 2607        0  1379   0    126.31 sec
 52 : ... 71 64 57 45 42 45 41 29 23 20 16 20 15 22 27 28 74 441 2280    46  1379   0    128.19 sec
 53 : ... 47 48 34 35 35 27 22 17 14 17 13 12 11 13 17 204 391 2425      49  1379   0    131.04 sec
 54 : ... 102 109 110 95 96 71 40 26 23 24 17 22 18 38 157 431 2393     187  1383   1    140.62 sec
 55 : ... 121 102 109 110 95 96 71 40 26 23 9 7 8 9 12 11 19 140 2692    13  1383   0    141.86 sec
 56 : ... 121 102 109 110 95 96 71 40 26 23 9 7 8 7 9 7 7 7 17 2778       0  1383   0    143.35 sec
 57 : ... 102 109 110 95 96 71 40 26 23 9 7 8 7 9 7 7 7 17 238 2540       0  1383   0    144.24 sec
 58 : ... 109 110 95 96 71 40 26 23 9 7 8 7 9 7 7 9 24 247 465 2371      10  1383   0    146.18 sec
 59 : ... 109 110 95 96 71 40 26 23 9 7 8 7 9 9 8 9 10 10 41 313 2498    17  1383   0    147.99 sec
 60 : ... 95 96 71 40 26 23 9 7 8 7 10 9 11 13 15 14 34 202 281 2531     21  1383   0    152.49 sec
 61 : ... 275 202 199 152 142 136 105 70 53 54 48 52 46 67 257 2963     241  1383   1    183.10 sec
 62 : ... 202 199 152 142 136 105 70 53 54 48 52 46 67 58 324 2785        0  1383   0    185.19 sec
 63 : ... 199 152 142 136 105 70 53 55 51 57 51 74 73 364 677 2513       25  1383   0    187.02 sec
 64 : ... 209 161 152 142 112 77 60 27 27 28 30 24 16 21 63 286 2967    126  1383   1    189.45 sec
 65 : ... 99 117 76 49 38 15 12 15 12 9 13 11 17 18 11 8 7 8 8 6 3331     0  1383   0    190.46 sec
 66 : ... 117 76 49 38 15 12 15 12 9 13 11 17 18 11 8 7 8 8 6 41 3290     0  1383   0    190.98 sec
 67 : ... 76 49 38 15 12 15 12 9 13 11 17 18 11 8 7 8 8 6 43 369 2966    10  1383   0    192.81 sec
 68 : ... 38 15 12 15 12 9 13 11 17 18 11 8 7 8 9 8 34 243 621 2721      12  1383   0    194.62 sec
 69 : ... 27 32 30 25 27 31 33 29 21 17 15 17 23 18 15 12 73 505 3096   402  1383   1    221.44 sec
 70 : ... 44 38 39 36 44 42 40 43 48 45 44 40 38 40 83 242 499 3110      61  1383   0    225.89 sec
 71 : ... 18 29 14 9 11 9 10 17 11 17 11 9 8 9 13 8 8 9 22 142 3586       5  1383   0    233.24 sec
 72 : ... 18 29 14 9 11 9 10 17 11 17 11 9 8 9 13 8 8 9 10 9 53 3635      0  1383   0    234.01 sec
 73 : ... 147 143 113 116 117 83 47 38 46 31 25 25 30 24 67 451 3570    324  1383   1    261.22 sec
 74 : ... 183 153 159 160 134 89 75 81 61 51 53 62 50 84 186 955 3023   184  1383   0    267.73 sec
 75 : ... 14 17 28 23 20 21 22 31 13 19 17 22 19 16 67 257 452 3647     205  1383   1    272.70 sec
 76 : ... 17 28 23 20 21 23 34 19 28 25 34 37 36 87 286 195 664 3356     65  1383   0    274.80 sec
 77 : ... 17 28 23 20 21 13 22 11 13 11 13 11 10 9 10 23 199 345 3868     7  1383   0    276.52 sec
 78 : ... 29 23 21 21 15 23 13 16 15 24 22 19 22 26 18 21 34 233 4067    72  1383   0    279.83 sec
 79 : ... 18 13 20 33 25 21 18 27 29 18 27 33 21 20 21 101 567 3798     518  1383   1    337.83 sec
 80 : ... 21 19 12 12 15 22 15 17 16 18 15 22 21 10 9 10 7 6 126 4341     0  1383   0    339.99 sec
 81 : ... 14 21 29 23 26 20 21 17 24 25 17 14 15 11 10 129 753 3608      85  1383   0    342.13 sec
 82 : ... 18 27 20 24 23 24 21 27 25 12 10 12 11 11 81 372 832 3591      39  1383   0    344.84 sec
 83 : ... 25 19 22 20 22 19 26 27 18 15 19 17 14 12 25 149 454 4044      76  1383   0    347.86 sec
 84 : ... 13 14 16 23 16 18 17 17 17 22 21 11 7 9 7 6 6 7 6 6 67 4421     0  1383   0    349.23 sec
 85 : ... 21 23 21 23 24 29 27 16 12 13 14 13 14 17 18 15 76 546 3912   120  1383   0    351.59 sec
 86 : ... 16 18 17 17 17 22 21 11 7 9 7 6 9 11 11 11 14 92 468 4081      15  1383   0    354.87 sec
 87 : ... 25 25 25 32 41 26 17 17 19 22 25 18 18 15 11 9 21 264 4374    267  1383   1    367.97 sec
 88 : ... 25 32 41 26 17 17 19 22 25 18 19 16 12 11 26 147 629 3861      12  1383   0    369.35 sec
 89 : ... 25 25 32 41 26 17 17 19 22 25 18 9 7 8 9 11 92 302 680 3942    13  1383   0    371.71 sec
 90 : ... 33 43 31 25 18 19 23 32 30 29 27 19 19 25 16 13 76 663 4041   419  1383   1    389.87 sec
 91 : ... 32 27 21 23 25 32 30 31 30 23 22 25 16 15 79 348 472 3892     191  1383   1    393.87 sec
 92 : ... 27 21 23 25 32 30 31 30 23 22 25 17 15 86 298 276 373 3881     18  1383   0    395.14 sec
 93 : ... 27 21 23 25 32 30 31 30 23 22 25 13 8 12 10 11 63 559 4129      6  1383   0    396.64 sec
 94 : ... 26 27 38 36 36 33 28 24 34 21 16 17 19 13 27 246 542 4383     330  1383   1    414.69 sec
 95 : ... 33 42 42 41 37 31 29 36 24 22 23 26 19 31 248 262 1099 3683   352  1384   1    431.68 sec
 96 : ... 85 77 76 70 64 57 35 23 22 30 22 17 14 12 88 287 379 4470     115  1384   0    439.13 sec
 97 : ... 10 12 13 22 19 10 11 20 12 10 12 11 11 9 9 10 8 8 112 4868      0  1384   0    441.41 sec
 98 : ... 52 46 35 28 28 25 19 24 22 16 14 18 19 19 21 121 889 4236     417  1389   2    472.66 sec
 99 : ... 17 20 18 15 14 16 18 12 12 13 13 12 15 14 24 217 379 4871     196  1389   1    482.70 sec
100 : ... 17 20 18 15 14 16 18 12 12 13 13 12 15 14 24 15 14 108 5121     0  1389   0    483.87 sec
101 : ... 18 15 14 16 18 12 12 13 13 12 15 14 24 16 16 113 1021 4198      7  1389   0    485.52 sec
102 : ... 15 14 16 18 12 12 13 13 12 15 14 24 16 17 12 209 462 4775       9  1389   0    488.47 sec
103 : ... 15 14 16 18 12 12 13 13 12 15 14 24 15 15 9 8 106 423 4743      8  1389   0    489.71 sec
104 : ... 14 16 18 12 12 13 13 12 15 14 24 15 15 10 8 78 313 541 4546    14  1389   0    491.89 sec
105 : ... 14 16 18 12 12 13 13 12 15 14 24 15 15 9 7 8 11 6 47 5177       0  1389   0    492.77 sec
106 : ... 37 34 29 31 31 36 41 41 46 29 31 26 21 18 16 8 48 631 4572    253  1389   1    503.40 sec
107 : ... 77 77 88 112 110 106 89 84 72 62 47 39 26 68 356 1258 3910    163  1389   0    515.30 sec
108 : ... 14 16 13 10 15 13 12 16 16 12 12 13 17 16 11 11 69 438 4844    36  1389   0    517.83 sec
109 : ... 14 16 13 10 13 10 11 13 13 11 10 9 13 8 8 7 7 82 293 4939       0  1389   0    520.61 sec
110 : ... 10 13 10 11 13 13 11 12 13 18 13 13 16 12 88 299 484 4666      27  1389   0    522.67 sec
111 : ... 15 19 16 14 18 19 20 21 28 32 21 16 11 11 12 12 99 787 4542   214  1389   0    529.91 sec
112 : ... 11 10 9 11 10 11 11 8 11 17 15 17 10 8 9 11 24 273 929 4442   313  1391   1    543.09 sec
113 : ... 11 11 10 9 11 10 11 11 8 11 17 15 17 7 7 8 8 8 8 7 19 5382      0  1391   0    544.26 sec
114 : ... 11 10 9 11 10 11 11 8 11 17 15 17 7 7 8 8 8 8 7 20 316 5107     4  1391   0    546.01 sec
115 : ... 10 11 11 8 11 17 16 21 18 23 25 27 34 30 29 20 182 783 4523    41  1391   0    548.47 sec
116 : ... 11 10 11 11 8 11 17 14 16 7 7 8 6 7 6 8 10 85 310 526 4815     11  1391   0    550.47 sec
117 : ... 10 11 11 8 11 17 14 16 7 8 9 6 7 6 7 11 14 26 149 440 4945     21  1391   0    551.75 sec
118 : ... 21 23 28 26 28 20 18 20 21 19 16 15 15 16 19 20 81 757 4722   190  1391   0    563.05 sec
119 : ... 8 9 10 8 11 16 14 17 7 6 7 6 7 7 6 8 7 6 10 9 72 368 5057       5  1391   0    565.12 sec
120 : ... 8 9 10 8 11 16 14 17 7 6 7 6 7 7 6 8 7 6 10 8 8 7 29 5418       0  1391   0    566.72 sec
121 : ... 9 10 8 11 16 14 17 7 6 7 6 7 7 6 8 7 6 10 8 8 7 31 507 4958     6  1391   0    568.17 sec
122 : ... 9 11 16 18 24 29 30 32 34 30 24 23 20 17 29 376 1159 4255      46  1391   0    572.30 sec
123 : ... 18 7 9 9 9 10 10 9 12 12 10 15 15 13 15 16 67 288 780 4485    248  1391   1    576.25 sec
124 : ... 22 22 17 18 7 9 9 9 10 10 7 9 9 7 12 9 9 8 7 8 9 8 19 5435      0  1391   0    577.78 sec
125 : ... 18 7 9 9 9 10 10 7 9 9 7 12 9 10 11 10 11 15 15 29 251 5241    20  1391   0    579.28 sec
126 : ... 18 7 9 9 9 10 10 7 9 9 7 12 9 10 8 9 9 11 10 13 76 410 5004    13  1391   0    580.42 sec
127 : ... 7 9 9 9 10 10 7 9 9 7 12 9 10 8 9 10 10 9 11 10 54 399 5047    19  1391   0    581.65 sec
128 : ... 24 25 20 21 23 17 22 21 22 25 24 20 23 23 37 297 1092 4548    318  1391   1    605.21 sec
129 : ... 10 9 7 8 8 7 8 8 8 9 7 9 8 7 8 7 8 7 7 9 7 8 7 85 347 5224      0  1391   0    607.90 sec
130 : ... 9 7 8 8 7 8 8 8 9 7 9 8 7 8 7 8 7 7 9 7 9 8 89 355 550 4936    10  1391   0    609.46 sec
131 : ... 7 8 8 7 8 8 8 9 7 9 8 7 8 7 8 7 7 9 7 8 7 7 12 127 591 4977     5  1391   0    611.14 sec
132 : ... 24 22 19 23 18 17 11 13 13 13 11 11 10 19 67 238 420 5196     320  1391   1    622.06 sec
133 : ... 24 22 19 23 18 17 11 13 13 13 11 11 10 19 69 35 98 275 5340    15  1391   0    624.50 sec
134 : ... 39 43 37 36 26 25 25 22 20 25 21 38 68 44 37 140 1022 4766    188  1391   0    641.52 sec
135 : ... 49 49 55 41 36 30 29 30 26 29 33 68 41 37 83 386 801 5134     359  1393   1    669.39 sec
136 : ... 49 55 41 36 30 29 30 26 29 33 68 41 37 83 38 117 470 5341       0  1393   0    672.21 sec
137 : ... 76 64 54 50 46 47 38 42 41 76 51 50 88 42 122 491 686 5195    512  1393   1    705.25 sec
138 : ... 66 56 51 49 52 43 45 43 77 52 51 88 42 31 188 197 674 4942    185  1393   0    713.15 sec
139 : ... 11 12 9 12 10 10 9 10 12 12 12 15 12 13 47 16 44 413 5618       8  1393   0    716.47 sec
140 : ... 11 14 13 13 11 16 21 18 19 25 22 18 58 25 41 305 810 5291     581  1393   1    743.21 sec
141 : ... 11 14 13 13 11 16 21 18 19 25 22 18 58 25 14 35 56 287 5783     0  1393   0    745.47 sec
142 : ... 13 13 11 16 21 18 19 25 22 18 58 25 14 35 59 294 976 5076       9  1393   0    747.43 sec
143 : ... 13 11 16 21 18 19 25 22 18 58 25 14 29 21 116 370 652 5343     10  1393   0    749.41 sec
144 : ... 12 18 22 18 20 27 25 24 60 28 19 34 28 27 123 304 604 5551     95  1393   0    753.23 sec
145 : ... 16 19 13 12 14 14 10 15 54 19 20 30 22 17 11 17 69 582 5582   254  1393   0    764.20 sec
146 : ... 9 12 11 10 10 12 8 10 48 11 10 24 17 11 7 12 10 13 67 6132      0  1393   0    768.27 sec
147 : ... 11 10 10 12 8 10 48 11 10 24 17 11 7 12 10 14 68 615 5540       5  1393   0    769.25 sec
148 : ... 10 10 12 8 10 48 11 10 24 17 11 7 12 10 13 21 246 432 5719      8  1393   0    772.66 sec
149 : ... 10 10 12 8 10 48 11 10 24 17 11 7 12 9 11 9 20 140 511 5622    13  1393   0    774.13 sec
150 : ... 12 8 10 48 11 10 24 17 11 7 12 9 11 8 10 119 408 569 5417      13  1393   0    775.89 sec
151 : ... 12 8 10 48 11 10 24 17 11 7 12 8 7 6 10 21 66 97 845 5240      10  1393   0    777.31 sec
152 : ... 10 48 11 10 24 18 12 9 14 13 13 14 20 29 77 50 295 836 5303    34  1393   0    780.10 sec
153 : ... 10 48 11 10 24 18 11 8 12 8 7 7 10 20 65 24 21 26 156 5971      3  1393   0    783.54 sec
154 : ... 48 11 10 24 18 11 8 12 8 7 7 10 20 65 24 21 24 47 202 5851      0  1393   0    784.76 sec
155 : ... 11 10 24 18 11 8 12 8 7 7 10 20 65 24 21 24 47 202 191 5660     0  1393   0    786.16 sec
156 : ... 24 18 11 8 12 8 7 7 10 20 65 24 21 24 47 202 191 373 5287       0  1393   0    787.00 sec
157 : ... 13 9 15 11 10 11 14 21 66 24 21 27 53 207 198 381 1009 4661   487  1393   1    802.37 sec
158 : ... 22 19 20 19 21 25 71 28 25 34 59 215 205 387 493 986 4556     262  1393   0    810.75 sec
159 : ... 9 11 8 7 7 10 27 68 25 21 22 48 187 110 59 19 56 375 5365       5  1393   0    815.46 sec
160 : ... 9 11 8 7 7 10 27 68 25 21 22 48 187 110 59 18 7 5 58 5706       0  1393   0    817.51 sec
161 : ... 16 10 7 11 29 70 32 28 27 53 190 114 60 18 8 6 59 568 5176    467  1393   1    829.87 sec
162 : ... 16 10 7 11 29 70 32 28 27 53 190 114 60 18 8 6 4 4 151 5622     0  1393   0    831.00 sec
163 : ... 15 16 35 75 36 29 28 53 192 117 64 23 12 8 9 6 152 630 5019   395  1393   1    838.58 sec
164 : ... 77 39 34 33 61 203 126 72 30 20 15 17 13 121 363 749 4934     316  1394   1    847.22 sec
165 : ... 17 35 77 39 34 33 61 203 126 72 30 20 15 4 4 5 4 4 61 5744      0  1394   0    848.84 sec
166 : ... 35 77 39 34 33 61 203 126 72 30 20 15 4 4 5 5 5 64 583 5189     9  1394   0    849.99 sec
167 : ... 77 39 34 33 61 203 126 72 30 20 15 4 4 5 4 4 4 21 266 5520      0  1394   0    852.63 sec
168 : ... 37 66 207 129 78 35 23 18 9 17 16 22 19 21 34 279 672 5101    333  1394   1    859.57 sec
169 : ... 37 66 207 129 78 35 23 18 9 17 16 22 19 21 34 13 9 94 5687      0  1394   0    861.40 sec
170 : ... 66 207 129 78 35 23 18 9 17 16 22 19 21 34 13 9 94 262 5425     0  1394   0    862.31 sec
171 : ... 129 78 35 23 18 9 17 16 22 19 21 34 16 14 101 268 451 5251     12  1394   0    864.79 sec
172 : ... 85 41 32 27 21 26 24 29 29 26 40 17 16 20 17 117 698 5070      95  1394   0    867.78 sec
173 : ... 22 23 45 188 116 64 17 8 7 7 6 9 7 8 4 6 6 4 6 4 4 5 4 5859     0  1394   0    869.19 sec
174 : ... 23 45 188 116 64 17 8 7 7 6 9 7 8 4 6 6 4 6 4 4 5 4 5 5854      0  1394   0    870.73 sec
175 : ... 45 188 116 64 17 8 7 7 6 9 7 8 4 6 6 4 6 4 4 5 4 5 166 5688     0  1394   0    871.62 sec
176 : ... 116 64 17 8 7 7 6 9 7 8 4 6 6 4 6 4 4 5 4 6 167 665 5053        4  1394   0    872.97 sec
177 : ... 65 19 10 8 7 6 10 7 8 5 7 8 6 7 4 5 7 8 9 120 302 587 5386    140  1394   0    877.11 sec
178 : ... 116 64 17 8 7 7 6 9 7 8 4 6 6 4 6 4 4 5 4 5 4 4 4 63 5855       0  1394   0    878.60 sec
179 : ... 64 17 8 7 7 6 9 7 8 4 6 6 4 6 4 4 5 4 5 4 5 5 66 605 5278      10  1394   0    879.89 sec
180 : ... 17 8 7 7 6 9 7 8 4 6 6 4 6 4 4 5 4 7 7 9 11 14 58 395 5509     17  1394   0    881.33 sec
181 : ... 17 8 7 7 6 9 7 8 4 6 6 4 6 4 4 5 4 5 4 5 4 5 4 23 291 5620      0  1394   0    882.77 sec
182 : ... 13 8 9 10 10 12 9 11 11 9 8 7 11 15 11 12 28 294 536 5455     378  1394   1    894.73 sec
183 : ... 8 9 10 10 12 9 11 11 9 8 7 11 15 11 14 30 70 203 416 5407      10  1394   0    896.47 sec
184 : ... 12 13 8 9 10 10 12 9 11 11 9 8 7 11 15 11 6 4 4 4 4 63 5874     0  1394   0    898.26 sec
185 : ... 8 9 10 10 12 9 11 11 9 8 7 11 15 11 6 4 5 5 5 66 592 5310      16  1394   0    899.44 sec
186 : ... 13 8 9 10 10 12 9 11 11 9 8 7 5 4 6 4 4 4 4 4 4 23 267 5650     0  1394   0    900.57 sec
187 : ... 15 11 13 11 13 14 13 10 8 8 8 8 11 11 12 17 34 280 726 5211   378  1394   1    912.83 sec
188 : ... 15 11 13 11 13 14 13 10 8 8 8 8 11 11 12 17 4 4 4 98 5891       0  1394   0    914.39 sec
189 : ... 11 13 11 13 14 13 10 8 8 8 8 11 11 12 17 4 4 4 98 267 5624      0  1394   0    915.79 sec
190 : ... 11 13 14 13 10 8 8 8 8 11 11 12 17 4 5 5 100 270 494 5506      13  1394   0    917.75 sec
191 : ... 13 11 13 14 13 10 8 8 8 8 11 11 12 17 4 4 4 4 4 4 131 5855      0  1394   0    921.70 sec
192 : ... 17 21 17 13 12 12 10 8 11 11 13 18 6 5 6 6 7 6 136 925 5035   729  1394   1    944.31 sec
193 : ... 17 13 12 12 10 8 11 11 13 18 6 5 6 6 7 7 137 555 927 4657       8  1394   0    946.26 sec
194 : ... 24 18 18 17 13 16 20 19 20 23 7 6 6 6 8 5 7 6 53 380 5641     342  1394   1    951.48 sec
195 : ... 24 18 18 17 13 16 20 19 20 23 7 6 6 6 8 5 7 6 4 4 99 5943       0  1394   0    952.56 sec
196 : ... 18 18 17 13 16 20 19 20 23 7 6 6 6 8 5 7 6 4 4 99 331 5611      0  1394   0    954.60 sec
197 : ... 13 16 20 19 20 23 8 9 8 9 12 11 11 8 7 9 103 338 935 5071      22  1394   0    958.04 sec
198 : ... 20 25 21 23 24 4 5 5 6 5 10 10 10 12 13 14 31 230 968 5100    647  1395   1    980.73 sec
199 : ... 20 19 17 20 25 21 23 24 4 5 5 6 5 5 5 5 4 5 4 5 4 4 4 6099      0  1395   0    982.34 sec
200 : ... 19 17 20 25 21 23 24 4 5 5 6 5 5 5 5 4 5 4 5 4 4 4 4 6095       0  1395   0    984.32 sec
201 : ... 17 20 25 21 23 24 4 5 5 6 5 5 5 5 4 5 4 5 4 4 4 4 65 6030       0  1395   0    985.75 sec
202 : ... 20 25 21 23 24 4 5 5 6 5 5 5 5 4 5 4 5 4 4 5 5 67 717 5342      8  1395   0    986.89 sec
203 : ... 25 21 23 24 4 5 5 6 5 5 5 5 4 5 4 5 4 4 4 4 5 151 650 5321      5  1395   0    988.35 sec
204 : ... 21 23 24 4 5 5 6 5 5 5 5 4 5 4 5 4 4 4 5 5 104 279 565 5607    12  1395   0    991.31 sec
205 : ... 21 23 24 4 5 5 6 5 5 5 5 4 5 4 5 4 4 4 4 4 4 4 30 219 5855      0  1395   0    993.84 sec
206 : ... 23 24 4 5 5 6 5 5 5 5 4 5 4 5 4 4 4 4 4 4 5 31 223 580 5638     9  1395   0    995.89 sec
207 : ... 11 11 10 7 8 8 9 7 9 6 7 9 10 8 9 9 7 11 9 11 120 723 5333    328  1395   0   1006.46 sec
208 : ... 4 4 4 5 4 4 4 4 6 4 5 4 4 4 5 4 4 4 5 4 4 4 4 4 4 5 62 6069     0  1395   0   1011.18 sec
209 : ... 34 34 33 33 36 35 34 39 39 43 43 46 41 39 41 41 98 695 5514   122  1395   0   1023.28 sec
210 : ... 9 6 7 8 8 7 9 7 9 6 7 6 7 6 6 7 8 5 6 10 11 8 191 847 5249      8  1395   0   1024.94 sec
211 : ... 22 17 17 17 14 13 12 12 9 9 10 7 8 9 14 12 141 381 902 5333   493  1398   1   1070.46 sec
212 : ... 25 25 22 17 17 17 14 13 12 12 9 9 8 5 6 8 8 7 10 8 8 7 6301     0  1398   0   1071.88 sec
213 : ... 25 22 17 17 17 14 13 12 12 9 9 8 5 6 8 8 7 10 8 8 7 7 6293      0  1398   0   1073.41 sec
214 : ... 22 17 17 17 14 13 12 12 9 9 8 5 6 8 8 7 10 8 8 7 7 63 6230      0  1398   0   1075.54 sec
215 : ... 17 17 17 14 13 12 12 9 9 8 5 6 8 8 7 10 8 8 7 8 64 556 5700     5  1398   0   1077.25 sec
216 : ... 15 12 12 10 11 8 6 8 10 11 9 13 9 10 10 10 7 192 899 5236     407  1399   1   1083.61 sec
217 : ... 15 12 12 10 11 8 6 8 10 11 7 10 8 8 7 8 7 133 315 571 5756     43  1399   0   1088.55 sec
218 : ... 15 15 12 12 10 11 8 6 8 10 11 7 10 8 8 7 7 5 5 5 5 4 6337       0  1399   0   1090.92 sec
219 : ... 15 12 12 10 11 8 6 8 10 11 7 10 8 8 7 7 5 5 5 5 4 62 6275       0  1399   0   1092.24 sec
220 : ... 14 13 16 17 16 8 11 9 11 10 11 10 10 11 13 11 67 437 5861     461  1399   1   1102.15 sec
221 : ... 13 16 17 16 8 11 9 11 10 11 10 10 11 13 12 68 112 981 5225     14  1399   0   1104.11 sec
222 : ... 13 16 17 16 8 11 9 11 10 11 10 10 11 13 6 4 4 30 358 5949       0  1399   0   1105.42 sec
223 : ... 69 52 48 45 36 26 24 22 17 19 20 14 13 15 41 370 944 5434     481  1399   0   1159.60 sec
224 : ... 5 7 7 8 6 6 8 8 7 9 8 8 7 8 5 5 5 7 5 4 6 5 77 222 500 5970    18  1399   0   1167.80 sec
