File: abc_unknown_cases/bobpcihm.aig
Command: ~/coding_env/abc/abc -c "&r abc_unknown_cases/bobpcihm.aig; &put; fold; pdr -v -r -i -t"
PDR Parameters: -r -i -t
Parameter Set: 8 of 32
Started at: Sat 14 Jun 2025 08:27:44 PM CST
----------------------------------------
ABC command line: "&r abc_unknown_cases/bobpcihm.aig; &put; fold; pdr -v -r -i -t".

Warning: The network has no constraints.
VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
  1 : 0 195                                                               2   195 109      0.13 sec
  2 : 0 211 396                                                           4   415 110      0.61 sec
122 : ... 18 16 18 16 14 11 16 22 30 32 34 31 26 19 10 323 557 6397       0  1386   0   1125.94 sec
123 : ... 24 28 33 35 37 45 52 56 54 52 50 43 36 22 340 576 1077 5757   263  1386   0   1160.92 sec
124 : ... 17 9 12 13 11 14 11 9 8 7 9 7 7 8 9 9 9 11 10 8 66 385 6902     0  1386   0   1170.40 sec
125 : ... 13 11 14 11 9 8 7 9 7 7 8 9 9 11 12 11 10 72 390 1113 6040     13  1386   0   1172.86 sec
126 : ... 9 12 13 11 14 11 9 8 7 9 7 7 8 9 9 9 11 7 8 9 9 78 275 7041     4  1386   0   1175.29 sec
127 : ... 19 18 15 12 9 9 11 12 12 14 15 10 10 10 10 10 70 317 7008     293  1386   0   1185.65 sec
128 : ... 13 10 12 10 8 8 7 9 7 7 8 9 9 9 11 7 8 9 9 9 7 7 567 6795       0  1386   0   1189.41 sec
129 : ... 14 12 11 15 18 20 17 14 9 10 16 20 25 27 28 573 1179 5732     389  1387   1   1198.38 sec
130 : ... 23 26 26 32 32 29 26 23 22 28 28 34 16 21 420 648 1194 5557   203  1387   0   1206.44 sec
131 : ... 12 10 8 8 7 9 7 7 8 9 9 10 11 8 8 9 8 11 9 9 7 7 7 75 7329      0  1387   0   1213.64 sec
132 : ... 10 8 8 7 9 7 7 8 9 9 10 11 8 8 9 8 11 9 9 8 7 9 78 251 7121    12  1387   0   1216.69 sec
133 : ... 8 8 7 9 7 7 8 9 9 10 11 8 8 9 8 11 9 9 7 7 7 9 30 339 7074      8  1387   0   1218.34 sec
134 : ... 39 37 37 29 24 35 34 43 40 39 29 28 26 22 23 201 1070 6237    437  1387   1   1230.33 sec
135 : ... 37 37 29 24 35 34 43 40 39 29 28 26 22 24 202 834 1617 5223    10  1387   0   1234.39 sec
136 : ... 49 43 33 45 42 52 45 44 34 34 34 32 17 15 273 372 923 6018    188  1387   0   1239.45 sec
137 : ... 9 11 8 8 9 10 14 18 18 27 20 24 22 19 15 11 12 119 267 7153    37  1387   0   1246.37 sec
138 : ... 8 7 8 10 9 9 11 8 8 9 6 6 7 8 8 9 7 8 8 6 6 10 7 7 132 7317     0  1387   0   1248.33 sec
139 : ... 8 10 9 9 11 8 8 9 6 6 7 8 8 9 7 8 8 6 6 10 7 8 133 712 6633     4  1387   0   1250.52 sec
140 : ... 23 21 21 20 19 21 21 24 21 19 22 22 24 33 110 553 1282 5894   339  1388   1   1266.21 sec
141 : ... 11 10 8 7 7 8 8 9 8 8 8 8 7 9 12 7 7 7 7 6 10 7 7 396 7066      0  1388   0   1268.47 sec
142 : ... 10 8 7 7 8 8 9 8 8 8 8 7 9 12 7 7 7 7 6 10 7 7 396 785 6324     4  1388   0   1270.57 sec
143 : ... 7 7 8 8 9 8 8 8 8 7 9 12 7 7 7 7 6 10 8 8 328 540 1246 5764    14  1388   0   1273.94 sec
144 : ... 7 7 8 8 9 8 8 8 8 7 9 12 7 7 7 7 6 10 7 7 7 10 103 292 7118    11  1388   0   1275.84 sec
145 : ... 8 8 9 8 8 8 8 7 9 12 7 7 7 7 6 10 7 7 7 11 102 155 672 6666     9  1388   0   1280.59 sec
146 : ... 22 23 28 21 21 17 19 19 15 12 15 13 18 104 62 152 530 6717    182  1388   0   1284.90 sec
147 : ... 16 14 13 11 16 18 12 19 14 13 15 22 22 24 96 385 888 6405     204  1388   0   1299.94 sec
148 : ... 10 7 8 8 8 8 9 8 9 6 8 6 7 6 10 6 7 6 6 10 6 7 6 9 364 7119     0  1388   0   1305.52 sec
149 : ... 18 18 19 15 17 15 20 15 14 11 14 16 11 10 8 11 366 804 6351   253  1388   0   1310.02 sec
150 : ... 13 14 11 9 9 15 9 13 9 11 17 11 15 11 11 332 616 1023 5810    229  1388   0   1320.04 sec
151 : ... 14 22 25 28 24 25 19 27 17 11 15 6 7 6 10 7 7 79 369 7104     329  1388   0   1340.69 sec
152 : ... 8 9 8 9 6 8 6 6 6 10 6 10 7 6 11 6 7 6 9 6 6 6 43 396 7111      5  1388   0   1345.05 sec
153 : ... 9 8 9 6 8 6 6 6 10 6 10 7 6 11 6 7 6 9 6 6 5 6 202 616 6776     5  1388   0   1346.61 sec
154 : ... 6 8 6 6 6 10 6 10 7 6 11 6 7 6 9 6 6 5 7 183 406 1229 5956      9  1388   0   1348.56 sec
155 : ... 84 83 80 49 48 44 49 52 54 49 41 32 28 118 82 526 1099 5930   355  1388   0   1385.70 sec
156 : ... 14 11 14 11 14 14 13 15 17 18 14 15 15 16 317 547 1155 6034   462  1388   1   1407.26 sec
157 : ... 11 14 11 14 14 13 15 17 18 14 15 15 16 317 547 282 780 5968     2  1388   0   1409.27 sec
158 : ... 11 14 14 13 15 17 18 14 15 15 16 317 547 282 787 1516 4923     15  1388   0   1412.12 sec
159 : ... 15 14 13 15 17 19 14 17 17 19 320 553 204 523 977 1541 4570   410  1390   1   1429.25 sec
160 : ... 11 14 12 15 14 13 15 17 19 14 10 5 6 5 5 5 8 9 10 84 7666       0  1390   0   1431.57 sec
161 : ... 14 12 15 14 13 15 17 19 14 10 5 6 5 5 5 8 9 10 85 603 7111      4  1390   0   1433.28 sec
162 : ... 12 15 14 13 15 17 19 14 10 5 6 5 5 5 8 9 10 5 332 633 6781      0  1390   0   1434.98 sec
163 : ... 24 25 26 22 20 16 17 13 12 10 16 17 18 12 344 652 1414 5866   343  1390   0   1456.43 sec
164 : ... 6 6 6 6 9 5 5 5 6 7 9 5 6 5 5 5 7 8 8 8 11 78 394 1173 6425    15  1390   0   1470.39 sec
165 : ... 89 90 75 65 59 41 46 46 39 42 31 25 24 17 110 139 495 7180    404  1390   1   1485.41 sec
166 : ... 98 82 74 68 46 51 52 43 47 35 32 31 22 116 71 139 268 7379    274  1391   1   1489.61 sec
167 : ... 74 68 46 51 52 43 47 35 32 31 22 116 71 118 158 1118 6444      11  1391   0   1491.62 sec
168 : ... 74 68 46 51 52 43 47 35 32 31 22 116 60 60 23 419 958 6343      8  1391   0   1493.92 sec
169 : ... 77 78 75 71 77 54 52 55 39 128 65 70 27 348 627 1426 5924     820  1395   2   1561.16 sec
170 : ... 101 99 77 78 75 71 77 54 52 55 8 5 8 6 6 5 5 108 364 7591       0  1395   0   1563.32 sec
171 : ... 99 77 78 75 71 77 54 52 55 8 5 9 6 7 7 9 112 370 1001 6817     24  1395   0   1566.81 sec
172 : ... 101 99 77 78 75 71 77 54 7 5 6 6 8 7 6 5 5 5 5 112 234 7751     3  1395   0   1569.00 sec
173 : ... 99 77 78 75 71 77 54 7 5 6 6 8 7 6 5 5 5 5 108 81 392 7522      6  1395   0   1570.85 sec
174 : ... 75 71 77 54 7 5 6 6 9 9 11 13 14 16 13 114 87 262 1071 6681    30  1395   0   1575.09 sec
175 : ... 75 71 77 54 7 5 6 6 8 7 6 5 5 5 5 108 71 114 477 1085 6378     12  1395   0   1577.85 sec
176 : ... 71 77 54 7 5 6 6 8 7 6 5 5 5 5 108 62 64 358 968 1011 5944     16  1395   0   1580.37 sec
177 : ... 71 77 54 7 5 6 6 8 7 6 5 5 5 5 108 59 59 57 83 190 429 7169     0  1395   0   1582.54 sec
178 : ... 54 7 5 6 6 8 7 6 5 5 5 5 108 59 59 57 84 191 432 914 6476      10  1395   0   1584.75 sec
179 : ... 19 18 15 12 10 10 10 9 115 65 65 64 88 91 84 140 423 7238     316  1395   0   1600.64 sec
180 : ... 7 5 6 6 10 7 6 5 5 6 5 108 59 59 55 82 70 18 13 13 107 7652     0  1395   0   1615.54 sec
181 : ... 6 6 10 7 6 5 5 6 5 108 59 59 55 82 70 18 14 14 110 741 6942     7  1395   0   1617.02 sec
182 : ... 10 7 6 5 5 6 5 108 59 59 55 82 70 18 13 13 30 367 579 6788      0  1395   0   1618.44 sec
183 : ... 6 5 7 10 12 116 66 63 58 84 72 18 13 14 31 370 582 976 6041    37  1395   0   1621.06 sec
184 : ... 6 5 5 6 5 108 59 59 55 82 70 18 13 13 30 34 77 212 365 7084     5  1395   0   1623.29 sec
185 : ... 5 6 5 108 59 59 55 82 70 18 13 13 30 34 76 170 159 381 6928     0  1395   0   1625.88 sec
186 : ... 112 61 61 58 83 72 22 16 16 32 35 79 175 164 391 1187 6121    403  1395   1   1646.18 sec
187 : ... 9 112 61 61 58 83 72 22 16 16 30 34 76 170 62 34 55 90 7292     0  1395   0   1648.11 sec
188 : ... 61 61 58 83 72 22 16 16 30 34 76 170 62 34 55 90 422 6870       0  1395   0   1649.62 sec
189 : ... 61 58 83 72 22 16 16 31 36 78 174 67 38 63 97 428 747 6155     27  1395   0   1651.66 sec
190 : ... 58 83 72 22 16 13 30 35 76 170 62 34 57 92 383 549 901 5856    21  1395   0   1654.52 sec
191 : ... 85 32 24 21 44 45 86 180 73 40 62 100 85 97 222 757 6304       50  1395   0   1660.13 sec
192 : ... 70 19 12 13 29 35 77 170 62 35 53 90 78 22 16 79 378 6786       9  1395   0   1662.32 sec
193 : ... 82 70 19 12 13 29 35 77 170 62 35 53 90 78 21 15 4 4 4 7203     0  1395   0   1664.30 sec
194 : ... 70 19 12 13 29 35 77 170 62 35 53 90 78 21 15 4 4 4 45 7158     0  1395   0   1665.86 sec
195 : ... 12 13 29 35 77 170 62 35 53 90 78 21 15 4 4 5 46 511 6674       4  1395   0   1667.68 sec
196 : ... 13 29 35 77 170 62 35 53 90 78 21 15 4 4 4 4 306 454 6443       0  1395   0   1669.08 sec
197 : ... 29 35 77 170 62 35 53 90 78 21 15 4 4 6 6 308 458 920 5843     19  1395   0   1671.39 sec
198 : ... 36 43 83 174 66 39 55 91 79 21 15 4 4 4 5 5 5 172 690 6372    446  1395   1   1685.09 sec
199 : ... 86 178 69 40 55 92 79 21 16 6 5 7 8 8 9 177 502 1281 5535     345  1395   1   1695.61 sec
200 : ... 72 79 120 101 48 44 33 33 28 23 23 21 181 508 612 1445 5280   411  1395   1   1707.30 sec
201 : ... 120 101 48 44 33 33 28 23 23 21 181 192 395 567 1167 5443      10  1395   0   1709.74 sec
202 : ... 101 48 44 33 33 28 23 23 21 181 189 263 210 464 600 5381        0  1395   0   1711.32 sec
203 : ... 49 45 34 35 29 26 26 26 184 196 271 212 467 609 1105 4605     629  1395   1   1738.60 sec
204 : ... 45 34 35 29 26 26 26 184 198 275 220 482 618 616 894 4195      20  1395   0   1740.53 sec
205 : ... 34 35 29 26 26 26 184 190 272 214 223 232 356 359 313 5117     27  1395   0   1742.49 sec
206 : ... 35 29 26 26 26 184 163 251 212 216 229 358 337 124 216 5171    15  1395   0   1744.06 sec
207 : ... 29 26 26 26 184 163 251 212 169 184 308 229 70 43 316 5261      0  1395   0   1745.69 sec
208 : ... 26 26 26 184 163 251 212 169 184 308 229 70 43 316 510 4751     0  1395   0   1746.74 sec
209 : ... 26 184 163 251 212 170 189 316 239 83 51 328 532 715 4299      34  1395   0   1749.46 sec
210 : ... 26 184 163 252 192 146 125 186 194 79 58 67 66 66 274 5534     25  1395   0   1753.19 sec
211 : ... 26 26 184 163 169 112 75 40 20 9 13 12 10 5 5 53 238 6369       7  1395   0   1755.15 sec
212 : ... 26 26 184 163 169 112 75 40 20 9 13 12 10 4 4 4 10 248 6372     0  1395   0   1756.91 sec
213 : ... 164 170 115 78 46 29 17 20 18 18 13 12 11 19 259 778 5910      36  1395   0   1759.99 sec
214 : ... 80 93 86 68 43 24 18 16 20 21 20 18 14 18 14 49 483 6375       39  1395   0   1763.07 sec
215 : ... 184 80 91 83 63 38 19 14 12 9 8 11 9 8 10 6 5 292 478 6100      0  1395   0   1764.72 sec
216 : ... 84 65 43 25 19 15 12 12 17 15 14 15 14 12 300 490 1020 5384    38  1395   0   1767.87 sec
217 : ... 26 184 80 85 77 56 35 20 10 7 6 4 6 6 6 6 4 4 5 5 6 4 6882      0  1395   0   1769.57 sec
218 : ... 184 80 85 77 56 35 20 10 7 6 4 6 6 6 6 4 4 5 5 6 4 62 6820      0  1395   0   1771.14 sec
219 : ... 90 85 63 39 25 16 13 11 7 7 7 10 8 7 6 6 6 8 7 64 443 6439    366  1396   1   1787.10 sec
220 : ... 85 63 39 25 16 13 11 7 7 7 7 5 5 4 5 5 4 6 19 263 872 5995      8  1396   0   1789.06 sec
221 : ... 85 63 39 25 16 13 11 7 7 7 7 5 5 4 5 5 4 5 4 7 293 483 6143     0  1396   0   1790.84 sec
222 : ... 20 14 11 13 13 10 11 10 10 11 10 10 12 16 300 497 1149 5380    54  1396   0   1794.53 sec
223 : ... 75 55 33 18 6 4 4 4 5 6 6 5 5 4 5 7 4 5 4 7 4 5 49 210 6712     5  1396   0   1796.52 sec
224 : ... 55 33 18 6 4 4 4 5 6 6 5 5 4 5 7 4 5 4 7 4 4 4 23 259 6661      0  1396   0   1797.76 sec
225 : ... 6 6 6 7 10 9 11 9 8 4 5 8 5 8 7 12 9 10 9 25 288 664 6217      67  1396   0   1800.52 sec
226 : ... 33 18 6 5 5 6 7 5 6 7 7 6 5 4 4 9 4 8 4 4 5 5 5 4 300 6665      0  1396   0   1807.80 sec
227 : ... 18 6 5 5 6 7 5 6 7 7 6 5 4 4 9 4 8 4 4 5 5 5 4 300 535 6130     0  1396   0   1809.71 sec
228 : ... 39 35 38 29 26 25 18 21 12 11 12 12 13 12 311 552 1197 5359   563  1396   1   1830.07 sec
229 : ... 38 29 26 25 18 21 12 11 12 12 13 12 311 552 487 1070 5044       7  1396   0   1832.45 sec
