File: abc_unknown_cases/bobpcihm.aig
Command: ~/coding_env/abc/abc -c "&r abc_unknown_cases/bobpcihm.aig; &put; fold; pdr -v -n -t -k"
PDR Parameters: -n -t -k
Parameter Set: 6 of 32
Started at: Sat 14 Jun 2025 08:24:14 PM CST
----------------------------------------
ABC command line: "&r abc_unknown_cases/bobpcihm.aig; &put; fold; pdr -v -n -t -k".

Warning: The network has no constraints.
VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
  1 : 0 194                                                               2   194 101      0.04 sec
  2 : 0 174 403                                                           6   421 101      0.31 sec
 32 : ... 255 136 141 93 69 83 63 44 65 64 42 112 59 81 109 361 2255     18  1369   0     93.40 sec
 33 : ... 136 141 93 69 83 63 44 65 58 35 109 53 78 91 304 497 2184      24  1369   0     96.44 sec
 34 : ... 141 93 69 83 63 44 65 58 35 107 50 74 74 101 223 518 2075      12  1369   0     98.59 sec
 35 : ... 141 93 69 83 61 44 65 58 35 107 50 72 74 87 52 66 112 2508     13  1369   0    100.67 sec
 36 : ... 95 96 137 182 156 211 144 151 144 181 128 101 90 263 2604     137  1369   0    111.79 sec
 37 : ... 80 95 77 66 79 100 83 130 77 76 89 86 56 75 51 61 106 2704      0  1369   0    113.41 sec
 38 : ... 95 77 66 79 100 83 132 81 80 94 91 58 81 61 71 114 569 2256    62  1372   1    118.26 sec
 39 : ... 77 66 81 103 84 133 85 79 91 90 60 83 60 66 67 288 518 2334   144  1372   1    122.53 sec
 40 : ... 68 81 104 83 135 89 81 92 93 63 83 56 69 58 81 217 566 2221   109  1375   1    125.84 sec
 41 : ... 81 104 83 132 85 80 89 89 60 82 55 68 61 63 60 69 229 2594     26  1375   0    128.74 sec
 42 : ... 101 83 132 84 81 89 91 60 81 51 63 50 49 48 58 62 297 2485     16  1375   0    130.50 sec
 43 : ... 83 132 84 81 89 91 60 81 48 62 49 48 43 57 47 240 430 2422     10  1375   0    132.89 sec
 44 : ... 132 84 81 86 94 58 82 49 62 49 45 45 55 28 21 27 249 2563       6  1375   0    135.14 sec
 45 : ... 96 105 113 74 100 74 106 94 84 86 100 83 86 62 124 528 2362    70  1375   0    139.18 sec
 46 : ... 77 78 88 59 72 48 52 38 42 49 77 51 49 30 70 319 570 2387      52  1375   0    142.47 sec
 47 : ... 77 78 88 55 52 37 44 38 39 53 70 55 41 35 23 35 20 29 2886     11  1375   0    144.53 sec
 48 : ... 78 88 55 52 37 42 36 39 49 66 51 39 35 25 33 16 26 205 2754    20  1375   0    146.42 sec
 49 : ... 90 60 60 50 59 59 56 73 89 73 66 58 48 56 41 31 73 463 2500    65  1375   0    149.80 sec
 50 : ... 1136 1999 2603 2976 3284 3153 3253 3092 2434 530 532 2694    3196  1375   1    420.70 sec
 51 : ... 151 159 172 383 279 182 99 80 72 48 30 16 68 211 504 2648      24  1375   0    424.35 sec
 52 : ... 150 159 166 368 273 177 95 79 71 49 27 18 20 18 80 515 2746    17  1375   0    431.43 sec
 53 : ... 159 171 370 279 182 99 84 80 56 33 24 29 23 43 295 492 2819   139  1377   1    438.48 sec
 54 : ... 141 275 208 156 76 61 52 23 15 13 14 13 10 12 10 23 3500        0  1377   0    446.61 sec
 55 : ... 274 208 156 75 61 53 23 15 13 14 13 11 14 13 24 193 3352       11  1377   0    449.09 sec
 56 : ... 301 229 173 88 68 57 29 19 17 18 17 16 17 18 19 48 200 3318    90  1377   0    452.78 sec
 57 : ... 208 156 73 62 50 24 15 13 14 13 11 13 13 13 8 72 401 3064       8  1377   0    454.81 sec
 58 : ... 169 122 80 41 28 24 24 25 23 29 25 24 22 78 284 648 3130       98  1377   0    462.70 sec
 59 : ... 211 139 100 72 29 19 15 13 13 10 11 13 13 7 6 6 32 309 3406     0  1377   0    466.08 sec
 60 : ... 182 131 75 61 44 44 50 60 57 69 62 44 29 24 48 328 638 3422   238  1379   1    487.90 sec
 61 : ... 99 54 26 17 14 25 31 24 29 35 42 43 41 62 56 66 215 4088       62  1379   0    493.63 sec
 62 : ... 98 56 26 17 14 24 27 18 21 24 23 24 22 24 33 34 61 165 4064    13  1379   0    495.88 sec
 63 : ... 56 26 17 14 24 27 18 21 24 22 24 22 23 32 33 17 16 41 4190      0  1379   0    498.25 sec
 64 : ... 26 17 14 24 27 18 21 24 22 24 22 23 32 33 17 16 41 371 3819     0  1379   0    500.21 sec
 65 : ... 32 38 44 33 34 34 31 35 34 36 46 44 22 21 49 390 779 3434     195  1381   2    508.69 sec
 66 : ... 51 43 42 36 40 41 54 48 45 51 51 32 35 31 66 182 483 3723      58  1381   0    514.18 sec
 67 : ... 25 28 21 26 26 22 24 22 23 32 33 15 18 16 7 8 54 188 4164       9  1381   0    516.38 sec
 68 : ... 28 21 26 27 23 25 23 24 33 35 18 22 24 15 16 13 31 212 4214   170  1381   1    519.98 sec
 69 : ... 40 43 47 40 44 33 39 39 43 23 25 26 15 17 13 13 43 108 4366    55  1381   0    524.27 sec
 70 : ... 30 26 28 33 26 31 28 25 40 37 17 17 15 7 8 7 6 7 6 96 4397      0  1381   0    526.66 sec
 71 : ... 26 28 33 26 31 28 25 40 37 17 17 15 7 8 7 6 7 6 96 364 4033     0  1381   0    528.77 sec
 72 : ... 33 26 31 28 25 40 37 17 17 15 7 8 7 7 8 9 102 382 806 3589     18  1381   0    532.01 sec
 73 : ... 33 29 45 42 22 22 21 11 13 15 12 14 13 13 15 114 402 4123      79  1381   0    535.32 sec
 74 : ... 28 33 26 30 28 25 40 37 17 17 15 7 7 6 6 6 6 6 6 6 6 6 4491     0  1381   0    537.77 sec
 75 : ... 33 26 30 28 25 40 37 17 17 15 7 7 6 6 6 6 6 6 6 6 6 6 4485      0  1381   0    540.75 sec
 76 : ... 26 30 28 25 40 37 17 17 15 7 7 6 6 6 6 6 6 6 6 6 6 88 4397      0  1381   0    542.88 sec
 77 : ... 259 226 186 172 189 163 111 30 24 20 17 18 19 101 662 3974    403  1381   1    593.70 sec
 78 : ... 125 112 129 126 94 137 91 31 16 16 14 13 40 342 739 3878      126  1381   0    599.88 sec
 79 : ... 111 131 121 95 139 101 39 22 20 16 16 18 65 240 679 3860      115  1381   0    605.91 sec
 80 : ... 126 141 134 101 141 95 32 15 13 15 18 17 16 14 56 306 4580    244  1382   1    621.56 sec
 81 : ... 113 129 123 95 136 93 32 18 13 12 13 16 15 10 9 17 146 4775    51  1382   0    626.27 sec
 82 : ... 110 129 121 92 133 90 30 15 11 11 12 14 13 8 6 6 6 44 4844      0  1382   0    628.88 sec
 83 : ... 129 121 92 133 90 30 15 11 11 12 14 13 8 6 6 6 44 355 4489      0  1382   0    631.69 sec
 84 : ... 92 133 90 30 17 12 13 13 17 17 12 10 11 14 55 364 952 3893    119  1384   1    636.36 sec
 85 : ... 190 132 69 46 31 28 27 30 28 25 21 16 16 18 14 143 480 4335   170  1384   0    646.06 sec
 86 : ... 140 84 66 51 51 31 28 30 29 16 19 14 14 12 94 286 627 4558    303  1386   1    682.79 sec
 87 : ... 109 46 34 26 32 23 25 15 12 9 13 14 9 8 9 10 27 194 5201        9  1386   0    687.08 sec
 88 : ... 144 109 46 34 25 31 23 25 15 12 9 13 14 9 8 9 9 8 6 6 5357      0  1386   0    690.17 sec
 89 : ... 109 46 34 25 31 23 25 15 12 9 13 14 9 8 9 9 8 6 6 150 5207      0  1386   0    693.11 sec
 90 : ... 46 34 25 31 23 25 15 12 9 13 14 9 8 9 9 8 7 8 159 830 4468     13  1386   0    696.80 sec
 91 : ... 34 25 31 23 25 15 12 9 13 14 9 8 9 9 8 6 7 46 313 777 4478     10  1386   0    701.09 sec
 92 : ... 34 25 31 23 25 15 12 9 13 14 9 8 9 9 8 6 6 6 6 181 362 4828     0  1386   0    704.26 sec
 93 : ... 58 53 37 32 35 40 27 24 20 19 11 7 7 8 8 184 389 792 4717     668  1386   1    743.24 sec
 94 : ... 72 71 122 212 175 93 62 56 42 25 21 24 26 26 21 69 407 5355   224  1386   1    762.49 sec
 95 : ... 11 65 141 54 19 15 15 22 12 12 10 13 17 15 15 21 254 5518      23  1386   0    766.73 sec
 96 : ... 65 141 46 18 15 15 21 11 12 11 11 10 14 13 15 125 461 5240     21  1386   0    770.64 sec
 97 : ... 11 65 141 44 18 15 15 21 11 10 9 9 9 9 8 8 11 63 656 5078       4  1386   0    774.19 sec
 98 : ... 44 21 17 19 26 16 12 12 14 16 14 14 12 16 50 474 839 4716      36  1386   0    779.07 sec
 99 : ... 43 41 43 57 44 49 47 37 33 30 23 25 27 22 175 301 578 4932    234  1386   1    796.18 sec
100 : ... 20 15 17 24 18 13 14 13 12 13 15 14 19 15 12 11 45 302 5653     9  1386   0    801.00 sec
101 : ... 15 17 24 18 13 14 13 12 13 15 14 19 15 12 10 9 76 445 5442     12  1386   0    804.57 sec
102 : ... 15 17 24 18 13 14 13 12 13 15 14 19 15 12 9 8 8 42 259 5652     5  1386   0    809.10 sec
103 : ... 17 24 18 13 14 13 12 13 15 14 19 15 12 9 8 7 8 28 386 5553      7  1386   0    813.06 sec
104 : ... 24 18 13 14 13 12 13 15 14 19 15 12 9 8 7 7 7 198 424 5294      0  1386   0    817.89 sec
105 : ... 16 16 17 19 27 28 34 26 20 16 18 15 12 11 203 435 928 4691     57  1386   0    822.78 sec
106 : ... 15 15 14 17 16 21 31 38 34 27 31 29 30 26 62 360 1160 4630     57  1386   0    828.14 sec
107 : ... 18 13 13 13 13 12 15 14 15 15 14 12 9 11 7 8 7 6 6 8 9 5935     0  1386   0    831.98 sec
108 : ... 13 12 12 12 12 15 14 13 15 14 12 9 11 7 8 7 6 6 8 9 28 5907     0  1386   0    835.18 sec
109 : ... 12 12 12 15 14 13 15 14 12 9 11 7 8 7 6 6 8 9 29 234 5714       4  1386   0    839.16 sec
110 : ... 12 12 12 15 14 13 15 14 12 9 11 7 8 7 6 6 8 9 9 45 478 5406     0  1386   0    842.90 sec
111 : ... 14 13 15 14 12 9 12 8 12 11 11 11 15 18 22 58 491 953 4833     30  1386   0    847.79 sec
112 : ... 30 29 31 25 40 34 31 25 23 18 25 19 17 15 177 359 1012 4622   155  1386   0    858.10 sec
113 : ... 11 12 10 14 15 15 12 13 9 9 8 11 13 13 12 11 9 79 432 5487     12  1386   0    861.98 sec
114 : ... 12 10 14 15 15 12 13 9 9 8 11 13 13 12 10 8 8 19 170 5818       8  1386   0    867.29 sec
115 : ... 12 10 14 15 15 12 13 9 9 8 11 13 13 12 10 8 7 7 29 242 5734     6  1386   0    873.47 sec
116 : ... 19 19 25 21 21 18 14 10 13 13 14 13 11 8 9 9 10 44 471 5462   214  1386   1    878.87 sec
117 : ... 14 15 14 12 13 9 9 8 11 13 12 12 11 8 8 6 6 6 237 520 5194      0  1386   0    883.56 sec
118 : ... 12 13 9 9 8 11 13 12 15 17 23 22 31 32 27 261 543 1064 4571    31  1386   0    889.24 sec
119 : ... 14 11 12 10 10 14 12 13 15 14 16 13 14 9 9 12 116 496 5425    317  1386   1    900.24 sec
120 : ... 13 14 10 11 11 7 8 7 9 12 9 10 8 8 9 6 6 5 5 8 5 7 25 5953      0  1386   0    904.33 sec
121 : ... 13 12 11 7 10 13 12 14 10 9 11 7 7 7 7 10 6 8 27 208 5798      74  1386   0    909.31 sec
122 : ... 10 10 11 7 8 8 8 10 8 9 7 7 10 5 6 6 5 6 7 5 7 7 337 5640       0  1386   0    912.74 sec
123 : ... 27 20 23 26 23 24 23 24 22 22 16 19 16 18 23 348 1087 4727    262  1386   0    928.12 sec
124 : ... 23 28 27 28 16 12 11 16 18 22 22 17 16 15 232 511 938 4852    406  1387   1    943.43 sec
125 : ... 9 7 7 9 7 6 8 6 9 6 8 11 8 9 8 6 5 5 6 6 9 5 6 44 253 5888      4  1387   0    947.83 sec
126 : ... 8 9 7 7 9 7 6 8 6 9 6 8 11 8 9 8 6 5 5 6 6 9 5 5 5 6 6 6142     0  1387   0    952.07 sec
127 : ... 7 7 9 7 6 8 6 9 6 8 11 8 9 8 6 5 5 6 6 9 5 5 5 6 6 26 6116      0  1387   0    955.98 sec
128 : ... 9 7 6 8 6 9 6 8 11 8 9 8 6 5 5 6 6 9 5 5 5 6 6 27 558 5610      4  1387   0    959.86 sec
129 : ... 10 15 16 13 17 13 9 10 6 8 6 10 6 8 8 10 10 9 358 999 4832    225  1388   1    966.15 sec
130 : ... 8 6 7 11 8 9 8 7 5 5 7 6 9 9 11 11 10 12 9 248 511 892 4846    19  1388   0    971.15 sec
131 : ... 9 6 8 6 7 11 8 9 8 7 5 5 7 5 7 5 6 5 7 6 7 6 8 42 243 5953     12  1388   0    975.76 sec
132 : ... 9 6 8 6 7 11 8 9 8 7 5 5 7 5 7 5 6 5 7 6 6 5 5 5 5 45 6109      0  1388   0    979.84 sec
133 : ... 16 19 19 25 24 20 17 20 14 15 14 13 10 13 10 7 46 356 5774    256  1388   1    986.83 sec
134 : ... 8 11 8 10 8 6 5 6 6 5 7 6 5 5 6 6 5 5 5 5 6 8 114 682 5490     11  1388   0    991.91 sec
135 : ... 8 11 8 10 8 6 5 6 6 5 7 6 5 5 6 6 5 5 5 5 5 5 5 6 285 5869      0  1388   0    997.62 sec
136 : ... 8 10 8 6 5 6 6 5 7 6 5 5 6 6 5 5 5 5 5 5 5 7 286 777 5119       5  1388   0   1001.27 sec
137 : ... 12 19 16 14 13 15 14 16 18 12 10 12 15 19 262 562 991 4885    418  1389   2   1018.76 sec
138 : ... 8 9 9 5 5 6 5 5 5 8 5 5 5 5 6 5 5 5 5 8 5 6 5 5 27 190 6070     4  1389   0   1025.97 sec
139 : ... 9 9 5 5 6 5 5 5 8 5 5 5 5 6 5 5 5 5 8 5 6 5 5 5 6 146 6081      0  1389   0   1035.57 sec
140 : ... 10 11 14 14 6 6 5 6 7 5 5 7 6 10 7 8 8 7 6 8 155 572 5547     349  1390   1   1047.11 sec
141 : ... 7 6 5 9 6 6 7 7 8 7 7 9 9 9 7 12 11 11 8 8 37 69 490 5764     282  1392   1   1069.96 sec
142 : ... 6 5 5 5 6 7 5 5 5 6 5 5 5 5 5 5 9 5 5 5 5 5 6 249 537 5500      0  1392   0   1075.80 sec
143 : ... 20 23 22 24 23 19 17 18 21 19 19 16 19 18 279 604 1139 5012   846  1394   2   1146.47 sec
144 : ... 7 6 9 6 5 5 5 6 6 5 7 5 5 5 6 5 5 5 5 7 8 7 8 145 581 5990     15  1394   0   1152.32 sec
145 : ... 7 6 9 6 5 5 5 6 6 5 7 5 5 5 6 5 5 5 5 7 8 5 6 5 28 216 6463     4  1394   0   1157.44 sec
146 : ... 7 6 9 6 5 5 5 6 6 5 7 5 5 5 6 5 5 5 5 7 8 5 6 5 5 6 89 6566     0  1394   0   1162.29 sec
147 : ... 9 6 5 5 5 6 6 5 7 5 5 5 6 5 5 5 5 7 8 5 6 5 5 6 89 500 6115     9  1394   0   1166.79 sec
148 : ... 7 11 10 13 8 8 6 6 5 5 8 10 11 15 15 14 18 94 389 1087 5799   319  1395   1   1240.48 sec
149 : ... 7 5 6 5 5 5 5 6 5 6 7 5 5 5 5 5 8 6 6 8 5 6 5 238 619 6285      0  1395   0   1247.76 sec
150 : ... 12 10 8 8 9 9 6 7 5 6 7 7 7 8 6 6 8 5 8 7 243 632 1500 5164   425  1395   1   1265.36 sec
151 : ... 6 5 5 5 5 6 5 6 7 5 5 5 5 5 8 6 6 8 5 6 5 6 38 120 276 6784     5  1395   0   1271.84 sec
152 : ... 5 5 5 5 6 5 6 7 5 5 5 5 5 8 6 6 8 5 6 5 6 38 24 34 266 6868     6  1395   0   1277.04 sec
153 : ... 5 5 6 5 6 7 5 5 5 5 5 8 6 6 8 5 6 5 6 38 18 14 75 708 6332      0  1395   0   1282.09 sec
154 : ... 52 50 44 47 46 38 35 35 26 24 19 52 31 31 96 745 1222 5555    304  1395   0   1310.72 sec
155 : ... 14 18 19 20 25 21 26 22 15 11 11 10 13 8 8 8 105 799 6418      44  1395   0   1317.71 sec
156 : ... 5 7 5 6 6 5 5 7 7 7 5 6 6 5 5 7 5 6 5 5 6 57 530 1064 5951      8  1395   0   1324.30 sec
157 : ... 6 5 6 6 5 6 8 9 9 5 6 7 5 5 7 5 6 5 6 6 6 191 352 682 6184     39  1395   0   1330.39 sec
158 : ... 5 6 5 6 6 5 5 7 7 7 5 6 6 5 5 7 5 6 5 5 5 5 6 10 5 30 7236      0  1395   0   1336.30 sec
159 : ... 5 6 6 5 5 7 7 7 5 6 6 5 5 7 5 6 5 5 5 5 6 10 5 31 359 6918      4  1395   0   1341.47 sec
160 : ... 6 6 5 5 7 7 7 5 6 6 5 5 7 5 6 5 5 5 5 6 10 5 5 56 418 6790      0  1395   0   1348.05 sec
161 : ... 7 7 5 6 6 5 5 8 6 10 8 10 9 13 12 17 15 13 62 424 1375 5668    35  1395   0   1354.42 sec
162 : ... 5 5 7 7 7 5 6 6 5 5 7 5 7 5 6 5 5 5 10 5 5 6 6 79 820 6449      5  1395   0   1360.85 sec
163 : ... 5 7 7 7 5 6 6 5 5 7 5 7 5 6 5 5 5 10 5 5 6 5 7 288 704 6329     9  1395   0   1366.56 sec
164 : ... 7 7 5 6 6 5 5 7 5 7 5 6 5 5 5 10 5 5 6 6 9 289 577 915 5831    20  1395   0   1373.13 sec
165 : ... 7 5 6 6 5 5 7 5 7 5 6 5 5 5 10 5 5 6 5 7 46 125 99 492 6611     5  1395   0   1379.18 sec
166 : ... 6 6 5 5 7 5 7 5 6 5 5 5 10 5 5 6 5 7 46 22 36 328 1464 5582    27  1395   0   1385.17 sec
167 : ... 5 7 5 7 6 7 7 7 6 11 8 10 13 9 12 49 26 18 137 783 890 6053   702  1397   1   1418.64 sec
168 : ... 5 6 8 5 5 7 5 7 5 6 5 5 5 7 9 5 6 5 6 6 5 6 5 5 5 242 7076      0  1397   0   1425.81 sec
169 : ... 8 5 5 7 5 7 5 6 5 5 5 7 9 5 6 5 6 6 5 6 5 5 5 242 546 6530      0  1397   0   1431.16 sec
170 : ... 7 5 6 5 5 5 7 9 5 6 7 7 8 11 12 15 15 21 261 560 1291 5595     35  1397   0   1438.43 sec
171 : ... 5 7 5 7 5 6 5 5 5 7 9 5 6 6 6 7 5 6 5 6 5 5 47 179 686 6464     4  1397   0   1444.87 sec
172 : ... 11 14 9 14 15 18 19 22 21 15 16 18 19 62 95 493 1456 5607     465  1397   1   1464.66 sec
173 : ... 7 5 6 5 5 5 7 9 5 7 7 7 8 6 7 7 6 5 5 47 26 45 148 762 6558    10  1397   0   1471.58 sec
174 : ... 6 5 5 5 7 9 5 7 7 7 8 6 7 7 6 5 5 47 25 20 111 660 824 6201    11  1397   0   1478.63 sec
175 : ... 5 5 7 9 5 7 7 7 8 6 7 7 6 5 5 47 25 17 71 413 256 1011 6163    22  1397   0   1485.57 sec
176 : ... 7 9 5 7 7 7 8 6 7 7 6 5 7 49 20 12 47 348 72 431 1124 5548     22  1397   0   1491.75 sec
177 : ... 51 59 67 63 61 55 61 43 83 57 39 65 41 35 258 500 1080 5975   360  1397   1   1525.32 sec
178 : ... 9 5 5 7 5 7 5 7 5 5 4 4 47 17 9 31 11 14 15 18 17 217 7212      0  1397   0   1532.63 sec
179 : ... 5 7 5 7 5 7 5 5 4 4 47 17 9 31 11 14 15 18 19 222 865 6606      9  1397   0   1538.97 sec
180 : ... 7 5 7 5 7 5 5 4 4 47 17 9 31 11 13 16 18 11 14 15 350 7075      0  1397   0   1544.90 sec
181 : ... 7 5 7 5 5 4 4 47 17 9 31 11 13 17 21 15 18 21 353 1095 6106    13  1397   0   1551.67 sec
182 : ... 7 5 5 4 4 47 17 9 31 11 13 13 22 15 11 11 299 651 1471 5417    12  1397   0   1558.13 sec
183 : ... 5 7 5 7 5 5 4 4 47 17 9 31 11 13 13 22 15 10 8 8 7 4 4 7467     0  1397   0   1564.66 sec
184 : ... 5 7 5 5 4 4 47 17 9 31 11 13 13 22 15 10 8 8 7 4 4 50 7417      0  1397   0   1570.18 sec
185 : ... 6 61 49 35 39 18 24 21 34 23 15 17 13 13 11 11 55 284 7169    450  1397   1   1586.43 sec
186 : ... 5 4 4 4 56 42 28 31 11 13 13 22 16 10 8 8 7 4 4 4 4 55 7414     0  1397   0   1592.64 sec
187 : ... 4 4 56 42 28 31 11 13 13 22 16 10 8 8 7 4 4 4 4 55 614 6800     0  1397   0   1598.46 sec
188 : ... 46 36 16 15 17 24 17 13 11 12 10 9 7 8 7 57 621 1545 5634     565  1397   1   1624.77 sec
189 : ... 33 31 11 13 13 22 16 10 8 8 7 4 4 6 8 10 202 406 935 6153      20  1397   0   1637.15 sec
190 : ... 65 58 33 31 11 13 13 22 16 10 8 8 7 4 4 5 4 5 4 5 5 4 7522      0  1397   0   1643.09 sec
191 : ... 58 33 31 11 13 13 22 16 10 8 8 7 4 4 5 4 5 4 5 5 4 108 7414     0  1397   0   1648.84 sec
192 : ... 31 11 13 13 22 16 10 8 8 7 4 4 5 4 5 4 5 6 5 111 527 6923      11  1397   0   1654.59 sec
193 : ... 31 11 13 13 22 16 10 8 8 7 4 4 5 4 5 4 5 5 4 4 4 291 7229       0  1397   0   1660.09 sec
194 : ... 11 13 13 22 16 10 8 8 7 4 4 5 4 5 4 5 5 4 4 4 291 599 6630      0  1397   0   1666.50 sec
195 : ... 16 10 8 8 7 7 7 9 7 11 16 21 20 15 21 19 306 619 1294 5684     39  1397   0   1674.67 sec
196 : ... 11 13 13 22 16 10 8 8 7 5 5 5 4 5 4 5 5 4 4 4 4 4 4 4 7526      0  1397   0   1681.65 sec
197 : ... 13 13 22 16 10 8 8 7 5 5 5 4 5 4 5 5 4 4 4 4 4 4 4 108 7418     0  1397   0   1689.16 sec
198 : ... 22 23 20 18 13 12 10 14 11 8 7 6 9 6 5 6 8 7 112 620 6883      70  1397   0   1697.75 sec
199 : ... 18 20 20 16 17 17 15 17 9 12 11 14 13 13 14 12 109 604 6893   442  1397   1   1715.47 sec
200 : ... 14 8 8 8 7 5 6 4 4 4 4 5 4 4 4 4 4 4 5 4 5 58 326 933 6567     10  1397   0   1722.98 sec
201 : ... 21 14 8 8 8 7 5 6 4 4 4 4 5 4 4 4 4 4 4 5 4 4 5 4 5 52 7525     0  1397   0   1730.07 sec
202 : ... 8 8 8 7 5 6 4 4 4 4 5 4 4 4 4 4 4 5 4 4 5 6 7 54 522 7029       9  1397   0   1735.93 sec
203 : ... 8 8 7 5 6 4 4 4 4 5 4 4 4 4 4 4 5 4 4 5 5 5 4 240 444 6893      0  1397   0   1741.99 sec
204 : ... 7 5 6 4 4 4 4 5 4 4 4 4 4 4 5 4 4 5 5 6 5 242 448 989 6211     16  1397   0   1748.86 sec
205 : ... 7 5 6 4 4 4 4 5 4 4 4 4 4 4 5 4 4 5 5 5 4 5 5 111 621 6885     12  1397   0   1754.75 sec
206 : ... 9 6 10 9 10 10 9 7 8 12 14 16 21 18 15 15 11 107 604 6900     404  1397   1   1767.87 sec
207 : ... 5 4 4 4 4 5 4 4 4 4 4 4 4 4 4 4 5 5 4 4 4 5 57 326 933 6571    14  1397   0   1774.59 sec
208 : ... 5 5 4 4 4 4 5 4 4 4 4 4 4 4 4 4 4 5 5 4 4 4 4 4 4 5 53 7529     0  1397   0   1781.34 sec
209 : ... 4 4 4 4 5 4 4 4 4 4 4 4 4 4 4 5 5 4 4 4 4 4 6 7 55 380 7178    10  1397   0   1788.28 sec
210 : ... 4 4 5 4 4 4 4 4 5 4 4 5 7 6 6 7 7 7 7 9 8 8 6 109 749 6754     40  1397   0   1794.16 sec
211 : ... 4 5 4 4 4 4 4 4 4 4 4 4 5 5 4 4 4 4 4 5 5 4 4 240 444 6896      0  1397   0   1800.17 sec
212 : ... 4 4 4 4 4 4 4 4 4 4 5 5 4 4 4 4 4 5 6 7 5 243 449 959 6223     24  1397   0   1806.88 sec
213 : ... 4 4 4 4 4 4 4 4 4 4 5 5 4 4 4 4 4 5 5 4 4 4 5 106 605 6898      5  1397   0   1813.52 sec
214 : ... 26 24 25 31 37 31 29 33 37 34 29 35 29 22 78 332 1039 6565     85  1397   0   1828.65 sec
215 : ... 5 4 4 4 4 4 4 5 5 5 4 5 4 4 4 6 4 4 4 5 4 5 5 116 527 7058     12  1397   0   1834.86 sec
