File: abc_unknown_cases/bobpcihm.aig
Command: ~/coding_env/abc/abc -c "&r abc_unknown_cases/bobpcihm.aig; &put; fold; pdr -v -y -i -n -c -t -k"
PDR Parameters: -y -i -n -c -t -k
Parameter Set: 27 of 32
Started at: Sat 14 Jun 2025 09:02:46 PM CST
----------------------------------------
ABC command line: "&r abc_unknown_cases/bobpcihm.aig; &put; fold; pdr -v -y -i -n -c -t -k".

Warning: The network has no constraints.
VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
  1 : 0 194                                                               2   194 104      0.09 sec
  2 : 0 196 408                                                           5   421 103      0.81 sec
 31 : ... 168 196 162 99 169 113 88 93 101 121 190 111 167 580 1675      45  1369   1     66.04 sec
 32 : ... 176 140 83 149 100 76 63 79 113 178 104 129 328 593 1699       69  1371   1     69.60 sec
 33 : ... 176 140 83 149 100 76 63 79 113 178 91 110 103 130 110 2003     7  1371   0     70.59 sec
 34 : ... 140 83 149 100 76 63 79 113 178 91 108 98 108 89 250 1823       8  1371   0     71.40 sec
 35 : ... 83 149 100 76 63 80 114 181 94 109 91 100 98 254 314 1838      17  1371   0     72.90 sec
 36 : ... 83 149 100 76 63 80 86 154 72 118 90 101 64 63 123 400 1882    55  1374   1     74.84 sec
 37 : ... 149 100 76 63 80 86 154 72 117 88 94 60 60 101 252 321 1953    17  1374   0     76.87 sec
 38 : ... 149 100 76 63 80 86 154 72 117 85 88 52 58 80 58 46 30 2127     0  1374   0     77.69 sec
 39 : ... 100 76 63 80 86 154 72 117 85 88 52 58 80 58 46 30 62 2065      0  1374   0     78.55 sec
 40 : ... 76 63 80 86 154 72 117 85 88 52 58 81 60 50 40 75 249 1981      9  1374   0     79.60 sec
 41 : ... 63 80 86 154 74 119 88 96 65 73 84 67 51 34 43 66 338 1887     39  1374   0     80.74 sec
 42 : ... 80 86 153 69 120 86 93 56 64 74 55 45 35 48 65 245 369 1972    13  1374   0     82.45 sec
 43 : ... 86 153 69 120 86 93 56 64 74 55 44 32 42 28 19 30 196 2022      0  1374   0     82.88 sec
 44 : ... 95 131 101 113 86 91 93 79 73 54 70 60 47 79 230 339 2054      73  1374   0     87.41 sec
 45 : ... 87 115 88 101 60 76 75 72 53 36 55 50 43 40 28 59 199 2192      4  1374   0     88.71 sec
 46 : ... 122 96 108 68 85 80 80 59 38 58 55 45 44 32 47 78 286 2177     80  1377   1     90.06 sec
 47 : ... 96 108 68 85 81 81 61 33 56 58 54 51 35 44 32 38 102 2356      28  1377   0     91.74 sec
 48 : ... 108 69 87 82 71 51 33 29 39 36 39 38 50 36 21 58 343 2150      24  1377   0     92.78 sec
 49 : ... 123 109 125 88 83 73 78 57 57 48 42 32 30 44 230 352 2278     100  1377   0     98.41 sec
 50 : ... 64 72 67 70 66 49 53 50 39 29 19 21 19 16 14 14 75 308 2360    10  1377   0    100.85 sec
 51 : ... 120 124 112 106 103 76 31 27 22 23 28 27 45 227 332 2643       94  1377   0    108.48 sec
 52 : ... 151 123 126 119 119 106 69 64 57 50 42 31 32 24 45 175 3111    88  1377   0    116.19 sec
 53 : ... 92 74 83 91 102 87 59 37 32 21 18 16 20 20 19 81 208 2943       5  1377   0    117.21 sec
 54 : ... 74 83 91 102 89 61 39 33 23 20 18 21 22 19 20 48 113 2978      13  1377   0    118.29 sec
 55 : ... 83 91 102 89 59 36 29 21 18 16 20 19 17 18 22 29 244 2822       0  1377   0    118.92 sec
 56 : ... 91 102 89 59 36 29 21 18 16 20 19 17 18 24 33 250 433 2710      6  1377   0    120.91 sec
 57 : ... 357 497 531 479 455 342 264 143 53 46 32 49 195 560 2892      190  1379   1    169.97 sec
 58 : ... 284 404 333 346 284 257 140 70 30 31 20 29 18 107 408 3084      9  1379   0    172.21 sec
 59 : ... 404 333 346 284 257 140 70 30 31 19 27 18 14 42 272 3243        7  1379   0    175.85 sec
 60 : ... 404 333 346 284 257 140 70 30 31 19 27 15 12 10 40 277 3183     0  1379   0    177.47 sec
 61 : ... 340 369 309 272 153 80 35 33 22 29 17 13 12 43 280 420 3015   164  1381   1    182.20 sec
 62 : ... 357 345 252 190 146 125 103 89 68 52 35 77 129 181 629 2827    63  1381   0    189.24 sec
 63 : ... 311 273 166 89 42 41 36 36 23 18 21 16 15 52 395 381 3035      12  1381   0    194.26 sec
 64 : ... 311 273 166 89 42 41 36 36 23 18 19 15 15 17 15 46 312 3311    12  1381   0    195.62 sec
 65 : ... 297 187 101 51 48 42 38 24 20 24 21 21 20 14 18 80 421 3132   217  1381   1    200.07 sec
 66 : ... 187 101 51 48 42 38 24 20 24 21 21 20 14 19 83 326 523 2908     8  1381   0    201.87 sec
 67 : ... 133 131 91 62 32 26 29 25 24 24 18 25 23 15 116 608 2979       81  1381   0    206.40 sec
 68 : ... 61 53 43 47 34 32 32 28 23 32 26 28 31 21 47 367 579 3157     211  1381   1    217.25 sec
 69 : ... 56 44 47 34 33 34 30 24 17 13 16 17 11 10 41 316 532 3167     123  1381   1    228.51 sec
 70 : ... 57 45 49 36 37 41 34 27 21 16 21 19 12 11 9 10 47 164 3728    133  1381   1    230.59 sec
 71 : ... 66 57 45 49 36 37 41 34 27 21 16 21 13 7 7 6 6 6 6 37 3851      0  1381   0    232.42 sec
 72 : ... 57 45 49 36 37 41 34 27 21 16 21 13 7 7 6 6 6 6 38 337 3552     4  1381   0    234.02 sec
 73 : ... 39 45 39 41 34 35 42 35 26 26 25 24 18 18 45 228 621 3121      33  1381   0    236.35 sec
 74 : ... 33 29 25 26 30 27 30 22 18 18 13 12 15 17 84 439 536 3476     184  1388   1    255.65 sec
 75 : ... 46 28 20 14 12 10 11 10 13 16 13 10 8 7 8 7 7 7 7 9 74 4094     0  1388   0    258.84 sec
 76 : ... 26 21 21 19 19 19 23 27 20 12 9 7 8 7 8 9 10 11 79 468 3711    48  1388   0    260.55 sec
 77 : ... 16 14 12 14 12 13 16 13 10 9 11 8 7 7 7 7 9 12 39 203 3957      5  1388   0    262.25 sec
 78 : ... 16 14 12 14 12 13 16 13 10 9 11 8 7 7 7 7 9 9 8 38 355 3817     4  1388   0    263.31 sec
 79 : ... 12 14 12 13 16 13 10 9 11 8 7 7 7 7 9 9 8 38 227 337 3576       0  1388   0    264.25 sec
 80 : ... 16 13 11 11 13 9 10 14 12 15 17 20 22 46 259 386 547 3449      43  1388   0    267.39 sec
 81 : ... 22 17 14 13 15 14 18 18 10 11 9 11 11 9 11 13 142 760 3602    242  1392   1    275.55 sec
 82 : ... 84 109 110 128 127 98 81 89 79 54 56 53 60 99 362 633 3838    128  1392   0    297.74 sec
 83 : ... 19 14 18 15 23 14 13 11 16 12 15 12 10 7 8 8 14 50 298 4170     4  1392   0    302.07 sec
 84 : ... 18 15 23 14 13 11 16 12 15 12 10 7 8 8 14 50 189 108 4139       0  1392   0    304.68 sec
 85 : ... 15 23 14 13 11 16 12 15 12 10 7 9 10 16 55 197 112 460 3758    16  1392   0    306.17 sec
 86 : ... 49 50 53 58 58 56 53 50 45 33 35 39 33 18 23 135 726 4274     247  1392   0    370.22 sec
 87 : ... 21 19 16 18 19 14 14 11 14 15 14 23 15 15 65 252 536 4675      18  1392   0    375.53 sec
 88 : ... 21 19 16 18 19 14 14 11 14 14 14 21 14 13 10 6 43 262 4978      0  1392   0    377.04 sec
 89 : ... 19 16 18 19 14 14 11 14 14 14 21 14 13 10 8 46 268 796 4470    12  1392   0    379.08 sec
 90 : ... 64 76 55 36 28 32 29 25 25 36 32 35 34 31 30 31 54 369 5383   303  1392   0    446.20 sec
 91 : ... 31 31 20 21 18 25 16 20 23 16 18 18 21 17 15 14 46 216 5246    29  1392   0    451.95 sec
 92 : ... 37 34 23 24 25 29 23 23 25 20 19 16 17 11 9 8 7 69 453 4945   201  1392   1    455.24 sec
 93 : ... 116 121 103 111 99 95 80 80 72 51 53 54 111 189 1043 4437     168  1392   0    501.22 sec
 94 : ... 22 20 32 32 27 22 21 24 17 24 15 14 18 18 77 297 546 4905      11  1392   0    510.32 sec
 95 : ... 22 20 32 32 27 22 21 24 17 24 15 14 17 17 14 8 9 103 5461       0  1392   0    512.48 sec
 96 : ... 62 53 43 37 30 32 28 35 30 23 22 22 19 14 13 109 505 5194     253  1394   1    549.81 sec
 97 : ... 65 67 50 48 34 40 32 41 35 43 41 43 43 38 66 328 924 5057     286  1401   1    573.74 sec
 98 : ... 20 25 20 25 24 14 22 21 26 18 21 17 21 19 14 11 7 9 31 6002     0  1401   0    575.50 sec
 99 : ... 20 25 24 14 22 21 26 18 21 17 21 19 14 11 7 11 32 240 5802      5  1401   0    576.98 sec
100 : ... 25 24 14 22 21 26 18 21 17 21 19 14 11 7 9 7 112 465 5492       4  1401   0    578.43 sec
101 : ... 14 22 21 26 19 21 17 21 19 14 11 8 12 11 115 362 939 4897      36  1401   0    581.07 sec
102 : ... 24 14 22 21 26 18 21 17 21 18 14 11 7 9 7 7 7 42 252 5775       4  1401   0    584.03 sec
103 : ... 14 22 21 26 18 21 17 21 18 14 11 7 9 7 7 8 44 144 508 5375      5  1401   0    585.65 sec
104 : ... 22 21 26 18 21 17 21 18 14 11 7 9 8 9 13 16 93 295 484 5434    16  1401   0    588.00 sec
105 : ... 14 22 21 26 18 21 17 21 18 14 11 7 9 8 7 7 7 35 15 9 6 5983     0  1401   0    589.73 sec
106 : ... 21 26 18 21 17 21 18 14 11 7 9 8 7 7 7 35 15 9 6 177 5806       0  1401   0    590.93 sec
107 : ... 26 18 21 17 21 18 14 11 7 9 8 7 7 7 35 16 11 8 181 783 5073     7  1401   0    592.14 sec
108 : ... 18 21 17 21 18 14 11 7 9 8 7 7 7 35 17 11 9 79 332 637 5192    11  1401   0    594.62 sec
109 : ... 18 21 17 21 18 14 11 7 9 8 7 7 7 35 17 9 6 6 6 55 273 5667      0  1401   0    597.04 sec
110 : ... 17 21 18 14 11 7 9 8 7 7 7 35 17 9 6 9 12 60 282 515 5393      11  1401   0    599.90 sec
111 : ... 17 21 18 14 11 7 9 8 7 7 7 35 17 9 6 6 6 7 10 44 304 5682       5  1401   0    601.48 sec
112 : ... 17 21 18 14 11 7 9 8 7 7 7 35 17 9 6 7 6 8 8 8 76 402 5549     15  1401   0    602.63 sec
113 : ... 21 18 14 11 7 9 8 7 7 7 35 17 9 6 6 6 6 7 7 6 41 277 5717       4  1401   0    603.87 sec
114 : ... 18 14 11 7 9 8 7 7 7 35 17 9 6 6 6 6 7 7 6 43 168 442 5393      6  1401   0    605.63 sec
115 : ... 24 26 19 46 22 17 13 16 12 13 11 13 15 15 134 343 691 5137     95  1401   0    611.69 sec
116 : ... 12 12 11 9 7 7 7 7 36 15 9 6 7 8 7 7 8 6 6 7 7 44 247 5744     17  1401   0    613.58 sec
117 : ... 12 12 11 9 7 7 7 7 36 15 9 6 7 8 6 7 8 6 6 6 6 8 6 134 5863     0  1401   0    614.64 sec
118 : ... 15 18 49 24 19 15 19 13 13 11 13 9 9 8 6 10 10 142 586 5362    42  1401   0    616.96 sec
119 : ... 11 9 7 7 7 7 36 15 9 6 7 8 6 7 8 6 6 6 6 8 6 6 55 282 5667      0  1401   0    618.44 sec
120 : ... 9 7 7 7 7 36 15 9 6 7 8 6 7 8 6 6 6 6 8 6 9 57 287 790 5139     6  1401   0    620.62 sec
121 : ... 9 7 7 7 7 36 15 9 6 7 8 6 7 8 6 6 6 6 8 6 6 6 6 77 324 5603     0  1401   0    622.14 sec
122 : ... 10 11 12 14 12 20 17 15 13 8 13 11 12 11 12 81 329 619 5234    48  1401   0    626.90 sec
123 : ... 14 9 8 35 15 9 6 5 6 6 6 6 5 6 5 5 5 7 5 5 6 8 7 5 158 5844     0  1401   0    628.70 sec
124 : ... 8 35 15 9 6 5 7 7 8 8 7 6 5 6 5 7 5 5 6 9 9 8 163 708 5183     32  1401   0    629.89 sec
125 : ... 29 27 31 32 36 26 25 25 21 15 14 16 19 15 64 258 569 5552     294  1401   0    770.04 sec
126 : ... 46 18 12 7 6 8 7 6 6 7 7 7 8 6 7 5 5 5 7 7 5 7 6 5 135 5974     0  1401   0    777.38 sec
127 : ... 12 7 6 8 7 6 6 7 7 7 8 6 7 5 5 5 7 7 5 7 6 5 136 500 5508       4  1401   0    778.72 sec
128 : ... 7 6 8 7 6 6 7 7 7 8 6 7 5 5 5 7 7 5 8 8 7 140 400 862 4950      7  1401   0    781.20 sec
129 : ... 7 6 8 7 6 6 7 7 7 8 6 7 5 5 5 7 7 5 8 6 5 6 71 52 186 5797      2  1401   0    782.59 sec
130 : ... 8 7 6 6 7 7 7 8 6 7 5 5 5 7 7 5 8 8 9 10 75 66 170 753 5205    19  1401   0    787.07 sec
131 : ... 6 8 7 6 6 7 7 7 8 6 7 5 5 5 7 7 5 8 6 5 5 5 5 7 59 272 5787     0  1401   0    788.16 sec
132 : ... 63 55 53 55 56 54 43 55 42 39 38 32 26 19 69 285 808 5292     129  1401   0    844.01 sec
133 : ... 7 7 9 8 9 9 8 7 5 5 5 7 7 5 7 6 6 5 5 5 7 5 5 142 470 5625      4  1401   0    845.61 sec
134 : ... 9 10 10 10 7 5 5 5 7 7 5 8 7 6 5 5 5 7 7 6 144 363 633 5292    68  1401   0    849.41 sec
135 : ... 7 9 8 9 9 8 7 5 5 5 7 7 5 7 6 6 5 5 5 7 5 5 5 6 89 339 5827     5  1401   0    850.92 sec
136 : ... 8 9 9 8 7 5 5 5 7 7 5 7 6 6 5 5 5 7 5 5 6 7 90 212 704 5259    16  1401   0    852.81 sec
137 : ... 7 9 9 12 14 17 14 12 12 12 12 12 11 12 77 108 264 558 5489    258  1401   1    860.37 sec
138 : ... 9 9 12 14 17 14 12 12 12 12 12 11 12 77 39 20 124 354 5643      0  1401   0    861.50 sec
139 : ... 12 14 17 14 12 12 12 12 12 11 12 77 40 22 127 357 771 5121      7  1401   0    863.65 sec
140 : ... 9 9 12 14 17 14 12 12 12 12 12 11 12 77 38 19 5 5 6 83 6039     0  1401   0    870.85 sec
141 : ... 12 14 17 14 12 12 12 12 12 11 12 77 38 21 7 8 8 86 462 5633    13  1401   0    872.83 sec
142 : ... 17 14 12 12 12 12 12 13 14 81 41 23 8 8 10 67 318 874 5184     23  1401   0    875.86 sec
143 : ... 9 12 14 17 14 12 12 12 12 12 6 5 6 5 5 5 6 6 6 6 6 130 6113     0  1401   0    877.90 sec
144 : ... 14 17 14 12 12 12 12 12 6 5 6 5 5 5 6 6 7 7 8 132 513 5622     10  1401   0    879.12 sec
145 : ... 17 14 12 12 12 12 12 6 5 6 5 5 5 6 6 6 8 7 87 294 638 5445     14  1401   0    881.40 sec
146 : ... 17 14 12 12 12 12 12 6 5 6 5 5 5 6 6 6 6 6 5 5 62 188 6032      4  1401   0    883.16 sec
147 : ... 14 12 12 12 12 12 6 5 6 5 5 5 6 6 6 6 6 5 5 62 78 367 5777      2  1401   0    884.15 sec
148 : ... 19 14 14 13 16 19 17 19 16 15 13 10 9 11 68 90 284 981 5025   254  1401   1    943.68 sec
149 : ... 14 13 16 19 17 19 16 15 13 10 9 11 68 91 135 371 486 5481       9  1401   0    946.23 sec
150 : ... 14 13 16 19 17 19 16 15 13 10 9 11 68 34 20 6 15 244 5989       4  1401   0    947.35 sec
151 : ... 13 16 19 17 19 16 15 13 10 9 11 68 35 20 7 16 142 536 5595     10  1401   0    948.72 sec
152 : ... 16 19 17 19 16 15 13 10 9 11 68 34 21 6 9 88 350 941 5102      15  1401   0    951.04 sec
153 : ... 24 22 21 19 16 15 11 11 12 72 35 23 7 11 9 9 123 588 5571      34  1401   0    954.23 sec
154 : ... 5 5 6 5 6 6 5 5 6 6 6 5 6 7 5 5 5 5 5 6 5 7 73 112 395 5774     3  1401   0    957.90 sec
155 : ... 20 20 13 19 19 20 20 22 19 20 23 23 23 91 129 308 681 5509    228  1401   0    994.34 sec
156 : ... 5 5 5 6 6 5 5 6 7 5 5 6 5 5 5 9 5 5 7 5 6 5 8 6 60 349 6003     7  1401   0    997.43 sec
157 : ... 5 5 6 6 5 5 6 7 5 5 6 5 5 5 9 5 5 7 5 6 5 7 5 5 88 298 5992     0  1401   0    998.79 sec
158 : ... 6 6 5 5 6 7 5 5 6 5 5 5 9 5 5 7 5 6 5 8 7 6 91 302 647 5554     7  1401   0   1001.45 sec
159 : ... 6 5 5 6 7 5 5 6 5 5 5 9 5 5 7 5 6 5 8 5 5 6 11 63 335 6008      4  1401   0   1002.67 sec
160 : ... 5 6 7 5 5 6 5 5 5 9 5 5 7 5 6 5 8 5 5 7 12 64 225 789 5362      7  1401   0   1004.02 sec
161 : ... 6 7 5 5 6 5 5 5 9 5 5 7 5 6 5 8 5 5 7 11 8 65 293 603 5651     10  1401   0   1006.42 sec
162 : ... 6 7 5 5 6 5 5 5 9 5 5 7 5 6 5 8 5 6 8 13 6 5 7 71 346 5982     10  1401   0   1008.02 sec
163 : ... 7 5 5 6 5 5 5 9 5 5 7 5 6 5 8 5 6 5 11 5 5 5 5 87 292 5989      0  1401   0   1010.31 sec
164 : ... 5 6 5 5 5 9 5 6 10 6 8 5 9 6 6 5 11 5 5 7 6 89 296 682 5519    36  1401   0   1016.79 sec
165 : ... 5 6 5 5 5 9 5 5 7 5 6 5 7 5 5 5 11 5 5 5 5 5 5 118 563 5723     4  1401   0   1018.70 sec
166 : ... 5 5 9 5 5 7 5 6 5 7 5 5 5 11 5 7 6 6 9 10 123 459 1065 5094    17  1401   0   1021.96 sec
167 : ... 5 5 5 9 5 5 7 5 6 5 7 5 5 5 11 5 6 5 5 5 5 6 6 91 212 6130      5  1401   0   1024.20 sec
168 : ... 5 5 9 5 5 7 5 6 5 7 5 5 5 11 5 6 5 5 5 5 6 6 91 83 134 6101     3  1401   0   1025.60 sec
169 : ... 8 10 9 9 9 8 8 8 6 6 12 6 7 5 5 6 6 8 9 92 90 118 415 5867    525  1402   1   1070.68 sec
170 : ... 10 9 9 9 8 8 8 6 6 12 6 7 5 5 6 6 8 9 92 45 28 115 475 5687     0  1402   0   1072.26 sec
171 : ... 19 24 17 20 20 20 16 17 20 21 104 56 44 130 491 1061 5197     410  1404   1   1137.17 sec
172 : ... 19 24 17 20 20 20 16 17 20 21 104 45 27 10 7 134 471 5921       7  1404   0   1139.53 sec
173 : ... 20 19 24 17 20 20 20 16 17 20 21 104 45 27 9 6 6 5 14 6472      0  1404   0   1141.40 sec
174 : ... 19 24 17 20 20 20 16 17 20 21 104 45 27 9 6 6 5 14 206 6305     2  1404   0   1142.92 sec
175 : ... 17 20 20 20 16 19 21 22 105 45 28 10 8 7 6 17 114 607 5841     29  1404   0   1145.28 sec
176 : ... 20 19 24 17 6 5 5 5 6 5 5 6 5 6 6 5 5 9 5 76 199 503 5866       0  1404   0   1147.12 sec
177 : ... 78 71 70 73 67 65 50 43 37 31 17 23 18 88 220 528 1211 5093   231  1404   0   1224.13 sec
178 : ... 7 8 7 11 8 10 17 12 9 8 9 8 7 8 11 9 77 47 29 126 199 6264      0  1404   0   1226.98 sec
179 : ... 10 11 18 14 11 9 10 9 8 10 14 12 78 51 35 128 205 440 6014    217  1404   0   1229.96 sec
180 : ... 10 8 7 11 8 10 11 12 14 8 9 7 8 8 8 10 11 6 7 8 6 7 87 6624     0  1404   0   1238.07 sec
181 : ... 7 11 8 10 11 12 14 8 9 7 8 8 8 10 11 6 7 8 7 9 90 619 6033      5  1404   0   1239.40 sec
182 : ... 10 11 12 14 8 9 8 9 10 10 12 12 8 9 9 8 10 11 371 990 5420     18  1404   0   1241.62 sec
183 : ... 11 12 14 8 9 8 8 8 8 10 11 6 7 8 7 10 11 229 407 708 5648       7  1404   0   1246.56 sec
184 : ... 10 11 12 14 8 9 8 8 8 8 10 11 6 7 8 7 7 8 75 59 43 337 6274     5  1404   0   1250.29 sec
185 : ... 12 14 8 9 8 8 8 8 10 11 6 7 8 7 7 8 75 53 31 216 586 5828       8  1404   0   1252.57 sec
186 : ... 11 9 9 9 12 13 10 11 11 10 9 10 77 56 37 142 321 479 5973     217  1404   0   1256.68 sec
187 : ... 12 8 8 9 13 8 8 8 9 8 6 7 8 10 6 9 5 7 7 6 75 106 337 6234      0  1404   0   1262.49 sec
188 : ... 8 8 9 13 8 8 8 9 8 6 7 8 10 6 9 5 7 7 6 76 108 343 887 5655     8  1404   0   1265.62 sec
189 : ... 9 13 8 8 8 9 8 6 7 8 10 6 9 5 7 7 6 78 48 99 462 1121 5131     17  1404   0   1267.56 sec
190 : ... 13 8 8 8 9 8 6 7 8 10 6 9 5 7 7 6 75 46 27 98 201 860 5812      7  1404   0   1270.66 sec
191 : ... 8 8 8 9 8 6 7 8 10 6 9 5 7 7 6 75 46 27 96 104 244 558 5981     7  1404   0   1272.86 sec
192 : ... 12 9 8 7 8 10 8 11 7 8 8 7 76 47 28 98 111 234 480 765 5727   529  1405   1   1407.34 sec
193 : ... 12 9 8 7 8 10 8 11 7 8 8 7 76 47 28 10 91 15 14 81 422 6147     0  1405   0   1408.73 sec
194 : ... 27 15 20 19 16 16 14 82 53 33 16 93 18 17 87 428 1050 5424    122  1405   0   1441.48 sec
195 : ... 6 7 8 6 10 8 5 8 6 6 5 5 75 48 27 95 15 17 83 359 1050 5400    14  1405   0   1444.49 sec
196 : ... 6 7 8 6 10 8 5 8 6 6 5 5 75 48 27 94 13 14 12 8 10 44 6670      0  1405   0   1446.90 sec
197 : ... 8 6 10 8 5 8 6 6 5 5 75 48 27 94 13 14 12 8 10 44 150 6520      0  1405   0   1448.15 sec
198 : ... 10 8 5 8 6 6 5 5 75 48 27 94 13 14 12 8 10 44 150 280 6240      0  1405   0   1449.65 sec
199 : ... 54 50 44 116 84 63 132 45 53 45 44 46 75 184 313 436 6106     229  1405   0   1518.89 sec
200 : ... 12 18 15 9 83 54 34 99 23 20 18 15 20 59 101 64 65 407 6209     0  1405   0   1521.44 sec
201 : ... 15 9 83 54 34 99 23 20 18 15 20 59 102 66 67 411 1063 5230      7  1405   0   1524.51 sec
202 : ... 9 83 54 34 99 23 20 18 15 20 60 103 65 67 147 311 451 5941     17  1405   0   1528.28 sec
203 : ... 9 83 54 34 99 23 20 18 15 20 59 101 64 65 65 43 25 14 6493      0  1405   0   1530.32 sec
204 : ... 54 34 99 23 20 18 15 20 59 101 64 65 65 43 25 14 172 6321       0  1405   0   1533.65 sec
205 : ... 34 99 23 20 18 15 20 59 101 64 65 65 43 25 15 173 551 5798      5  1405   0   1535.43 sec
206 : ... 99 23 20 18 15 20 59 101 64 65 65 43 26 16 70 222 561 5864      6  1405   0   1537.94 sec
207 : ... 23 20 18 15 20 59 101 64 65 65 43 26 15 10 11 239 826 5450      6  1405   0   1539.46 sec
208 : ... 20 18 15 20 59 101 64 65 65 43 26 16 11 10 90 278 436 5905      8  1405   0   1541.84 sec
209 : ... 23 20 18 15 20 59 101 64 65 65 43 26 16 9 9 12 8 9 168 6301     0  1405   0   1543.52 sec
210 : ... 18 15 20 59 101 64 65 65 43 26 16 9 9 12 9 10 170 545 5783      4  1405   0   1544.73 sec
211 : ... 15 20 59 101 64 65 65 43 26 16 9 9 12 9 10 72 225 494 5899      8  1405   0   1546.89 sec
212 : ... 89 132 94 84 89 66 36 27 19 19 19 19 16 22 18 172 634 5802    302  1405   0   1656.97 sec
213 : ... 24 24 71 201 58 38 25 14 16 14 9 11 12 10 10 119 424 6294       0  1405   0   1662.06 sec
214 : ... 25 71 201 58 38 26 14 16 14 9 11 12 11 11 124 429 1013 5520    30  1405   0   1664.68 sec
215 : ... 88 218 70 52 37 28 32 27 23 21 21 16 14 13 9 232 807 5825      44  1405   0   1669.71 sec
216 : ... 71 201 58 38 25 14 16 14 9 11 12 10 10 9 8 80 255 456 6310      6  1405   0   1672.80 sec
217 : ... 71 201 58 38 25 14 16 14 9 11 12 10 10 9 8 8 9 7 174 6644       0  1405   0   1674.82 sec
218 : ... 201 58 38 25 14 16 14 9 11 12 10 10 10 9 9 9 8 175 580 6094    11  1405   0   1676.85 sec
219 : ... 58 38 25 14 16 14 9 11 12 10 10 10 7 9 11 9 68 252 538 6228     7  1405   0   1679.32 sec
220 : ... 58 38 25 14 16 14 9 11 12 10 10 10 7 9 9 7 7 6 114 301 6404     0  1405   0   1680.71 sec
221 : ... 25 14 16 14 9 11 12 10 10 10 7 9 9 8 8 8 116 304 504 6110       9  1405   0   1683.89 sec
