File: abc_unknown_cases/bobpcihm.aig
Command: ~/coding_env/abc/abc -c "&r abc_unknown_cases/bobpcihm.aig; &put; fold; pdr -v -r -y -i -t"
PDR Parameters: -r -y -i -t
Parameter Set: 20 of 32
Started at: Sat 14 Jun 2025 08:54:33 PM CST
----------------------------------------
ABC command line: "&r abc_unknown_cases/bobpcihm.aig; &put; fold; pdr -v -r -y -i -t".

Warning: The network has no constraints.
VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
  1 : 0 194                                                               2   194 110      0.19 sec
  2 : 0 207 401                                                           5   415 106      1.21 sec
 26 : ... 322 361 395 269 216 108 126 90 38 144 63 64 100 376 1584       84  1347   6     51.82 sec
 27 : ... 469 498 355 267 168 181 114 58 134 76 78 97 281 524 1608      151  1363   7     57.72 sec
 28 : ... 431 483 349 276 172 174 111 54 134 72 66 65 81 102 321 1622    49  1367   1     59.65 sec
 29 : ... 491 356 293 207 186 116 61 141 82 76 75 92 112 325 391 1753   103  1367   1     62.62 sec
 30 : ... 358 294 207 186 116 61 141 86 81 86 89 117 157 127 358 1867    82  1372   2     64.50 sec
 31 : ... 233 203 131 89 169 110 115 129 130 148 172 110 310 485 1963    96  1374   1     69.19 sec
 32 : ... 232 211 136 80 145 81 72 81 99 85 168 127 120 173 567 1966     58  1374   0     71.74 sec
 33 : ... 205 129 74 144 78 69 68 91 84 164 128 122 147 315 512 2071     70  1374   1     74.82 sec
 34 : ... 129 74 144 78 69 68 91 84 164 128 122 110 95 83 253 1976        0  1374   0     76.26 sec
 35 : ... 152 97 95 98 149 130 209 153 157 148 142 139 310 439 2030      89  1374   0     80.41 sec
 36 : ... 76 141 87 73 80 89 127 184 119 105 94 68 87 81 96 289 2102      6  1374   0     82.00 sec
 37 : ... 87 73 80 89 127 184 119 105 94 70 96 89 104 117 293 2049       22  1374   0     84.16 sec
 38 : ... 87 73 80 89 127 184 119 105 94 70 83 75 92 98 246 340 2096     22  1374   0     86.19 sec
 39 : ... 73 80 89 127 184 119 108 98 79 92 69 68 58 61 81 299 2129     107  1374   1     88.24 sec
 40 : ... 80 89 127 184 119 109 101 85 99 81 74 65 70 63 88 152 2311     27  1374   0     90.96 sec
 41 : ... 89 127 184 119 102 88 70 82 66 62 59 70 61 53 81 479 2019      24  1374   0     92.49 sec
 42 : ... 345 386 445 546 704 739 426 109 88 74 89 67 304 548 2135      740  1377   1    121.15 sec
 43 : ... 345 386 445 546 704 739 426 109 88 74 82 54 76 169 337 2135     7  1377   0    123.77 sec
 44 : ... 455 559 715 752 447 144 118 93 101 76 88 78 103 281 2266      139  1377   1    128.21 sec
 45 : ... 219 260 299 362 477 477 210 81 44 56 35 27 44 26 23 57 2551     0  1377   0    130.54 sec
 46 : ... 260 299 362 477 477 210 81 44 56 35 27 44 27 27 64 301 2364    11  1377   0    137.40 sec
 47 : ... 299 362 477 477 210 81 44 56 35 27 44 27 25 24 14 104 2488      0  1377   0    137.87 sec
 48 : ... 394 515 518 247 109 83 98 70 64 72 64 70 66 55 144 825 2284   274  1377   0    150.20 sec
 49 : ... 561 307 199 192 218 181 161 122 90 61 30 17 63 330 432 2717   222  1378   1    164.67 sec
 50 : ... 238 123 105 116 117 137 79 70 56 39 17 20 13 38 112 2929        8  1378   0    167.60 sec
 51 : ... 195 194 205 194 190 129 109 93 88 63 54 44 45 82 311 2881     105  1378   1    175.65 sec
 52 : ... 194 205 194 190 129 109 93 88 63 54 44 45 82 113 529 2567       6  1378   0    176.81 sec
 53 : ... 211 200 197 135 113 97 94 69 62 53 55 88 98 368 551 2537      114  1378   1    180.01 sec
 54 : ... 211 200 197 135 113 99 97 76 73 68 71 97 62 52 96 409 2698     34  1378   0    182.18 sec
 55 : ... 283 213 175 148 104 54 55 39 42 52 41 41 70 250 389 2943      167  1378   1    198.74 sec
 56 : ... 213 175 148 104 54 55 39 42 52 41 41 70 251 120 338 2774        6  1378   0    199.66 sec
 57 : ... 223 183 162 132 84 81 71 67 70 60 57 82 32 32 95 352 2862      60  1378   0    202.30 sec
 58 : ... 115 103 68 44 23 38 24 22 32 22 20 14 14 11 10 8 87 3170        0  1378   0    203.53 sec
 59 : ... 445 360 274 93 92 94 65 71 58 41 32 26 20 18 12 94 417 2971   369  1378   1    254.17 sec
 60 : ... 285 105 105 107 75 79 67 57 47 34 30 27 26 108 440 641 2986   128  1381   2    259.28 sec
 61 : ... 205 116 86 76 100 117 99 89 87 74 57 43 40 29 81 165 3586     177  1381   0    273.89 sec
 62 : ... 163 107 72 42 37 51 53 41 28 29 39 21 15 12 14 22 9 53 3751     0  1381   0    277.37 sec
 63 : ... 276 286 224 211 187 180 137 117 107 60 33 25 65 317 3662      197  1383   1    303.09 sec
 64 : ... 129 155 113 123 117 125 100 80 138 78 52 29 17 58 403 3613     31  1383   0    307.22 sec
 65 : ... 155 113 120 108 123 96 77 133 72 49 27 17 39 261 553 3516       9  1383   0    309.94 sec
 66 : ... 113 120 108 123 96 77 133 72 49 27 17 11 59 252 570 3296       10  1383   0    311.46 sec
 67 : ... 157 160 172 149 109 160 92 65 41 40 24 27 40 248 484 3924     920  1384   1    432.89 sec
 68 : ... 128 92 93 82 90 67 53 96 61 29 31 15 9 12 12 12 37 175 4260   135  1384   1    438.34 sec
 69 : ... 92 93 82 90 67 53 96 61 29 31 15 9 12 12 12 37 21 162 4231      0  1384   0    439.47 sec
 70 : ... 93 82 90 67 53 96 61 29 31 15 9 12 12 12 37 22 164 401 3991     7  1384   0    440.86 sec
 71 : ... 85 91 71 56 99 65 35 34 19 10 15 18 16 44 22 17 21 318 4103   122  1384   1    444.68 sec
 72 : ... 71 57 100 68 37 35 21 14 17 22 21 50 25 19 26 171 697 3578    122  1384   1    446.45 sec
 73 : ... 113 79 47 48 30 25 26 27 28 58 43 38 48 197 599 1071 3193      89  1384   0    451.72 sec
 74 : ... 53 38 81 53 27 29 11 6 10 9 10 9 8 10 12 13 13 38 176 4298     18  1384   0    453.94 sec
 75 : ... 82 53 27 30 12 7 11 10 12 11 9 14 16 13 10 10 57 273 4235     379  1386   1    465.77 sec
 76 : ... 38 82 53 27 30 12 7 11 10 12 11 9 14 16 9 8 9 8 7 34 4463       0  1386   0    466.89 sec
 77 : ... 82 53 27 30 12 7 11 10 12 11 9 14 16 9 8 9 8 8 35 218 4272      5  1386   0    467.81 sec
 78 : ... 53 27 30 12 7 11 10 12 11 9 14 16 9 8 9 8 7 6 58 396 4094       5  1386   0    469.17 sec
 79 : ... 27 30 12 7 11 10 12 11 9 14 16 9 8 9 8 7 7 40 237 594 3965      8  1386   0    471.62 sec
 80 : ... 27 30 12 7 11 10 12 11 9 14 16 9 8 9 8 7 6 7 7 153 625 3758     9  1386   0    473.17 sec
 81 : ... 20 25 26 22 30 28 20 17 20 19 18 20 18 18 127 391 771 3838    169  1386   1    477.82 sec
 82 : ... 17 21 20 25 26 22 30 28 20 17 20 19 18 7 6 6 7 6 7 40 4653      0  1386   0    480.48 sec
 83 : ... 25 26 23 31 32 23 21 25 22 21 12 15 12 12 12 12 47 213 4471   106  1386   0    482.57 sec
 84 : ... 28 11 6 8 8 7 8 7 11 9 8 7 8 6 7 7 9 9 9 7 8 9 52 209 4518     23  1386   0    486.82 sec
 85 : ... 28 11 6 8 8 7 8 7 11 9 8 7 8 6 6 6 7 6 6 6 7 7 6 6 85 4621      0  1386   0    487.90 sec
 86 : ... 11 13 16 13 11 8 11 11 10 14 14 12 8 7 8 8 7 7 118 631 4248   192  1386   0    495.52 sec
 87 : ... 10 8 7 6 6 10 9 8 7 8 6 6 6 7 6 6 6 7 7 6 8 74 369 794 4113    11  1386   0    498.36 sec
 88 : ... 13 12 15 15 18 19 26 21 20 16 18 21 20 15 73 260 593 4274     222  1386   1    507.99 sec
 89 : ... 35 28 6 5 5 7 6 7 6 7 6 6 6 7 6 7 7 7 7 7 6 6 8 7 7 8 4989      0  1386   0    509.63 sec
 90 : ... 28 6 5 5 7 6 7 6 7 6 6 6 7 6 7 7 7 7 7 6 6 8 7 7 8 142 4847     0  1386   0    511.83 sec
 91 : ... 38 33 30 30 26 26 39 32 35 35 34 33 30 31 25 162 631 4380     180  1391   1    520.70 sec
 92 : ... 11 9 13 10 12 11 9 9 8 12 9 8 10 8 8 10 9 9 7 7 70 306 4670     0  1391   0    524.62 sec
 93 : ... 22 19 23 19 23 18 17 19 17 16 17 14 11 8 11 72 310 674 4413   134  1391   0    538.77 sec
 94 : ... 20 18 17 17 13 9 13 11 10 11 10 11 10 11 11 72 253 584 4424   386  1391   1    555.92 sec
 95 : ... 17 17 13 9 13 11 10 11 14 17 16 17 17 81 118 113 236 4722      30  1391   0    558.31 sec
 96 : ... 20 18 17 17 13 9 13 11 10 11 8 8 8 9 12 11 9 10 96 465 4672    13  1391   0    559.34 sec
 97 : ... 18 17 17 13 9 13 11 10 11 8 8 7 8 9 7 8 9 10 102 407 4718      11  1391   0    560.59 sec
 98 : ... 18 17 17 13 9 13 11 10 11 8 8 7 8 9 7 7 7 8 71 248 577 4600     9  1391   0    563.02 sec
 99 : ... 18 17 17 13 9 13 11 10 11 8 8 7 8 9 7 7 7 7 7 6 89 345 4742     0  1391   0    564.73 sec
100 : ... 32 26 24 27 25 19 16 16 11 12 10 8 10 10 9 92 354 613 4367    199  1393   1    568.77 sec
101 : ... 32 32 26 24 27 25 19 16 16 11 8 8 7 7 8 7 7 8 91 434 4706      16  1393   0    570.21 sec
102 : ... 32 32 26 24 27 25 19 16 16 11 8 8 7 7 7 6 5 5 5 68 275 4846     0  1393   0    571.16 sec
103 : ... 28 24 30 27 23 17 21 20 16 23 26 22 17 19 77 291 520 4606      47  1393   0    574.24 sec
104 : ... 32 32 26 24 27 7 7 6 8 7 6 10 6 7 7 7 5 10 5 5 6 6 40 5148      0  1393   0    592.74 sec
105 : ... 32 26 24 27 7 7 6 8 7 6 10 6 7 7 7 5 10 5 5 6 7 41 308 4863     6  1393   0    593.81 sec
106 : ... 27 7 7 6 8 8 6 10 8 7 9 10 9 15 11 14 11 12 10 125 543 4567    53  1393   0    595.96 sec
107 : ... 24 27 7 7 6 8 7 6 10 6 8 5 7 5 8 5 5 6 6 13 95 366 868 4203    13  1393   0    598.82 sec
108 : ... 24 27 7 7 6 8 7 6 10 6 8 5 7 5 8 5 5 6 5 10 5 5 38 290 4917     4  1393   0    600.82 sec
109 : ... 7 7 6 8 7 6 10 6 8 5 7 5 8 5 5 6 5 10 7 8 11 159 595 4534      17  1393   0    602.46 sec
110 : ... 7 6 8 7 6 10 6 8 5 7 5 8 5 5 6 5 10 6 5 8 109 282 505 4593      9  1393   0    604.86 sec
111 : ... 7 6 8 7 6 10 6 8 5 7 5 8 5 5 6 5 10 6 5 7 45 38 67 298 4829     7  1393   0    608.05 sec
112 : ... 6 11 6 8 6 7 5 9 7 6 8 7 12 11 14 18 52 39 54 153 559 4497    670  1393   1    625.20 sec
113 : ... 38 33 43 43 53 51 55 53 41 41 29 66 47 60 124 419 852 4162    162  1393   0    635.49 sec
114 : ... 10 13 9 7 9 7 8 9 7 9 7 9 8 7 20 25 17 18 10 6 72 279 4924      0  1393   0    638.38 sec
115 : ... 13 9 7 9 7 8 9 7 9 7 9 8 7 20 25 17 18 10 7 75 283 724 4537     9  1393   0    640.97 sec
116 : ... 10 13 9 7 9 7 8 9 7 9 7 9 8 7 20 25 17 18 10 6 7 5 7 6 5260     0  1393   0    642.52 sec
117 : ... 9 7 9 7 8 9 7 9 7 9 8 7 20 25 17 18 10 6 7 5 7 6 153 5107       0  1393   0    643.47 sec
118 : ... 7 9 7 8 9 7 9 7 9 8 7 20 25 17 18 10 6 7 5 7 6 153 635 4552     9  1393   0    645.20 sec
119 : ... 101 86 73 89 74 71 57 41 25 30 17 17 17 148 460 809 4255      290  1393   1    674.67 sec
120 : ... 98 88 105 84 80 65 48 33 38 23 22 21 150 183 287 622 4273     152  1393   0    679.90 sec
121 : ... 8 7 10 7 9 21 28 22 24 13 8 10 7 8 10 46 40 54 217 775 4443   428  1393   1    703.86 sec
122 : ... 10 7 9 21 28 22 24 13 8 10 7 8 10 46 34 28 98 192 338 4799      4  1393   0    705.65 sec
123 : ... 10 7 9 21 28 22 24 13 8 10 7 8 10 46 34 28 23 30 20 78 5159     4  1393   0    706.90 sec
124 : ... 9 21 28 22 24 13 8 10 7 8 10 46 34 28 23 30 19 40 404 4830      5  1393   0    708.76 sec
125 : ... 24 27 19 12 14 11 11 11 46 35 28 23 30 14 24 265 826 4281     291  1395   1    713.40 sec
126 : ... 27 19 12 14 11 11 11 46 35 28 23 30 14 11 197 528 615 4379     17  1395   0    716.51 sec
127 : ... 21 12 14 12 12 13 49 40 34 30 40 22 17 96 97 140 371 4678     192  1395   0    723.78 sec
128 : ... 30 17 14 15 5 5 5 5 5 7 5 5 7 6 6 49 30 28 95 107 129 5032      0  1395   0    726.02 sec
129 : ... 17 14 15 5 5 5 5 5 7 5 5 7 6 6 49 30 28 95 108 130 319 4743     5  1395   0    726.97 sec
130 : ... 14 15 5 5 5 5 5 7 5 5 7 6 6 49 30 28 95 107 94 140 413 4576     8  1395   0    730.24 sec
131 : ... 5 5 5 5 5 7 5 5 7 6 6 49 30 28 95 107 98 130 393 919 4143      11  1395   0    732.76 sec
132 : ... 5 5 5 5 7 5 5 7 6 6 49 30 28 96 109 75 61 108 230 425 4512     21  1395   0    735.09 sec
133 : ... 5 5 5 5 5 7 5 5 7 6 6 49 30 28 87 42 29 51 47 75 55 89 4952     0  1395   0    738.19 sec
134 : ... 5 5 5 7 5 5 7 6 6 49 31 29 91 47 35 57 56 85 67 96 320 4708    26  1395   0    740.64 sec
135 : ... 5 7 5 5 7 6 6 49 31 28 88 42 29 52 50 75 56 52 39 111 4943     13  1395   0    742.55 sec
136 : ... 7 5 5 7 6 6 49 31 28 88 42 29 52 50 75 56 20 10 63 258 4727     0  1395   0    743.40 sec
137 : ... 46 107 81 80 131 83 67 93 87 115 89 43 30 73 271 802 4431     358  1395   0    783.81 sec
138 : ... 11 10 17 77 48 50 95 51 31 57 63 106 71 39 22 7 5 4 89 5136     0  1395   0    790.00 sec
139 : ... 17 77 48 50 95 51 31 57 63 106 71 39 22 7 5 4 89 380 4755       0  1395   0    793.83 sec
140 : ... 77 48 50 95 51 31 57 63 106 71 39 22 7 6 7 95 388 875 4208     13  1395   0    796.36 sec
141 : ... 48 50 95 51 31 57 63 106 71 39 22 7 5 4 5 37 178 641 4526       6  1395   0    798.54 sec
142 : ... 77 48 50 95 51 31 57 63 106 71 39 22 7 5 4 4 4 4 4 4 5227       0  1395   0    799.76 sec
143 : ... 77 48 50 95 51 31 57 63 106 71 39 22 7 5 4 4 4 4 4 4 4 5223     0  1395   0    801.28 sec
144 : ... 48 50 95 51 31 57 63 106 71 39 22 7 5 4 4 4 4 4 4 4 62 5161     0  1395   0    802.48 sec
145 : ... 95 51 31 57 63 106 71 39 22 7 5 4 4 4 4 4 4 4 62 366 4795       0  1395   0    803.62 sec
146 : ... 78 118 85 48 28 17 11 11 12 12 13 17 17 15 72 383 1002 4221   269  1395   0    811.37 sec
147 : ... 35 59 69 108 73 41 26 9 6 6 5 6 4 4 5 5 5 69 209 411 4713      10  1395   0    815.00 sec
148 : ... 55 35 59 69 108 73 41 26 9 6 6 5 6 4 4 5 4 4 5 5 6 5 5232       0  1395   0    816.08 sec
149 : ... 35 59 69 108 73 41 26 9 6 6 5 6 4 4 5 4 4 5 5 6 5 54 5178       0  1395   0    817.39 sec
150 : ... 59 69 108 73 41 26 9 6 6 5 6 4 4 5 4 4 5 5 7 6 57 400 4807      9  1395   0    818.24 sec
151 : ... 42 28 28 25 21 23 14 14 15 13 15 12 12 11 8 7 42 324 4897     393  1395   1    829.05 sec
152 : ... 42 28 28 25 21 23 14 14 15 13 15 12 12 11 8 5 4 62 284 4888     0  1395   0    830.26 sec
153 : ... 28 25 21 23 14 14 15 13 15 12 12 11 8 5 5 63 288 530 4662       7  1395   0    832.72 sec
154 : ... 30 26 28 22 23 22 17 19 13 14 13 11 6 7 6 69 207 462 4689     303  1395   0    850.40 sec
155 : ... 72 41 25 10 6 7 5 6 5 4 5 4 5 5 4 5 5 4 4 4 5 5 4 89 5160       0  1395   0    858.64 sec
156 : ... 25 29 35 28 32 37 36 38 37 29 25 23 11 7 6 6 6 93 534 4794    405  1395   0    885.10 sec
157 : ... 12 8 10 7 8 8 6 8 6 7 7 6 7 8 6 35 18 20 17 6 4 65 217 5168     0  1395   0    888.71 sec
158 : ... 7 8 8 6 8 6 7 7 6 7 8 6 37 21 23 21 13 12 71 225 384 5000      24  1395   0    890.73 sec
159 : ... 8 10 7 8 8 6 8 6 7 7 6 7 8 6 36 18 20 16 6 4 5 4 4 90 5357      0  1395   0    891.81 sec
160 : ... 9 10 8 8 9 7 9 13 10 40 22 24 23 15 14 13 13 12 95 637 4772   365  1395   1    905.32 sec
161 : ... 10 8 8 9 7 9 13 10 40 22 24 23 15 14 13 13 4 4 98 304 5056      0  1395   0    907.47 sec
162 : ... 8 9 7 9 13 10 40 22 24 23 15 14 13 13 6 5 100 309 518 4890     11  1395   0    909.97 sec
163 : ... 10 8 8 9 7 9 13 10 40 22 24 23 15 14 13 13 4 4 6 5 4 4 5449     0  1395   0    913.18 sec
164 : ... 8 8 9 7 9 13 10 40 22 24 23 15 14 13 13 4 4 6 5 4 4 90 5359     0  1395   0    914.37 sec
165 : ... 11 16 14 44 26 27 30 20 18 20 20 11 10 12 7 7 6 96 608 4805    40  1395   0    916.29 sec
166 : ... 8 8 9 6 7 9 6 37 19 20 16 6 5 5 4 5 4 4 5 4 4 5 65 218 5176     0  1395   0    917.72 sec
167 : ... 9 6 7 9 6 37 19 20 16 6 5 5 4 5 4 4 5 4 4 6 66 221 474 4942     8  1395   0    919.58 sec
168 : ... 9 6 7 9 6 37 19 20 16 6 5 5 4 5 4 4 5 4 4 5 4 5 97 303 5055     0  1395   0    921.06 sec
169 : ... 9 6 37 19 20 16 6 5 5 4 5 4 4 5 4 5 7 6 7 100 307 446 4821     18  1395   0    924.03 sec
170 : ... 7 9 6 37 19 20 16 6 5 5 4 5 4 4 5 4 4 5 4 5 4 5 40 453 4986     6  1395   0    925.61 sec
171 : ... 37 19 21 18 8 9 7 8 8 9 9 12 9 9 9 8 10 7 5 5 119 664 4732    258  1395   0    931.73 sec
172 : ... 28 20 11 10 10 8 5 4 4 7 5 8 8 7 9 11 12 11 69 220 455 5517  1059  1395   1   1009.16 sec
173 : ... 20 11 10 10 8 5 4 4 7 5 8 8 7 9 11 12 11 69 29 18 58 5849       0  1395   0   1011.03 sec
174 : ... 11 10 10 8 5 4 4 7 5 8 8 7 9 11 12 11 69 29 19 59 436 5436      4  1395   0   1011.96 sec
175 : ... 10 10 8 5 4 4 7 5 8 8 7 9 11 12 11 69 29 18 23 97 350 5438      0  1395   0   1013.06 sec
176 : ... 8 5 4 4 7 5 8 8 7 9 11 12 11 69 29 19 27 105 360 1024 4769     13  1395   0   1015.58 sec
177 : ... 8 5 4 4 7 5 8 8 7 9 11 12 11 69 38 24 36 28 29 137 518 5439    30  1395   0   1018.01 sec
178 : ... 13 16 18 18 18 13 17 17 18 78 33 27 30 24 24 19 49 350 5529   401  1395   1   1029.52 sec
179 : ... 16 18 18 18 13 17 17 18 78 33 27 30 24 24 19 49 36 112 5710     0  1395   0   1031.85 sec
180 : ... 18 18 13 17 17 18 78 33 27 30 24 24 19 49 36 112 389 5415       7  1395   0   1033.39 sec
181 : ... 18 13 17 17 18 78 33 27 30 24 24 19 49 34 12 100 349 5364       0  1395   0   1035.03 sec
182 : ... 20 27 20 19 79 36 31 32 25 27 24 53 40 17 108 370 995 4727    481  1395   1   1057.66 sec
183 : ... 24 30 28 23 88 34 28 27 20 18 15 15 10 9 7 18 123 494 5506    567  1398   1   1078.97 sec
184 : ... 24 30 28 23 88 34 28 27 20 18 12 12 6 5 4 4 5 40 349 5647       5  1398   0   1085.85 sec
185 : ... 24 30 28 23 88 34 28 27 20 18 12 12 6 5 4 4 4 4 4 59 5944       0  1398   0   1087.58 sec
186 : ... 34 33 25 93 36 29 30 21 19 13 14 9 6 5 4 4 5 5 61 492 5485    519  1400   1   1100.29 sec
187 : ... 34 33 25 93 36 29 30 21 11 12 12 6 5 4 4 4 4 4 4 4 139 5870     0  1400   0   1102.44 sec
188 : ... 93 36 29 30 21 11 14 14 9 9 8 9 9 10 9 11 15 144 655 5251      31  1400   0   1103.81 sec
189 : ... 93 36 29 30 21 11 12 12 7 5 4 5 4 4 4 6 6 107 325 597 5358     13  1400   0   1106.58 sec
190 : ... 93 36 29 30 21 11 12 12 7 5 4 5 4 4 4 4 4 5 18 125 515 5515     6  1400   0   1107.98 sec
191 : ... 93 36 29 30 21 11 12 12 7 5 4 5 4 4 4 4 4 4 6 5 62 493 5495     9  1400   0   1109.36 sec
192 : ... 93 36 29 30 21 11 12 12 7 5 4 5 4 4 4 4 4 4 5 4 4 4 4 6011      0  1400   0   1110.56 sec
193 : ... 36 29 30 21 11 12 12 7 5 4 5 4 4 4 4 4 4 5 4 4 4 4 16 5995      0  1400   0   1112.85 sec
194 : ... 29 30 21 11 12 12 7 5 4 5 4 4 4 4 4 4 5 4 4 4 4 16 314 5681     0  1400   0   1114.44 sec
195 : ... 11 12 12 7 5 4 5 4 4 5 6 6 10 10 8 9 15 14 26 329 1048 5086    30  1400   0   1117.61 sec
196 : ... 21 11 12 12 7 5 4 5 4 4 4 4 5 4 5 5 4 5 5 6 80 231 533 5337    11  1400   0   1119.60 sec
197 : ... 21 11 12 12 7 5 4 5 4 4 4 4 5 4 5 5 4 5 4 6 5 6 62 494 5502    16  1400   0   1121.71 sec
198 : ... 21 11 12 12 7 5 4 5 4 4 4 4 5 4 5 5 4 5 4 5 4 5 4 4 4 6023      0  1400   0   1123.68 sec
199 : ... 11 12 12 7 5 4 5 4 4 4 4 5 4 5 5 4 5 4 5 4 5 4 4 4 40 5983      0  1400   0   1125.32 sec
200 : ... 12 12 7 5 4 5 4 4 4 4 5 4 5 5 4 5 4 5 4 5 4 4 5 41 346 5670     5  1400   0   1127.41 sec
201 : ... 12 7 5 4 5 4 4 4 4 5 4 5 5 4 5 4 5 4 5 4 4 4 4 4 117 5905       0  1400   0   1129.67 sec
202 : ... 7 5 4 5 4 4 4 4 5 4 5 5 4 5 4 5 4 5 4 4 4 4 4 117 377 5528      0  1400   0   1131.00 sec
203 : ... 23 18 20 26 27 22 26 17 15 11 6 5 4 4 6 7 121 388 1076 4852   413  1401   1   1153.86 sec
204 : ... 20 23 18 20 26 27 22 26 17 15 11 6 5 4 4 6 4 4 5 5 41 5989      0  1401   0   1157.37 sec
205 : ... 34 33 29 34 28 24 19 15 14 17 14 18 18 16 13 12 47 449 5581   384  1401   0   1171.41 sec
206 : ... 5 4 4 4 6 4 4 5 4 5 5 6 5 5 4 5 4 4 4 4 5 5 4 113 349 5780      0  1401   0   1180.04 sec
207 : ... 26 27 27 27 27 29 31 20 15 18 12 11 13 10 119 355 664 5502    419  1401   0   1197.41 sec
208 : ... 4 4 4 6 4 4 5 4 5 5 6 5 5 4 5 4 4 4 4 5 5 4 4 4 73 320 5871     0  1401   0   1204.20 sec
209 : ... 13 12 12 11 15 12 14 14 15 19 15 15 14 15 83 334 1131 5181    356  1401   0   1248.32 sec
210 : ... 4 4 6 4 4 5 4 5 5 6 5 5 4 5 4 4 4 4 5 5 4 4 4 4 4 4 4 6767      0  1401   0   1253.21 sec
211 : ... 4 6 4 4 5 4 5 5 6 5 5 4 5 4 4 4 4 5 5 4 4 4 4 4 4 4 4 6763      0  1401   0   1255.08 sec
212 : ... 4 4 5 4 5 5 6 5 5 4 5 4 4 4 4 5 5 4 4 4 4 4 4 4 4 205 6557      0  1401   0   1256.18 sec
213 : ... 25 21 20 24 18 23 15 15 17 14 13 19 21 21 18 217 887 5708      92  1401   0   1261.15 sec
214 : ... 6 5 6 7 6 5 5 5 5 6 5 7 6 5 5 5 5 6 5 8 6 155 546 833 5546      9  1401   0   1265.69 sec
215 : ... 5 6 7 6 5 5 5 5 6 5 7 6 5 5 5 5 6 5 7 5 7 49 222 1129 5526      9  1401   0   1267.37 sec
216 : ... 5 6 5 6 7 6 5 5 5 5 6 5 7 6 5 5 5 5 6 5 7 5 5 6 5 6 59 6710     0  1401   0   1269.73 sec
217 : ... 12 10 13 14 14 12 19 14 16 14 14 10 14 17 15 16 68 369 6397    53  1401   0   1272.55 sec
218 : ... 5 6 7 6 5 6 5 5 6 6 6 6 5 5 5 6 6 6 7 6 7 7 7 7 6 6 89 6694     0  1401   0   1275.50 sec
219 : ... 7 6 5 6 5 5 6 6 6 6 5 5 5 6 6 6 7 6 7 7 7 7 6 6 89 384 6310     0  1401   0   1278.40 sec
