File: abc_unknown_cases/bobpcihm.aig
Command: ~/coding_env/abc/abc -c "&r abc_unknown_cases/bobpcihm.aig; &put; fold; pdr -v -y -f -i -n -t -k"
PDR Parameters: -y -f -i -n -t -k
Parameter Set: 24 of 32
Started at: Sat 14 Jun 2025 08:55:21 PM CST
----------------------------------------
ABC command line: "&r abc_unknown_cases/bobpcihm.aig; &put; fold; pdr -v -y -f -i -n -t -k".

Warning: The network has no constraints.
VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
  1 : 0 194                                                               2   194 104      0.09 sec
  2 : 0 168 418                                                           6   412 105      0.86 sec
 56 : ... 251 248 269 202 188 174 222 126 89 39 37 18 24 46 165 3680    106  1372   0    187.78 sec
 57 : ... 216 252 210 208 175 237 131 90 37 35 17 12 11 67 287 3510       0  1372   0    189.59 sec
 58 : ... 252 216 215 185 249 147 109 56 49 32 30 27 83 307 524 3290    103  1372   1    193.10 sec
 59 : ... 250 248 215 308 175 119 67 56 31 19 26 25 20 111 541 3471     158  1375   2    205.43 sec
 60 : ... 217 189 279 181 121 68 55 50 29 25 29 23 68 337 589 3351       10  1375   0    208.88 sec
 61 : ... 217 189 279 181 121 68 55 50 29 25 28 21 18 11 62 281 3705      0  1375   0    210.29 sec
 62 : ... 390 275 218 174 126 68 40 38 39 34 30 24 75 297 504 3631      275  1375   1    225.57 sec
 63 : ... 243 375 232 215 181 156 91 49 31 30 21 18 13 11 8 8 54 4093     0  1375   0    227.91 sec
 64 : ... 232 215 181 157 93 52 37 36 28 26 18 15 10 9 57 371 3793       50  1375   0    229.32 sec
 65 : ... 215 179 155 92 47 33 31 21 23 17 20 15 15 15 69 332 3824       30  1375   0    232.88 sec
 66 : ... 179 155 92 47 34 35 27 25 20 20 14 12 12 13 106 455 3690       28  1375   0    234.76 sec
 67 : ... 180 158 95 54 45 44 35 29 25 18 14 18 14 15 63 313 518 3734   231  1375   1    242.00 sec
 68 : ... 158 95 54 45 44 35 29 25 18 14 18 14 15 64 122 246 319 3679     8  1375   0    243.13 sec
 69 : ... 95 54 45 44 35 29 25 18 14 20 16 18 11 15 16 50 345 3933       18  1375   0    244.12 sec
 70 : ... 55 47 47 36 31 31 25 23 26 17 15 16 18 13 17 179 688 3550     143  1377   1    248.67 sec
 71 : ... 27 32 22 21 24 18 17 22 16 15 11 16 15 14 76 286 560 3802     224  1378   1    256.41 sec
 72 : ... 27 32 22 21 24 18 17 22 13 11 9 14 12 11 12 13 75 336 3931      0  1378   0    257.32 sec
 73 : ... 27 27 27 20 22 25 20 15 14 17 12 12 18 17 80 345 623 3646     167  1379   2    266.49 sec
 74 : ... 21 22 20 17 14 19 17 11 10 13 10 12 12 13 14 18 10 121 4244     0  1379   0    269.08 sec
 75 : ... 20 17 14 19 17 11 10 13 10 12 12 13 14 22 13 124 607 3667      11  1379   0    269.87 sec
 76 : ... 17 14 19 17 11 10 13 10 12 12 13 14 20 12 57 362 536 3756     153  1379   1    273.26 sec
 77 : ... 19 28 24 16 16 19 15 14 14 16 16 22 17 61 82 244 500 3720     195  1379   1    280.24 sec
 78 : ... 21 30 28 20 18 22 16 16 16 18 19 27 21 65 41 34 71 228 4056    39  1379   0    281.49 sec
 79 : ... 20 17 12 11 13 11 11 11 11 14 19 13 10 7 6 7 105 502 3882       8  1379   0    282.92 sec
 80 : ... 13 11 14 12 12 12 11 16 24 22 20 14 16 14 71 376 851 3564     254  1381   2    290.40 sec
 81 : ... 15 13 12 11 13 11 11 14 18 13 10 12 19 24 25 26 32 200 4308    32  1381   0    292.25 sec
 82 : ... 19 15 13 12 11 13 11 11 14 18 13 9 7 7 8 6 8 6 70 321 4093      0  1381   0    293.39 sec
 83 : ... 20 26 23 26 20 22 16 11 12 11 12 11 18 12 75 328 551 3867      85  1381   0    296.37 sec
 84 : ... 14 11 15 13 15 13 17 12 8 8 7 8 6 10 8 12 13 103 440 3989      16  1381   0    297.90 sec
 85 : ... 14 11 15 13 15 13 17 12 8 8 7 8 6 9 6 7 8 66 285 454 3943       9  1381   0    299.75 sec
 86 : ... 15 13 15 13 17 12 8 8 7 10 8 13 10 13 14 23 11 71 268 4301     23  1381   0    302.01 sec
 87 : ... 11 15 13 15 13 17 12 8 8 7 9 7 10 7 8 7 9 10 13 87 274 4232    12  1381   0    303.09 sec
 88 : ... 11 15 13 15 13 17 12 8 8 7 9 7 10 7 8 7 9 8 10 7 7 97 4451      0  1381   0    303.84 sec
 89 : ... 17 12 8 11 11 17 20 23 21 18 17 14 11 12 10 14 108 413 4157    36  1381   0    305.85 sec
 90 : ... 13 15 13 17 12 8 8 7 9 7 10 7 8 7 8 8 11 8 7 9 66 323 4177      0  1381   0    307.12 sec
 91 : ... 17 12 8 8 7 9 7 10 7 8 7 8 10 13 11 11 12 67 327 609 3920      23  1381   0    309.66 sec
 92 : ... 13 15 15 15 12 14 12 13 15 17 14 14 18 19 72 273 660 3767      71  1381   0    311.79 sec
 93 : ... 12 14 11 8 8 7 8 8 9 7 9 7 8 9 12 8 7 10 8 8 7 46 201 4379      4  1381   0    316.07 sec
 94 : ... 12 10 13 11 12 9 9 11 15 13 15 21 16 17 17 16 66 303 4285      84  1381   0    318.72 sec
 95 : ... 15 12 7 9 9 9 9 11 9 8 7 9 9 13 8 7 10 8 9 7 8 7 9 141 4442     0  1381   0    320.75 sec
 96 : ... 14 11 12 11 14 14 18 15 9 12 12 13 14 17 21 25 148 750 3769    98  1381   0    322.80 sec
 97 : ... 14 12 15 17 14 12 12 16 9 8 11 7 9 8 8 9 13 69 410 785 3715   237  1381   1    328.53 sec
 98 : ... 17 14 12 12 16 10 10 12 8 12 9 13 13 14 12 65 212 475 4011    259  1381   1    335.66 sec
 99 : ... 25 29 30 25 26 30 24 20 19 18 16 17 15 67 222 448 756 3755    261  1381   0    350.92 sec
100 : ... 12 12 16 11 12 16 16 16 21 20 17 18 11 9 11 11 69 394 4459    127  1381   1    353.92 sec
101 : ... 8 12 12 16 11 12 16 16 16 21 20 17 18 8 8 8 7 9 9 126 4712      0  1381   0    354.69 sec
102 : ... 12 16 11 12 16 16 16 21 20 17 18 8 8 8 9 11 13 128 438 4315    11  1381   0    355.67 sec
103 : ... 14 20 22 22 27 28 25 28 17 19 23 17 14 14 84 297 693 4107     238  1381   1    363.81 sec
104 : ... 64 69 64 59 59 55 46 46 54 41 41 40 109 351 419 1036 3568     179  1381   1    376.75 sec
105 : ... 69 64 59 59 55 46 46 54 41 41 40 109 351 262 410 557 4049      15  1381   0    379.35 sec
106 : ... 64 59 59 55 46 46 54 41 41 40 109 351 186 130 123 118 4409      6  1381   0    380.72 sec
107 : ... 59 59 55 46 46 54 41 41 40 109 351 184 124 109 88 170 4252      0  1381   0    382.72 sec
108 : ... 59 55 46 46 54 41 41 40 109 352 185 127 113 98 187 710 3724    15  1381   0    384.35 sec
109 : ... 59 55 46 46 54 41 41 40 109 64 84 156 85 76 51 285 590 4190    32  1381   0    387.52 sec
110 : ... 65 57 56 64 48 48 50 114 50 53 101 77 64 43 90 331 661 3883   135  1381   0    391.27 sec
111 : ... 15 17 16 16 17 11 10 8 10 8 9 9 13 14 11 11 10 10 7 24 5174     0  1381   0    393.36 sec
112 : ... 16 16 17 11 10 8 10 8 9 9 13 14 11 11 10 12 9 25 291 4925      12  1381   0    394.64 sec
113 : ... 22 20 15 16 13 15 15 18 21 18 17 15 14 10 12 161 613 4510      88  1381   0    397.72 sec
114 : ... 14 20 10 11 7 9 7 8 8 14 15 10 10 10 11 6 8 34 158 414 4612     0  1381   0    398.95 sec
115 : ... 17 16 16 19 17 29 32 26 25 24 22 19 19 45 163 420 624 4339    106  1381   0    404.19 sec
116 : ... 6 8 7 9 7 8 8 13 13 10 29 18 17 20 13 8 11 126 294 689 4312    16  1381   0    406.66 sec
117 : ... 7 9 7 8 8 13 15 14 35 26 30 32 22 12 11 22 35 151 587 4552     73  1381   0    409.40 sec
118 : ... 10 8 9 8 14 12 11 29 17 15 22 14 9 14 21 31 26 93 331 4803    107  1381   0    411.13 sec
119 : ... 9 7 7 8 14 11 10 29 17 15 20 12 7 11 19 29 25 16 11 85 5090     0  1381   0    412.83 sec
120 : ... 7 8 15 12 12 29 18 16 21 12 7 11 21 31 27 19 14 86 488 4632    61  1381   0    414.36 sec
121 : ... 13 11 10 30 17 14 21 12 7 11 19 31 28 17 14 11 215 720 4294    15  1381   0    416.24 sec
122 : ... 23 48 34 37 38 28 23 25 33 39 43 39 39 33 181 558 1008 3941   272  1383   1    426.41 sec
123 : ... 9 8 8 32 19 19 26 12 8 8 18 22 29 22 24 19 36 27 22 23 5191     0  1383   0    428.44 sec
124 : ... 8 32 19 19 26 12 8 8 18 22 29 22 24 19 36 27 22 23 48 5143      0  1383   0    429.34 sec
125 : ... 19 19 26 12 8 8 18 22 29 22 24 19 36 27 22 23 48 176 4967       0  1383   0    430.03 sec
126 : ... 19 26 12 8 8 18 22 29 22 24 19 36 27 22 23 48 177 610 4400      4  1383   0    431.42 sec
127 : ... 13 12 12 20 23 29 22 24 20 39 30 24 26 51 132 454 985 3910    374  1385   1    438.09 sec
128 : ... 12 7 8 20 22 26 21 23 18 38 28 24 23 30 19 17 114 360 4674      0  1385   0    439.34 sec
129 : ... 7 8 20 22 26 21 23 18 38 28 24 23 30 21 19 118 365 568 4379    13  1385   0    440.92 sec
130 : ... 8 20 22 26 21 23 18 38 28 24 23 30 21 18 16 21 75 388 4701     14  1385   0    442.47 sec
131 : ... 22 26 21 23 18 38 28 24 23 30 21 17 14 17 24 116 445 4552       0  1385   0    443.70 sec
132 : ... 54 37 42 34 55 44 39 40 43 32 31 21 20 29 123 461 850 4045    687  1385   1    498.48 sec
133 : ... 55 54 37 42 34 55 44 39 40 43 32 31 13 20 13 11 6 6 57 5118     0  1385   0    500.65 sec
134 : ... 37 42 34 55 44 39 40 43 32 31 13 20 13 11 6 7 58 358 4786       5  1385   0    502.22 sec
135 : ... 68 57 75 63 54 63 60 51 44 25 33 22 24 20 19 15 75 310 4953   488  1385   1    555.62 sec
136 : ... 57 75 63 54 63 60 51 44 25 33 22 24 20 19 15 5 107 396 4772     0  1385   0    557.46 sec
137 : ... 79 72 82 82 73 68 56 70 55 50 38 31 27 19 120 413 906 4227    101  1385   0    562.30 sec
138 : ... 28 20 47 33 33 22 27 20 17 10 19 15 14 9 6 26 122 369 4879      0  1385   0    564.11 sec
139 : ... 49 34 34 22 27 20 18 12 21 17 17 13 11 32 126 376 875 4345    110  1385   0    568.31 sec
140 : ... 20 47 33 32 22 26 20 17 10 19 15 15 9 6 10 6 6 59 184 5338      4  1385   0    571.87 sec
141 : ... 47 33 32 22 26 20 17 10 19 15 15 9 6 10 6 6 9 13 175 5340       0  1385   0    573.12 sec
142 : ... 33 32 22 26 20 17 10 19 15 15 9 6 10 6 6 9 13 175 493 4899     10  1385   0    574.49 sec
143 : ... 22 26 20 17 10 19 15 15 9 7 10 7 6 11 14 170 357 592 4666      31  1385   0    576.50 sec
144 : ... 27 21 21 14 23 19 19 13 9 13 9 11 14 17 59 54 227 833 4461    234  1386   1    578.63 sec
145 : ... 28 18 30 25 21 13 12 15 11 14 16 20 63 47 137 381 503 4689    304  1386   1    594.46 sec
146 : ... 18 30 25 21 13 12 15 11 14 16 20 63 47 137 127 84 311 4917     16  1386   0    597.19 sec
147 : ... 30 25 21 13 12 15 11 14 16 20 63 47 33 22 20 145 639 4711       8  1386   0    598.89 sec
148 : ... 25 21 13 12 15 11 14 16 20 63 47 33 20 19 21 105 475 4850       4  1386   0    600.00 sec
149 : ... 34 28 28 33 33 38 45 44 85 69 58 38 39 44 125 474 965 4379    176  1386   0    609.92 sec
150 : ... 21 14 13 11 15 12 10 7 8 8 7 7 5 6 7 10 61 121 247 493 4926    10  1386   0    615.05 sec
151 : ... 426 404 420 456 361 321 324 328 393 369 309 225 547 5061      568  1386   0   1148.72 sec
152 : ... 14 15 14 18 16 12 8 6 7 8 7 6 7 7 7 6 7 10 8 138 462 5116      30  1386   0   1152.40 sec
153 : ... 14 15 14 18 13 10 9 6 7 8 6 5 5 5 6 6 6 8 6 5 29 130 5519       0  1386   0   1154.16 sec
154 : ... 15 14 18 13 10 9 6 7 8 6 5 5 5 6 6 6 8 6 5 29 130 415 5104      0  1386   0   1155.33 sec
155 : ... 14 18 13 10 9 6 7 8 6 5 5 5 6 6 6 8 6 5 30 132 420 866 4518     9  1386   0   1157.86 sec
156 : ... 14 18 13 10 9 6 7 8 6 5 5 5 6 6 6 8 6 5 5 5 5 131 429 5117      0  1386   0   1163.24 sec
157 : ... 13 10 9 6 7 8 6 5 5 5 7 7 6 8 7 5 5 8 9 137 437 1004 4476      23  1386   0   1165.53 sec
158 : ... 18 13 10 9 6 7 8 6 5 5 5 7 7 6 8 6 5 5 6 6 5 6 76 243 5444      6  1386   0   1168.07 sec
159 : ... 13 10 9 6 7 8 6 5 5 5 7 7 6 8 6 5 5 6 6 5 6 59 53 242 5353      2  1386   0   1169.33 sec
160 : ... 7 7 8 6 6 5 5 8 8 7 11 8 10 9 12 8 7 8 61 54 230 823 4644     168  1386   0   1174.11 sec
161 : ... 40 45 54 45 52 49 50 43 50 51 43 50 99 95 210 486 842 4859    360  1388   1   1202.42 sec
162 : ... 15 15 14 24 18 18 13 13 10 11 18 71 33 30 49 229 934 4912     198  1388   0   1207.18 sec
163 : ... 15 15 12 22 17 16 12 11 9 7 10 10 10 14 13 12 147 461 5302     17  1388   0   1212.89 sec
164 : ... 15 12 22 17 16 12 11 9 7 10 10 10 12 12 10 12 18 122 5731       0  1388   0   1215.36 sec
165 : ... 12 22 17 16 12 11 9 7 10 10 10 12 12 10 12 18 122 428 5380      5  1388   0   1216.65 sec
166 : ... 18 17 12 12 11 9 12 10 10 13 13 12 13 21 109 244 778 4790     231  1388   1   1218.97 sec
167 : ... 17 12 12 11 9 12 10 10 13 13 12 13 21 110 191 453 739 4779      8  1388   0   1221.08 sec
168 : ... 12 12 11 9 12 10 10 13 13 12 13 21 78 42 167 351 841 4782      22  1388   0   1223.42 sec
169 : ... 23 23 19 21 19 17 22 19 18 19 24 79 38 37 53 413 944 4804     967  1390   2   1311.80 sec
170 : ... 23 19 21 19 17 22 19 18 19 24 79 38 36 47 113 110 279 5689     27  1390   0   1315.45 sec
171 : ... 19 21 19 17 22 19 18 19 24 79 38 36 47 92 100 132 250 5552      0  1390   0   1316.98 sec
172 : ... 21 19 17 22 19 18 19 24 79 38 36 47 99 122 214 395 918 5037    75  1390   0   1320.42 sec
173 : ... 22 27 26 24 23 28 84 45 46 51 93 104 136 172 531 1232 4521    259  1390   1   1324.62 sec
174 : ... 9 7 6 9 11 7 10 7 73 30 21 24 19 19 17 26 201 392 555 5184     13  1390   0   1327.80 sec
175 : ... 9 7 6 9 11 7 10 7 73 30 21 24 16 16 15 25 65 42 52 326 5642     8  1390   0   1330.19 sec
176 : ... 6 9 11 7 10 7 73 30 21 24 16 16 15 25 65 42 22 92 285 5554      0  1390   0   1331.44 sec
177 : ... 11 7 10 7 73 30 21 24 16 16 15 25 65 42 22 93 332 641 5212     18  1390   0   1333.37 sec
178 : ... 10 7 75 35 33 38 33 37 37 58 102 78 44 92 253 442 846 5080     55  1390   0   1340.71 sec
179 : ... 10 7 73 30 23 19 14 15 13 16 70 36 9 20 81 94 252 667 5130     14  1390   0   1342.77 sec
180 : ... 73 30 23 19 14 15 13 16 70 36 9 19 88 121 151 163 287 5833     82  1390   0   1346.27 sec
181 : ... 73 30 23 19 14 15 13 16 70 36 9 17 68 71 93 93 140 419 5616    18  1390   0   1347.64 sec
182 : ... 28 21 16 16 14 17 72 38 11 19 69 70 86 76 105 287 818 5157    386  1390   1   1359.51 sec
183 : ... 31 33 36 36 92 60 30 37 87 86 102 93 120 303 488 971 4818     206  1390   0   1374.98 sec
184 : ... 9 12 10 14 68 33 8 12 69 70 93 91 110 133 163 327 835 5483     66  1390   0   1383.62 sec
185 : ... 14 11 17 71 38 14 17 74 71 88 83 78 75 86 86 145 421 5871     202  1390   0   1391.22 sec
186 : ... 67 33 7 12 71 76 111 119 121 135 160 199 218 231 318 6265     112  1390   0   1401.48 sec
187 : ... 67 33 7 12 68 57 91 92 84 96 109 129 124 140 124 265 6187       0  1390   0   1404.17 sec
188 : ... 33 8 13 68 57 93 92 85 98 113 132 128 144 135 277 727 5590     26  1390   0   1407.24 sec
189 : ... 75 63 107 119 124 152 175 200 218 244 216 210 192 390 6090    128  1390   0   1416.20 sec
190 : ... 55 86 98 110 123 129 158 151 162 140 156 136 242 391 5843       0  1390   0   1418.00 sec
191 : ... 88 99 110 123 129 158 151 164 146 160 141 248 395 601 5557    347  1390   1   1427.54 sec
192 : ... 155 189 215 274 312 344 368 424 449 592 531 521 692 6219      137  1390   0   1453.71 sec
193 : ... 71 80 98 127 142 158 166 202 212 237 270 262 319 597 6392       5  1390   0   1456.72 sec
194 : ... 80 98 127 142 158 166 202 212 237 270 258 261 247 214 6397      0  1390   0   1459.27 sec
195 : ... 98 127 142 158 166 202 212 237 270 258 261 247 214 267 6125     0  1390   0   1460.69 sec
196 : ... 155 169 180 225 233 261 316 347 364 355 341 417 958 5560       99  1390   0   1469.59 sec
197 : ... 178 202 202 242 265 289 314 341 378 423 390 435 739 5841      111  1390   0   1481.83 sec
198 : ... 178 190 210 233 234 238 262 307 314 337 411 608 1103 5344     378  1390   2   1504.41 sec
199 : ... 190 210 233 234 238 262 307 314 337 411 608 522 1000 4873       6  1390   0   1508.37 sec
200 : ... 286 305 307 317 348 403 428 484 581 780 670 1042 1448 4606    186  1390   0   1530.50 sec
201 : ... 172 192 205 239 245 278 303 319 303 288 303 434 870 6075       79  1390   0   1546.78 sec
202 : ... 147 171 199 202 220 246 240 235 215 213 228 226 205 6663        0  1390   0   1548.95 sec
203 : ... 171 199 202 220 246 240 235 215 213 228 226 205 201 6460        0  1390   0   1551.63 sec
204 : ... 199 202 220 246 240 235 215 213 228 226 206 202 597 5895        5  1390   0   1553.03 sec
205 : ... 209 228 268 267 283 283 295 326 326 325 294 436 894 5846       95  1390   0   1566.80 sec
206 : ... 198 207 217 188 192 193 208 218 241 202 320 619 1028 5480     462  1390   2   1602.66 sec
207 : ... 207 217 188 192 193 208 218 241 202 320 265 303 490 5773        0  1390   0   1604.24 sec
208 : ... 289 273 305 332 346 376 434 420 572 542 590 786 1095 5765     149  1390   0   1617.66 sec
209 : ... 141 153 155 175 213 268 256 277 263 298 250 350 927 6125      226  1390   0   1622.16 sec
210 : ... 7 8 3 4 3 6 3 4 3 3 4 3 4 3 4 4 7 4 3 4 4 5 5 142 540 6086     11  1390   0   1626.35 sec
211 : ... 9 9 5 4 3 6 4 4 4 3 4 3 5 3 6 5 9 4 3 6 7 5 6 6 60 370 6326   271  1390   1   1630.76 sec
212 : ... 9 9 5 4 3 6 4 4 4 3 4 3 5 3 6 5 9 4 3 6 7 5 6 6 3 3 18 6713     0  1390   0   1632.39 sec
213 : ... 5 4 3 6 4 4 4 3 4 3 5 3 6 5 9 4 3 6 7 5 6 6 3 3 18 27 6686      0  1390   0   1633.69 sec
214 : ... 3 6 4 4 4 3 4 3 5 3 6 5 9 4 3 6 7 5 6 6 3 3 18 27 349 6336      0  1390   0   1635.38 sec
215 : ... 5 4 5 5 6 6 4 6 5 9 5 4 8 8 7 10 8 5 5 21 30 353 1029 5350    327  1390   1   1643.56 sec
216 : ... 7 10 10 13 13 12 18 17 14 14 9 7 7 23 36 358 638 1172 4876    350  1390   2   1656.34 sec
217 : ... 10 13 13 12 18 17 14 14 9 7 7 23 36 358 659 638 1284 4295      21  1390   0   1658.38 sec
218 : ... 13 13 12 18 17 14 14 9 7 7 23 36 358 333 205 288 327 5373       8  1390   0   1661.26 sec
219 : ... 13 12 18 17 14 14 9 7 7 23 36 358 320 163 151 118 331 5424      0  1390   0   1662.36 sec
220 : ... 18 18 16 16 10 9 8 24 37 358 322 167 164 134 347 786 4923     291  1392   1   1666.83 sec
221 : ... 24 20 20 21 20 19 20 18 17 22 14 17 14 7 5 9 142 508 6208     348  1392   1   1674.39 sec
222 : ... 24 20 20 21 20 19 20 18 17 22 14 17 14 7 5 8 3 20 27 6772       0  1392   0   1676.55 sec
223 : ... 20 20 21 20 19 20 18 17 22 14 17 14 7 5 8 3 20 27 219 6553      0  1392   0   1678.80 sec
224 : ... 20 21 20 19 20 18 17 22 14 17 14 7 5 8 3 20 28 220 725 5859     5  1392   0   1680.67 sec
225 : ... 22 23 23 25 31 22 24 22 17 15 14 6 24 34 167 373 767 5754     409  1394   1   1692.74 sec
226 : ... 7 7 3 4 5 5 6 4 3 4 3 4 5 3 4 4 4 3 5 4 4 4 3 4 18 166 6669     0  1394   0   1696.62 sec
227 : ... 3 4 5 5 6 4 3 4 3 4 5 3 4 4 4 3 5 4 4 4 3 6 20 169 517 6179     9  1394   0   1699.02 sec
228 : ... 4 5 5 6 4 3 4 3 4 5 3 4 4 4 3 5 4 4 4 3 5 19 27 32 204 6577     0  1394   0   1700.27 sec
229 : ... 5 6 4 3 4 3 4 5 3 4 4 4 3 5 4 4 4 3 5 19 27 33 205 809 5793     5  1394   0   1701.71 sec
230 : ... 4 3 4 3 4 5 3 4 4 4 3 5 4 4 4 3 5 19 27 33 150 454 687 5826     9  1394   0   1705.37 sec
231 : ... 4 3 4 5 3 4 4 4 3 5 4 4 4 3 5 19 27 33 23 114 251 597 5938      7  1394   0   1708.02 sec
232 : ... 3 4 5 3 4 4 4 3 5 4 4 4 3 5 19 27 32 23 20 14 141 542 6102     18  1394   0   1709.51 sec
