File: ./hwmcc15/oski15a01b19s.aig
15988 51.00       
15989 49.00       
15990 50.00       
15991 50.00       
15992 50.00       
15993 50.00       
15994 48.00       
15995 49.00       
15996 50.00       
15997 50.00       
15998 51.00       
15999 49.00       
16000 50.00       
16001 50.00       
16002 49.00       
16003 49.00       
16004 50.00       
16005 50.00       
16006 50.00       
16007 49.00       
16008 50.00       
16009 49.00       
16010 49.00       
16011 51.00       
16012 49.00       
16013 50.00       
16014 50.00       
16015 49.00       
16016 48.00       
16017 50.00       
16018 49.00       
16019 50.00       
16020 49.00       
16021 50.00       
16022 49.00       
16023 51.00       
16024 49.00       
16025 51.00       
16026 50.00       
16027 51.00       
16028 49.00       
16029 49.00       
16030 50.00       
16031 51.00       
16032 49.00       
16033 51.00       
16034 50.00       
16035 48.00       
16036 49.00       
16037 48.00       
16038 49.00       
16039 49.00       
16040 50.00       
16041 51.00       
16042 49.00       
16043 49.00       
16044 50.00       
16045 51.00       
16046 50.00       
16047 51.00       
16048 50.00       
16049 50.00       
16050 49.00       
16051 49.00       
16052 50.00       
16053 49.00       
16054 50.00       
16055 49.00       
16056 49.00       
16057 49.00       
16058 50.00       
16059 50.00       
16060 50.00       
16061 49.00       
16062 49.00       
16063 50.00       
16064 50.00       
16065 50.00       
16066 50.00       
16067 49.00       
16068 50.00       
16069 50.00       
16070 48.00       
16071 49.00       
16072 50.00       
16073 50.00       
16074 51.00       
16075 50.00       
16076 49.00       
16077 49.00       
16078 49.00       
16079 49.00       
16080 50.00       
16081 48.00       
16082 49.00       
16083 51.00       
16084 47.00       
16085 49.00       
16086 50.00       
16087 49.00       
16088 50.00       
16089 49.00       
16090 50.00       
16091 49.00       
16092 50.00       
16093 49.00       
16094 49.00       
16095 51.00       
16096 50.00       
16097 50.00       
16098 50.00       
16099 51.00       
16100 48.00       
16101 51.00       
16102 49.00       
16103 49.00       
16104 48.00       
16105 50.00       
16106 48.00       
16107 49.00       
16108 49.00       
16109 50.00       
16110 49.00       
16111 49.00       
16112 50.00       
16113 50.00       
16114 48.00       
16115 49.00       
16116 49.00       
16117 50.00       
16118 50.00       
16119 49.00       
16120 51.00       
16121 49.00       
16122 51.00       
16123 49.00       
16124 49.00       
16125 50.00       
16126 50.00       
16127 49.00       
16128 51.00       
16129 50.00       
16130 50.00       
16131 49.00       
16132 49.00       
16133 51.00       
16134 50.00       
16135 50.00       
16136 49.00       
16137 47.00       
16138 50.00       
16139 50.00       
16140 50.00       
16141 49.00       
16142 50.00       
16143 48.00       
16144 50.00       
16145 49.00       
16146 50.00       
16147 49.00       
16148 49.00       
16149 49.00       
16150 49.00       
16151 49.00       
16152 50.00       
16153 50.00       
16154 51.00       
16155 49.00       
16156 50.00       
16157 49.00       
16158 50.00       
16159 49.00       
16160 50.00       
16161 49.00       
16162 49.00       
16163 49.00       
16164 51.00       
16165 49.00       
16166 49.00       
16167 48.00       
16168 51.00       
16169 50.00       
16170 49.00       
16171 49.00       
16172 49.00       
16173 49.00       
16174 50.00       
16175 50.00       
16176 50.00       
16177 48.00       
16178 50.00       
16179 49.00       
16180 50.00       
16181 51.00       
16182 51.00       
16183 49.00       
16184 50.00       
16185 49.00       
16186 50.00       
16187 50.00       
16188 50.00       
16189 49.00       
16190 49.00       
16191 50.00       
16192 48.00       
16193 51.00       
16194 51.00       
16195 48.00       
16196 50.00       
16197 49.00       
16198 51.00       
16199 51.00       
16200 49.00       
16201 50.00       
16202 49.00       
16203 50.00       
16204 50.00       
16205 49.00       
16206 51.00       
16207 50.00       
16208 49.00       
16209 50.00       
16210 51.00       
16211 50.00       
16212 51.00       
16213 49.00       
16214 50.00       
16215 51.00       
16216 50.00       
16217 48.00       
16218 49.00       
16219 50.00       
16220 49.00       
16221 50.00       
16222 50.00       
16223 49.00       
16224 50.00       
16225 49.00       
16226 50.00       
16227 50.00       
16228 49.00       
16229 49.00       
16230 49.00       
16231 50.00       
16232 49.00       
16233 49.00       
16234 49.00       
16235 49.00       
16236 49.00       
16237 50.00       
16238 50.00       
16239 50.00       
16240 50.00       
16241 51.00       
16242 49.00       
16243 49.00       
16244 51.00       
16245 51.00       
16246 48.00       
16247 48.00       
16248 50.00       
16249 50.00       
16250 50.00       
16251 50.00       
16252 49.00       
16253 49.00       
16254 48.00       
16255 49.00       
16256 47.00       
16257 48.00       
16258 51.00       
16259 49.00       
16260 50.00       
16261 51.00       
16262 50.00       
16263 49.00       
16264 49.00       
16265 51.00       
16266 48.00       
16267 48.00       
16268 49.00       
16269 50.00       
16270 51.00       
16271 50.00       
16272 49.00       
16273 51.00       
16274 51.00       
16275 51.00       
16276 49.00       
16277 51.00       
16278 50.00       
16279 50.00       
16280 50.00       
16281 49.00       
16282 49.00       
16283 49.00       
16284 49.00       
16285 49.00       
16286 50.00       
16287 48.00       
16288 49.00       
16289 51.00       
16290 48.00       
16291 50.00       
16292 50.00       
16293 49.00       
16294 49.00       
16295 50.00       
16296 50.00       
16297 50.00       
16298 50.00       
16299 50.00       
16300 50.00       
16301 50.00       
16302 50.00       
16303 49.00       
16304 48.00       
16305 49.00       
16306 50.00       
16307 49.00       
16308 51.00       
16309 49.00       
16310 50.00       
16311 50.00       
16312 48.00       
16313 49.00       
16314 49.00       
16315 50.00       
16316 51.00       
16317 48.00       
16318 50.00       
16319 49.00       
16320 50.00       
16321 51.00       
16322 49.00       
16323 49.00       
16324 50.00       
16325 49.00       
16326 50.00       
16327 50.00       
16328 49.00       
16329 48.00       
16330 48.00       
16331 49.00       
16332 50.00       
16333 49.00       
16334 52.00       
16335 49.00       
16336 49.00       
16337 50.00       
16338 50.00       
16339 50.00       
16340 50.00       
16341 49.00       
16342 50.00       
16343 48.00       
16344 49.00       
16345 48.00       
16346 49.00       
16347 51.00       
16348 50.00       
16349 50.00       
16350 50.00       
16351 49.00       
16352 49.00       
16353 49.00       
16354 48.00       
16355 50.00       
16356 49.00       
16357 51.00       
16358 49.00       
16359 50.00       
16360 49.00       
16361 49.00       
16362 49.00       
16363 49.00       
16364 49.00       
16365 50.00       
16366 48.00       
16367 50.00       
16368 51.00       
16369 49.00       
16370 50.00       
16371 51.00       
16372 49.00       
16373 50.00       
16374 50.00       
16375 49.00       
16376 49.00       
16377 49.00       
16378 50.00       
16379 49.00       
16380 50.00       
16381 49.00       
16382 49.00       
16383 51.00       
16384 51.00       
16385 49.00       
16386 50.00       
16387 50.00       
16388 48.00       
16389 50.00       
16390 49.00       
16391 50.00       
16392 50.00       
16393 49.00       
16394 50.00       
16395 50.00       
16396 48.00       
16397 49.00       
16398 49.00       
16399 48.00       
16400 49.00       
16401 49.00       
16402 51.00       
16403 51.00       
16404 50.00       
16405 51.00       
16406 49.00       
16407 50.00       
16408 49.00       
16409 50.00       
16410 51.00       
16411 48.00       
16412 50.00       
16413 50.00       
16414 50.00       
16415 50.00       
16416 49.00       
16417 49.00       
16418 51.00       
16419 49.00       
16420 49.00       
16421 49.00       
16422 48.00       
16423 51.00       
16424 51.00       
16425 50.00       
16426 50.00       
16427 49.00       
16428 49.00       
16429 51.00       
16430 50.00       
16431 49.00       
16432 50.00       
16433 47.00       
16434 51.00       
16435 49.00       
16436 49.00       
16437 49.00       
16438 49.00       
16439 49.00       
16440 49.00       
16441 51.00       
16442 50.00       
16443 51.00       
16444 50.00       
16445 51.00       
16446 50.00       
16447 49.00       
16448 48.00       
16449 50.00       
16450 48.00       
16451 49.00       
16452 50.00       
16453 47.00       
16454 51.00       
16455 49.00       
16456 51.00       
16457 49.00       
16458 49.00       
16459 48.00       
16460 49.00       
16461 48.00       
16462 49.00       
16463 51.00       
16464 50.00       
16465 50.00       
16466 49.00       
16467 50.00       
16468 48.00       
16469 49.00       
16470 48.00       
16471 50.00       
16472 49.00       
16473 50.00       
16474 48.00       
16475 50.00       
16476 50.00       
16477 50.00       
16478 49.00       
16479 50.00       
16480 50.00       
16481 49.00       
16482 50.00       
16483 50.00       
16484 49.00       
16485 49.00       
16486 48.00       
16487 50.00       
16488 49.00       
16489 49.00       
16490 49.00       
16491 49.00       
16492 49.00       
16493 51.00       
16494 49.00       
16495 50.00       
16496 49.00       
16497 51.00       
16498 49.00       
16499 49.00       
16500 50.00       
16501 49.00       
16502 50.00       
16503 49.00       
16504 49.00       
16505 50.00       
16506 48.00       
16507 50.00       
16508 49.00       
16509 49.00       
16510 52.00       
16511 50.00       
16512 50.00       
16513 50.00       
16514 50.00       
16515 51.00       
16516 49.00       
16517 49.00       
16518 48.00       
16519 41.00       
16520 20.00       
16521 20.00       
16522 21.00       
16523 23.00       
16524 22.00       
16525 22.00       
16526 36.00       
16527 20.00       
16528 57.00       
16529 0.00        
16530 24.00       
16531 54.00       
16532 62.00       
16533 49.00       
16534 40.00       
16535 51.00       
16536 45.00       
16537 41.00       
16538 38.00       
16539 20.00       
16540 48.00       
16541 61.00       
16542 54.00       
16543 55.00       
16544 66.00       
16545 48.00       
16546 52.00       
16547 49.00       
16548 20.00       
16549 42.00       
16550 46.00       
16551 44.00       
16552 55.00       
16553 54.00       
16554 47.00       
16555 36.00       
16556 33.00       
16557 21.00       
16558 52.00       
16559 46.00       
16560 65.00       
16561 50.00       
16562 46.00       
16563 41.00       
16564 58.00       
16565 53.00       
16566 20.00       
16567 34.00       
16568 58.00       
16569 32.00       
16570 30.00       
16571 47.00       
16572 47.00       
16573 46.00       
16574 51.00       
16575 19.00       
16576 41.00       
16577 60.00       
16578 45.00       
16579 46.00       
16580 42.00       
16581 46.00       
16582 37.00       
16583 62.00       
16584 20.00       
16585 49.00       
16586 44.00       
16587 47.00       
16588 42.00       
16589 45.00       
16590 46.00       
16591 54.00       
16592 23.00       
16593 20.00       
16594 52.00       
16595 47.00       
16596 44.00       
16597 62.00       
16598 33.00       
16599 51.00       
16600 52.00       
16601 40.00       
16602 19.00       
16603 40.00       
16604 50.00       
16605 43.00       
16606 44.00       
16607 40.00       
16608 54.00       
16609 41.00       
16610 49.00       
16611 20.00       
16612 48.00       
16613 58.00       
16614 61.00       
16615 49.00       
16616 50.00       
16617 54.00       
16618 42.00       
16619 55.00       
16620 21.00       
16621 45.00       
16622 71.00       
16623 46.00       
16624 57.00       
16625 38.00       
16626 37.00       
16627 39.00       
16628 47.00       
16629 20.00       
16630 40.00       
16631 50.00       
16632 34.00       
16633 47.00       
16634 60.00       
16635 41.00       
16636 41.00       
16637 44.00       
16638 20.00       
16639 41.00       
16640 50.00       
16641 43.00       
16642 48.00       
16643 47.00       
16644 58.00       
16645 50.00       
16646 51.00       
16647 51.00       
16648 45.00       
16649 53.00       
16650 46.00       
16651 54.00       
16652 37.00       
16653 45.00       
16654 36.00       
16655 20.00       
16656 0.00        
16657 20.00       
16658 71.00       
16659 61.00       
16660 0.00        
16661 0.00        
16662 74.00       
16663 2.00        
16664 2.00        
16665 2.00        
16666 2.00        
16667 2.00        
16668 2.00        
16669 2.00        
16670 2.00        
16671 2.00        
16672 2.00        
16673 2.00        
16674 2.00        
16675 2.00        
16676 1.00        
16677 2.00        
16678 2.00        
16679 2.00        
16680 2.00        
16681 49.00       
16682 48.00       
16683 0.00        
16684 50.00       
16685 51.00       
16686 50.00       
16687 49.00       
16688 99.00       
16689 0.00        
16690 22.00       
16691 26.00       
16692 26.00       
16693 21.00       
16694 33.00       
16695 33.00       
16696 33.00       
16697 33.00       
16698 50.00       
16699 50.00       
16700 49.00       
16701 50.00       
16702 51.00       
16703 22.00       
16704 26.00       
16705 26.00       
16706 21.00       
16707 33.00       
16708 33.00       
16709 33.00       
16710 33.00       
16711 50.00       
16712 49.00       
16713 50.00       
16714 49.00       
16715 51.00       
16716 50.00       
16717 50.00       
16718 51.00       
16719 50.00       
16720 50.00       
16721 50.00       
16722 50.00       
16723 48.00       
16724 50.00       
16725 50.00       
16726 49.00       
16727 51.00       
16728 50.00       
16729 48.00       
16730 49.00       
16731 48.00       
16732 50.00       
16733 48.00       
16734 51.00       
16735 51.00       
16736 51.00       
16737 48.00       
16738 50.00       
16739 49.00       
16740 50.00       
16741 52.00       
16742 49.00       
16743 49.00       
16744 50.00       
16745 51.00       
16746 50.00       
16747 99.00       
16748 0.00        
16749 0.00        
16750 0.00        
16751 0.00        
16752 0.00        
16753 0.00        
16754 0.00        
16755 0.00        
16756 0.00        
16757 0.00        
16758 0.00        
16759 0.00        
16760 0.00        
16761 0.00        
16762 0.00        
16763 48.00       
16764 49.00       
16765 51.00       
16766 49.00       
16767 51.00       
16768 50.00       
16769 49.00       
16770 50.00       
16771 22.00       
16772 26.00       
16773 26.00       
16774 21.00       
16775 33.00       
16776 33.00       
16777 33.00       
16778 33.00       
16779 51.00       
16780 50.00       
16781 49.00       
16782 49.00       
16783 49.00       
16784 49.00       
16785 49.00       
16786 50.00       
16787 51.00       
16788 50.00       
16789 50.00       
16790 49.00       
16791 50.00       
16792 50.00       
16793 50.00       
16794 49.00       
16795 50.00       
16796 0.00        
16797 0.00        
16798 0.00        
16799 0.00        
16800 0.00        
16801 0.00        
16802 99.00       
16803 68.00       
16804 67.00       
16805 69.00       
16806 67.00       
16807 68.00       
16808 69.00       
16809 67.00       
16810 68.00       
16811 67.00       
16812 67.00       
16813 69.00       
16814 68.00       
16815 67.00       
16816 68.00       
16817 66.00       
16818 68.00       
16819 66.00       
16820 67.00       
16821 7.00        
16822 66.00       
16823 33.00       
16824 32.00       
16825 32.00       
16826 37.00       
16827 37.00       
16828 35.00       
16829 60.00       
16830 33.00       
16831 53.00       
16832 7.00        
16833 56.00       
16834 51.00       
16835 60.00       
