File: ./hwmcc24/2024/sosylab/combinations/pc_sfifo_3.cil+token_ring.08.cil-2.aig
15053 50.00       
15054 48.00       
15055 50.00       
15056 49.00       
15057 50.00       
15058 49.00       
15059 48.00       
15060 50.00       
15061 50.00       
15062 49.00       
15063 51.00       
15064 50.00       
15065 50.00       
15066 50.00       
15067 50.00       
15068 48.00       
15069 49.00       
15070 48.00       
15071 50.00       
15072 50.00       
15073 49.00       
15074 50.00       
15075 48.00       
15076 51.00       
15077 49.00       
15078 50.00       
15079 50.00       
15080 49.00       
15081 49.00       
15082 50.00       
15083 50.00       
15084 50.00       
15085 50.00       
15086 48.00       
15087 50.00       
15088 50.00       
15089 49.00       
15090 50.00       
15091 50.00       
15092 49.00       
15093 50.00       
15094 50.00       
15095 48.00       
15096 49.00       
15097 50.00       
15098 51.00       
15099 50.00       
15100 52.00       
15101 49.00       
15102 49.00       
15103 50.00       
15104 50.00       
15105 50.00       
15106 50.00       
15107 48.00       
15108 49.00       
15109 49.00       
15110 50.00       
15111 50.00       
15112 49.00       
15113 48.00       
15114 48.00       
15115 49.00       
15116 51.00       
15117 51.00       
15118 49.00       
15119 49.00       
15120 51.00       
15121 50.00       
15122 50.00       
15123 49.00       
15124 49.00       
15125 51.00       
15126 49.00       
15127 49.00       
15128 49.00       
15129 50.00       
15130 49.00       
15131 50.00       
15132 49.00       
15133 50.00       
15134 50.00       
15135 50.00       
15136 49.00       
15137 48.00       
15138 49.00       
15139 49.00       
15140 50.00       
15141 50.00       
15142 51.00       
15143 50.00       
15144 50.00       
15145 50.00       
15146 49.00       
15147 48.00       
15148 49.00       
15149 50.00       
15150 49.00       
15151 50.00       
15152 49.00       
15153 49.00       
15154 49.00       
15155 49.00       
15156 49.00       
15157 50.00       
15158 50.00       
15159 48.00       
15160 49.00       
15161 50.00       
15162 49.00       
15163 48.00       
15164 49.00       
15165 50.00       
15166 49.00       
15167 49.00       
15168 51.00       
15169 51.00       
15170 48.00       
15171 50.00       
15172 50.00       
15173 48.00       
15174 50.00       
15175 50.00       
15176 51.00       
15177 49.00       
15178 48.00       
15179 51.00       
15180 51.00       
15181 48.00       
15182 51.00       
15183 47.00       
15184 49.00       
15185 49.00       
15186 50.00       
15187 50.00       
15188 50.00       
15189 50.00       
15190 48.00       
15191 51.00       
15192 49.00       
15193 48.00       
15194 50.00       
15195 50.00       
15196 49.00       
15197 50.00       
15198 50.00       
15199 49.00       
15200 50.00       
15201 50.00       
15202 49.00       
15203 49.00       
15204 50.00       
15205 50.00       
15206 50.00       
15207 48.00       
15208 49.00       
15209 49.00       
15210 48.00       
15211 50.00       
15212 51.00       
15213 50.00       
15214 49.00       
15215 49.00       
15216 50.00       
15217 49.00       
15218 49.00       
15219 51.00       
15220 50.00       
15221 49.00       
15222 49.00       
15223 50.00       
15224 50.00       
15225 49.00       
15226 50.00       
15227 50.00       
15228 49.00       
15229 51.00       
15230 50.00       
15231 50.00       
15232 48.00       
15233 50.00       
15234 50.00       
15235 50.00       
15236 49.00       
15237 49.00       
15238 50.00       
15239 49.00       
15240 49.00       
15241 49.00       
15242 48.00       
15243 49.00       
15244 51.00       
15245 49.00       
15246 50.00       
15247 50.00       
15248 51.00       
15249 51.00       
15250 49.00       
15251 49.00       
15252 49.00       
15253 49.00       
15254 50.00       
15255 50.00       
15256 49.00       
15257 48.00       
15258 51.00       
15259 49.00       
15260 50.00       
15261 50.00       
15262 50.00       
15263 49.00       
15264 50.00       
15265 50.00       
15266 50.00       
15267 50.00       
15268 49.00       
15269 50.00       
15270 50.00       
15271 49.00       
15272 51.00       
15273 51.00       
15274 50.00       
15275 50.00       
15276 49.00       
15277 49.00       
15278 51.00       
15279 48.00       
15280 50.00       
15281 49.00       
15282 50.00       
15283 51.00       
15284 50.00       
15285 49.00       
15286 50.00       
15287 48.00       
15288 48.00       
15289 51.00       
15290 51.00       
15291 50.00       
15292 50.00       
15293 48.00       
15294 49.00       
15295 48.00       
15296 49.00       
15297 50.00       
15298 49.00       
15299 50.00       
15300 50.00       
15301 50.00       
15302 48.00       
15303 49.00       
15304 49.00       
15305 51.00       
15306 49.00       
15307 49.00       
15308 49.00       
15309 50.00       
15310 48.00       
15311 48.00       
15312 48.00       
15313 49.00       
15314 49.00       
15315 48.00       
15316 49.00       
15317 50.00       
15318 50.00       
15319 50.00       
15320 50.00       
15321 50.00       
15322 50.00       
15323 49.00       
15324 49.00       
15325 51.00       
15326 48.00       
15327 50.00       
15328 49.00       
15329 49.00       
15330 50.00       
15331 49.00       
15332 48.00       
15333 49.00       
15334 49.00       
15335 50.00       
15336 50.00       
15337 50.00       
15338 50.00       
15339 50.00       
15340 50.00       
15341 49.00       
15342 50.00       
15343 50.00       
15344 49.00       
15345 49.00       
15346 49.00       
15347 50.00       
15348 50.00       
15349 49.00       
15350 50.00       
15351 48.00       
15352 50.00       
15353 48.00       
15354 49.00       
15355 48.00       
15356 50.00       
15357 50.00       
15358 49.00       
15359 50.00       
15360 50.00       
15361 48.00       
15362 49.00       
15363 51.00       
15364 49.00       
15365 50.00       
15366 50.00       
15367 50.00       
15368 50.00       
15369 50.00       
15370 50.00       
15371 50.00       
15372 49.00       
15373 50.00       
15374 49.00       
15375 51.00       
15376 49.00       
15377 50.00       
15378 49.00       
15379 49.00       
15380 50.00       
15381 49.00       
15382 51.00       
15383 50.00       
15384 50.00       
15385 48.00       
15386 48.00       
15387 51.00       
15388 50.00       
15389 51.00       
15390 50.00       
15391 49.00       
15392 50.00       
15393 50.00       
15394 50.00       
15395 50.00       
15396 50.00       
15397 50.00       
15398 49.00       
15399 50.00       
15400 49.00       
15401 50.00       
15402 51.00       
15403 49.00       
15404 49.00       
15405 50.00       
15406 49.00       
15407 48.00       
15408 49.00       
15409 50.00       
15410 49.00       
15411 50.00       
15412 49.00       
15413 49.00       
15414 50.00       
15415 50.00       
15416 48.00       
15417 50.00       
15418 50.00       
15419 49.00       
15420 47.00       
15421 49.00       
15422 50.00       
15423 49.00       
15424 48.00       
15425 49.00       
15426 50.00       
15427 49.00       
15428 49.00       
15429 48.00       
15430 49.00       
15431 49.00       
15432 49.00       
15433 49.00       
15434 49.00       
15435 50.00       
15436 49.00       
15437 49.00       
15438 48.00       
15439 49.00       
15440 51.00       
15441 51.00       
15442 48.00       
15443 48.00       
15444 50.00       
15445 50.00       
15446 50.00       
15447 51.00       
15448 49.00       
15449 50.00       
15450 49.00       
15451 50.00       
15452 49.00       
15453 49.00       
15454 50.00       
15455 49.00       
15456 49.00       
15457 51.00       
15458 49.00       
15459 49.00       
15460 50.00       
15461 48.00       
15462 50.00       
15463 51.00       
15464 50.00       
15465 50.00       
15466 49.00       
15467 48.00       
15468 49.00       
15469 48.00       
15470 47.00       
15471 50.00       
15472 49.00       
15473 50.00       
15474 51.00       
15475 49.00       
15476 50.00       
15477 49.00       
15478 50.00       
15479 49.00       
15480 50.00       
15481 49.00       
15482 49.00       
15483 49.00       
15484 50.00       
15485 48.00       
15486 51.00       
15487 49.00       
15488 49.00       
15489 50.00       
15490 49.00       
15491 49.00       
15492 50.00       
15493 50.00       
15494 50.00       
15495 49.00       
15496 49.00       
15497 50.00       
15498 49.00       
15499 51.00       
15500 48.00       
15501 50.00       
15502 49.00       
15503 49.00       
15504 49.00       
15505 50.00       
15506 49.00       
15507 50.00       
15508 48.00       
15509 49.00       
15510 48.00       
15511 49.00       
15512 51.00       
15513 51.00       
15514 50.00       
15515 50.00       
15516 49.00       
15517 51.00       
15518 48.00       
15519 50.00       
15520 48.00       
15521 49.00       
15522 49.00       
15523 50.00       
15524 49.00       
15525 50.00       
15526 50.00       
15527 48.00       
15528 49.00       
15529 50.00       
15530 49.00       
15531 49.00       
15532 49.00       
15533 51.00       
15534 50.00       
15535 50.00       
15536 49.00       
15537 50.00       
15538 49.00       
15539 50.00       
15540 50.00       
15541 49.00       
15542 49.00       
15543 50.00       
15544 50.00       
15545 48.00       
15546 49.00       
15547 50.00       
15548 50.00       
15549 50.00       
15550 50.00       
15551 48.00       
15552 49.00       
15553 50.00       
15554 50.00       
15555 50.00       
15556 50.00       
15557 50.00       
15558 51.00       
15559 49.00       
15560 50.00       
15561 49.00       
15562 50.00       
15563 50.00       
15564 49.00       
15565 49.00       
15566 50.00       
15567 49.00       
15568 50.00       
15569 51.00       
15570 50.00       
15571 50.00       
15572 49.00       
15573 50.00       
15574 48.00       
15575 50.00       
15576 51.00       
15577 48.00       
15578 50.00       
15579 50.00       
15580 50.00       
15581 50.00       
15582 49.00       
15583 50.00       
15584 50.00       
15585 49.00       
15586 51.00       
15587 50.00       
15588 49.00       
15589 50.00       
15590 48.00       
15591 50.00       
15592 47.00       
15593 49.00       
15594 50.00       
15595 51.00       
15596 50.00       
15597 50.00       
15598 49.00       
15599 50.00       
15600 50.00       
15601 51.00       
15602 51.00       
15603 50.00       
15604 50.00       
15605 49.00       
15606 50.00       
15607 48.00       
15608 49.00       
15609 50.00       
15610 49.00       
15611 49.00       
15612 49.00       
15613 50.00       
15614 50.00       
15615 49.00       
15616 49.00       
15617 50.00       
15618 50.00       
15619 51.00       
15620 50.00       
15621 49.00       
15622 50.00       
15623 50.00       
15624 50.00       
15625 50.00       
15626 50.00       
15627 49.00       
15628 51.00       
15629 49.00       
15630 49.00       
15631 50.00       
15632 50.00       
15633 50.00       
15634 49.00       
15635 50.00       
15636 49.00       
15637 50.00       
15638 48.00       
15639 50.00       
15640 51.00       
15641 50.00       
15642 50.00       
15643 50.00       
15644 50.00       
15645 50.00       
15646 50.00       
15647 50.00       
15648 50.00       
15649 49.00       
15650 49.00       
15651 50.00       
15652 50.00       
15653 49.00       
15654 50.00       
15655 49.00       
15656 49.00       
15657 50.00       
15658 50.00       
15659 49.00       
15660 49.00       
15661 50.00       
15662 49.00       
15663 51.00       
15664 50.00       
15665 48.00       
15666 49.00       
15667 50.00       
15668 50.00       
15669 50.00       
15670 49.00       
15671 49.00       
15672 48.00       
15673 48.00       
15674 49.00       
15675 50.00       
15676 51.00       
15677 49.00       
15678 49.00       
15679 50.00       
15680 50.00       
15681 47.00       
15682 49.00       
15683 50.00       
15684 49.00       
15685 50.00       
15686 52.00       
15687 50.00       
15688 49.00       
15689 50.00       
15690 50.00       
15691 51.00       
15692 48.00       
15693 49.00       
15694 51.00       
15695 48.00       
15696 49.00       
15697 50.00       
15698 50.00       
15699 49.00       
15700 50.00       
15701 48.00       
15702 49.00       
15703 47.00       
15704 49.00       
15705 51.00       
15706 49.00       
15707 50.00       
15708 50.00       
15709 50.00       
15710 49.00       
15711 51.00       
15712 50.00       
15713 51.00       
15714 48.00       
15715 50.00       
15716 51.00       
15717 49.00       
15718 50.00       
15719 49.00       
15720 51.00       
15721 50.00       
15722 52.00       
15723 48.00       
15724 48.00       
15725 50.00       
15726 49.00       
15727 48.00       
15728 50.00       
15729 48.00       
15730 49.00       
15731 48.00       
15732 51.00       
15733 49.00       
15734 49.00       
15735 49.00       
15736 48.00       
15737 49.00       
15738 49.00       
15739 48.00       
15740 48.00       
15741 50.00       
15742 51.00       
15743 50.00       
15744 51.00       
15745 49.00       
15746 50.00       
15747 50.00       
15748 49.00       
15749 49.00       
15750 49.00       
15751 51.00       
15752 49.00       
15753 49.00       
15754 50.00       
15755 49.00       
15756 48.00       
15757 48.00       
15758 50.00       
15759 51.00       
15760 49.00       
15761 50.00       
15762 49.00       
15763 49.00       
15764 49.00       
15765 50.00       
15766 50.00       
15767 50.00       
15768 49.00       
15769 49.00       
15770 49.00       
15771 50.00       
15772 49.00       
15773 50.00       
15774 49.00       
15775 51.00       
15776 51.00       
15777 51.00       
15778 49.00       
15779 50.00       
15780 48.00       
15781 47.00       
15782 48.00       
15783 49.00       
15784 51.00       
15785 50.00       
15786 49.00       
15787 50.00       
15788 50.00       
15789 49.00       
15790 50.00       
15791 49.00       
15792 50.00       
15793 49.00       
15794 50.00       
15795 50.00       
15796 49.00       
15797 48.00       
15798 49.00       
15799 50.00       
15800 49.00       
15801 49.00       
15802 48.00       
15803 50.00       
15804 48.00       
15805 50.00       
15806 50.00       
15807 49.00       
15808 50.00       
15809 50.00       
15810 49.00       
15811 49.00       
15812 51.00       
15813 49.00       
15814 48.00       
15815 50.00       
15816 49.00       
15817 51.00       
15818 48.00       
15819 49.00       
15820 50.00       
15821 48.00       
15822 49.00       
15823 50.00       
15824 51.00       
15825 50.00       
15826 50.00       
15827 48.00       
15828 49.00       
15829 50.00       
15830 50.00       
15831 49.00       
15832 51.00       
15833 49.00       
15834 51.00       
15835 50.00       
15836 50.00       
15837 51.00       
15838 49.00       
15839 49.00       
15840 49.00       
15841 49.00       
15842 50.00       
15843 50.00       
15844 50.00       
15845 49.00       
15846 50.00       
15847 49.00       
15848 50.00       
15849 51.00       
15850 48.00       
15851 49.00       
15852 51.00       
15853 50.00       
15854 49.00       
15855 48.00       
15856 50.00       
15857 51.00       
15858 50.00       
15859 50.00       
15860 51.00       
15861 49.00       
15862 50.00       
15863 48.00       
15864 50.00       
15865 48.00       
15866 48.00       
15867 50.00       
15868 49.00       
15869 49.00       
15870 51.00       
15871 49.00       
15872 50.00       
15873 50.00       
15874 50.00       
15875 50.00       
15876 50.00       
15877 49.00       
15878 49.00       
15879 50.00       
15880 50.00       
15881 49.00       
15882 49.00       
15883 50.00       
15884 49.00       
15885 48.00       
15886 49.00       
15887 49.00       
15888 50.00       
15889 50.00       
15890 50.00       
15891 51.00       
15892 49.00       
15893 49.00       
15894 50.00       
15895 48.00       
15896 49.00       
15897 50.00       
15898 49.00       
15899 50.00       
15900 51.00       
15901 49.00       
15902 50.00       
15903 50.00       
15904 49.00       
15905 49.00       
15906 50.00       
15907 49.00       
15908 49.00       
15909 49.00       
15910 48.00       
15911 49.00       
15912 49.00       
15913 49.00       
15914 49.00       
15915 50.00       
15916 48.00       
15917 49.00       
15918 48.00       
15919 48.00       
15920 50.00       
15921 48.00       
15922 50.00       
15923 48.00       
15924 49.00       
15925 50.00       
15926 51.00       
15927 49.00       
15928 50.00       
15929 49.00       
15930 50.00       
15931 51.00       
15932 51.00       
15933 49.00       
15934 49.00       
15935 50.00       
15936 49.00       
15937 50.00       
15938 50.00       
15939 50.00       
15940 49.00       
15941 50.00       
15942 49.00       
15943 50.00       
15944 49.00       
15945 49.00       
15946 50.00       
15947 51.00       
15948 51.00       
15949 51.00       
15950 51.00       
15951 49.00       
15952 49.00       
15953 51.00       
15954 49.00       
15955 50.00       
15956 49.00       
15957 48.00       
15958 50.00       
15959 50.00       
15960 49.00       
15961 51.00       
15962 49.00       
15963 50.00       
15964 50.00       
15965 51.00       
15966 49.00       
15967 50.00       
15968 49.00       
15969 51.00       
15970 50.00       
15971 49.00       
15972 50.00       
15973 49.00       
15974 50.00       
15975 49.00       
15976 49.00       
15977 48.00       
15978 51.00       
15979 50.00       
15980 48.00       
15981 49.00       
15982 50.00       
15983 48.00       
15984 50.00       
15985 48.00       
15986 49.00       
15987 49.00       
15988 50.00       
15989 49.00       
15990 50.00       
15991 50.00       
15992 48.00       
15993 48.00       
15994 49.00       
15995 50.00       
15996 50.00       
15997 50.00       
15998 49.00       
15999 50.00       
16000 50.00       
16001 49.00       
16002 50.00       
16003 51.00       
16004 51.00       
16005 50.00       
16006 50.00       
16007 51.00       
16008 49.00       
16009 49.00       
16010 49.00       
16011 50.00       
16012 48.00       
16013 48.00       
16014 50.00       
16015 49.00       
16016 50.00       
16017 48.00       
16018 50.00       
16019 49.00       
16020 49.00       
16021 50.00       
16022 49.00       
16023 50.00       
16024 48.00       
16025 49.00       
16026 51.00       
16027 50.00       
16028 50.00       
16029 50.00       
16030 50.00       
16031 49.00       
16032 49.00       
16033 49.00       
16034 51.00       
16035 50.00       
16036 48.00       
16037 48.00       
16038 50.00       
16039 49.00       
16040 49.00       
16041 48.00       
16042 50.00       
16043 48.00       
16044 49.00       
16045 49.00       
16046 50.00       
16047 51.00       
16048 49.00       
16049 49.00       
16050 50.00       
16051 50.00       
16052 51.00       
16053 50.00       
16054 49.00       
16055 50.00       
16056 48.00       
16057 51.00       
16058 49.00       
16059 50.00       
16060 49.00       
16061 50.00       
16062 50.00       
16063 49.00       
16064 48.00       
16065 49.00       
16066 47.00       
16067 49.00       
16068 50.00       
16069 49.00       
16070 49.00       
16071 49.00       
16072 49.00       
16073 50.00       
16074 49.00       
16075 50.00       
16076 49.00       
16077 51.00       
16078 50.00       
16079 52.00       
16080 48.00       
16081 50.00       
16082 50.00       
16083 49.00       
16084 47.00       
16085 50.00       
16086 49.00       
16087 49.00       
16088 49.00       
16089 49.00       
16090 51.00       
16091 49.00       
16092 50.00       
16093 49.00       
16094 49.00       
16095 50.00       
16096 49.00       
16097 50.00       
16098 49.00       
16099 50.00       
16100 51.00       
16101 51.00       
16102 50.00       
16103 49.00       
16104 50.00       
16105 48.00       
16106 49.00       
16107 50.00       
16108 50.00       
16109 48.00       
16110 49.00       
16111 51.00       
16112 49.00       
16113 50.00       
16114 50.00       
16115 49.00       
16116 50.00       
16117 50.00       
16118 50.00       
16119 49.00       
16120 51.00       
16121 49.00       
16122 49.00       
16123 49.00       
16124 49.00       
16125 50.00       
16126 49.00       
16127 51.00       
16128 50.00       
16129 50.00       
16130 50.00       
16131 48.00       
16132 50.00       
16133 49.00       
16134 49.00       
16135 51.00       
16136 49.00       
16137 50.00       
16138 50.00       
16139 50.00       
16140 51.00       
16141 49.00       
16142 50.00       
16143 48.00       
16144 51.00       
16145 50.00       
16146 50.00       
16147 48.00       
16148 49.00       
16149 50.00       
16150 50.00       
16151 47.00       
16152 51.00       
16153 48.00       
16154 50.00       
16155 50.00       
16156 50.00       
16157 48.00       
16158 49.00       
16159 49.00       
16160 50.00       
16161 49.00       
16162 51.00       
16163 50.00       
16164 50.00       
16165 50.00       
16166 52.00       
16167 50.00       
16168 50.00       
16169 49.00       
16170 49.00       
16171 49.00       
16172 50.00       
16173 50.00       
16174 50.00       
16175 48.00       
16176 50.00       
16177 48.00       
16178 49.00       
16179 49.00       
16180 50.00       
16181 50.00       
16182 50.00       
16183 49.00       
16184 48.00       
16185 49.00       
16186 49.00       
16187 49.00       
16188 50.00       
16189 49.00       
16190 49.00       
16191 50.00       
16192 48.00       
16193 52.00       
16194 50.00       
16195 48.00       
16196 50.00       
16197 49.00       
16198 50.00       
16199 48.00       
16200 49.00       
16201 50.00       
16202 49.00       
16203 49.00       
16204 51.00       
16205 49.00       
16206 49.00       
16207 50.00       
16208 50.00       
16209 50.00       
16210 49.00       
16211 49.00       
16212 50.00       
16213 47.00       
16214 49.00       
16215 50.00       
16216 50.00       
16217 49.00       
16218 51.00       
16219 49.00       
16220 50.00       
16221 50.00       
16222 50.00       
16223 50.00       
16224 50.00       
16225 49.00       
16226 51.00       
16227 50.00       
16228 48.00       
16229 49.00       
16230 48.00       
16231 48.00       
16232 51.00       
16233 49.00       
16234 51.00       
16235 50.00       
16236 48.00       
16237 50.00       
16238 49.00       
16239 49.00       
16240 49.00       
16241 52.00       
16242 50.00       
16243 49.00       
16244 47.00       
16245 49.00       
16246 51.00       
16247 50.00       
16248 50.00       
16249 50.00       
16250 50.00       
16251 49.00       
16252 50.00       
16253 49.00       
16254 50.00       
16255 49.00       
16256 49.00       
16257 49.00       
16258 49.00       
16259 50.00       
16260 50.00       
16261 48.00       
16262 50.00       
16263 49.00       
16264 50.00       
16265 49.00       
16266 48.00       
16267 49.00       
16268 49.00       
16269 49.00       
16270 49.00       
16271 49.00       
16272 50.00       
16273 50.00       
16274 49.00       
16275 49.00       
16276 49.00       
16277 49.00       
16278 49.00       
16279 49.00       
16280 49.00       
16281 50.00       
16282 50.00       
16283 48.00       
16284 50.00       
16285 49.00       
16286 51.00       
16287 50.00       
16288 51.00       
16289 50.00       
16290 49.00       
16291 50.00       
16292 49.00       
16293 50.00       
16294 49.00       
16295 48.00       
16296 51.00       
16297 50.00       
16298 50.00       
16299 49.00       
16300 48.00       
16301 49.00       
16302 51.00       
16303 50.00       
16304 49.00       
16305 49.00       
16306 50.00       
16307 50.00       
16308 50.00       
16309 50.00       
16310 48.00       
16311 49.00       
16312 49.00       
16313 48.00       
16314 50.00       
16315 49.00       
16316 51.00       
16317 50.00       
16318 50.00       
16319 49.00       
16320 50.00       
16321 50.00       
16322 50.00       
16323 49.00       
16324 49.00       
16325 51.00       
16326 51.00       
16327 49.00       
16328 48.00       
16329 48.00       
16330 52.00       
16331 48.00       
16332 48.00       
16333 51.00       
16334 51.00       
16335 51.00       
16336 51.00       
16337 50.00       
16338 50.00       
16339 49.00       
16340 48.00       
16341 50.00       
16342 50.00       
16343 50.00       
16344 49.00       
16345 50.00       
16346 50.00       
16347 50.00       
16348 50.00       
16349 49.00       
16350 50.00       
16351 50.00       
16352 49.00       
16353 49.00       
16354 50.00       
16355 49.00       
16356 49.00       
16357 50.00       
16358 50.00       
16359 50.00       
16360 50.00       
16361 51.00       
16362 49.00       
16363 50.00       
16364 47.00       
16365 49.00       
16366 50.00       
16367 50.00       
16368 50.00       
16369 48.00       
16370 50.00       
16371 49.00       
16372 50.00       
16373 50.00       
16374 51.00       
16375 48.00       
16376 49.00       
16377 50.00       
16378 51.00       
16379 49.00       
16380 49.00       
16381 50.00       
16382 49.00       
16383 49.00       
16384 50.00       
16385 49.00       
16386 50.00       
16387 50.00       
16388 49.00       
16389 50.00       
16390 51.00       
16391 49.00       
16392 49.00       
16393 50.00       
16394 49.00       
16395 50.00       
16396 50.00       
16397 49.00       
16398 51.00       
16399 50.00       
16400 50.00       
16401 49.00       
16402 49.00       
16403 48.00       
16404 49.00       
16405 49.00       
16406 50.00       
16407 50.00       
16408 49.00       
16409 50.00       
16410 49.00       
16411 49.00       
16412 49.00       
16413 52.00       
16414 50.00       
16415 50.00       
16416 50.00       
16417 50.00       
16418 48.00       
16419 50.00       
16420 50.00       
16421 50.00       
16422 50.00       
16423 49.00       
16424 49.00       
16425 50.00       
16426 50.00       
16427 51.00       
16428 50.00       
16429 49.00       
16430 51.00       
16431 50.00       
16432 50.00       
16433 49.00       
16434 49.00       
16435 49.00       
16436 50.00       
16437 49.00       
16438 50.00       
16439 49.00       
16440 49.00       
16441 50.00       
16442 49.00       
16443 49.00       
16444 48.00       
16445 49.00       
16446 49.00       
16447 48.00       
16448 51.00       
16449 50.00       
16450 52.00       
16451 50.00       
16452 50.00       
16453 51.00       
16454 48.00       
16455 48.00       
16456 50.00       
16457 49.00       
16458 50.00       
16459 49.00       
16460 50.00       
16461 49.00       
16462 50.00       
16463 49.00       
16464 51.00       
16465 51.00       
16466 50.00       
16467 50.00       
16468 49.00       
16469 50.00       
16470 50.00       
16471 50.00       
16472 50.00       
16473 48.00       
16474 50.00       
16475 49.00       
16476 49.00       
16477 49.00       
16478 50.00       
16479 49.00       
16480 51.00       
16481 49.00       
16482 50.00       
16483 50.00       
16484 48.00       
16485 50.00       
16486 49.00       
16487 49.00       
16488 48.00       
16489 50.00       
16490 49.00       
16491 49.00       
16492 49.00       
16493 49.00       
16494 49.00       
16495 51.00       
16496 50.00       
16497 51.00       
16498 48.00       
16499 50.00       
16500 49.00       
16501 50.00       
16502 49.00       
16503 51.00       
16504 49.00       
16505 49.00       
16506 48.00       
16507 49.00       
16508 50.00       
16509 50.00       
16510 51.00       
16511 49.00       
16512 50.00       
16513 50.00       
16514 50.00       
16515 50.00       
16516 49.00       
16517 49.00       
16518 50.00       
16519 51.00       
16520 49.00       
16521 50.00       
16522 50.00       
16523 50.00       
16524 49.00       
16525 50.00       
16526 50.00       
16527 49.00       
16528 48.00       
16529 49.00       
16530 49.00       
16531 50.00       
16532 48.00       
16533 50.00       
16534 50.00       
16535 50.00       
16536 49.00       
16537 50.00       
16538 50.00       
16539 50.00       
16540 50.00       
16541 50.00       
16542 52.00       
16543 50.00       
16544 48.00       
16545 50.00       
16546 49.00       
16547 51.00       
16548 50.00       
16549 49.00       
16550 51.00       
16551 48.00       
16552 50.00       
16553 49.00       
16554 48.00       
16555 49.00       
16556 50.00       
16557 49.00       
16558 48.00       
16559 50.00       
16560 51.00       
16561 49.00       
16562 50.00       
16563 50.00       
16564 50.00       
16565 49.00       
16566 48.00       
16567 49.00       
16568 50.00       
16569 49.00       
16570 50.00       
16571 51.00       
16572 49.00       
16573 48.00       
16574 49.00       
16575 49.00       
16576 49.00       
16577 51.00       
16578 51.00       
16579 50.00       
16580 50.00       
16581 50.00       
16582 48.00       
16583 49.00       
16584 48.00       
16585 49.00       
16586 49.00       
16587 48.00       
16588 49.00       
16589 49.00       
16590 50.00       
16591 49.00       
16592 50.00       
16593 50.00       
16594 50.00       
16595 51.00       
16596 50.00       
16597 49.00       
16598 50.00       
16599 50.00       
16600 50.00       
16601 50.00       
16602 49.00       
16603 50.00       
16604 49.00       
16605 49.00       
16606 51.00       
16607 51.00       
16608 51.00       
16609 50.00       
16610 50.00       
16611 49.00       
16612 49.00       
16613 49.00       
16614 49.00       
16615 48.00       
16616 49.00       
16617 52.00       
16618 49.00       
16619 51.00       
16620 50.00       
16621 49.00       
16622 50.00       
16623 49.00       
16624 50.00       
16625 50.00       
16626 50.00       
16627 48.00       
16628 49.00       
16629 49.00       
16630 48.00       
16631 49.00       
16632 50.00       
16633 49.00       
16634 51.00       
16635 49.00       
16636 50.00       
16637 49.00       
16638 51.00       
16639 50.00       
16640 50.00       
16641 49.00       
16642 49.00       
16643 50.00       
16644 48.00       
16645 49.00       
