File: ./hwmcc24/2024/sosylab/combinations/Problem05_label46+token_ring.12.cil-1.aig
23096 50.00       
23097 51.00       
23098 50.00       
23099 50.00       
23100 51.00       
23101 50.00       
23102 50.00       
23103 51.00       
23104 49.00       
23105 49.00       
23106 49.00       
23107 48.00       
23108 48.00       
23109 49.00       
23110 49.00       
23111 50.00       
23112 48.00       
23113 51.00       
23114 50.00       
23115 49.00       
23116 49.00       
23117 49.00       
23118 50.00       
23119 48.00       
23120 48.00       
23121 50.00       
23122 50.00       
23123 49.00       
23124 47.00       
23125 50.00       
23126 52.00       
23127 50.00       
23128 48.00       
23129 49.00       
23130 49.00       
23131 50.00       
23132 49.00       
23133 50.00       
23134 50.00       
23135 50.00       
23136 49.00       
23137 48.00       
23138 50.00       
23139 50.00       
23140 51.00       
23141 52.00       
23142 50.00       
23143 49.00       
23144 50.00       
23145 48.00       
23146 49.00       
23147 50.00       
23148 50.00       
23149 48.00       
23150 50.00       
23151 50.00       
23152 50.00       
23153 51.00       
23154 50.00       
23155 49.00       
23156 50.00       
23157 50.00       
23158 51.00       
23159 49.00       
23160 50.00       
23161 49.00       
23162 50.00       
23163 50.00       
23164 48.00       
23165 49.00       
23166 49.00       
23167 50.00       
23168 49.00       
23169 49.00       
23170 49.00       
23171 51.00       
23172 50.00       
23173 48.00       
23174 50.00       
23175 49.00       
23176 50.00       
23177 49.00       
23178 50.00       
23179 49.00       
23180 50.00       
23181 49.00       
23182 49.00       
23183 50.00       
23184 49.00       
23185 49.00       
23186 49.00       
23187 49.00       
23188 50.00       
23189 49.00       
23190 49.00       
23191 48.00       
23192 50.00       
23193 50.00       
23194 49.00       
23195 50.00       
23196 50.00       
23197 48.00       
23198 48.00       
23199 51.00       
23200 48.00       
23201 50.00       
23202 50.00       
23203 50.00       
23204 50.00       
23205 49.00       
23206 52.00       
23207 51.00       
23208 50.00       
23209 49.00       
23210 49.00       
23211 50.00       
23212 51.00       
23213 50.00       
23214 49.00       
23215 49.00       
23216 49.00       
23217 49.00       
23218 49.00       
23219 50.00       
23220 51.00       
23221 49.00       
23222 49.00       
23223 49.00       
23224 51.00       
23225 50.00       
23226 48.00       
23227 50.00       
23228 49.00       
23229 50.00       
23230 51.00       
23231 50.00       
23232 49.00       
23233 49.00       
23234 49.00       
23235 49.00       
23236 50.00       
23237 50.00       
23238 50.00       
23239 51.00       
23240 48.00       
23241 49.00       
23242 48.00       
23243 49.00       
23244 49.00       
23245 50.00       
23246 50.00       
23247 50.00       
23248 50.00       
23249 50.00       
23250 50.00       
23251 50.00       
23252 50.00       
23253 49.00       
23254 49.00       
23255 50.00       
23256 51.00       
23257 48.00       
23258 50.00       
23259 50.00       
23260 49.00       
23261 49.00       
23262 50.00       
23263 49.00       
23264 50.00       
23265 50.00       
23266 48.00       
23267 51.00       
23268 50.00       
23269 50.00       
23270 49.00       
23271 49.00       
23272 49.00       
23273 50.00       
23274 48.00       
23275 49.00       
23276 51.00       
23277 48.00       
23278 50.00       
23279 49.00       
23280 49.00       
23281 48.00       
23282 51.00       
23283 49.00       
23284 49.00       
23285 51.00       
23286 50.00       
23287 49.00       
23288 50.00       
23289 50.00       
23290 50.00       
23291 50.00       
23292 49.00       
23293 50.00       
23294 49.00       
23295 50.00       
23296 49.00       
23297 49.00       
23298 50.00       
23299 48.00       
23300 49.00       
23301 48.00       
23302 49.00       
23303 48.00       
23304 48.00       
23305 50.00       
23306 50.00       
23307 49.00       
23308 51.00       
23309 50.00       
23310 50.00       
23311 50.00       
23312 49.00       
23313 50.00       
23314 50.00       
23315 49.00       
23316 49.00       
23317 50.00       
23318 52.00       
23319 49.00       
23320 50.00       
23321 49.00       
23322 51.00       
23323 51.00       
23324 51.00       
23325 48.00       
23326 50.00       
23327 49.00       
23328 50.00       
23329 49.00       
23330 48.00       
23331 48.00       
23332 48.00       
23333 49.00       
23334 50.00       
23335 49.00       
23336 49.00       
23337 49.00       
23338 49.00       
23339 50.00       
23340 51.00       
23341 50.00       
23342 49.00       
23343 47.00       
23344 49.00       
23345 48.00       
23346 50.00       
23347 49.00       
23348 48.00       
23349 50.00       
23350 50.00       
23351 48.00       
23352 49.00       
23353 49.00       
23354 49.00       
23355 50.00       
23356 50.00       
23357 49.00       
23358 51.00       
23359 50.00       
23360 48.00       
23361 51.00       
23362 50.00       
23363 49.00       
23364 50.00       
23365 50.00       
23366 50.00       
23367 50.00       
23368 49.00       
23369 48.00       
23370 49.00       
23371 50.00       
23372 49.00       
23373 50.00       
23374 48.00       
23375 50.00       
23376 49.00       
23377 50.00       
23378 50.00       
23379 49.00       
23380 50.00       
23381 48.00       
23382 49.00       
23383 51.00       
23384 51.00       
23385 50.00       
23386 49.00       
23387 49.00       
23388 49.00       
23389 51.00       
23390 49.00       
23391 51.00       
23392 48.00       
23393 49.00       
23394 50.00       
23395 51.00       
23396 48.00       
23397 50.00       
23398 50.00       
23399 50.00       
23400 49.00       
23401 48.00       
23402 49.00       
23403 51.00       
23404 48.00       
23405 48.00       
23406 50.00       
23407 51.00       
23408 49.00       
23409 49.00       
23410 50.00       
23411 50.00       
23412 51.00       
23413 51.00       
23414 49.00       
23415 50.00       
23416 50.00       
23417 50.00       
23418 50.00       
23419 50.00       
23420 49.00       
23421 50.00       
23422 50.00       
23423 50.00       
23424 50.00       
23425 50.00       
23426 49.00       
23427 50.00       
23428 49.00       
23429 50.00       
23430 49.00       
23431 50.00       
23432 50.00       
23433 50.00       
23434 49.00       
23435 49.00       
23436 50.00       
23437 49.00       
23438 50.00       
23439 48.00       
23440 51.00       
23441 52.00       
23442 50.00       
23443 50.00       
23444 50.00       
23445 50.00       
23446 48.00       
23447 50.00       
23448 49.00       
23449 49.00       
23450 49.00       
23451 50.00       
23452 49.00       
23453 50.00       
23454 51.00       
23455 50.00       
23456 49.00       
23457 50.00       
23458 49.00       
23459 50.00       
23460 49.00       
23461 50.00       
23462 51.00       
23463 50.00       
23464 50.00       
23465 49.00       
23466 50.00       
23467 49.00       
23468 49.00       
23469 50.00       
23470 49.00       
23471 51.00       
23472 50.00       
23473 47.00       
23474 47.00       
23475 51.00       
23476 49.00       
23477 49.00       
23478 50.00       
23479 50.00       
23480 50.00       
23481 51.00       
23482 49.00       
23483 50.00       
23484 49.00       
23485 49.00       
23486 49.00       
23487 50.00       
23488 51.00       
23489 50.00       
23490 50.00       
23491 50.00       
23492 49.00       
23493 48.00       
23494 48.00       
23495 49.00       
23496 49.00       
23497 50.00       
23498 49.00       
23499 49.00       
23500 50.00       
23501 50.00       
23502 51.00       
23503 51.00       
23504 49.00       
23505 49.00       
23506 49.00       
23507 49.00       
23508 50.00       
23509 48.00       
23510 49.00       
23511 51.00       
23512 49.00       
23513 49.00       
23514 50.00       
23515 49.00       
23516 49.00       
23517 50.00       
23518 50.00       
23519 50.00       
23520 48.00       
23521 51.00       
23522 50.00       
23523 49.00       
23524 49.00       
23525 50.00       
23526 49.00       
23527 50.00       
23528 50.00       
23529 49.00       
23530 50.00       
23531 49.00       
23532 50.00       
23533 50.00       
23534 49.00       
23535 51.00       
23536 48.00       
23537 49.00       
23538 50.00       
23539 50.00       
23540 50.00       
23541 50.00       
23542 49.00       
23543 48.00       
23544 49.00       
23545 48.00       
23546 50.00       
23547 49.00       
23548 48.00       
23549 52.00       
23550 50.00       
23551 51.00       
23552 49.00       
23553 49.00       
23554 50.00       
23555 49.00       
23556 50.00       
23557 51.00       
23558 49.00       
23559 49.00       
23560 49.00       
23561 49.00       
23562 51.00       
23563 50.00       
23564 51.00       
23565 49.00       
23566 51.00       
23567 51.00       
23568 49.00       
23569 50.00       
23570 49.00       
23571 49.00       
23572 49.00       
23573 49.00       
23574 50.00       
23575 50.00       
23576 50.00       
23577 49.00       
23578 49.00       
23579 50.00       
23580 50.00       
23581 50.00       
23582 49.00       
23583 50.00       
23584 50.00       
23585 50.00       
23586 50.00       
23587 49.00       
23588 50.00       
23589 49.00       
23590 50.00       
23591 50.00       
23592 52.00       
23593 48.00       
23594 48.00       
23595 48.00       
23596 49.00       
23597 52.00       
23598 49.00       
23599 49.00       
23600 50.00       
23601 50.00       
23602 50.00       
23603 48.00       
23604 51.00       
23605 50.00       
23606 48.00       
23607 50.00       
23608 49.00       
23609 50.00       
23610 49.00       
23611 51.00       
23612 50.00       
23613 49.00       
23614 49.00       
23615 49.00       
23616 50.00       
23617 50.00       
23618 49.00       
23619 50.00       
23620 51.00       
23621 50.00       
23622 50.00       
23623 50.00       
23624 51.00       
23625 48.00       
23626 48.00       
23627 49.00       
23628 50.00       
23629 49.00       
23630 50.00       
23631 50.00       
23632 49.00       
23633 49.00       
23634 49.00       
23635 49.00       
23636 49.00       
23637 50.00       
23638 50.00       
23639 48.00       
23640 49.00       
23641 49.00       
23642 49.00       
23643 49.00       
23644 48.00       
23645 49.00       
23646 49.00       
23647 51.00       
23648 50.00       
23649 49.00       
23650 49.00       
23651 51.00       
23652 50.00       
23653 50.00       
23654 50.00       
23655 51.00       
23656 50.00       
23657 49.00       
23658 48.00       
23659 50.00       
23660 50.00       
23661 50.00       
23662 51.00       
23663 51.00       
23664 50.00       
23665 49.00       
23666 49.00       
23667 49.00       
23668 50.00       
23669 49.00       
23670 48.00       
23671 49.00       
23672 49.00       
23673 49.00       
23674 48.00       
23675 49.00       
23676 51.00       
23677 49.00       
23678 50.00       
23679 48.00       
23680 49.00       
23681 49.00       
23682 50.00       
23683 49.00       
23684 51.00       
23685 49.00       
23686 50.00       
23687 51.00       
23688 49.00       
23689 50.00       
23690 50.00       
23691 48.00       
23692 51.00       
23693 50.00       
23694 50.00       
23695 48.00       
23696 51.00       
23697 52.00       
23698 49.00       
23699 49.00       
23700 49.00       
23701 51.00       
23702 50.00       
23703 50.00       
23704 50.00       
23705 51.00       
23706 50.00       
23707 48.00       
23708 50.00       
23709 50.00       
23710 50.00       
23711 50.00       
23712 50.00       
23713 50.00       
23714 50.00       
23715 48.00       
23716 51.00       
23717 50.00       
23718 48.00       
23719 51.00       
23720 50.00       
23721 50.00       
23722 51.00       
23723 49.00       
23724 50.00       
23725 49.00       
23726 49.00       
23727 49.00       
23728 49.00       
23729 49.00       
23730 49.00       
23731 50.00       
23732 49.00       
23733 50.00       
23734 49.00       
23735 50.00       
23736 50.00       
23737 49.00       
23738 49.00       
23739 49.00       
23740 49.00       
23741 49.00       
23742 49.00       
23743 49.00       
23744 49.00       
23745 50.00       
23746 49.00       
23747 50.00       
23748 49.00       
23749 48.00       
23750 50.00       
23751 50.00       
23752 51.00       
23753 50.00       
23754 49.00       
23755 49.00       
23756 51.00       
23757 48.00       
23758 49.00       
23759 50.00       
23760 49.00       
23761 50.00       
23762 50.00       
23763 50.00       
23764 51.00       
23765 49.00       
23766 50.00       
23767 51.00       
23768 49.00       
23769 50.00       
23770 49.00       
23771 49.00       
23772 50.00       
23773 50.00       
23774 50.00       
23775 51.00       
23776 49.00       
23777 50.00       
23778 49.00       
23779 49.00       
23780 50.00       
23781 48.00       
23782 50.00       
23783 49.00       
23784 48.00       
23785 50.00       
23786 50.00       
23787 50.00       
23788 50.00       
23789 50.00       
23790 48.00       
23791 49.00       
23792 49.00       
23793 49.00       
23794 50.00       
23795 50.00       
23796 50.00       
23797 50.00       
23798 50.00       
23799 50.00       
23800 50.00       
23801 49.00       
23802 51.00       
23803 49.00       
23804 50.00       
23805 51.00       
23806 48.00       
23807 50.00       
23808 51.00       
23809 49.00       
23810 49.00       
23811 49.00       
23812 49.00       
23813 50.00       
23814 50.00       
23815 49.00       
23816 50.00       
23817 50.00       
23818 49.00       
23819 48.00       
23820 51.00       
23821 49.00       
23822 49.00       
23823 48.00       
23824 49.00       
23825 49.00       
23826 49.00       
23827 50.00       
23828 50.00       
23829 49.00       
23830 50.00       
23831 49.00       
23832 49.00       
23833 50.00       
23834 49.00       
23835 50.00       
23836 48.00       
23837 48.00       
23838 49.00       
23839 50.00       
23840 49.00       
23841 49.00       
23842 49.00       
23843 50.00       
23844 49.00       
23845 50.00       
23846 49.00       
23847 49.00       
23848 49.00       
23849 50.00       
23850 49.00       
23851 50.00       
23852 49.00       
23853 50.00       
23854 50.00       
23855 50.00       
23856 49.00       
23857 50.00       
23858 51.00       
23859 49.00       
23860 50.00       
23861 50.00       
23862 49.00       
23863 50.00       
23864 49.00       
23865 48.00       
23866 50.00       
23867 50.00       
23868 49.00       
23869 49.00       
23870 50.00       
23871 50.00       
23872 50.00       
23873 49.00       
23874 50.00       
23875 49.00       
23876 50.00       
23877 49.00       
23878 49.00       
23879 49.00       
23880 49.00       
23881 49.00       
23882 49.00       
23883 49.00       
23884 50.00       
23885 51.00       
23886 49.00       
23887 50.00       
23888 50.00       
23889 50.00       
23890 49.00       
23891 48.00       
23892 50.00       
23893 49.00       
23894 48.00       
23895 49.00       
23896 50.00       
23897 48.00       
23898 49.00       
23899 51.00       
23900 50.00       
23901 51.00       
23902 49.00       
23903 49.00       
23904 51.00       
23905 51.00       
23906 51.00       
23907 50.00       
23908 50.00       
23909 49.00       
23910 50.00       
23911 50.00       
23912 51.00       
23913 50.00       
23914 49.00       
23915 49.00       
23916 49.00       
23917 49.00       
23918 51.00       
23919 49.00       
23920 50.00       
23921 51.00       
23922 50.00       
23923 50.00       
23924 49.00       
23925 51.00       
23926 48.00       
23927 50.00       
23928 50.00       
23929 50.00       
23930 48.00       
23931 51.00       
23932 50.00       
23933 50.00       
23934 49.00       
23935 49.00       
23936 49.00       
23937 50.00       
23938 50.00       
23939 50.00       
23940 51.00       
23941 50.00       
23942 50.00       
23943 49.00       
23944 50.00       
23945 50.00       
23946 51.00       
23947 51.00       
23948 50.00       
23949 50.00       
23950 50.00       
23951 50.00       
23952 51.00       
23953 49.00       
23954 48.00       
23955 50.00       
23956 50.00       
23957 49.00       
23958 48.00       
23959 49.00       
23960 50.00       
23961 49.00       
23962 50.00       
23963 49.00       
23964 49.00       
23965 49.00       
23966 50.00       
23967 51.00       
23968 50.00       
23969 50.00       
23970 48.00       
23971 48.00       
23972 49.00       
23973 50.00       
23974 50.00       
23975 48.00       
23976 48.00       
23977 50.00       
23978 50.00       
23979 50.00       
23980 49.00       
23981 51.00       
23982 48.00       
23983 49.00       
23984 49.00       
23985 49.00       
23986 50.00       
23987 50.00       
23988 49.00       
23989 50.00       
23990 50.00       
23991 49.00       
23992 50.00       
23993 50.00       
23994 51.00       
23995 48.00       
23996 50.00       
23997 50.00       
23998 50.00       
23999 48.00       
24000 49.00       
24001 49.00       
24002 50.00       
24003 49.00       
24004 49.00       
24005 49.00       
24006 49.00       
24007 50.00       
24008 49.00       
24009 50.00       
24010 49.00       
24011 49.00       
24012 50.00       
24013 50.00       
24014 50.00       
24015 49.00       
24016 49.00       
24017 50.00       
24018 48.00       
24019 51.00       
24020 49.00       
24021 50.00       
24022 49.00       
24023 50.00       
24024 50.00       
24025 48.00       
24026 49.00       
24027 49.00       
24028 50.00       
24029 50.00       
24030 50.00       
24031 49.00       
24032 49.00       
24033 49.00       
24034 50.00       
24035 50.00       
24036 51.00       
24037 50.00       
24038 49.00       
24039 51.00       
24040 50.00       
24041 51.00       
24042 49.00       
24043 49.00       
24044 51.00       
24045 51.00       
24046 49.00       
24047 50.00       
24048 48.00       
24049 51.00       
24050 48.00       
24051 50.00       
24052 50.00       
24053 51.00       
24054 51.00       
24055 49.00       
24056 48.00       
24057 50.00       
24058 50.00       
24059 50.00       
24060 48.00       
24061 49.00       
24062 50.00       
24063 50.00       
24064 49.00       
24065 48.00       
24066 48.00       
24067 50.00       
24068 49.00       
24069 51.00       
24070 48.00       
24071 48.00       
24072 49.00       
24073 50.00       
24074 49.00       
24075 50.00       
24076 49.00       
24077 48.00       
24078 50.00       
24079 49.00       
24080 47.00       
24081 50.00       
24082 50.00       
24083 50.00       
24084 49.00       
24085 50.00       
24086 48.00       
24087 50.00       
24088 49.00       
24089 50.00       
24090 50.00       
24091 50.00       
24092 48.00       
24093 49.00       
24094 49.00       
24095 51.00       
24096 50.00       
24097 49.00       
24098 50.00       
24099 51.00       
24100 48.00       
24101 48.00       
24102 50.00       
24103 49.00       
24104 49.00       
24105 49.00       
24106 50.00       
24107 50.00       
24108 50.00       
24109 49.00       
24110 51.00       
24111 49.00       
24112 50.00       
24113 49.00       
24114 49.00       
24115 48.00       
24116 50.00       
24117 50.00       
24118 49.00       
24119 51.00       
24120 49.00       
24121 49.00       
24122 50.00       
24123 49.00       
24124 49.00       
24125 50.00       
24126 50.00       
24127 49.00       
24128 51.00       
24129 50.00       
24130 48.00       
24131 49.00       
24132 51.00       
24133 48.00       
24134 50.00       
24135 51.00       
24136 47.00       
24137 50.00       
24138 49.00       
24139 49.00       
24140 49.00       
24141 50.00       
24142 51.00       
24143 50.00       
24144 49.00       
24145 50.00       
24146 50.00       
24147 50.00       
24148 49.00       
24149 51.00       
24150 49.00       
24151 50.00       
24152 48.00       
24153 50.00       
24154 49.00       
24155 48.00       
24156 50.00       
24157 49.00       
24158 49.00       
24159 50.00       
24160 49.00       
24161 50.00       
24162 50.00       
24163 49.00       
24164 49.00       
24165 49.00       
24166 48.00       
24167 52.00       
24168 49.00       
24169 50.00       
24170 48.00       
24171 49.00       
24172 49.00       
24173 49.00       
24174 50.00       
24175 49.00       
24176 49.00       
24177 50.00       
24178 50.00       
24179 50.00       
24180 50.00       
24181 50.00       
24182 50.00       
24183 51.00       
24184 48.00       
24185 49.00       
24186 49.00       
24187 49.00       
24188 49.00       
24189 50.00       
24190 49.00       
24191 49.00       
24192 50.00       
24193 50.00       
24194 50.00       
24195 50.00       
24196 51.00       
24197 49.00       
24198 50.00       
24199 49.00       
24200 49.00       
24201 49.00       
24202 51.00       
24203 50.00       
24204 48.00       
24205 48.00       
24206 49.00       
24207 50.00       
24208 49.00       
24209 48.00       
24210 49.00       
24211 50.00       
24212 50.00       
24213 49.00       
24214 49.00       
24215 49.00       
24216 49.00       
24217 49.00       
24218 50.00       
24219 49.00       
24220 49.00       
24221 50.00       
24222 50.00       
24223 49.00       
24224 49.00       
24225 50.00       
24226 50.00       
24227 49.00       
24228 49.00       
24229 49.00       
24230 48.00       
24231 49.00       
24232 50.00       
24233 49.00       
24234 49.00       
24235 52.00       
24236 48.00       
24237 50.00       
24238 50.00       
24239 50.00       
24240 49.00       
24241 49.00       
24242 50.00       
24243 49.00       
24244 49.00       
24245 51.00       
24246 50.00       
24247 50.00       
24248 49.00       
24249 49.00       
24250 48.00       
24251 49.00       
24252 49.00       
24253 50.00       
24254 51.00       
24255 50.00       
24256 47.00       
24257 50.00       
24258 50.00       
24259 50.00       
24260 51.00       
24261 51.00       
24262 50.00       
24263 49.00       
24264 50.00       
24265 50.00       
24266 48.00       
24267 50.00       
24268 49.00       
24269 51.00       
24270 49.00       
24271 50.00       
24272 51.00       
24273 48.00       
24274 49.00       
24275 49.00       
24276 51.00       
24277 50.00       
24278 50.00       
24279 49.00       
24280 50.00       
24281 51.00       
24282 50.00       
24283 49.00       
24284 50.00       
24285 49.00       
24286 51.00       
24287 50.00       
24288 50.00       
24289 50.00       
24290 49.00       
24291 49.00       
24292 51.00       
24293 49.00       
24294 50.00       
24295 49.00       
24296 50.00       
24297 48.00       
24298 50.00       
24299 50.00       
24300 50.00       
24301 50.00       
24302 48.00       
24303 50.00       
24304 50.00       
24305 51.00       
24306 50.00       
24307 52.00       
24308 49.00       
24309 50.00       
24310 49.00       
24311 49.00       
24312 49.00       
24313 48.00       
24314 49.00       
24315 49.00       
24316 51.00       
24317 50.00       
24318 49.00       
24319 49.00       
24320 48.00       
24321 49.00       
24322 50.00       
24323 49.00       
24324 49.00       
24325 49.00       
24326 50.00       
24327 50.00       
24328 51.00       
24329 50.00       
24330 49.00       
24331 50.00       
24332 51.00       
24333 48.00       
24334 48.00       
24335 50.00       
24336 50.00       
24337 49.00       
24338 50.00       
24339 50.00       
24340 49.00       
24341 50.00       
24342 52.00       
24343 48.00       
24344 50.00       
24345 50.00       
24346 48.00       
24347 50.00       
24348 50.00       
24349 48.00       
24350 51.00       
24351 49.00       
24352 50.00       
24353 49.00       
24354 48.00       
24355 50.00       
24356 49.00       
24357 48.00       
24358 49.00       
24359 49.00       
24360 50.00       
24361 48.00       
24362 50.00       
24363 51.00       
24364 49.00       
24365 49.00       
24366 50.00       
24367 49.00       
24368 49.00       
24369 49.00       
24370 48.00       
24371 49.00       
24372 49.00       
24373 49.00       
24374 48.00       
24375 49.00       
24376 51.00       
24377 49.00       
24378 48.00       
24379 49.00       
24380 48.00       
24381 49.00       
24382 50.00       
24383 49.00       
24384 51.00       
24385 50.00       
24386 49.00       
24387 51.00       
24388 49.00       
24389 49.00       
24390 52.00       
24391 48.00       
24392 49.00       
24393 50.00       
24394 51.00       
24395 50.00       
24396 49.00       
24397 49.00       
24398 49.00       
24399 48.00       
24400 49.00       
24401 50.00       
24402 49.00       
24403 51.00       
24404 49.00       
24405 50.00       
24406 50.00       
24407 49.00       
24408 48.00       
24409 48.00       
24410 49.00       
24411 49.00       
24412 49.00       
24413 50.00       
24414 51.00       
24415 51.00       
24416 49.00       
24417 50.00       
24418 51.00       
24419 50.00       
24420 49.00       
24421 49.00       
24422 50.00       
24423 51.00       
24424 50.00       
24425 49.00       
24426 50.00       
24427 50.00       
24428 49.00       
24429 50.00       
24430 48.00       
24431 50.00       
24432 49.00       
24433 49.00       
24434 50.00       
24435 50.00       
24436 47.00       
24437 50.00       
24438 49.00       
24439 49.00       
24440 50.00       
24441 49.00       
24442 50.00       
24443 49.00       
24444 48.00       
24445 51.00       
24446 50.00       
24447 48.00       
24448 50.00       
24449 49.00       
24450 50.00       
24451 49.00       
24452 49.00       
24453 51.00       
24454 48.00       
24455 48.00       
24456 49.00       
24457 49.00       
24458 50.00       
24459 49.00       
24460 50.00       
24461 49.00       
24462 51.00       
24463 50.00       
24464 49.00       
24465 49.00       
24466 49.00       
24467 49.00       
24468 49.00       
24469 49.00       
24470 50.00       
24471 50.00       
24472 51.00       
24473 51.00       
24474 50.00       
24475 50.00       
24476 50.00       
24477 50.00       
24478 49.00       
24479 50.00       
24480 49.00       
24481 47.00       
24482 49.00       
24483 50.00       
24484 49.00       
24485 50.00       
24486 49.00       
24487 49.00       
24488 51.00       
24489 50.00       
24490 50.00       
24491 50.00       
24492 49.00       
24493 51.00       
24494 49.00       
24495 48.00       
24496 50.00       
24497 49.00       
24498 49.00       
24499 49.00       
24500 50.00       
24501 49.00       
24502 49.00       
24503 50.00       
24504 49.00       
24505 50.00       
24506 49.00       
24507 49.00       
24508 50.00       
24509 51.00       
24510 50.00       
24511 50.00       
24512 49.00       
24513 50.00       
24514 51.00       
24515 49.00       
24516 50.00       
24517 51.00       
24518 50.00       
24519 49.00       
24520 49.00       
24521 50.00       
24522 50.00       
24523 51.00       
24524 49.00       
24525 51.00       
24526 50.00       
24527 49.00       
24528 50.00       
24529 50.00       
24530 50.00       
24531 50.00       
24532 49.00       
24533 49.00       
24534 50.00       
24535 50.00       
24536 49.00       
24537 49.00       
24538 50.00       
24539 51.00       
24540 50.00       
24541 49.00       
24542 50.00       
24543 51.00       
24544 49.00       
24545 49.00       
24546 50.00       
24547 49.00       
24548 50.00       
24549 49.00       
24550 50.00       
24551 49.00       
24552 48.00       
24553 50.00       
24554 48.00       
24555 49.00       
24556 49.00       
24557 50.00       
24558 49.00       
24559 50.00       
24560 49.00       
24561 50.00       
24562 48.00       
24563 49.00       
24564 50.00       
24565 51.00       
24566 49.00       
24567 51.00       
24568 49.00       
24569 51.00       
24570 50.00       
24571 49.00       
24572 48.00       
24573 49.00       
24574 51.00       
24575 50.00       
24576 49.00       
24577 50.00       
24578 50.00       
24579 51.00       
24580 50.00       
24581 49.00       
24582 50.00       
24583 49.00       
24584 49.00       
24585 49.00       
24586 49.00       
24587 52.00       
24588 51.00       
24589 50.00       
24590 51.00       
24591 48.00       
24592 50.00       
24593 51.00       
24594 50.00       
24595 50.00       
24596 50.00       
24597 49.00       
24598 48.00       
24599 49.00       
24600 50.00       
24601 49.00       
24602 50.00       
24603 50.00       
24604 49.00       
24605 50.00       
24606 49.00       
24607 49.00       
24608 50.00       
24609 50.00       
24610 49.00       
24611 48.00       
24612 50.00       
24613 49.00       
24614 50.00       
24615 48.00       
