File: ./hwmcc24/2024/sosylab/combinations/pc_sfifo_2.cil-1+token_ring.13.cil-1.aig
25670 50.00       
25671 49.00       
25672 49.00       
25673 50.00       
25674 49.00       
25675 47.00       
25676 51.00       
25677 50.00       
25678 51.00       
25679 48.00       
25680 48.00       
25681 49.00       
25682 51.00       
25683 49.00       
25684 50.00       
25685 49.00       
25686 49.00       
25687 50.00       
25688 50.00       
25689 52.00       
25690 48.00       
25691 49.00       
25692 50.00       
25693 49.00       
25694 49.00       
25695 49.00       
25696 48.00       
25697 49.00       
25698 49.00       
25699 48.00       
25700 49.00       
25701 49.00       
25702 49.00       
25703 50.00       
25704 50.00       
25705 49.00       
25706 51.00       
25707 48.00       
25708 50.00       
25709 48.00       
25710 48.00       
25711 50.00       
25712 49.00       
25713 50.00       
25714 50.00       
25715 49.00       
25716 49.00       
25717 50.00       
25718 49.00       
25719 50.00       
25720 50.00       
25721 50.00       
25722 51.00       
25723 49.00       
25724 49.00       
25725 50.00       
25726 50.00       
25727 48.00       
25728 49.00       
25729 49.00       
25730 50.00       
25731 49.00       
25732 50.00       
25733 49.00       
25734 50.00       
25735 48.00       
25736 48.00       
25737 51.00       
25738 50.00       
25739 49.00       
25740 50.00       
25741 49.00       
25742 51.00       
25743 50.00       
25744 49.00       
25745 49.00       
25746 50.00       
25747 49.00       
25748 50.00       
25749 50.00       
25750 51.00       
25751 50.00       
25752 50.00       
25753 49.00       
25754 50.00       
25755 49.00       
25756 50.00       
25757 50.00       
25758 49.00       
25759 49.00       
25760 49.00       
25761 48.00       
25762 49.00       
25763 50.00       
25764 50.00       
25765 51.00       
25766 49.00       
25767 50.00       
25768 48.00       
25769 50.00       
25770 48.00       
25771 48.00       
25772 49.00       
25773 51.00       
25774 50.00       
25775 51.00       
25776 49.00       
25777 52.00       
25778 48.00       
25779 49.00       
25780 50.00       
25781 52.00       
25782 49.00       
25783 50.00       
25784 50.00       
25785 48.00       
25786 50.00       
25787 50.00       
25788 50.00       
25789 48.00       
25790 49.00       
25791 51.00       
25792 49.00       
25793 48.00       
25794 51.00       
25795 48.00       
25796 51.00       
25797 49.00       
25798 49.00       
25799 50.00       
25800 50.00       
25801 50.00       
25802 51.00       
25803 49.00       
25804 51.00       
25805 50.00       
25806 49.00       
25807 49.00       
25808 50.00       
25809 49.00       
25810 49.00       
25811 49.00       
25812 51.00       
25813 50.00       
25814 50.00       
25815 50.00       
25816 50.00       
25817 50.00       
25818 50.00       
25819 49.00       
25820 48.00       
25821 50.00       
25822 50.00       
25823 48.00       
25824 49.00       
25825 49.00       
25826 49.00       
25827 49.00       
25828 50.00       
25829 49.00       
25830 50.00       
25831 49.00       
25832 50.00       
25833 50.00       
25834 50.00       
25835 50.00       
25836 50.00       
25837 50.00       
25838 49.00       
25839 49.00       
25840 50.00       
25841 50.00       
25842 50.00       
25843 48.00       
25844 49.00       
25845 49.00       
25846 51.00       
25847 50.00       
25848 51.00       
25849 50.00       
25850 49.00       
25851 49.00       
25852 50.00       
25853 49.00       
25854 49.00       
25855 50.00       
25856 50.00       
25857 49.00       
25858 49.00       
25859 50.00       
25860 49.00       
25861 49.00       
25862 49.00       
25863 49.00       
25864 50.00       
25865 49.00       
25866 49.00       
25867 50.00       
25868 51.00       
25869 50.00       
25870 49.00       
25871 51.00       
25872 49.00       
25873 50.00       
25874 51.00       
25875 50.00       
25876 50.00       
25877 49.00       
25878 50.00       
25879 49.00       
25880 49.00       
25881 50.00       
25882 50.00       
25883 49.00       
25884 50.00       
25885 50.00       
25886 50.00       
25887 49.00       
25888 49.00       
25889 48.00       
25890 50.00       
25891 49.00       
25892 50.00       
25893 50.00       
25894 49.00       
25895 50.00       
25896 48.00       
25897 50.00       
25898 49.00       
25899 51.00       
25900 50.00       
25901 50.00       
25902 51.00       
25903 48.00       
25904 49.00       
25905 49.00       
25906 49.00       
25907 50.00       
25908 49.00       
25909 50.00       
25910 49.00       
25911 50.00       
25912 49.00       
25913 50.00       
25914 47.00       
25915 47.00       
25916 49.00       
25917 49.00       
25918 49.00       
25919 50.00       
25920 50.00       
25921 49.00       
25922 48.00       
25923 47.00       
25924 50.00       
25925 49.00       
25926 49.00       
25927 49.00       
25928 49.00       
25929 49.00       
25930 48.00       
25931 50.00       
25932 50.00       
25933 48.00       
25934 52.00       
25935 49.00       
25936 50.00       
25937 50.00       
25938 50.00       
25939 50.00       
25940 50.00       
25941 51.00       
25942 51.00       
25943 50.00       
25944 50.00       
25945 50.00       
25946 49.00       
25947 50.00       
25948 49.00       
25949 48.00       
25950 48.00       
25951 49.00       
25952 49.00       
25953 50.00       
25954 49.00       
25955 49.00       
25956 49.00       
25957 50.00       
25958 50.00       
25959 50.00       
25960 49.00       
25961 50.00       
25962 49.00       
25963 50.00       
25964 48.00       
25965 49.00       
25966 49.00       
25967 49.00       
25968 49.00       
25969 50.00       
25970 48.00       
25971 50.00       
25972 49.00       
25973 50.00       
25974 49.00       
25975 50.00       
25976 50.00       
25977 50.00       
25978 48.00       
25979 50.00       
25980 49.00       
25981 49.00       
25982 50.00       
25983 50.00       
25984 50.00       
25985 49.00       
25986 50.00       
25987 50.00       
25988 49.00       
25989 50.00       
25990 50.00       
25991 49.00       
25992 50.00       
25993 49.00       
25994 49.00       
25995 51.00       
25996 50.00       
25997 50.00       
25998 51.00       
25999 50.00       
26000 48.00       
26001 49.00       
26002 51.00       
26003 50.00       
26004 50.00       
26005 50.00       
26006 49.00       
26007 49.00       
26008 50.00       
26009 48.00       
26010 50.00       
26011 49.00       
26012 49.00       
26013 49.00       
26014 49.00       
26015 48.00       
26016 50.00       
26017 49.00       
26018 50.00       
26019 50.00       
26020 49.00       
26021 49.00       
26022 49.00       
26023 49.00       
26024 51.00       
26025 51.00       
26026 49.00       
26027 49.00       
26028 48.00       
26029 50.00       
26030 49.00       
26031 50.00       
26032 50.00       
26033 51.00       
26034 50.00       
26035 50.00       
26036 49.00       
26037 49.00       
26038 49.00       
26039 50.00       
26040 49.00       
26041 50.00       
26042 48.00       
26043 49.00       
26044 48.00       
26045 50.00       
26046 51.00       
26047 51.00       
26048 51.00       
26049 51.00       
26050 49.00       
26051 50.00       
26052 49.00       
26053 48.00       
26054 49.00       
26055 50.00       
26056 49.00       
26057 50.00       
26058 48.00       
26059 48.00       
26060 51.00       
26061 50.00       
26062 50.00       
26063 49.00       
26064 50.00       
26065 50.00       
26066 49.00       
26067 49.00       
26068 49.00       
26069 49.00       
26070 49.00       
26071 49.00       
26072 50.00       
26073 49.00       
26074 50.00       
26075 50.00       
26076 50.00       
26077 52.00       
26078 49.00       
26079 48.00       
26080 50.00       
26081 50.00       
26082 48.00       
26083 51.00       
26084 50.00       
26085 50.00       
26086 50.00       
26087 50.00       
26088 49.00       
26089 50.00       
26090 51.00       
26091 49.00       
26092 50.00       
26093 48.00       
26094 49.00       
26095 50.00       
26096 48.00       
26097 48.00       
26098 50.00       
26099 49.00       
26100 49.00       
26101 51.00       
26102 50.00       
26103 50.00       
26104 48.00       
26105 49.00       
26106 50.00       
26107 49.00       
26108 49.00       
26109 50.00       
26110 51.00       
26111 49.00       
26112 50.00       
26113 49.00       
26114 49.00       
26115 48.00       
26116 49.00       
26117 49.00       
26118 50.00       
26119 49.00       
26120 50.00       
26121 49.00       
26122 49.00       
26123 49.00       
26124 51.00       
26125 49.00       
26126 50.00       
26127 49.00       
26128 50.00       
26129 49.00       
26130 49.00       
26131 50.00       
26132 49.00       
26133 50.00       
26134 48.00       
26135 49.00       
26136 48.00       
26137 49.00       
26138 49.00       
26139 50.00       
26140 49.00       
26141 50.00       
26142 50.00       
26143 50.00       
26144 51.00       
26145 49.00       
26146 49.00       
26147 48.00       
26148 49.00       
26149 49.00       
26150 50.00       
26151 50.00       
26152 49.00       
26153 50.00       
26154 50.00       
26155 50.00       
26156 49.00       
26157 50.00       
26158 49.00       
26159 49.00       
26160 50.00       
26161 49.00       
26162 49.00       
26163 50.00       
26164 49.00       
26165 49.00       
26166 49.00       
26167 49.00       
26168 50.00       
26169 49.00       
26170 49.00       
26171 49.00       
26172 50.00       
26173 48.00       
26174 50.00       
26175 50.00       
26176 49.00       
26177 49.00       
26178 50.00       
26179 48.00       
26180 49.00       
26181 50.00       
26182 49.00       
26183 50.00       
26184 49.00       
26185 50.00       
26186 51.00       
26187 50.00       
26188 50.00       
26189 51.00       
26190 50.00       
26191 48.00       
26192 49.00       
26193 49.00       
26194 49.00       
26195 51.00       
26196 50.00       
26197 49.00       
26198 50.00       
26199 50.00       
26200 50.00       
26201 49.00       
26202 49.00       
26203 49.00       
26204 50.00       
26205 51.00       
26206 50.00       
26207 50.00       
26208 50.00       
26209 49.00       
26210 49.00       
26211 49.00       
26212 50.00       
26213 50.00       
26214 52.00       
26215 50.00       
26216 49.00       
26217 49.00       
26218 49.00       
26219 50.00       
26220 49.00       
26221 50.00       
26222 48.00       
26223 49.00       
26224 49.00       
26225 50.00       
26226 49.00       
26227 49.00       
26228 50.00       
26229 51.00       
26230 48.00       
26231 50.00       
26232 49.00       
26233 49.00       
26234 49.00       
26235 49.00       
26236 48.00       
26237 49.00       
26238 49.00       
26239 50.00       
26240 50.00       
26241 50.00       
26242 49.00       
26243 50.00       
26244 48.00       
26245 50.00       
26246 50.00       
26247 48.00       
26248 49.00       
26249 48.00       
26250 49.00       
26251 49.00       
26252 50.00       
26253 50.00       
26254 49.00       
26255 50.00       
26256 49.00       
26257 48.00       
26258 50.00       
26259 48.00       
26260 49.00       
26261 50.00       
26262 49.00       
26263 49.00       
26264 50.00       
26265 50.00       
26266 49.00       
26267 48.00       
26268 50.00       
26269 50.00       
26270 49.00       
26271 48.00       
26272 49.00       
26273 48.00       
26274 51.00       
26275 49.00       
26276 51.00       
26277 49.00       
26278 50.00       
26279 48.00       
26280 49.00       
26281 49.00       
26282 48.00       
26283 50.00       
26284 51.00       
26285 49.00       
26286 49.00       
26287 50.00       
26288 51.00       
26289 49.00       
26290 51.00       
26291 49.00       
26292 47.00       
26293 50.00       
26294 50.00       
26295 51.00       
26296 50.00       
26297 51.00       
26298 49.00       
26299 50.00       
26300 49.00       
26301 50.00       
26302 50.00       
26303 50.00       
26304 50.00       
26305 50.00       
26306 49.00       
26307 48.00       
26308 49.00       
26309 48.00       
26310 50.00       
26311 50.00       
26312 49.00       
26313 49.00       
26314 49.00       
26315 50.00       
26316 49.00       
26317 50.00       
26318 48.00       
26319 52.00       
26320 48.00       
26321 49.00       
26322 49.00       
26323 51.00       
26324 50.00       
26325 50.00       
26326 50.00       
26327 50.00       
26328 51.00       
26329 50.00       
26330 49.00       
26331 50.00       
26332 50.00       
26333 49.00       
26334 50.00       
26335 49.00       
26336 49.00       
26337 49.00       
26338 50.00       
26339 51.00       
26340 48.00       
26341 51.00       
26342 49.00       
26343 49.00       
26344 50.00       
26345 50.00       
26346 49.00       
26347 50.00       
26348 49.00       
26349 49.00       
26350 49.00       
26351 50.00       
26352 48.00       
26353 50.00       
26354 50.00       
26355 49.00       
26356 49.00       
26357 49.00       
26358 51.00       
26359 49.00       
26360 50.00       
26361 51.00       
26362 50.00       
26363 49.00       
26364 49.00       
26365 50.00       
26366 50.00       
26367 49.00       
26368 48.00       
26369 51.00       
26370 50.00       
26371 49.00       
26372 50.00       
26373 49.00       
26374 49.00       
26375 48.00       
26376 50.00       
26377 48.00       
26378 50.00       
26379 49.00       
26380 51.00       
26381 49.00       
26382 49.00       
26383 49.00       
26384 50.00       
26385 48.00       
26386 49.00       
26387 50.00       
26388 47.00       
26389 49.00       
26390 51.00       
26391 49.00       
26392 50.00       
26393 49.00       
26394 49.00       
26395 49.00       
26396 51.00       
26397 49.00       
26398 49.00       
26399 49.00       
26400 49.00       
26401 50.00       
26402 50.00       
26403 50.00       
26404 49.00       
26405 50.00       
26406 49.00       
26407 49.00       
26408 49.00       
26409 50.00       
26410 47.00       
26411 51.00       
26412 51.00       
26413 50.00       
26414 48.00       
26415 50.00       
26416 48.00       
26417 50.00       
26418 48.00       
26419 50.00       
26420 50.00       
26421 48.00       
26422 50.00       
26423 48.00       
26424 48.00       
26425 48.00       
26426 50.00       
26427 49.00       
26428 49.00       
26429 50.00       
26430 49.00       
26431 48.00       
26432 49.00       
26433 49.00       
26434 48.00       
26435 50.00       
26436 50.00       
26437 48.00       
26438 51.00       
26439 50.00       
26440 51.00       
26441 49.00       
26442 49.00       
26443 49.00       
26444 48.00       
26445 50.00       
26446 50.00       
26447 48.00       
26448 50.00       
26449 51.00       
26450 49.00       
26451 48.00       
26452 49.00       
26453 51.00       
26454 50.00       
26455 48.00       
26456 49.00       
26457 51.00       
26458 49.00       
26459 49.00       
26460 50.00       
26461 51.00       
26462 49.00       
26463 50.00       
26464 49.00       
26465 50.00       
26466 51.00       
26467 50.00       
26468 49.00       
26469 49.00       
26470 48.00       
26471 50.00       
26472 50.00       
26473 48.00       
26474 49.00       
26475 49.00       
26476 50.00       
26477 50.00       
26478 50.00       
26479 49.00       
26480 50.00       
26481 49.00       
26482 50.00       
26483 49.00       
26484 50.00       
26485 48.00       
26486 50.00       
26487 50.00       
26488 49.00       
26489 48.00       
26490 49.00       
26491 49.00       
26492 49.00       
26493 49.00       
26494 49.00       
26495 49.00       
26496 50.00       
26497 50.00       
26498 49.00       
26499 48.00       
26500 49.00       
26501 52.00       
26502 48.00       
26503 49.00       
26504 48.00       
26505 50.00       
26506 49.00       
26507 50.00       
26508 51.00       
26509 50.00       
26510 51.00       
26511 50.00       
26512 50.00       
26513 49.00       
26514 48.00       
26515 50.00       
26516 50.00       
26517 47.00       
26518 50.00       
26519 51.00       
26520 49.00       
26521 50.00       
26522 51.00       
26523 49.00       
26524 47.00       
26525 50.00       
26526 49.00       
26527 49.00       
26528 48.00       
26529 50.00       
26530 51.00       
26531 50.00       
26532 50.00       
26533 49.00       
26534 50.00       
26535 50.00       
26536 50.00       
26537 48.00       
26538 50.00       
26539 49.00       
26540 50.00       
26541 50.00       
26542 50.00       
26543 49.00       
26544 49.00       
26545 49.00       
26546 48.00       
26547 49.00       
26548 50.00       
26549 50.00       
26550 49.00       
26551 50.00       
26552 49.00       
26553 51.00       
26554 50.00       
26555 50.00       
26556 48.00       
26557 49.00       
26558 50.00       
26559 48.00       
26560 50.00       
26561 51.00       
26562 49.00       
26563 49.00       
26564 50.00       
26565 49.00       
26566 49.00       
26567 50.00       
26568 48.00       
26569 49.00       
26570 48.00       
26571 49.00       
26572 49.00       
26573 49.00       
26574 50.00       
26575 49.00       
26576 49.00       
26577 50.00       
26578 48.00       
26579 50.00       
26580 50.00       
26581 49.00       
26582 50.00       
26583 49.00       
26584 50.00       
26585 49.00       
26586 51.00       
26587 48.00       
26588 49.00       
26589 50.00       
26590 50.00       
26591 49.00       
26592 49.00       
26593 48.00       
26594 50.00       
26595 50.00       
26596 49.00       
26597 50.00       
26598 48.00       
26599 51.00       
26600 47.00       
26601 50.00       
26602 49.00       
26603 50.00       
26604 50.00       
26605 50.00       
26606 48.00       
26607 48.00       
26608 50.00       
26609 49.00       
26610 50.00       
26611 49.00       
26612 49.00       
26613 50.00       
26614 50.00       
26615 49.00       
26616 49.00       
26617 50.00       
26618 48.00       
26619 51.00       
26620 51.00       
26621 51.00       
26622 49.00       
26623 48.00       
26624 50.00       
26625 50.00       
26626 48.00       
26627 49.00       
26628 49.00       
26629 49.00       
26630 50.00       
26631 50.00       
26632 50.00       
26633 49.00       
26634 49.00       
26635 48.00       
26636 50.00       
26637 50.00       
26638 50.00       
26639 49.00       
26640 49.00       
26641 51.00       
26642 50.00       
26643 49.00       
26644 50.00       
26645 49.00       
26646 50.00       
26647 50.00       
26648 51.00       
26649 50.00       
26650 50.00       
26651 49.00       
26652 49.00       
26653 50.00       
26654 49.00       
26655 51.00       
26656 51.00       
26657 50.00       
26658 49.00       
26659 50.00       
26660 52.00       
26661 50.00       
26662 50.00       
26663 49.00       
26664 49.00       
26665 49.00       
26666 49.00       
26667 49.00       
26668 49.00       
26669 50.00       
26670 49.00       
26671 50.00       
26672 50.00       
26673 49.00       
26674 50.00       
26675 49.00       
26676 50.00       
26677 50.00       
26678 48.00       
26679 49.00       
26680 51.00       
26681 48.00       
26682 49.00       
26683 50.00       
26684 51.00       
26685 51.00       
26686 49.00       
26687 48.00       
26688 49.00       
26689 49.00       
26690 50.00       
26691 48.00       
26692 50.00       
26693 48.00       
26694 49.00       
26695 49.00       
26696 49.00       
26697 50.00       
26698 49.00       
26699 51.00       
26700 51.00       
26701 50.00       
26702 51.00       
26703 50.00       
26704 49.00       
26705 51.00       
26706 52.00       
26707 51.00       
26708 50.00       
26709 49.00       
26710 49.00       
26711 49.00       
26712 48.00       
26713 50.00       
26714 49.00       
26715 50.00       
26716 49.00       
26717 49.00       
26718 49.00       
26719 49.00       
26720 50.00       
26721 50.00       
26722 49.00       
26723 50.00       
26724 50.00       
26725 50.00       
26726 48.00       
26727 49.00       
26728 49.00       
26729 49.00       
26730 49.00       
26731 47.00       
26732 50.00       
26733 51.00       
26734 49.00       
26735 49.00       
26736 51.00       
26737 49.00       
26738 48.00       
26739 51.00       
26740 48.00       
26741 48.00       
26742 51.00       
26743 50.00       
26744 49.00       
26745 49.00       
26746 49.00       
26747 49.00       
26748 50.00       
26749 51.00       
26750 51.00       
26751 49.00       
26752 50.00       
26753 49.00       
26754 48.00       
26755 51.00       
26756 49.00       
26757 48.00       
26758 48.00       
26759 49.00       
26760 50.00       
26761 50.00       
26762 49.00       
26763 50.00       
26764 50.00       
26765 50.00       
26766 49.00       
26767 50.00       
26768 49.00       
26769 51.00       
26770 50.00       
26771 49.00       
26772 50.00       
26773 50.00       
26774 50.00       
26775 51.00       
26776 50.00       
26777 49.00       
26778 49.00       
26779 50.00       
26780 51.00       
26781 49.00       
26782 51.00       
26783 50.00       
26784 49.00       
26785 51.00       
26786 49.00       
26787 50.00       
26788 50.00       
26789 48.00       
26790 50.00       
26791 49.00       
26792 50.00       
26793 48.00       
26794 49.00       
26795 50.00       
26796 46.00       
26797 50.00       
26798 50.00       
26799 49.00       
26800 51.00       
26801 49.00       
26802 49.00       
26803 51.00       
26804 50.00       
26805 48.00       
26806 49.00       
26807 50.00       
26808 49.00       
26809 50.00       
26810 50.00       
26811 50.00       
26812 50.00       
26813 51.00       
26814 50.00       
26815 51.00       
26816 50.00       
26817 50.00       
26818 50.00       
26819 49.00       
26820 49.00       
26821 50.00       
26822 48.00       
26823 51.00       
26824 48.00       
26825 49.00       
26826 49.00       
26827 49.00       
26828 49.00       
26829 50.00       
26830 49.00       
26831 48.00       
26832 49.00       
26833 50.00       
26834 50.00       
26835 50.00       
26836 50.00       
26837 50.00       
26838 50.00       
26839 50.00       
26840 49.00       
26841 49.00       
26842 49.00       
26843 48.00       
26844 49.00       
26845 51.00       
26846 49.00       
26847 50.00       
26848 49.00       
26849 51.00       
26850 50.00       
26851 51.00       
26852 50.00       
26853 50.00       
26854 49.00       
26855 50.00       
26856 50.00       
26857 50.00       
26858 49.00       
26859 50.00       
26860 48.00       
26861 49.00       
26862 50.00       
26863 49.00       
26864 49.00       
26865 50.00       
26866 49.00       
26867 50.00       
26868 50.00       
26869 49.00       
26870 49.00       
26871 51.00       
26872 50.00       
26873 51.00       
26874 51.00       
26875 49.00       
26876 49.00       
26877 49.00       
26878 50.00       
26879 50.00       
26880 49.00       
26881 48.00       
26882 49.00       
26883 50.00       
26884 49.00       
26885 49.00       
26886 49.00       
26887 50.00       
26888 51.00       
26889 49.00       
26890 49.00       
26891 49.00       
26892 51.00       
26893 50.00       
26894 49.00       
26895 49.00       
26896 49.00       
26897 48.00       
26898 50.00       
26899 51.00       
26900 51.00       
26901 50.00       
26902 51.00       
26903 51.00       
26904 49.00       
26905 50.00       
26906 49.00       
26907 49.00       
26908 50.00       
26909 49.00       
26910 50.00       
26911 51.00       
26912 49.00       
26913 48.00       
26914 51.00       
26915 50.00       
26916 51.00       
26917 51.00       
26918 51.00       
26919 49.00       
26920 49.00       
26921 49.00       
26922 49.00       
26923 49.00       
26924 50.00       
26925 48.00       
26926 50.00       
26927 51.00       
26928 49.00       
26929 49.00       
26930 49.00       
26931 49.00       
26932 49.00       
26933 50.00       
26934 51.00       
26935 49.00       
26936 52.00       
26937 50.00       
26938 49.00       
26939 50.00       
26940 49.00       
26941 49.00       
26942 51.00       
26943 50.00       
26944 49.00       
26945 49.00       
26946 50.00       
26947 49.00       
26948 50.00       
26949 50.00       
26950 50.00       
26951 49.00       
26952 49.00       
26953 52.00       
26954 50.00       
26955 51.00       
26956 49.00       
26957 48.00       
26958 49.00       
26959 49.00       
26960 51.00       
26961 51.00       
26962 50.00       
26963 51.00       
26964 49.00       
26965 49.00       
26966 50.00       
26967 50.00       
26968 50.00       
26969 50.00       
26970 49.00       
26971 51.00       
26972 48.00       
26973 49.00       
26974 49.00       
26975 51.00       
26976 49.00       
26977 50.00       
26978 48.00       
26979 49.00       
26980 48.00       
26981 49.00       
26982 52.00       
26983 50.00       
26984 51.00       
26985 48.00       
26986 50.00       
26987 50.00       
26988 49.00       
26989 49.00       
26990 49.00       
26991 49.00       
26992 49.00       
26993 50.00       
26994 51.00       
26995 49.00       
26996 50.00       
26997 49.00       
26998 49.00       
26999 48.00       
27000 50.00       
27001 49.00       
27002 51.00       
27003 51.00       
27004 50.00       
27005 50.00       
27006 48.00       
27007 49.00       
27008 50.00       
27009 49.00       
27010 49.00       
27011 50.00       
27012 50.00       
27013 50.00       
27014 48.00       
27015 49.00       
27016 48.00       
27017 51.00       
27018 50.00       
27019 49.00       
27020 50.00       
27021 48.00       
27022 48.00       
27023 50.00       
27024 48.00       
27025 50.00       
27026 49.00       
27027 50.00       
27028 50.00       
27029 49.00       
27030 49.00       
27031 48.00       
27032 49.00       
27033 50.00       
27034 49.00       
27035 50.00       
27036 50.00       
27037 50.00       
27038 51.00       
27039 50.00       
27040 50.00       
27041 51.00       
27042 50.00       
27043 49.00       
27044 50.00       
27045 49.00       
27046 51.00       
27047 51.00       
27048 49.00       
27049 49.00       
27050 49.00       
27051 49.00       
27052 49.00       
27053 49.00       
27054 50.00       
27055 51.00       
27056 49.00       
27057 50.00       
27058 51.00       
27059 49.00       
27060 51.00       
27061 50.00       
27062 50.00       
27063 49.00       
27064 51.00       
27065 50.00       
27066 51.00       
27067 49.00       
27068 49.00       
27069 50.00       
27070 49.00       
27071 50.00       
27072 50.00       
27073 49.00       
27074 49.00       
27075 50.00       
27076 50.00       
27077 51.00       
27078 49.00       
27079 50.00       
27080 48.00       
27081 50.00       
27082 50.00       
27083 50.00       
27084 50.00       
27085 50.00       
27086 49.00       
27087 50.00       
27088 49.00       
27089 48.00       
27090 49.00       
27091 51.00       
27092 48.00       
27093 49.00       
27094 50.00       
27095 50.00       
27096 49.00       
27097 50.00       
27098 50.00       
27099 49.00       
27100 49.00       
27101 50.00       
27102 50.00       
27103 50.00       
27104 50.00       
27105 50.00       
27106 50.00       
27107 50.00       
27108 51.00       
27109 50.00       
27110 49.00       
27111 49.00       
27112 49.00       
27113 49.00       
27114 52.00       
27115 47.00       
27116 49.00       
27117 49.00       
27118 50.00       
27119 48.00       
27120 50.00       
27121 49.00       
27122 49.00       
27123 51.00       
27124 49.00       
27125 50.00       
27126 48.00       
27127 49.00       
27128 50.00       
27129 50.00       
27130 49.00       
27131 50.00       
27132 50.00       
27133 50.00       
27134 50.00       
27135 49.00       
27136 49.00       
27137 49.00       
27138 50.00       
27139 50.00       
27140 49.00       
27141 48.00       
27142 49.00       
27143 49.00       
27144 50.00       
27145 50.00       
27146 48.00       
27147 50.00       
27148 48.00       
27149 50.00       
27150 51.00       
27151 50.00       
27152 50.00       
27153 50.00       
27154 51.00       
27155 49.00       
27156 49.00       
27157 49.00       
27158 47.00       
27159 49.00       
27160 50.00       
27161 51.00       
27162 49.00       
27163 50.00       
27164 49.00       
27165 50.00       
27166 49.00       
27167 50.00       
27168 50.00       
27169 51.00       
27170 50.00       
27171 50.00       
27172 49.00       
27173 50.00       
27174 50.00       
27175 50.00       
27176 48.00       
27177 51.00       
27178 49.00       
27179 49.00       
27180 50.00       
27181 50.00       
27182 49.00       
27183 49.00       
27184 51.00       
27185 49.00       
27186 50.00       
27187 49.00       
27188 50.00       
27189 47.00       
27190 48.00       
27191 50.00       
27192 49.00       
27193 49.00       
27194 50.00       
27195 49.00       
27196 50.00       
27197 50.00       
27198 50.00       
27199 49.00       
27200 50.00       
27201 50.00       
27202 50.00       
27203 51.00       
27204 50.00       
27205 49.00       
27206 48.00       
27207 48.00       
27208 50.00       
27209 49.00       
27210 50.00       
27211 50.00       
27212 50.00       
27213 49.00       
27214 50.00       
27215 49.00       
27216 49.00       
27217 50.00       
27218 48.00       
27219 48.00       
27220 50.00       
27221 48.00       
27222 50.00       
27223 51.00       
27224 50.00       
27225 51.00       
27226 50.00       
27227 49.00       
27228 49.00       
27229 48.00       
27230 49.00       
27231 49.00       
27232 49.00       
27233 50.00       
27234 51.00       
27235 49.00       
27236 49.00       
27237 50.00       
27238 49.00       
27239 49.00       
27240 49.00       
27241 50.00       
27242 49.00       
27243 49.00       
27244 49.00       
27245 49.00       
27246 49.00       
27247 50.00       
27248 50.00       
27249 47.00       
27250 51.00       
27251 50.00       
27252 50.00       
27253 50.00       
27254 50.00       
27255 49.00       
27256 48.00       
27257 49.00       
27258 50.00       
27259 50.00       
27260 50.00       
27261 49.00       
27262 49.00       
27263 51.00       
27264 49.00       
27265 51.00       
27266 50.00       
27267 49.00       
27268 50.00       
