File: ./hwmcc24/2024/sosylab/combinations/pc_sfifo_2.cil-1+token_ring.11.cil-2.aig
22077 49.00       
22078 49.00       
22079 50.00       
22080 49.00       
22081 49.00       
22082 49.00       
22083 50.00       
22084 49.00       
22085 49.00       
22086 49.00       
22087 49.00       
22088 50.00       
22089 48.00       
22090 49.00       
22091 48.00       
22092 50.00       
22093 49.00       
22094 50.00       
22095 50.00       
22096 49.00       
22097 49.00       
22098 49.00       
22099 50.00       
22100 51.00       
22101 48.00       
22102 49.00       
22103 48.00       
22104 50.00       
22105 50.00       
22106 51.00       
22107 51.00       
22108 49.00       
22109 50.00       
22110 50.00       
22111 50.00       
22112 48.00       
22113 49.00       
22114 48.00       
22115 48.00       
22116 49.00       
22117 49.00       
22118 49.00       
22119 50.00       
22120 49.00       
22121 48.00       
22122 50.00       
22123 50.00       
22124 51.00       
22125 49.00       
22126 50.00       
22127 50.00       
22128 51.00       
22129 50.00       
22130 49.00       
22131 50.00       
22132 48.00       
22133 50.00       
22134 50.00       
22135 49.00       
22136 50.00       
22137 49.00       
22138 50.00       
22139 48.00       
22140 49.00       
22141 50.00       
22142 49.00       
22143 50.00       
22144 50.00       
22145 49.00       
22146 49.00       
22147 51.00       
22148 50.00       
22149 50.00       
22150 50.00       
22151 50.00       
22152 49.00       
22153 51.00       
22154 49.00       
22155 50.00       
22156 50.00       
22157 49.00       
22158 49.00       
22159 49.00       
22160 49.00       
22161 50.00       
22162 49.00       
22163 50.00       
22164 50.00       
22165 50.00       
22166 49.00       
22167 49.00       
22168 50.00       
22169 50.00       
22170 49.00       
22171 50.00       
22172 49.00       
22173 49.00       
22174 50.00       
22175 50.00       
22176 48.00       
22177 51.00       
22178 48.00       
22179 49.00       
22180 51.00       
22181 50.00       
22182 49.00       
22183 49.00       
22184 50.00       
22185 49.00       
22186 50.00       
22187 49.00       
22188 48.00       
22189 49.00       
22190 49.00       
22191 48.00       
22192 50.00       
22193 50.00       
22194 48.00       
22195 48.00       
22196 49.00       
22197 48.00       
22198 50.00       
22199 50.00       
22200 50.00       
22201 50.00       
22202 48.00       
22203 50.00       
22204 50.00       
22205 51.00       
22206 49.00       
22207 49.00       
22208 50.00       
22209 49.00       
22210 49.00       
22211 48.00       
22212 48.00       
22213 50.00       
22214 51.00       
22215 49.00       
22216 48.00       
22217 49.00       
22218 49.00       
22219 50.00       
22220 50.00       
22221 50.00       
22222 50.00       
22223 49.00       
22224 50.00       
22225 50.00       
22226 51.00       
22227 50.00       
22228 49.00       
22229 52.00       
22230 50.00       
22231 49.00       
22232 49.00       
22233 51.00       
22234 49.00       
22235 50.00       
22236 49.00       
22237 49.00       
22238 48.00       
22239 48.00       
22240 48.00       
22241 50.00       
22242 50.00       
22243 50.00       
22244 49.00       
22245 50.00       
22246 50.00       
22247 50.00       
22248 49.00       
22249 49.00       
22250 51.00       
22251 49.00       
22252 49.00       
22253 50.00       
22254 50.00       
22255 49.00       
22256 51.00       
22257 50.00       
22258 49.00       
22259 48.00       
22260 50.00       
22261 48.00       
22262 49.00       
22263 50.00       
22264 51.00       
22265 51.00       
22266 49.00       
22267 49.00       
22268 50.00       
22269 50.00       
22270 51.00       
22271 49.00       
22272 48.00       
22273 49.00       
22274 50.00       
22275 49.00       
22276 48.00       
22277 51.00       
22278 49.00       
22279 49.00       
22280 50.00       
22281 49.00       
22282 51.00       
22283 49.00       
22284 50.00       
22285 48.00       
22286 49.00       
22287 49.00       
22288 50.00       
22289 51.00       
22290 50.00       
22291 50.00       
22292 49.00       
22293 51.00       
22294 50.00       
22295 50.00       
22296 51.00       
22297 50.00       
22298 50.00       
22299 49.00       
22300 50.00       
22301 49.00       
22302 50.00       
22303 49.00       
22304 49.00       
22305 50.00       
22306 50.00       
22307 49.00       
22308 50.00       
22309 49.00       
22310 50.00       
22311 49.00       
22312 48.00       
22313 50.00       
22314 47.00       
22315 50.00       
22316 49.00       
22317 50.00       
22318 50.00       
22319 49.00       
22320 49.00       
22321 50.00       
22322 48.00       
22323 51.00       
22324 49.00       
22325 49.00       
22326 50.00       
22327 48.00       
22328 49.00       
22329 50.00       
22330 47.00       
22331 50.00       
22332 50.00       
22333 49.00       
22334 50.00       
22335 49.00       
22336 50.00       
22337 50.00       
22338 48.00       
22339 51.00       
22340 50.00       
22341 51.00       
22342 51.00       
22343 49.00       
22344 51.00       
22345 50.00       
22346 51.00       
22347 49.00       
22348 50.00       
22349 49.00       
22350 50.00       
22351 51.00       
22352 49.00       
22353 50.00       
22354 47.00       
22355 48.00       
22356 50.00       
22357 48.00       
22358 51.00       
22359 50.00       
22360 49.00       
22361 50.00       
22362 49.00       
22363 49.00       
22364 49.00       
22365 50.00       
22366 50.00       
22367 50.00       
22368 48.00       
22369 50.00       
22370 50.00       
22371 49.00       
22372 50.00       
